Orthogroup	Azeb	Tgra
OG0003914	mikado.HiC_scaffold_9.0G1.1	KUTeg_004352, KUTeg_004351
OG0003915	mikado.HiC_scaffold_9.0G5.1	KUTeg_003695, KUTeg_004347
OG0003916	mikado.HiC_scaffold_9.0G6.1	KUTeg_004141, KUTeg_004356
OG0003917	mikado.HiC_scaffold_9.0G23.1	KUTeg_017003
OG0003918	mikado.HiC_scaffold_9.0G24.1	KUTeg_009224, KUTeg_004407
OG0003919	mikado.HiC_scaffold_9.0G38.1	KUTeg_003908, KUTeg_004526
OG0003920	mikado.HiC_scaffold_9.0G41.1, mikado.HiC_scaffold_9.0G40.1	KUTeg_003910
OG0003921	mikado.HiC_scaffold_9.0G63.1	KUTeg_003912
OG0003922	mikado.HiC_scaffold_9.0G77.1	KUTeg_003712, KUTeg_003711
OG0003923	mikado.HiC_scaffold_9.0G107.1, mikado.HiC_scaffold_9.0G109.1	KUTeg_004497
OG0003925	mikado.HiC_scaffold_9.0G113.1	KUTeg_004501
OG0003926	mikado.HiC_scaffold_9.0G122.2, mikado.HiC_scaffold_9.0G122.1	KUTeg_003364
OG0003927	mikado.HiC_scaffold_9.0G126.1, mikado.HiC_scaffold_9.0G125.1	KUTeg_003370
OG0003928	mikado.HiC_scaffold_9.0G140.1, mikado.HiC_scaffold_9.0G139.1	KUTeg_003764
OG0003929	mikado.HiC_scaffold_9.0G145.1	KUTeg_004006, KUTeg_004007
OG0003930	mikado.HiC_scaffold_9.0G152.1	KUTeg_004267, KUTeg_003182
OG0003931	mikado.HiC_scaffold_9.0G163.1, mikado.HiC_scaffold_9.0G163.2	KUTeg_003841
OG0003932	mikado.HiC_scaffold_9.0G211.2, mikado.HiC_scaffold_9.0G211.1	KUTeg_003185
OG0003934	mikado.HiC_scaffold_9.0G216.1	KUTeg_010390
OG0003935	mikado.HiC_scaffold_9.0G226.1, mikado.HiC_scaffold_9.0G226.2	KUTeg_004414
OG0003936	mikado.HiC_scaffold_9.0G231.1	KUTeg_003827, KUTeg_003831
OG0003937	mikado.HiC_scaffold_9.0G238.1	KUTeg_001032, KUTeg_004477
OG0003938	mikado.HiC_scaffold_340G2.1, mikado.HiC_scaffold_10.0G390.1, mikado.HiC_scaffold_9.0G239.1	KUTeg_010797
OG0003939	mikado.HiC_scaffold_9.0G245.2, mikado.HiC_scaffold_9.0G245.1	KUTeg_003189
OG0003941	mikado.HiC_scaffold_9.0G251.1	KUTeg_003512, KUTeg_013512
OG0003942	mikado.HiC_scaffold_9.0G252.1	KUTeg_003513
OG0003943	mikado.HiC_scaffold_9.0G265.1	KUTeg_003785, KUTeg_003221
OG0003944	mikado.HiC_scaffold_9.0G268.1	KUTeg_003218, KUTeg_003215
OG0003945	mikado.HiC_scaffold_9.0G877.1, mikado.HiC_scaffold_9.0G270.1	KUTeg_004178
OG0003946	mikado.HiC_scaffold_9.0G271.1	KUTeg_004223, KUTeg_004013
OG0003947	mikado.HiC_scaffold_9.0G290.1	KUTeg_003363, KUTeg_003715
OG0003948	mikado.HiC_scaffold_9.0G306.2, mikado.HiC_scaffold_9.0G306.1	KUTeg_004549
OG0003949	mikado.HiC_scaffold_9.0G314.1	KUTeg_003321, KUTeg_003315
OG0003950	mikado.HiC_scaffold_9.0G324.1	KUTeg_003563, KUTeg_003561
OG0003951	mikado.HiC_scaffold_9.0G338.1	KUTeg_002941
OG0003952	mikado.HiC_scaffold_9.0G345.1, mikado.HiC_scaffold_11.0G7.1	KUTeg_003957
OG0003953	mikado.HiC_scaffold_9.0G346.2, mikado.HiC_scaffold_9.0G346.1	KUTeg_022254
OG0003954	mikado.HiC_scaffold_9.0G350.1	KUTeg_004519, KUTeg_003267
OG0003955	mikado.HiC_scaffold_9.0G351.1	KUTeg_003727, KUTeg_004516
OG0003956	mikado.HiC_scaffold_9.0G352.1	KUTeg_003100, KUTeg_003407
OG0003957	mikado.HiC_scaffold_9.0G357.1, mikado.HiC_scaffold_9.0G357.2	KUTeg_004294
OG0003958	mikado.HiC_scaffold_9.0G367.1	KUTeg_003603, KUTeg_017871
OG0003959	mikado.HiC_scaffold_9.0G372.2, mikado.HiC_scaffold_9.0G372.1	KUTeg_003636
OG0003960	mikado.HiC_scaffold_9.0G385.1	KUTeg_004562
OG0003961	mikado.HiC_scaffold_9.0G404.1, mikado.HiC_scaffold_9.0G404.2	KUTeg_003438
OG0003962	mikado.HiC_scaffold_9.0G422.1	KUTeg_010508, KUTeg_003884
OG0003963	mikado.HiC_scaffold_9.0G427.1	KUTeg_003552, KUTeg_003551
OG0003964	mikado.HiC_scaffold_9.0G431.1, mikado.HiC_scaffold_9.0G429.1	KUTeg_003554
OG0003965	mikado.HiC_scaffold_9.0G430.1	KUTeg_015358, KUTeg_015567
OG0003966	mikado.HiC_scaffold_9.0G435.1	KUTeg_003366, KUTeg_003996
OG0003967	mikado.HiC_scaffold_9.0G443.1, mikado.HiC_scaffold_9.0G443.2	KUTeg_003724
OG0003968	mikado.HiC_scaffold_9.0G444.1	KUTeg_003254, KUTeg_004382
OG0003969	mikado.HiC_scaffold_9.0G456.1	KUTeg_005822, KUTeg_015870
OG0003970	mikado.HiC_scaffold_9.0G460.1, mikado.HiC_scaffold_9.0G459.1	KUTeg_003069
OG0003971	mikado.HiC_scaffold_9.0G469.2, mikado.HiC_scaffold_9.0G469.1	KUTeg_003738
OG0003972	mikado.HiC_scaffold_9.0G478.1	KUTeg_003856, KUTeg_003168
OG0003973	mikado.HiC_scaffold_9.0G480.1, mikado.HiC_scaffold_9.0G479.1	KUTeg_003486
OG0003974	mikado.HiC_scaffold_9.0G486.1, mikado.HiC_scaffold_9.0G486.2	KUTeg_004284
OG0003975	mikado.HiC_scaffold_9.0G494.1, mikado.HiC_scaffold_9.0G493.1	KUTeg_004288
OG0003976	mikado.HiC_scaffold_9.0G498.1	KUTeg_003615
OG0003977	mikado.HiC_scaffold_9.0G502.1, mikado.HiC_scaffold_9.0G503.1	KUTeg_003498
OG0003979	mikado.HiC_scaffold_9.0G524.1	KUTeg_016125, KUTeg_004158
OG0003980	mikado.HiC_scaffold_9.0G527.1	KUTeg_004054
OG0003981	mikado.HiC_scaffold_9.0G537.1	KUTeg_004204, KUTeg_004632
OG0003982	mikado.HiC_scaffold_9.0G539.1	KUTeg_004202
OG0003983	mikado.HiC_scaffold_9.0G555.1, mikado.HiC_scaffold_9.0G550.1	KUTeg_004254
OG0003984	mikado.HiC_scaffold_9.0G572.6, mikado.HiC_scaffold_9.0G572.1, mikado.HiC_scaffold_9.0G572.2	KUTeg_003065
OG0003985	mikado.HiC_scaffold_9.0G574.1	KUTeg_000923, KUTeg_004555
OG0003986	mikado.HiC_scaffold_9.0G573.2, mikado.HiC_scaffold_9.0G573.1	KUTeg_004556
OG0003987	mikado.HiC_scaffold_17.0G853.1, mikado.HiC_scaffold_17.0G854.1, mikado.HiC_scaffold_9.0G582.1	KUTeg_008930
OG0003988	mikado.HiC_scaffold_9.0G589.1	KUTeg_019001
OG0003989	mikado.HiC_scaffold_9.0G594.1	KUTeg_003066, KUTeg_004132
OG0003990	mikado.HiC_scaffold_9.0G599.1	KUTeg_004130, KUTeg_004134
OG0003991	mikado.HiC_scaffold_9.0G600.1	KUTeg_004131
OG0003992	mikado.HiC_scaffold_9.0G602.1	KUTeg_004324, KUTeg_004330
OG0003993	mikado.HiC_scaffold_9.0G1245.1, mikado.HiC_scaffold_9.0G606.1	KUTeg_003000
OG0003994	mikado.HiC_scaffold_9.0G611.1	KUTeg_003176, KUTeg_003889
OG0003995	mikado.HiC_scaffold_9.0G613.1	KUTeg_003692, KUTeg_003687
OG0003996	mikado.HiC_scaffold_9.0G614.1	KUTeg_003686, KUTeg_003691
OG0003997	mikado.HiC_scaffold_9.0G616.2, mikado.HiC_scaffold_9.0G616.1	KUTeg_004328
OG0003998	mikado.HiC_scaffold_9.0G628.1	KUTeg_003634
OG0003999	mikado.HiC_scaffold_9.0G644.1, mikado.HiC_scaffold_9.0G644.2	KUTeg_004453
OG0004000	mikado.HiC_scaffold_9.0G649.1	KUTeg_004062
OG0004001	mikado.HiC_scaffold_9.0G652.1	KUTeg_014867, KUTeg_011312
OG0004002	mikado.HiC_scaffold_9.0G665.1, mikado.HiC_scaffold_9.0G664.1	KUTeg_004066
OG0004003	mikado.HiC_scaffold_9.0G674.1	KUTeg_003847, KUTeg_003816
OG0004004	mikado.HiC_scaffold_9.0G677.1, mikado.HiC_scaffold_9.0G678.1	KUTeg_004483
OG0004005	mikado.HiC_scaffold_9.0G690.1, mikado.HiC_scaffold_9.0G685.1	KUTeg_004481
OG0004006	mikado.HiC_scaffold_9.0G699.1	KUTeg_003360, KUTeg_004479
OG0004007	mikado.HiC_scaffold_9.0G706.2, mikado.HiC_scaffold_9.0G706.1	KUTeg_003914
OG0004008	mikado.HiC_scaffold_9.0G713.1, mikado.HiC_scaffold_9.0G714.1	KUTeg_004193
OG0004009	mikado.HiC_scaffold_9.0G721.1	KUTeg_003411
OG0004010	mikado.HiC_scaffold_9.0G727.1	KUTeg_002971
OG0004011	mikado.HiC_scaffold_9.0G731.2, mikado.HiC_scaffold_9.0G731.1	KUTeg_002974
OG0004012	mikado.HiC_scaffold_9.0G739.2, mikado.HiC_scaffold_9.0G739.1	KUTeg_004369
OG0004013	mikado.HiC_scaffold_9.0G741.1	KUTeg_004376, KUTeg_004367
OG0004014	mikado.HiC_scaffold_9.0G754.1, mikado.HiC_scaffold_9.0G753.1	KUTeg_003429
OG0004015	mikado.HiC_scaffold_9.0G757.1, mikado.HiC_scaffold_9.0G757.2	KUTeg_003427
OG0004016	mikado.HiC_scaffold_9.0G761.1, mikado.HiC_scaffold_9.0G760.1	KUTeg_003584
OG0004017	mikado.HiC_scaffold_9.0G762.2, mikado.HiC_scaffold_9.0G762.1	KUTeg_003309
OG0004018	mikado.HiC_scaffold_9.0G766.1	KUTeg_003203, KUTeg_004390
OG0004019	mikado.HiC_scaffold_9.0G765.1	KUTeg_004388, KUTeg_003173
OG0004020	mikado.HiC_scaffold_9.0G768.1	KUTeg_017212, KUTeg_003790
OG0004021	mikado.HiC_scaffold_9.0G788.1	KUTeg_003074, KUTeg_003075
OG0004022	mikado.HiC_scaffold_9.0G790.1, mikado.HiC_scaffold_9.0G789.1	KUTeg_003072
OG0004023	mikado.HiC_scaffold_9.0G793.1	KUTeg_004161, KUTeg_004170
OG0004024	mikado.HiC_scaffold_9.0G794.1	KUTeg_004169, KUTeg_020865
OG0004025	mikado.HiC_scaffold_9.0G800.1, mikado.HiC_scaffold_21.0G1062.1	KUTeg_001807
OG0004026	mikado.HiC_scaffold_9.0G823.1, mikado.HiC_scaffold_9.0G823.3	KUTeg_004426
OG0004027	mikado.HiC_scaffold_9.0G829.1, mikado.HiC_scaffold_9.0G829.2	KUTeg_004421
OG0004028	mikado.HiC_scaffold_9.0G848.1	KUTeg_003136
OG0004029	mikado.HiC_scaffold_9.0G854.1	KUTeg_004341, KUTeg_003582
OG0004030	mikado.HiC_scaffold_9.0G868.1, mikado.HiC_scaffold_9.0G869.1	KUTeg_004490
OG0004031	mikado.HiC_scaffold_9.0G875.1, mikado.HiC_scaffold_9.0G875.2	KUTeg_004177
OG0004032	mikado.HiC_scaffold_9.0G894.1	KUTeg_004234
OG0004033	mikado.HiC_scaffold_9.0G897.1	KUTeg_002934
OG0004034	mikado.HiC_scaffold_9.0G916.1	KUTeg_003528
OG0004035	mikado.HiC_scaffold_9.0G917.1	KUTeg_003529
OG0004036	mikado.HiC_scaffold_9.0G927.1	KUTeg_002790
OG0004037	mikado.HiC_scaffold_9.0G934.1	KUTeg_002851
OG0004038	mikado.HiC_scaffold_9.0G954.1	KUTeg_002981, KUTeg_008971
OG0004039	mikado.HiC_scaffold_9.0G973.2, mikado.HiC_scaffold_9.0G973.1	KUTeg_004213
OG0004040	mikado.HiC_scaffold_9.0G988.1	KUTeg_003722, KUTeg_003362
OG0004041	mikado.HiC_scaffold_9.0G1002.2, mikado.HiC_scaffold_9.0G1002.1, mikado.HiC_scaffold_9.0G1002.3	KUTeg_003270
OG0004042	mikado.HiC_scaffold_17.0G761.1, mikado.HiC_scaffold_17.0G549.1, mikado.HiC_scaffold_9.0G1032.1	KUTeg_008585
OG0004044	mikado.HiC_scaffold_9.0G1052.1	KUTeg_003776
OG0004045	mikado.HiC_scaffold_9.0G1057.1	KUTeg_004251, KUTeg_004246
OG0004046	mikado.HiC_scaffold_9.0G1059.1	KUTeg_004250, KUTeg_004247
OG0004047	mikado.HiC_scaffold_9.0G1060.1	KUTeg_004248, KUTeg_004249
OG0004048	mikado.HiC_scaffold_9.0G1061.1	KUTeg_004245, KUTeg_004252
OG0004049	mikado.HiC_scaffold_9.0G1068.1, mikado.HiC_scaffold_9.0G1069.1	KUTeg_004111, KUTeg_004110
OG0004050	mikado.HiC_scaffold_9.0G1083.1	KUTeg_003917, KUTeg_003876
OG0004051	mikado.HiC_scaffold_9.0G1099.1	KUTeg_003327
OG0004052	mikado.HiC_scaffold_9.0G1105.2, mikado.HiC_scaffold_9.0G1105.1	KUTeg_003017
OG0004053	mikado.HiC_scaffold_9.0G1111.1	KUTeg_003649, KUTeg_003087
OG0004054	mikado.HiC_scaffold_9.0G1113.1	KUTeg_003867
OG0004055	mikado.HiC_scaffold_9.0G1137.1	KUTeg_003483
OG0004056	mikado.HiC_scaffold_9.0G1142.1	KUTeg_003015
OG0004057	mikado.HiC_scaffold_9.0G1161.1	KUTeg_003020
OG0004058	mikado.HiC_scaffold_9.0G1162.1	KUTeg_003021, KUTeg_003022
OG0004059	mikado.HiC_scaffold_9.0G1196.1, mikado.HiC_scaffold_9.0G1197.1	KUTeg_006986
OG0004060	mikado.HiC_scaffold_9.0G1199.1	KUTeg_003104, KUTeg_004188
OG0004061	mikado.HiC_scaffold_9.0G1209.1	KUTeg_004491, KUTeg_010549
OG0004062	mikado.HiC_scaffold_9.0G1212.1, mikado.HiC_scaffold_9.0G1211.1	KUTeg_003869
OG0004063	mikado.HiC_scaffold_9.0G1217.1	KUTeg_002727, KUTeg_004506
OG0004064	mikado.HiC_scaffold_9.0G1218.1	KUTeg_004508, KUTeg_004509
OG0004065	Azeb-opnGq-nc3	KUTeg_002953
OG0004066	mikado.HiC_scaffold_9.0G1231.1	KUTeg_003668
OG0004067	mikado.HiC_scaffold_9.0G1250.1	KUTeg_003445
OG0004068	mikado.HiC_scaffold_9.0G1251.1	KUTeg_003444
OG0004069	mikado.HiC_scaffold_9.0G1253.1	KUTeg_004083
OG0004070	mikado.HiC_scaffold_9.0G1262.1	KUTeg_004211, KUTeg_003359
OG0004071	mikado.HiC_scaffold_9.0G1264.1	KUTeg_004206, KUTeg_003356
OG0004072	mikado.HiC_scaffold_9.0G1283.1	KUTeg_003945, KUTeg_003943
OG0004073	mikado.HiC_scaffold_9.0G1289.1, mikado.HiC_scaffold_9.0G1291.1	KUTeg_003298
OG0004074	mikado.HiC_scaffold_9.0G1290.1	KUTeg_003305, KUTeg_003301
OG0004075	mikado.HiC_scaffold_9.0G1296.2, mikado.HiC_scaffold_9.0G1296.1	KUTeg_003284
OG0004076	mikado.HiC_scaffold_9.0G1304.1	KUTeg_003599, KUTeg_003594
OG0004077	mikado.HiC_scaffold_9.0G1306.1	KUTeg_003751
OG0004078	mikado.HiC_scaffold_9.0G1316.1	KUTeg_003131, KUTeg_003130
OG0004079	mikado.HiC_scaffold_9.0G1328.1	KUTeg_002840, KUTeg_002936
OG0004080	mikado.HiC_scaffold_9.0G1338.1	KUTeg_003620, KUTeg_003621
OG0004082	mikado.HiC_scaffold_9.0G1357.1	KUTeg_003402
OG0004083	mikado.HiC_scaffold_9.0G1358.1	KUTeg_003404
OG0004084	mikado.HiC_scaffold_9.0G1366.1	KUTeg_003399, KUTeg_009005
OG0004085	mikado.HiC_scaffold_9.0G1369.1	KUTeg_004027, KUTeg_004029
OG0004086	mikado.HiC_scaffold_9.0G1375.2, mikado.HiC_scaffold_9.0G1375.1	KUTeg_004030
OG0004087	mikado.HiC_scaffold_9.0G1377.1	KUTeg_003351, KUTeg_003347
OG0004088	mikado.HiC_scaffold_9.0G1385.1, mikado.HiC_scaffold_9.0G1385.2	KUTeg_003263
OG0004089	mikado.HiC_scaffold_9.0G1409.1	KUTeg_004221, KUTeg_004217
OG0004090	mikado.HiC_scaffold_9.0G1413.1	KUTeg_015956, KUTeg_004464
OG0004091	mikado.HiC_scaffold_9.0G1416.1	KUTeg_003389
OG0004092	mikado.HiC_scaffold_9.0G1435.2, mikado.HiC_scaffold_9.0G1435.1	KUTeg_003937
OG0004093	mikado.HiC_scaffold_9.0G1436.1	KUTeg_017381, KUTeg_017378
OG0004094	mikado.HiC_scaffold_9.0G1446.1	KUTeg_004310
OG0004095	mikado.HiC_scaffold_9.0G1463.1	KUTeg_003231
OG0004096	mikado.HiC_scaffold_9.0G1469.1, mikado.HiC_scaffold_9.0G1470.1	KUTeg_004302
OG0004097	mikado.HiC_scaffold_9.0G1501.2, mikado.HiC_scaffold_9.0G1501.1	KUTeg_017339, KUTeg_003677
OG0004098	mikado.HiC_scaffold_9.0G1513.2, mikado.HiC_scaffold_9.0G1513.1	KUTeg_004000
OG0004099	mikado.HiC_scaffold_9.0G1514.1, mikado.HiC_scaffold_9.0G1514.2	KUTeg_004001
OG0004100	mikado.HiC_scaffold_9.0G1536.1, mikado.HiC_scaffold_9.0G1536.2	KUTeg_003236
OG0004101	mikado.HiC_scaffold_9.0G1537.1	KUTeg_004320, KUTeg_004531
OG0004102	mikado.HiC_scaffold_9.0G1544.1, mikado.HiC_scaffold_9.0G1542.1	KUTeg_004314
OG0004103	mikado.HiC_scaffold_9.0G1552.2, mikado.HiC_scaffold_9.0G1552.1	KUTeg_003729
OG0004104	mikado.HiC_scaffold_9.0G1571.1, mikado.HiC_scaffold_9.0G1569.1	KUTeg_003585
OG0004105	mikado.HiC_scaffold_9.0G1605.1	KUTeg_004278, KUTeg_011320
OG0004106	mikado.HiC_scaffold_9.0G1612.1, mikado.HiC_scaffold_9.0G1611.1	KUTeg_003982
OG0004107	mikado.HiC_scaffold_9.0G1613.1	KUTeg_003981, KUTeg_009169
OG0004108	mikado.HiC_scaffold_9.0G1630.1	KUTeg_003174, KUTeg_003241
OG0004109	mikado.HiC_scaffold_9.0G1645.1	KUTeg_004088, KUTeg_004090
OG0004110	mikado.HiC_scaffold_9.0G1652.1	KUTeg_003461, KUTeg_009230
OG0004111	mikado.HiC_scaffold_9.0G1656.1	KUTeg_003013
OG0004112	mikado.HiC_scaffold_9.0G1657.1	KUTeg_003813
OG0004113	mikado.HiC_scaffold_9.0G1658.1	KUTeg_004014
OG0004114	mikado.HiC_scaffold_9.0G1659.1	KUTeg_004086
OG0004115	mikado.HiC_scaffold_9.0G1661.1	KUTeg_003165, KUTeg_003865
OG0004116	mikado.HiC_scaffold_9.0G1663.1	KUTeg_003162, KUTeg_003862
OG0004117	mikado.HiC_scaffold_9.0G1676.1, mikado.HiC_scaffold_9.0G1676.2	KUTeg_003954
OG0004118	mikado.HiC_scaffold_10.0G56.1, mikado.HiC_scaffold_10.0G40.1	KUTeg_015751
OG0004119	mikado.HiC_scaffold_10.0G47.1	KUTeg_014821, KUTeg_014814
OG0004120	mikado.HiC_scaffold_10.0G58.1	KUTeg_015711, KUTeg_015750
OG0004121	mikado.HiC_scaffold_10.0G67.1	KUTeg_010954, KUTeg_011118
OG0004122	mikado.HiC_scaffold_10.0G78.1, mikado.HiC_scaffold_10.0G528.1	KUTeg_010949
OG0004123	mikado.HiC_scaffold_10.0G81.1	KUTeg_010728, KUTeg_010731, KUTeg_010882
OG0004125	mikado.HiC_scaffold_10.0G112.1, mikado.HiC_scaffold_10.0G112.2	KUTeg_010811
OG0004126	mikado.HiC_scaffold_10.0G144.1, mikado.HiC_scaffold_10.0G142.1	KUTeg_010708
OG0004129	mikado.HiC_scaffold_10.0G168.1	KUTeg_014986
OG0004130	mikado.HiC_scaffold_10.0G171.1, mikado.HiC_scaffold_10.0G170.1	KUTeg_015712
OG0004131	mikado.HiC_scaffold_10.0G173.1	KUTeg_010965
OG0004132	mikado.HiC_scaffold_10.0G174.1	KUTeg_010831, KUTeg_010964
OG0004133	mikado.HiC_scaffold_10.0G176.1	KUTeg_010838, KUTeg_010734
OG0004134	mikado.HiC_scaffold_10.0G190.1, mikado.HiC_scaffold_10.0G188.1	KUTeg_010829
OG0004135	mikado.HiC_scaffold_10.0G219.1	KUTeg_008472, KUTeg_008473, KUTeg_013415
OG0004136	mikado.HiC_scaffold_10.0G233.1, mikado.HiC_scaffold_10.0G234.1	KUTeg_009040
OG0004137	mikado.HiC_scaffold_10.0G237.1	KUTeg_009039
OG0004138	mikado.HiC_scaffold_10.0G254.1, mikado.HiC_scaffold_10.0G258.1	KUTeg_010921
OG0004140	mikado.HiC_scaffold_14.0G82.1, mikado.HiC_scaffold_10.0G263.1	KUTeg_010818
OG0004141	mikado.HiC_scaffold_10.0G287.1, mikado.HiC_scaffold_10.0G289.1	KUTeg_011094
OG0004142	mikado.HiC_scaffold_10.0G288.1, mikado.HiC_scaffold_10.0G290.1	KUTeg_011096
OG0004143	mikado.HiC_scaffold_10.0G299.1, mikado.HiC_scaffold_10.0G296.1	KUTeg_015784
OG0004144	mikado.HiC_scaffold_10.0G355.1	KUTeg_014502, KUTeg_011012
OG0004145	mikado.HiC_scaffold_10.0G357.1	KUTeg_010755
OG0004146	mikado.HiC_scaffold_10.0G359.1	KUTeg_011085, KUTeg_010919
OG0004147	mikado.HiC_scaffold_10.0G363.1, mikado.HiC_scaffold_10.0G363.3	KUTeg_010688
OG0004148	mikado.HiC_scaffold_10.0G384.1	KUTeg_009047, KUTeg_009050
OG0004149	mikado.HiC_scaffold_10.0G391.1	KUTeg_015580
OG0004150	mikado.HiC_scaffold_10.0G402.1, mikado.HiC_scaffold_19.0G1275.1	KUTeg_021784
OG0004152	mikado.HiC_scaffold_10.0G412.1, mikado.HiC_scaffold_13.0G1094.1	KUTeg_010894
OG0004153	mikado.HiC_scaffold_10.0G422.1	KUTeg_011060
OG0004154	mikado.HiC_scaffold_10.0G425.1	KUTeg_011026
OG0004156	mikado.HiC_scaffold_10.0G476.1	KUTeg_015725, KUTeg_015788
OG0004157	mikado.HiC_scaffold_10.0G479.1	KUTeg_015729, KUTeg_015726
OG0004159	mikado.HiC_scaffold_10.0G497.1	KUTeg_010828
OG0004160	mikado.HiC_scaffold_10.0G500.1, mikado.HiC_scaffold_10.0G500.2	KUTeg_010744
OG0004161	mikado.HiC_scaffold_10.0G501.1	KUTeg_010682, KUTeg_009001
OG0004162	mikado.HiC_scaffold_10.0G507.1	KUTeg_010937, KUTeg_010938
OG0004163	mikado.HiC_scaffold_10.0G511.1, mikado.HiC_scaffold_10.0G509.1	KUTeg_010939
OG0004165	mikado.HiC_scaffold_10.0G535.1, mikado.HiC_scaffold_10.0G535.2	KUTeg_011040
OG0004166	mikado.HiC_scaffold_10.0G539.1, mikado.HiC_scaffold_10.0G599.1	KUTeg_010995
OG0004167	mikado.HiC_scaffold_10.0G596.1	KUTeg_011440, KUTeg_011438
OG0004168	mikado.HiC_scaffold_10.0G605.1	KUTeg_000966, KUTeg_010992
OG0004169	mikado.HiC_scaffold_10.0G607.1	KUTeg_010532, KUTeg_010521
OG0004170	mikado.HiC_scaffold_10.0G613.1	KUTeg_010737
OG0004171	mikado.HiC_scaffold_10.0G617.1	KUTeg_010846, KUTeg_010515
OG0004173	mikado.HiC_scaffold_10.0G629.1	KUTeg_014123, KUTeg_013549, KUTeg_012653
OG0004174	mikado.HiC_scaffold_10.0G652.1	KUTeg_010991, KUTeg_000965
OG0004175	mikado.HiC_scaffold_10.0G661.1, mikado.HiC_scaffold_10.0G662.1	KUTeg_010958
OG0004176	mikado.HiC_scaffold_10.0G671.1, mikado.HiC_scaffold_10.0G670.1	KUTeg_010754
OG0004178	mikado.HiC_scaffold_10.0G701.1	KUTeg_014758, KUTeg_010691
OG0004179	mikado.HiC_scaffold_10.0G717.1	KUTeg_010810, KUTeg_011110
OG0004181	mikado.HiC_scaffold_10.0G752.1	KUTeg_010753
OG0004182	mikado.HiC_scaffold_10.0G769.1, mikado.HiC_scaffold_10.0G875.1	KUTeg_011125
OG0004183	mikado.HiC_scaffold_10.0G795.1	KUTeg_011047, KUTeg_012299
OG0004184	mikado.HiC_scaffold_10.0G797.1	KUTeg_010766
OG0004185	mikado.HiC_scaffold_16.0G1180.1, mikado.HiC_scaffold_10.0G812.1	KUTeg_010401
OG0004186	mikado.HiC_scaffold_10.0G816.1	KUTeg_009033
OG0004187	mikado.HiC_scaffold_11.0G2.1	KUTeg_001943, KUTeg_017356
OG0004188	mikado.HiC_scaffold_11.0G3.1	KUTeg_001942, KUTeg_001941
OG0004189	mikado.HiC_scaffold_11.0G8.1	KUTeg_001665, KUTeg_002542
OG0004190	mikado.HiC_scaffold_11.0G10.1	KUTeg_001670, KUTeg_002543
OG0004191	mikado.HiC_scaffold_11.0G21.1	KUTeg_001640
OG0004192	mikado.HiC_scaffold_11.0G41.5, mikado.HiC_scaffold_11.0G41.1	KUTeg_001894
OG0004193	mikado.HiC_scaffold_11.0G48.1	KUTeg_002583, KUTeg_002585
OG0004194	mikado.HiC_scaffold_11.0G61.1	KUTeg_001627, KUTeg_002116
OG0004195	mikado.HiC_scaffold_11.0G62.1	KUTeg_001623, KUTeg_001626
OG0004196	mikado.HiC_scaffold_11.0G63.1	KUTeg_001622, KUTeg_001629
OG0004197	mikado.HiC_scaffold_11.0G72.1	KUTeg_002629
OG0004198	mikado.HiC_scaffold_11.0G78.1	KUTeg_001682, KUTeg_001870
OG0004201	mikado.HiC_scaffold_11.0G99.1, mikado.HiC_scaffold_11.0G99.2	KUTeg_011129
OG0004202	mikado.HiC_scaffold_11.0G105.1	KUTeg_002280, KUTeg_002278
OG0004203	mikado.HiC_scaffold_11.0G130.1	KUTeg_002001
OG0004204	mikado.HiC_scaffold_11.0G140.1	KUTeg_002362, KUTeg_002356
OG0004205	mikado.HiC_scaffold_11.0G146.1	KUTeg_002359, KUTeg_001446
OG0004206	mikado.HiC_scaffold_11.0G164.1, mikado.HiC_scaffold_11.0G163.1	KUTeg_011988
OG0004207	mikado.HiC_scaffold_11.0G194.1	KUTeg_002707, KUTeg_002158
OG0004208	mikado.HiC_scaffold_11.0G207.1	KUTeg_001948, KUTeg_001956, KUTeg_001955
OG0004209	mikado.HiC_scaffold_11.0G210.1	KUTeg_019041, KUTeg_019040
OG0004210	mikado.HiC_scaffold_11.0G214.2, mikado.HiC_scaffold_11.0G214.1	KUTeg_001718
OG0004212	mikado.HiC_scaffold_11.0G230.1, mikado.HiC_scaffold_18.0G1056.1	KUTeg_019651
OG0004213	mikado.HiC_scaffold_11.0G235.1	KUTeg_002173
OG0004214	mikado.HiC_scaffold_11.0G246.1, mikado.HiC_scaffold_11.0G246.2	KUTeg_002310
OG0004215	mikado.HiC_scaffold_11.0G252.1	KUTeg_000654, KUTeg_000657
OG0004216	mikado.HiC_scaffold_11.0G265.1, mikado.HiC_scaffold_11.0G262.1	KUTeg_002511
OG0004217	mikado.HiC_scaffold_11.0G266.1, mikado.HiC_scaffold_11.0G263.1	KUTeg_002510
OG0004218	mikado.HiC_scaffold_11.0G280.1	KUTeg_002632, KUTeg_002637
OG0004219	mikado.HiC_scaffold_11.0G282.1	KUTeg_002161
OG0004220	mikado.HiC_scaffold_11.0G305.1	KUTeg_001868
OG0004221	mikado.HiC_scaffold_11.0G308.1	KUTeg_001621, KUTeg_001613
OG0004222	mikado.HiC_scaffold_11.0G330.1	KUTeg_002678, KUTeg_002141
OG0004223	mikado.HiC_scaffold_11.0G331.1	KUTeg_002501, KUTeg_001604
