Orthogroup	Azeb	Sbro
OG0008106	mikado.HiC_scaffold_9.0G403.1	EVM0014979.1
OG0008107	mikado.HiC_scaffold_9.0G405.1, mikado.HiC_scaffold_9.0G406.1	EVM0005641.1
OG0008108	mikado.HiC_scaffold_9.0G411.1	EVM0006585.1
OG0008109	mikado.HiC_scaffold_9.0G412.1	EVM0013027.1
OG0008110	mikado.HiC_scaffold_9.0G413.1	EVM0007911.1
OG0008111	mikado.HiC_scaffold_9.0G414.1	EVM0004132.1
OG0008112	mikado.HiC_scaffold_9.0G415.1	EVM0001406.1
OG0008113	mikado.HiC_scaffold_9.0G416.1	EVM0012815.1
OG0008114	mikado.HiC_scaffold_9.0G420.1	EVM0004497.1
OG0008115	mikado.HiC_scaffold_9.0G421.1	EVM0016328.1
OG0008116	mikado.HiC_scaffold_9.0G424.1	EVM0022687.1
OG0008117	mikado.HiC_scaffold_9.0G426.1	EVM0011731.1
OG0008118	mikado.HiC_scaffold_9.0G428.1	EVM0022897.1
OG0008119	mikado.HiC_scaffold_9.0G436.1	EVM0009252.1
OG0008120	mikado.HiC_scaffold_9.0G438.1	EVM0020976.1
OG0008121	mikado.HiC_scaffold_9.0G437.1	EVM0003337.1
OG0008122	mikado.HiC_scaffold_9.0G439.1	EVM0014616.1
OG0008123	mikado.HiC_scaffold_9.0G441.1	EVM0009726.1
OG0008124	mikado.HiC_scaffold_9.0G451.1	EVM0009691.1
OG0008125	mikado.HiC_scaffold_9.0G461.1	EVM0006066.1
OG0008126	mikado.HiC_scaffold_9.0G462.1	EVM0018990.1
OG0008127	mikado.HiC_scaffold_9.0G463.1	EVM0007981.1
OG0008128	mikado.HiC_scaffold_9.0G464.1	EVM0006291.1
OG0008129	mikado.HiC_scaffold_9.0G465.1	EVM0019077.1
OG0008130	mikado.HiC_scaffold_9.0G467.1	EVM0013172.1
OG0008131	mikado.HiC_scaffold_9.0G476.1	EVM0001822.1
OG0008132	mikado.HiC_scaffold_9.0G477.1	EVM0021035.1
OG0008133	mikado.HiC_scaffold_9.0G483.1	EVM0020960.1
OG0008134	mikado.HiC_scaffold_9.0G487.1	EVM0019986.1
OG0008135	mikado.HiC_scaffold_9.0G495.1	EVM0015564.1
OG0008136	mikado.HiC_scaffold_9.0G496.1	EVM0020889.1
OG0008137	mikado.HiC_scaffold_9.0G497.1	EVM0005931.1
OG0008138	mikado.HiC_scaffold_9.0G504.1	EVM0019183.1
OG0008139	mikado.HiC_scaffold_9.0G505.1	EVM0016274.1
OG0008140	mikado.HiC_scaffold_9.0G508.1	EVM0015816.1
OG0008143	mikado.HiC_scaffold_9.0G534.1	EVM0000867.1
OG0008144	mikado.HiC_scaffold_9.0G535.1	EVM0009772.1
OG0008145	mikado.HiC_scaffold_9.0G538.1	EVM0022094.1
OG0008146	mikado.HiC_scaffold_9.0G541.1	EVM0010048.1
OG0008147	mikado.HiC_scaffold_9.0G542.1	EVM0018308.1
OG0008148	mikado.HiC_scaffold_9.0G544.1	EVM0021067.1
OG0008149	mikado.HiC_scaffold_9.0G545.1	EVM0012013.1
OG0008150	mikado.HiC_scaffold_9.0G546.1	EVM0014651.1
OG0008151	mikado.HiC_scaffold_9.0G548.1	EVM0008500.1
OG0008152	mikado.HiC_scaffold_9.0G551.1	EVM0001450.1
OG0008153	mikado.HiC_scaffold_9.0G554.1	EVM0005517.1
OG0008154	mikado.HiC_scaffold_9.0G557.1	EVM0011286.1
OG0008155	mikado.HiC_scaffold_9.0G558.1	EVM0004340.1
OG0008156	mikado.HiC_scaffold_9.0G560.1	EVM0014458.1
OG0008157	mikado.HiC_scaffold_9.0G561.1	EVM0016714.2
OG0008158	mikado.HiC_scaffold_9.0G568.1	EVM0002792.1
OG0008159	mikado.HiC_scaffold_9.0G569.1	EVM0019461.1
OG0008160	mikado.HiC_scaffold_9.0G576.1	EVM0006741.1
OG0008162	mikado.HiC_scaffold_9.0G584.1, mikado.HiC_scaffold_9.0G1362.1	EVM0000434.1
OG0008164	mikado.HiC_scaffold_9.0G593.1	EVM0018256.1
OG0008165	mikado.HiC_scaffold_9.0G597.1	EVM0004464.1
OG0008166	mikado.HiC_scaffold_9.0G598.1	EVM0016505.1
OG0008167	mikado.HiC_scaffold_9.0G601.1	EVM0006598.1
OG0008168	mikado.HiC_scaffold_9.0G603.1	EVM0015287.1
OG0008169	mikado.HiC_scaffold_9.0G605.1	EVM0003578.1
OG0008170	mikado.HiC_scaffold_9.0G607.1	EVM0009093.1
OG0008171	mikado.HiC_scaffold_9.0G610.1	EVM0009094.1
OG0008172	mikado.HiC_scaffold_9.0G609.1	EVM0013295.1
OG0008173	mikado.HiC_scaffold_9.0G615.1	EVM0012159.1
OG0008174	mikado.HiC_scaffold_9.0G617.1	EVM0009320.1
OG0008176	mikado.HiC_scaffold_9.0G623.1, mikado.HiC_scaffold_9.0G621.1	EVM0024022.1
OG0008177	mikado.HiC_scaffold_9.0G627.1	EVM0008005.1
OG0008178	mikado.HiC_scaffold_9.0G630.1	EVM0019498.1
OG0008179	mikado.HiC_scaffold_9.0G629.1	EVM0023174.1, EVM0005982.1
OG0008180	mikado.HiC_scaffold_9.0G642.1	EVM0007033.1
OG0008181	mikado.HiC_scaffold_9.0G647.1	EVM0000297.1
OG0008182	mikado.HiC_scaffold_9.0G648.1	EVM0008160.1
OG0008183	mikado.HiC_scaffold_9.0G654.1	EVM0002289.1
OG0008184	mikado.HiC_scaffold_9.0G653.1	EVM0015633.1
OG0008185	mikado.HiC_scaffold_9.0G659.1	EVM0007591.1
OG0008186	mikado.HiC_scaffold_9.0G662.1	EVM0007424.1
OG0008187	mikado.HiC_scaffold_9.0G661.1	EVM0021890.1
OG0008188	mikado.HiC_scaffold_9.0G663.1	EVM0002744.1
OG0008189	mikado.HiC_scaffold_9.0G672.1	EVM0004016.1
OG0008190	mikado.HiC_scaffold_9.0G673.1	EVM0011972.1
OG0008191	mikado.HiC_scaffold_9.0G675.1	EVM0017324.1
OG0008192	mikado.HiC_scaffold_9.0G692.1	EVM0018247.1
OG0008193	mikado.HiC_scaffold_9.0G693.1	EVM0008296.1
OG0008194	mikado.HiC_scaffold_9.0G702.1	EVM0012218.1
OG0008195	mikado.HiC_scaffold_9.0G704.1	EVM0021545.1
OG0008196	mikado.HiC_scaffold_9.0G708.1	EVM0003897.1
OG0008197	mikado.HiC_scaffold_9.0G710.1	EVM0011283.1
OG0008198	mikado.HiC_scaffold_9.0G711.1	EVM0005934.1
OG0008199	mikado.HiC_scaffold_9.0G712.1	EVM0014036.1
OG0008200	mikado.HiC_scaffold_9.0G716.1	EVM0001193.1
OG0008201	mikado.HiC_scaffold_9.0G718.1	EVM0018668.1
OG0008202	mikado.HiC_scaffold_9.0G719.1	EVM0000163.1
OG0008203	mikado.HiC_scaffold_9.0G720.1	EVM0001456.1
OG0008204	mikado.HiC_scaffold_9.0G722.1	EVM0015719.1
OG0008205	mikado.HiC_scaffold_9.0G723.1	EVM0013874.1
OG0008206	mikado.HiC_scaffold_9.0G724.1	EVM0000594.1
OG0008207	mikado.HiC_scaffold_9.0G725.1	EVM0001582.1
OG0008208	mikado.HiC_scaffold_9.0G726.1	EVM0010393.1
OG0008209	mikado.HiC_scaffold_9.0G728.1	EVM0011727.1
OG0008210	mikado.HiC_scaffold_9.0G730.1	EVM0023963.1
OG0008211	mikado.HiC_scaffold_9.0G732.1	EVM0012040.1
OG0008212	mikado.HiC_scaffold_9.0G736.1	EVM0004210.1
OG0008213	mikado.HiC_scaffold_9.0G737.1	EVM0010304.1
OG0008214	mikado.HiC_scaffold_9.0G740.1	EVM0014519.1
OG0008215	mikado.HiC_scaffold_9.0G742.1	EVM0003445.1
OG0008216	mikado.HiC_scaffold_9.0G745.1	EVM0001514.1
OG0008217	mikado.HiC_scaffold_9.0G746.1	EVM0015772.1
OG0008218	mikado.HiC_scaffold_9.0G747.1	EVM0005970.1
OG0008219	mikado.HiC_scaffold_9.0G748.1	EVM0020107.1
OG0008220	mikado.HiC_scaffold_9.0G751.1	EVM0022000.1
OG0008221	mikado.HiC_scaffold_9.0G759.1	EVM0010297.1
OG0008222	mikado.HiC_scaffold_9.0G764.1	EVM0021340.1
OG0008223	mikado.HiC_scaffold_9.0G767.1	EVM0004534.1
OG0008224	mikado.HiC_scaffold_9.0G777.1	EVM0022819.1
OG0008225	mikado.HiC_scaffold_9.0G778.1	EVM0010676.1
OG0008226	mikado.HiC_scaffold_9.0G779.1	EVM0013135.1
OG0008227	mikado.HiC_scaffold_9.0G780.1	EVM0008601.1
OG0008228	mikado.HiC_scaffold_9.0G781.1	EVM0011150.1
OG0008229	mikado.HiC_scaffold_9.0G785.1, mikado.HiC_scaffold_9.0G784.1	EVM0021161.1
OG0008230	mikado.HiC_scaffold_9.0G791.1	EVM0020434.1
OG0008231	mikado.HiC_scaffold_9.0G792.1	EVM0020536.1
OG0008232	mikado.HiC_scaffold_9.0G796.1	EVM0000032.1
OG0008233	mikado.HiC_scaffold_9.0G798.1	EVM0018145.1
OG0008234	mikado.HiC_scaffold_9.0G801.1	EVM0000419.1
OG0008235	mikado.HiC_scaffold_9.0G804.1	EVM0019666.1
OG0008236	mikado.HiC_scaffold_9.0G805.1	EVM0019866.1
OG0008237	mikado.HiC_scaffold_9.0G806.1	EVM0021488.1
OG0008238	mikado.HiC_scaffold_9.0G807.1	EVM0001360.1
OG0008239	mikado.HiC_scaffold_9.0G808.1	EVM0022833.1
OG0008240	mikado.HiC_scaffold_9.0G810.1	EVM0003093.1
OG0008241	mikado.HiC_scaffold_9.0G809.1	EVM0000286.1
OG0008242	mikado.HiC_scaffold_9.0G813.1	EVM0016942.1
OG0008243	mikado.HiC_scaffold_9.0G814.1	EVM0023964.1
OG0008244	mikado.HiC_scaffold_9.0G817.1	EVM0000097.1
OG0008245	mikado.HiC_scaffold_9.0G818.1	EVM0015932.1
OG0008246	mikado.HiC_scaffold_9.0G825.1	EVM0003111.1
OG0008247	mikado.HiC_scaffold_12.3160685G111.1, mikado.HiC_scaffold_9.0G827.1	EVM0019514.1
OG0008248	mikado.HiC_scaffold_9.0G830.1	EVM0007949.1
OG0008249	mikado.HiC_scaffold_9.0G832.1	EVM0013632.1
OG0008250	mikado.HiC_scaffold_9.0G833.1	EVM0011689.1
OG0008251	mikado.HiC_scaffold_9.0G835.1	EVM0004919.1
OG0008252	mikado.HiC_scaffold_9.0G837.1	EVM0019086.1
OG0008253	mikado.HiC_scaffold_9.0G843.1	EVM0008083.1
OG0008254	mikado.HiC_scaffold_9.0G852.1	EVM0022535.1
OG0008255	mikado.HiC_scaffold_9.0G862.1	EVM0023489.1
OG0008256	mikado.HiC_scaffold_9.0G866.1	EVM0022256.1
OG0008257	mikado.HiC_scaffold_9.0G870.1	EVM0000220.1
OG0008258	mikado.HiC_scaffold_9.0G871.1	EVM0018066.1
OG0008259	mikado.HiC_scaffold_9.0G872.1	EVM0021411.1
OG0008260	mikado.HiC_scaffold_9.0G878.1	EVM0004633.1
OG0008262	mikado.HiC_scaffold_9.0G880.1	EVM0002498.1
OG0008263	mikado.HiC_scaffold_9.0G891.1	EVM0008446.1
OG0008264	mikado.HiC_scaffold_9.0G892.1	EVM0008214.1
OG0008265	mikado.HiC_scaffold_9.0G895.1	EVM0002452.1
OG0008266	mikado.HiC_scaffold_9.0G898.1	EVM0017676.1
OG0008267	mikado.HiC_scaffold_9.0G901.1, mikado.HiC_scaffold_9.0G900.1	EVM0001772.1
OG0008268	mikado.HiC_scaffold_9.0G907.1	EVM0007852.1
OG0008269	mikado.HiC_scaffold_9.0G908.1	EVM0016666.1
OG0008270	mikado.HiC_scaffold_9.0G915.1	EVM0021252.1
OG0008271	mikado.HiC_scaffold_9.0G918.1	EVM0018752.1
OG0008272	mikado.HiC_scaffold_9.0G919.1	EVM0008213.1
OG0008273	mikado.HiC_scaffold_9.0G920.1	EVM0020555.1
OG0008274	mikado.HiC_scaffold_9.0G921.1	EVM0022316.1
OG0008275	mikado.HiC_scaffold_9.0G923.1, mikado.HiC_scaffold_9.0G922.1	EVM0004175.1
OG0008276	mikado.HiC_scaffold_9.0G924.1	EVM0005142.1
OG0008277	mikado.HiC_scaffold_9.0G926.1, mikado.HiC_scaffold_9.0G926.2	EVM0017790.1
OG0008278	mikado.HiC_scaffold_9.0G929.1	EVM0005367.1
OG0008279	mikado.HiC_scaffold_9.0G937.1	EVM0020711.1
OG0008280	mikado.HiC_scaffold_9.0G939.1	EVM0000541.1
OG0008281	mikado.HiC_scaffold_9.0G941.1	EVM0010667.1
OG0008282	mikado.HiC_scaffold_9.0G947.1	EVM0004722.1
OG0008284	mikado.HiC_scaffold_9.0G953.1	EVM0013266.1
OG0008285	mikado.HiC_scaffold_9.0G955.1	EVM0002788.1
OG0008286	mikado.HiC_scaffold_9.0G956.1	EVM0002433.1
OG0008287	mikado.HiC_scaffold_9.0G959.1	EVM0018928.1
OG0008288	mikado.HiC_scaffold_9.0G960.1	EVM0016708.1
OG0008289	mikado.HiC_scaffold_9.0G961.1	EVM0006807.1
OG0008290	mikado.HiC_scaffold_9.0G962.1	EVM0002762.1
OG0008291	mikado.HiC_scaffold_9.0G963.2, mikado.HiC_scaffold_9.0G963.1	EVM0006646.1
OG0008292	mikado.HiC_scaffold_9.0G964.1	EVM0001736.1
OG0008293	mikado.HiC_scaffold_9.0G965.1	EVM0020200.1
OG0008294	mikado.HiC_scaffold_9.0G966.1	EVM0012523.1
OG0008295	mikado.HiC_scaffold_9.0G967.1	EVM0004236.1
OG0008296	mikado.HiC_scaffold_9.0G970.1	EVM0001672.1
OG0008297	mikado.HiC_scaffold_9.0G971.1	EVM0021323.1
OG0008298	mikado.HiC_scaffold_9.0G972.1, mikado.HiC_scaffold_9.0G972.2	EVM0001778.1
OG0008299	mikado.HiC_scaffold_9.0G974.1	EVM0020598.1
OG0008300	mikado.HiC_scaffold_9.0G975.1	EVM0002885.1
OG0008301	mikado.HiC_scaffold_9.0G976.1	EVM0005454.1
OG0008302	mikado.HiC_scaffold_9.0G978.1	EVM0016276.1
OG0008303	mikado.HiC_scaffold_9.0G982.1	EVM0003202.1
OG0008304	mikado.HiC_scaffold_9.0G983.1	EVM0000545.1
OG0008305	mikado.HiC_scaffold_9.0G984.1	EVM0013619.1
OG0008306	mikado.HiC_scaffold_9.0G985.1	EVM0006735.1
OG0008307	mikado.HiC_scaffold_9.0G986.1	EVM0023789.1
OG0008308	mikado.HiC_scaffold_9.0G989.1	EVM0001101.1
OG0008309	mikado.HiC_scaffold_9.0G990.1	EVM0003780.1
OG0008310	mikado.HiC_scaffold_9.0G991.1	EVM0018927.1
OG0008311	mikado.HiC_scaffold_9.0G992.1	EVM0014014.1
OG0008312	mikado.HiC_scaffold_9.0G993.1	EVM0011096.1
OG0008313	mikado.HiC_scaffold_9.0G994.1	EVM0020109.1
OG0008314	mikado.HiC_scaffold_9.0G996.1	EVM0019463.1
OG0008315	mikado.HiC_scaffold_9.0G995.1	EVM0002901.1
OG0008319	mikado.HiC_scaffold_9.0G1011.1	EVM0011168.1
OG0008320	mikado.HiC_scaffold_9.0G1013.1	EVM0012345.1
OG0008321	mikado.HiC_scaffold_9.0G1026.1	EVM0012391.1
OG0008322	mikado.HiC_scaffold_9.0G1029.1	EVM0011822.1
OG0008323	mikado.HiC_scaffold_9.0G1036.1	EVM0017757.1
OG0008324	mikado.HiC_scaffold_9.0G1038.1	EVM0010691.1
OG0008325	mikado.HiC_scaffold_9.0G1039.1	EVM0022462.1
OG0008326	mikado.HiC_scaffold_9.0G1040.1	EVM0001751.1
OG0008327	mikado.HiC_scaffold_9.0G1041.1	EVM0021501.1
OG0008328	mikado.HiC_scaffold_9.0G1043.1	EVM0011827.1
OG0008329	mikado.HiC_scaffold_9.0G1045.1	EVM0019618.1
OG0008330	mikado.HiC_scaffold_9.0G1049.1	EVM0010407.1
OG0008331	mikado.HiC_scaffold_9.0G1050.1	EVM0023594.1
OG0008333	mikado.HiC_scaffold_9.0G1062.1	EVM0012350.1
OG0008334	mikado.HiC_scaffold_9.0G1070.1	EVM0004005.1
OG0008335	mikado.HiC_scaffold_9.0G1075.1	EVM0022279.1
OG0008336	mikado.HiC_scaffold_9.0G1077.1	EVM0003974.1
OG0008338	mikado.HiC_scaffold_9.0G1084.1	EVM0009961.1
OG0008339	mikado.HiC_scaffold_9.0G1085.1	EVM0014212.1
OG0008340	mikado.HiC_scaffold_9.0G1086.1	EVM0015579.1
OG0008341	mikado.HiC_scaffold_9.0G1087.1	EVM0009706.1
OG0008342	mikado.HiC_scaffold_9.0G1089.1	EVM0017843.1
OG0008343	mikado.HiC_scaffold_9.0G1092.1	EVM0019451.1
OG0008344	mikado.HiC_scaffold_9.0G1096.1	EVM0011428.1
OG0008345	mikado.HiC_scaffold_9.0G1101.1	EVM0014096.3
OG0008346	mikado.HiC_scaffold_9.0G1102.1	EVM0014414.1
OG0008347	mikado.HiC_scaffold_9.0G1103.1	EVM0021437.1, EVM0019877.1
OG0008348	mikado.HiC_scaffold_9.0G1109.1	EVM0008486.1
OG0008349	mikado.HiC_scaffold_9.0G1114.1	EVM0021566.1
OG0008350	mikado.HiC_scaffold_9.0G1116.1	EVM0015012.1
OG0008351	mikado.HiC_scaffold_9.0G1118.1	EVM0019346.1
OG0008352	mikado.HiC_scaffold_9.0G1117.1	EVM0006174.1
OG0008353	mikado.HiC_scaffold_9.0G1120.1	EVM0021157.1
OG0008354	mikado.HiC_scaffold_9.0G1121.1	EVM0011937.1
OG0008355	mikado.HiC_scaffold_9.0G1124.1	EVM0022934.1
OG0008356	mikado.HiC_scaffold_9.0G1125.1	EVM0007939.1
OG0008357	mikado.HiC_scaffold_9.0G1132.1	EVM0007069.1
OG0008359	mikado.HiC_scaffold_9.0G1134.1	EVM0008439.1
OG0008360	mikado.HiC_scaffold_9.0G1136.1	EVM0012373.1
OG0008361	mikado.HiC_scaffold_9.0G1138.1	EVM0022545.1
OG0008362	mikado.HiC_scaffold_9.0G1139.1	EVM0011585.1
OG0008363	mikado.HiC_scaffold_9.0G1140.1	EVM0021342.1
OG0008364	mikado.HiC_scaffold_9.0G1144.1	EVM0010758.1
OG0008365	mikado.HiC_scaffold_9.0G1149.1	EVM0010687.1
OG0008366	mikado.HiC_scaffold_9.0G1147.1	EVM0006013.1
OG0008367	mikado.HiC_scaffold_9.0G1150.1	EVM0009101.1
OG0008369	mikado.HiC_scaffold_9.0G1152.1	EVM0020642.1
OG0008370	mikado.HiC_scaffold_9.0G1153.1	EVM0019941.1
OG0008371	mikado.HiC_scaffold_9.0G1154.1	EVM0008922.1
OG0008372	mikado.HiC_scaffold_9.0G1157.1	EVM0014149.1
OG0008373	mikado.HiC_scaffold_9.0G1163.1	EVM0022688.1
OG0008374	mikado.HiC_scaffold_9.0G1166.1	EVM0012790.1
OG0008375	mikado.HiC_scaffold_9.0G1168.1	EVM0001103.1
OG0008376	mikado.HiC_scaffold_9.0G1167.1	EVM0023522.1
OG0008377	mikado.HiC_scaffold_9.0G1179.1	EVM0004375.1
OG0008378	mikado.HiC_scaffold_9.0G1178.1	EVM0022155.1
OG0008379	mikado.HiC_scaffold_9.0G1183.1	EVM0018624.1
OG0008380	mikado.HiC_scaffold_9.0G1185.1	EVM0005443.1
OG0008381	mikado.HiC_scaffold_9.0G1189.1	EVM0011720.1
OG0008382	mikado.HiC_scaffold_9.0G1190.1	EVM0019536.1, EVM0017640.1
OG0008383	mikado.HiC_scaffold_9.0G1192.1	EVM0018129.1
OG0008384	mikado.HiC_scaffold_9.0G1193.1	EVM0011993.1
OG0008385	mikado.HiC_scaffold_9.0G1194.1	EVM0021577.1
OG0008386	mikado.HiC_scaffold_9.0G1198.1	EVM0015657.1
OG0008387	mikado.HiC_scaffold_9.0G1202.1	EVM0013681.1
OG0008388	mikado.HiC_scaffold_9.0G1205.1	EVM0010841.1
OG0008389	mikado.HiC_scaffold_9.0G1208.1	EVM0001433.1
OG0008390	mikado.HiC_scaffold_9.0G1210.1	EVM0001377.1
OG0008391	mikado.HiC_scaffold_9.0G1213.1	EVM0003990.1
OG0008392	mikado.HiC_scaffold_9.0G1215.1	EVM0007985.1
OG0008393	mikado.HiC_scaffold_9.0G1220.1	EVM0010809.1
OG0008394	mikado.HiC_scaffold_9.0G1227.1	EVM0001770.1, EVM0001399.1
OG0008395	mikado.HiC_scaffold_9.0G1229.1	EVM0013536.1
OG0008396	mikado.HiC_scaffold_9.0G1236.1	EVM0003448.1
OG0008397	mikado.HiC_scaffold_9.0G1237.1	EVM0011572.1
OG0008398	mikado.HiC_scaffold_9.0G1238.1	EVM0006314.1
OG0008399	mikado.HiC_scaffold_9.0G1241.1	EVM0000373.1
OG0008400	mikado.HiC_scaffold_9.0G1243.1	EVM0020390.1
OG0008401	mikado.HiC_scaffold_9.0G1247.1	EVM0016634.1
OG0008402	mikado.HiC_scaffold_9.0G1249.1	EVM0009172.1
OG0008403	mikado.HiC_scaffold_9.0G1252.1	EVM0015838.1
OG0008404	mikado.HiC_scaffold_9.0G1254.1	EVM0018010.1
OG0008405	mikado.HiC_scaffold_9.0G1255.1	EVM0018675.1
OG0008406	mikado.HiC_scaffold_9.0G1256.1	EVM0006059.1
OG0008407	mikado.HiC_scaffold_9.0G1260.1	EVM0012590.1
OG0008408	mikado.HiC_scaffold_9.0G1263.1	EVM0013210.1
OG0008409	mikado.HiC_scaffold_9.0G1266.1	EVM0005953.1
OG0008411	mikado.HiC_scaffold_9.0G1271.1	EVM0020717.1
OG0008412	mikado.HiC_scaffold_9.0G1272.1	EVM0020143.1
OG0008413	mikado.HiC_scaffold_9.0G1276.1	EVM0009379.1
OG0008414	mikado.HiC_scaffold_9.0G1277.1	EVM0015133.1
OG0008415	mikado.HiC_scaffold_9.0G1284.1	EVM0008700.1
OG0008416	mikado.HiC_scaffold_9.0G1292.1, mikado.HiC_scaffold_9.0G1288.1	EVM0020967.1
OG0008417	mikado.HiC_scaffold_9.0G1293.1	EVM0017918.1
OG0008418	mikado.HiC_scaffold_9.0G1297.1	EVM0017839.1
OG0008419	mikado.HiC_scaffold_9.0G1298.1	EVM0019576.1
OG0008420	mikado.HiC_scaffold_9.0G1299.1	EVM0003135.1
OG0008421	mikado.HiC_scaffold_9.0G1300.1	EVM0001880.1
OG0008422	mikado.HiC_scaffold_9.0G1303.1	EVM0020273.1
OG0008423	mikado.HiC_scaffold_9.0G1305.1	EVM0001132.1
OG0008424	mikado.HiC_scaffold_9.0G1310.1	EVM0012154.1
OG0008425	mikado.HiC_scaffold_9.0G1314.1	EVM0011000.2
OG0008426	mikado.HiC_scaffold_9.0G1315.1	EVM0000839.1
OG0008427	mikado.HiC_scaffold_9.0G1322.1	EVM0003293.1
OG0008428	mikado.HiC_scaffold_9.0G1323.1	EVM0002070.1
OG0008429	mikado.HiC_scaffold_9.0G1324.1	EVM0023009.1
OG0008430	mikado.HiC_scaffold_9.0G1325.1	EVM0023376.1
OG0008431	mikado.HiC_scaffold_9.0G1326.1	EVM0023192.1
OG0008432	mikado.HiC_scaffold_9.0G1329.1	EVM0020349.1
OG0008433	mikado.HiC_scaffold_9.0G1331.1	EVM0001285.1
OG0008434	mikado.HiC_scaffold_9.0G1332.1	EVM0021324.1
OG0008435	mikado.HiC_scaffold_9.0G1336.1	EVM0019273.1
OG0008436	mikado.HiC_scaffold_9.0G1337.1	EVM0022004.1
OG0008437	mikado.HiC_scaffold_9.0G1343.1	EVM0023183.1
OG0008438	mikado.HiC_scaffold_9.0G1344.1	EVM0020027.1
OG0008439	mikado.HiC_scaffold_9.0G1348.1	EVM0006088.1
OG0008440	mikado.HiC_scaffold_9.0G1349.1	EVM0013262.1
OG0008441	mikado.HiC_scaffold_9.0G1351.1	EVM0010041.1
OG0008442	mikado.HiC_scaffold_9.0G1352.1	EVM0014147.1
OG0008443	mikado.HiC_scaffold_9.0G1356.1	EVM0017842.1
OG0008444	mikado.HiC_scaffold_9.0G1363.1	EVM0017383.1
OG0008445	mikado.HiC_scaffold_9.0G1373.1, mikado.HiC_scaffold_9.0G1372.1	EVM0011371.1
OG0008446	mikado.HiC_scaffold_9.0G1378.1	EVM0008436.1
OG0008447	mikado.HiC_scaffold_9.0G1379.1	EVM0015885.2
OG0008448	mikado.HiC_scaffold_9.0G1381.1	EVM0018540.1
OG0008449	mikado.HiC_scaffold_9.0G1386.1	EVM0004107.1
OG0008450	mikado.HiC_scaffold_9.0G1387.1	EVM0020520.1
OG0008451	mikado.HiC_scaffold_9.0G1388.1	EVM0018116.1
OG0008452	mikado.HiC_scaffold_9.0G1389.1	EVM0009661.1
OG0008453	mikado.HiC_scaffold_9.0G1391.1	EVM0014750.1
OG0008454	mikado.HiC_scaffold_9.0G1393.1	EVM0012449.1
OG0008455	mikado.HiC_scaffold_9.0G1394.1	EVM0010518.1
OG0008456	mikado.HiC_scaffold_9.0G1397.1	EVM0000719.1
OG0008457	mikado.HiC_scaffold_9.0G1406.1	EVM0005968.1
OG0008458	mikado.HiC_scaffold_9.0G1408.1	EVM0016272.1
OG0008459	mikado.HiC_scaffold_9.0G1410.1	EVM0002358.1
OG0008460	mikado.HiC_scaffold_9.0G1414.1	EVM0004474.1
OG0008461	mikado.HiC_scaffold_9.0G1415.1	EVM0005190.1
OG0008462	mikado.HiC_scaffold_9.0G1417.1	EVM0003743.1
OG0008463	mikado.HiC_scaffold_9.0G1418.1	EVM0015939.1
OG0008464	mikado.HiC_scaffold_9.0G1419.1	EVM0023763.1
OG0008465	mikado.HiC_scaffold_9.0G1438.1, mikado.HiC_scaffold_9.0G1439.1	EVM0017535.1
OG0008466	mikado.HiC_scaffold_9.0G1441.1	EVM0014703.1
OG0008467	mikado.HiC_scaffold_9.0G1442.1	EVM0012512.1
OG0008468	mikado.HiC_scaffold_9.0G1444.1	EVM0014864.1
OG0008469	mikado.HiC_scaffold_9.0G1443.1	EVM0013683.1
OG0008470	mikado.HiC_scaffold_9.0G1445.1	EVM0012078.1
OG0008471	mikado.HiC_scaffold_9.0G1448.1	EVM0021327.1
OG0008472	mikado.HiC_scaffold_9.0G1449.1	EVM0013697.1
OG0008473	mikado.HiC_scaffold_9.0G1450.1	EVM0022341.1
OG0008474	mikado.HiC_scaffold_9.0G1451.1	EVM0022270.1
OG0008475	mikado.HiC_scaffold_9.0G1452.1	EVM0010686.1
OG0008476	mikado.HiC_scaffold_9.0G1454.1	EVM0016864.1
OG0008477	mikado.HiC_scaffold_9.0G1453.1	EVM0002850.1
OG0008478	mikado.HiC_scaffold_9.0G1455.1	EVM0009254.1
OG0008479	mikado.HiC_scaffold_9.0G1458.1	EVM0021909.1
OG0008481	mikado.HiC_scaffold_9.0G1464.1	EVM0021710.1
OG0008483	mikado.HiC_scaffold_9.0G1479.1	EVM0006670.1
OG0008484	mikado.HiC_scaffold_9.0G1482.1	EVM0011759.1
OG0008485	mikado.HiC_scaffold_9.0G1488.1	EVM0012266.1
OG0008487	mikado.HiC_scaffold_9.0G1512.1	EVM0020436.1
OG0008488	mikado.HiC_scaffold_9.0G1515.1	EVM0016915.1
OG0008489	mikado.HiC_scaffold_9.0G1517.1	EVM0002169.1
OG0008491	mikado.HiC_scaffold_9.0G1529.1	EVM0012620.1
OG0008492	mikado.HiC_scaffold_9.0G1530.1	EVM0008078.1
OG0008493	mikado.HiC_scaffold_9.0G1531.1	EVM0015397.1
OG0008494	mikado.HiC_scaffold_9.0G1532.1	EVM0005725.1
OG0008495	mikado.HiC_scaffold_9.0G1533.1	EVM0000457.1
OG0008496	mikado.HiC_scaffold_9.0G1535.1	EVM0007746.1
OG0008497	mikado.HiC_scaffold_9.0G1538.1	EVM0010550.1
OG0008498	mikado.HiC_scaffold_9.0G1539.1	EVM0011027.1
