genome1,genome2,chr1,chr2,blkID,startBp1,endBp1,startOrd1,endOrd1,firstGene1,lastGene1,nHits1,minBp2,maxBp2,minOrd2,maxOrd2,minGene2,maxGene2,nHits2,orient,startBp2,endBp2,startOrd2,endOrd2,firstGene2,lastGene2,refChr,refGenome
Tgra,Sbro,CM056600.1,Lachesis_group5,Tgra_vs_Sbro: 108_1,42717900,44730887,9630,9677,2_6700,2_6478,13,7241250,9355892,7260,7297,1_17211,1_17248,13,+,7241250,9355892,7260,7297,1_17211,1_17248,HiC_scaffold_5.0,Azeb
Tgra,Sbro,CM056600.1,Lachesis_group5,Tgra_vs_Sbro: 97_1,668230,2719989,8608,8669,2_6559,2_6978,18,40382711,42007532,7997,8047,1_17948,1_17998,18,+,40382711,42007532,7997,8047,1_17948,1_17998,HiC_scaffold_5.0,Azeb
Tgra,Sbro,CM056600.1,Lachesis_group5,Tgra_vs_Sbro: 98_1,3442742,4198994,8686,8715,2_7221,2_6605,13,33517257,34804118,7839,7869,1_17790,1_17820,13,+,33517257,34804118,7839,7869,1_17790,1_17820,HiC_scaffold_5.0,Azeb
Tgra,Sbro,CM056601.1,Lachesis_group9,Tgra_vs_Sbro: 117_1,38663106,40191281,10766,10799,2_1796,2_1224,12,10373166,12012663,12438,12480,1_22386,1_22428,12,+,10373166,12012663,12438,12480,1_22386,1_22428,HiC_scaffold_8.0,Azeb
Tgra,Sbro,CM056601.1,Lachesis_group9,Tgra_vs_Sbro: 110_1,826036,10021461,9761,10031,2_1486,2_2262,75,35350090,43276325,13123,13344,1_23070,1_23291,75,+,35350090,43276325,13123,13344,1_23070,1_23291,HiC_scaffold_8.8335562,Azeb
Tgra,Sbro,CM056601.1,Lachesis_group9,Tgra_vs_Sbro: 117_1,38901208,44522918,10770,10934,2_2235,2_1957,27,10542172,16592818,12444,12615,1_22392,1_22562,27,+,10542172,16592818,12444,12615,1_22392,1_22562,HiC_scaffold_8.8335562,Azeb
Tgra,Sbro,CM056602.1,Lachesis_group13,Tgra_vs_Sbro: 126_1,23111699,28435218,11592,11695,2_12542,2_12773,14,34489962,39599740,17748,17870,1_8860,1_8982,14,+,34489962,39599740,17748,17870,1_8860,1_8982,HiC_scaffold_15.0,Azeb
Tgra,Sbro,CM056602.1,Lachesis_group13,Tgra_vs_Sbro: 127_1,29022810,29771641,11710,11737,2_12447,2_12665,8,18984599,19512889,17353,17369,1_8465,1_8481,8,+,18984599,19512889,17353,17369,1_8465,1_8481,HiC_scaffold_15.0,Azeb
Tgra,Sbro,CM056602.1,Lachesis_group13,Tgra_vs_Sbro: 128_1,30166175,31131448,11751,11774,2_11951,2_11982,12,1188148,2482323,16866,16898,1_7978,1_8010,12,+,1188148,2482323,16866,16898,1_7978,1_8010,HiC_scaffold_15.0,Azeb
Tgra,Sbro,CM056602.1,Lachesis_group13,Tgra_vs_Sbro: 130_1,31984195,38114732,11812,11973,2_11907,2_13076,17,13154676,18958518,17193,17352,1_8305,1_8464,17,+,13154676,18958518,17193,17352,1_8305,1_8464,HiC_scaffold_15.0,Azeb
Tgra,Sbro,CM056602.1,Lachesis_group13,Tgra_vs_Sbro: 131_1,41228747,42031402,12067,12093,2_12866,2_12095,12,11932847,12601680,17156,17174,1_8268,1_8286,12,+,11932847,12601680,17156,17174,1_8268,1_8286,HiC_scaffold_15.0,Azeb
Tgra,Sbro,CM056602.1,Lachesis_group13,Tgra_vs_Sbro: 132_1,42146051,42642301,12098,12127,2_12102,2_11981,8,40490202,40863700,17894,17914,1_9006,1_9026,8,+,40490202,40863700,17894,17914,1_9006,1_9026,HiC_scaffold_15.0,Azeb
Tgra,Sbro,CM056602.1,Lachesis_group13,Tgra_vs_Sbro: 133_1,43254355,43588772,12135,12147,2_12780,2_12829,7,28685189,28898967,17624,17633,1_8736,1_8745,7,+,28685189,28898967,17624,17633,1_8736,1_8745,HiC_scaffold_15.0,Azeb
Tgra,Sbro,CM056603.1,Lachesis_group8,Tgra_vs_Sbro: 137_1,5559449,11086838,12352,12511,2_5148,2_5105,55,8110534,13012386,11087,11225,1_21038,1_21176,55,+,8110534,13012386,11087,11225,1_21038,1_21176,HiC_scaffold_18.0,Azeb
Tgra,Sbro,CM056603.1,Lachesis_group8,Tgra_vs_Sbro: 138_1,8721627,9052768,12441,12452,2_5546,2_5081,7,18467988,18819035,11398,11406,1_21349,1_21357,7,+,18467988,18819035,11398,11406,1_21349,1_21357,HiC_scaffold_18.0,Azeb
Tgra,Sbro,CM056603.1,Lachesis_group8,Tgra_vs_Sbro: 139_1,11111814,15984808,12513,12661,2_5107,2_5753,65,317481,5757091,10850,11015,1_20801,1_20966,65,+,317481,5757091,10850,11015,1_20801,1_20966,HiC_scaffold_18.0,Azeb
Tgra,Sbro,CM056603.1,Lachesis_group8,Tgra_vs_Sbro: 143_1,20884551,21417855,12804,12819,2_5534,2_5637,13,13586684,14257185,11240,11256,1_21191,1_21207,13,+,13586684,14257185,11240,11256,1_21191,1_21207,HiC_scaffold_18.0,Azeb
Tgra,Sbro,CM056603.1,Lachesis_group8,Tgra_vs_Sbro: 149_1,32168466,32497116,13101,13110,2_5927,2_5187,9,32832015,33223492,11794,11809,1_21745,1_21760,9,+,32832015,33223492,11794,11809,1_21745,1_21760,HiC_scaffold_18.0,Azeb
Tgra,Sbro,CM056603.1,Lachesis_group8,Tgra_vs_Sbro: 150_1,35054722,35654470,13171,13190,2_5116,2_6023,10,41167775,41680892,12025,12047,1_21974,1_21996,10,+,41167775,41680892,12025,12047,1_21974,1_21996,HiC_scaffold_18.0,Azeb
Tgra,Sbro,CM056604.1,Lachesis_group11,Tgra_vs_Sbro: 154_1,1037256,14599639,13437,13809,2_77,2_186,63,1590215,13413457,14675,14955,1_5787,1_6067,63,+,1590215,13413457,14675,14955,1_5787,1_6067,HiC_scaffold_7.0,Azeb
Tgra,Sbro,CM056604.1,Lachesis_group11,Tgra_vs_Sbro: 157_1,24956137,34767798,14061,14312,2_1148,2_1087,101,22614780,33163464,15204,15484,1_6316,1_6596,101,+,22614780,33163464,15204,15484,1_6316,1_6596,HiC_scaffold_7.0,Azeb
Tgra,Sbro,CM056604.1,Lachesis_group11,Tgra_vs_Sbro: 160_1,39840219,41037482,14457,14487,2_499,2_344,18,17260552,18381983,15025,15057,1_6137,1_6169,18,+,17260552,18381983,15025,15057,1_6137,1_6169,HiC_scaffold_7.0,Azeb
Tgra,Sbro,CM056605.1,Lachesis_group12,Tgra_vs_Sbro: 165_1,12067490,12524683,14811,14821,2_19505,2_18744,10,26120951,26590612,16400,16417,1_7512,1_7529,10,+,26120951,26590612,16400,16417,1_7512,1_7529,HiC_scaffold_14.0,Azeb
Tgra,Sbro,CM056605.1,Lachesis_group12,Tgra_vs_Sbro: 170_1,22023323,24393293,15053,15108,2_19377,2_19198,21,18813632,21664829,16212,16286,1_7324,1_7398,21,+,18813632,21664829,16212,16286,1_7324,1_7398,HiC_scaffold_14.0,Azeb
Tgra,Sbro,CM056605.1,Lachesis_group12,Tgra_vs_Sbro: 172_1,29146057,29551760,15202,15211,2_19025,2_19215,7,15883501,16361003,16154,16164,1_7266,1_7276,7,+,15883501,16361003,16154,16164,1_7266,1_7276,HiC_scaffold_14.0,Azeb
Tgra,Sbro,CM056605.1,Lachesis_group12,Tgra_vs_Sbro: 174_1,37815055,41226538,15378,15472,2_19000,2_18973,26,1322772,4851903,15820,15914,1_6932,1_7026,26,+,1322772,4851903,15820,15914,1_6932,1_7026,HiC_scaffold_14.0,Azeb
Tgra,Sbro,CM056606.1,Lachesis_group7,Tgra_vs_Sbro: 178_1,6053605,12441336,15666,15843,2_3504,2_2553,21,22717998,27880471,10228,10393,1_20179,1_20344,21,+,22717998,27880471,10228,10393,1_20179,1_20344,HiC_scaffold_19.0,Azeb
Tgra,Sbro,CM056606.1,Lachesis_group7,Tgra_vs_Sbro: 181_1,15007848,15249718,15896,15904,2_3240,2_2811,7,8783892,9169843,9827,9836,1_19778,1_19787,7,+,8783892,9169843,9827,9836,1_19778,1_19787,HiC_scaffold_19.0,Azeb
Tgra,Sbro,CM056606.1,Lachesis_group7,Tgra_vs_Sbro: 186_1,25403897,25839902,16180,16190,2_2845,2_3544,9,29771142,30304691,10437,10447,1_20388,1_20398,9,+,29771142,30304691,10437,10447,1_20388,1_20398,HiC_scaffold_19.0,Azeb
Tgra,Sbro,CM056606.1,Lachesis_group7,Tgra_vs_Sbro: 187_1,27220179,27467302,16221,16226,2_3412,2_3013,5,7127318,7560266,9790,9802,1_19741,1_19753,5,+,7127318,7560266,9790,9802,1_19741,1_19753,HiC_scaffold_19.0,Azeb
Tgra,Sbro,CM056606.1,Lachesis_group7,Tgra_vs_Sbro: 190_1,31610487,32478791,16321,16346,2_2468,2_3344,16,2491164,3654185,9650,9679,1_19601,1_19630,16,+,2491164,3654185,9650,9679,1_19601,1_19630,HiC_scaffold_19.0,Azeb
Tgra,Sbro,CM056606.1,Lachesis_group7,Tgra_vs_Sbro: 191_1,34189196,34469232,16408,16421,2_3380,2_3123,8,20034407,20397770,10155,10167,1_20106,1_20118,8,+,20034407,20397770,10155,10167,1_20106,1_20118,HiC_scaffold_19.0,Azeb
Tgra,Sbro,CM056606.1,Lachesis_group7,Tgra_vs_Sbro: 192_1,37409515,37880957,16521,16532,2_2600,2_2484,7,10205773,10633951,9864,9872,1_19815,1_19823,7,+,10205773,10633951,9864,9872,1_19815,1_19823,HiC_scaffold_19.0,Azeb
Tgra,Sbro,CM056606.1,Lachesis_group7,Tgra_vs_Sbro: 193_1,38669579,39147183,16558,16570,2_3205,2_3000,5,284974,1266332,9585,9615,1_19536,1_19566,5,+,284974,1266332,9585,9615,1_19536,1_19566,HiC_scaffold_19.0,Azeb
Tgra,Sbro,CM056606.1,Lachesis_group7,Tgra_vs_Sbro: 194_1,40603131,41606111,16592,16617,2_3355,2_3252,8,31218073,31704510,10462,10478,1_20413,1_20429,8,+,31218073,31704510,10462,10478,1_20413,1_20429,HiC_scaffold_19.0,Azeb
Tgra,Sbro,CM056607.1,Lachesis_group10,Tgra_vs_Sbro: 195_1,913585,2898445,16647,16702,2_14443,2_14210,21,42419460,43637729,14583,14627,1_5695,1_5739,21,+,42419460,43637729,14583,14627,1_5695,1_5739,HiC_scaffold_2.0,Azeb
Tgra,Sbro,CM056607.1,Lachesis_group10,Tgra_vs_Sbro: 196_1,3310039,6585439,16717,16790,2_14499,2_14881,42,23964994,26986572,14040,14132,1_5152,1_5244,42,+,23964994,26986572,14040,14132,1_5152,1_5244,HiC_scaffold_2.0,Azeb
Tgra,Sbro,CM056607.1,Lachesis_group10,Tgra_vs_Sbro: 198_1,7209919,10926281,16803,16912,2_14306,2_15058,40,37314852,41298974,14418,14549,1_5530,1_5661,40,+,37314852,41298974,14418,14549,1_5530,1_5661,HiC_scaffold_2.0,Azeb
Tgra,Sbro,CM056607.1,Lachesis_group10,Tgra_vs_Sbro: 199_1,11649664,12657127,16937,16979,2_14806,2_15123,14,21545417,22868409,13939,13990,1_5051,1_5102,14,+,21545417,22868409,13939,13990,1_5051,1_5102,HiC_scaffold_2.0,Azeb
Tgra,Sbro,CM056607.1,Lachesis_group10,Tgra_vs_Sbro: 200_1,12757882,14020366,16981,17023,2_15121,2_14539,18,30625421,31767629,14239,14281,1_5351,1_5393,18,+,30625421,31767629,14239,14281,1_5351,1_5393,HiC_scaffold_2.0,Azeb
Tgra,Sbro,CM056607.1,Lachesis_group10,Tgra_vs_Sbro: 201_1,17810233,18083220,17144,17155,2_14985,2_14389,9,19312929,19591696,13864,13879,1_4976,1_4991,9,+,19312929,19591696,13864,13879,1_4976,1_4991,HiC_scaffold_2.0,Azeb
Tgra,Sbro,CM056607.1,Lachesis_group10,Tgra_vs_Sbro: 202_1,19135602,19618475,17169,17187,2_14783,2_14258,15,17841413,18359701,13813,13833,1_4925,1_4945,15,+,17841413,18359701,13813,13833,1_4925,1_4945,HiC_scaffold_2.0,Azeb
Tgra,Sbro,CM056608.1,Lachesis_group14,Tgra_vs_Sbro: 206_1,3247706,4537987,17817,17851,2_16169,2_15500,7,34161155,34368735,18758,18767,1_9867,1_9876,7,+,34161155,34368735,18758,18767,1_9867,1_9876,HiC_scaffold_17.0,Azeb
Tgra,Sbro,CM056609.1,Lachesis_group15,Tgra_vs_Sbro: 218_1,2037072,8465906,18671,18831,2_9834,2_9245,18,2023876,7065191,18908,19051,1_10016,1_10159,18,+,2023876,7065191,18908,19051,1_10016,1_10159,HiC_scaffold_4.0,Azeb
Tgra,Sbro,CM056609.1,Lachesis_group15,Tgra_vs_Sbro: 225_1,25376216,25878160,19172,19187,2_9330,2_9232,7,31220043,31785526,19596,19610,1_10704,1_10718,7,+,31220043,31785526,19596,19610,1_10704,1_10718,HiC_scaffold_4.0,Azeb
Tgra,Sbro,CM056610.1,Lachesis_group17,Tgra_vs_Sbro: 228_1,1011269,2190980,19418,19461,2_23139,2_23905,15,7432888,8176605,20539,20571,1_11644,1_11676,15,+,7432888,8176605,20539,20571,1_11644,1_11676,HiC_scaffold_3.0,Azeb
Tgra,Sbro,CM056610.1,Lachesis_group17,Tgra_vs_Sbro: 230_1,5187359,6662174,19545,19574,2_23154,2_23484,13,18902191,20242402,20830,20858,1_11935,1_11963,13,+,18902191,20242402,20830,20858,1_11935,1_11963,HiC_scaffold_3.0,Azeb
Tgra,Sbro,CM056610.1,Lachesis_group17,Tgra_vs_Sbro: 231_1,9913951,12144224,19640,19690,2_23201,2_23446,19,14722866,16427949,20728,20779,1_11833,1_11884,19,+,14722866,16427949,20728,20779,1_11833,1_11884,HiC_scaffold_3.0,Azeb
Tgra,Sbro,CM056611.1,Lachesis_group16,Tgra_vs_Sbro: 238_1,3517947,3635502,20254,20258,2_18127,2_18123,5,29454852,29550893,20304,20308,1_11409,1_11413,5,+,29454852,29550893,20304,20308,1_11409,1_11413,HiC_scaffold_1.0,Azeb
Tgra,Sbro,CM056611.1,Lachesis_group16,Tgra_vs_Sbro: 240_1,10417963,13885233,20373,20468,2_18108,2_18073,17,13474208,16399725,19924,20025,1_11030,1_11131,17,+,13474208,16399725,19924,20025,1_11030,1_11131,HiC_scaffold_1.0,Azeb
Tgra,Sbro,CM056612.1,Lachesis_group18,Tgra_vs_Sbro: 242_1,3653900,14888054,20809,21116,2_13487,2_13827,31,4424112,16606140,21235,21494,1_12340,1_12599,31,+,4424112,16606140,21235,21494,1_12340,1_12599,HiC_scaffold_10.0,Azeb
Tgra,Sbro,JARBDR010000107.1,Lachesis_group7,Tgra_vs_Sbro: 245_1,1243873,2114994,21461,21489,2_22871,2_22919,9,16695935,17437947,10048,10065,1_19999,1_20016,9,+,16695935,17437947,10048,10065,1_19999,1_20016,HiC_scaffold_19.0,Azeb
Tgra,Sbro,JARBDR010000376.1,Lachesis_group16,Tgra_vs_Sbro: 249_1,1329829,1476431,22298,22302,2_15335,2_15339,5,8378819,8570552,19827,19831,1_10933,1_10937,5,+,8378819,8570552,19827,19831,1_10933,1_10937,HiC_scaffold_1.0,Azeb
Tgra,Sbro,JARBDR010000920.1,Lachesis_group5,Tgra_vs_Sbro: 254_1,520276,1043025,23922,23932,2_2426,2_2408,7,502108,1010606,7090,7097,1_17041,1_17048,7,+,502108,1010606,7090,7097,1_17041,1_17048,HiC_scaffold_5.92308104,Azeb
Sbro,Tgra,Lachesis_group0,CM056594.1,Tgra_vs_Sbro: 13_1,18028714,19993322,496,547,1_2130,1_2181,19,36317123,38063653,1026,1078,2_19820,2_20782,19,-,38063653,36317123,1078,1026,2_20782,2_19820,HiC_scaffold_9.0,Azeb
Sbro,Tgra,Lachesis_group0,CM056594.1,Tgra_vs_Sbro: 14_1,22484039,26118799,622,711,1_2255,1_2344,38,38966327,42748319,1099,1209,2_20349,2_20063,38,-,42748319,38966327,1209,1099,2_20063,2_20349,HiC_scaffold_9.0,Azeb
Sbro,Tgra,Lachesis_group0,CM056594.1,Tgra_vs_Sbro: 16_1,38012258,38228672,998,1005,1_2628,1_2635,5,45722435,45893885,1288,1294,2_20206,2_20200,5,-,45893885,45722435,1294,1288,2_20200,2_20206,HiC_scaffold_9.0,Azeb
Sbro,Tgra,Lachesis_group0,CM056594.1,Tgra_vs_Sbro: 17_1,29391950,29947853,823,842,1_2456,1_2475,14,46297887,47042612,1304,1336,2_21172,2_20433,14,-,47042612,46297887,1336,1304,2_20433,2_21172,HiC_scaffold_9.0,Azeb
Sbro,Tgra,Lachesis_group0,CM056594.1,Tgra_vs_Sbro: 18_1,48066338,53338341,1294,1436,1_2923,1_3065,40,51923668,56657754,1466,1581,2_19902,2_20662,40,-,56657754,51923668,1581,1466,2_20662,2_19902,HiC_scaffold_9.0,Azeb
Sbro,Tgra,Lachesis_group0,CM056594.1,Tgra_vs_Sbro: 3_1,42529118,42922526,1125,1149,1_2755,1_2779,14,2194579,2636171,60,80,2_20210,2_20699,14,-,2636171,2194579,80,60,2_20699,2_20210,HiC_scaffold_9.0,Azeb
Sbro,Tgra,Lachesis_group0,CM056594.1,Tgra_vs_Sbro: 5_1,10871678,17298206,291,481,1_1926,1_2115,60,8497335,14809540,252,455,2_20396,2_20833,60,-,14809540,8497335,455,252,2_20833,2_20396,HiC_scaffold_9.0,Azeb
Sbro,Tgra,Lachesis_group0,CM056594.1,Tgra_vs_Sbro: 6_1,20137766,21475339,551,601,1_2185,1_2235,32,15040551,16437814,465,514,2_20228,2_19652,32,-,16437814,15040551,514,465,2_19652,2_20228,HiC_scaffold_9.0,Azeb
Sbro,Tgra,Lachesis_group0,CM056594.1,Tgra_vs_Sbro: 7_1,38773331,40898952,1013,1072,1_2643,1_2702,26,16837765,19817263,521,596,2_20267,2_19960,26,-,19817263,16837765,596,521,2_19960,2_20267,HiC_scaffold_9.0,Azeb
Sbro,Tgra,Lachesis_group1,CM056596.1,Tgra_vs_Sbro: 49_1,16125775,19676675,1921,2017,1_3549,1_3645,24,34635623,38689334,4115,4198,2_17631,2_16808,24,-,38689334,34635623,4198,4115,2_16808,2_17631,HiC_scaffold_12.3160685,Azeb
Sbro,Tgra,Lachesis_group1,CM056596.1,Tgra_vs_Sbro: 54_1,12104482,12663164,1840,1857,1_3468,1_3485,11,54353310,54973168,4566,4583,2_16372,2_16865,11,-,54973168,54353310,4583,4566,2_16865,2_16372,HiC_scaffold_12.3160685,Azeb
Sbro,Tgra,Lachesis_group10,CM056607.1,Tgra_vs_Sbro: 203_1,29279107,30023820,14193,14217,1_5305,1_5329,12,23206113,23924635,17283,17308,2_14323,2_14356,12,-,23924635,23206113,17308,17283,2_14356,2_14323,HiC_scaffold_2.0,Azeb
Sbro,Tgra,Lachesis_group10,CM056607.1,Tgra_vs_Sbro: 204_1,344133,13929572,13372,13716,1_4486,1_4828,108,26964468,39752155,17366,17719,2_14403,2_14507,108,-,39752155,26964468,17719,17366,2_14507,2_14403,HiC_scaffold_2.0,Azeb
Sbro,Tgra,Lachesis_group11,CM056604.1,Tgra_vs_Sbro: 155_1,42439530,42808935,15770,15783,1_6882,1_6895,9,15905330,16434995,13827,13835,2_889,2_767,9,-,16434995,15905330,13835,13827,2_767,2_889,HiC_scaffold_7.0,Azeb
Sbro,Tgra,Lachesis_group11,CM056604.1,Tgra_vs_Sbro: 156_1,33897665,38760465,15510,15650,1_6622,1_6762,46,18127040,24111653,13882,14033,2_455,2_393,46,-,24111653,18127040,14033,13882,2_393,2_455,HiC_scaffold_7.0,Azeb
Sbro,Tgra,Lachesis_group11,CM056604.1,Tgra_vs_Sbro: 158_1,19173153,21661831,15086,15159,1_6198,1_6271,25,35539127,38226900,14334,14415,2_199,2_1031,25,-,38226900,35539127,14415,14334,2_1031,2_199,HiC_scaffold_7.0,Azeb
Sbro,Tgra,Lachesis_group12,CM056605.1,Tgra_vs_Sbro: 163_1,32211630,34743416,16575,16620,1_7687,1_7732,7,3714161,6178862,14616,14655,2_19035,2_19525,7,-,6178862,3714161,14655,14616,2_19525,2_19035,HiC_scaffold_14.0,Azeb
Sbro,Tgra,Lachesis_group12,CM056605.1,Tgra_vs_Sbro: 168_1,39432958,40357901,16745,16764,1_7857,1_7876,15,17408472,18315450,14947,14967,2_18630,2_18854,15,-,18315450,17408472,14967,14947,2_18854,2_18630,HiC_scaffold_14.0,Azeb
Sbro,Tgra,Lachesis_group12,CM056605.1,Tgra_vs_Sbro: 169_1,22200007,24145738,16302,16342,1_7414,1_7454,21,19263981,20744940,14990,15029,2_18783,2_19279,21,-,20744940,19263981,15029,14990,2_19279,2_18783,HiC_scaffold_14.0,Azeb
Sbro,Tgra,Lachesis_group12,CM056605.1,Tgra_vs_Sbro: 173_1,6029791,11650704,15944,16077,1_7056,1_7189,22,30738844,35419594,15233,15341,2_18864,2_18808,22,-,35419594,30738844,15341,15233,2_18808,2_18864,HiC_scaffold_14.0,Azeb
Sbro,Tgra,Lachesis_group13,CM056602.1,Tgra_vs_Sbro: 120_1,41647644,42007373,17947,17962,1_9059,1_9074,8,3669673,4434166,11048,11072,2_12052,2_12964,8,-,4434166,3669673,11072,11048,2_12964,2_12052,HiC_scaffold_15.0,Azeb
Sbro,Tgra,Lachesis_group13,CM056602.1,Tgra_vs_Sbro: 121_1,10334032,10551346,17111,17118,1_8223,1_8230,5,6433236,6800398,11131,11141,2_12850,2_12079,5,-,6800398,6433236,11141,11131,2_12079,2_12850,HiC_scaffold_15.0,Azeb
Sbro,Tgra,Lachesis_group13,CM056602.1,Tgra_vs_Sbro: 125_1,26610427,26933290,17564,17576,1_8676,1_8688,7,20964767,21234770,11542,11553,2_12317,2_12114,7,-,21234770,20964767,11553,11542,2_12114,2_12317,HiC_scaffold_15.0,Azeb
Sbro,Tgra,Lachesis_group14,CM056608.1,Tgra_vs_Sbro: 207_1,19968248,20443202,18442,18457,1_9551,1_9566,8,7016124,7551730,17933,17953,2_15710,2_15953,8,-,7551730,7016124,17953,17933,2_15953,2_15710,HiC_scaffold_17.0,Azeb
Sbro,Tgra,Lachesis_group14,CM056608.1,Tgra_vs_Sbro: 211_1,35755927,36512363,18816,18854,1_9925,1_9963,8,19400857,20601482,18199,18232,2_16050,2_16295,8,-,20601482,19400857,18232,18199,2_16295,2_16050,HiC_scaffold_17.0,Azeb
Sbro,Tgra,Lachesis_group14,CM056608.1,Tgra_vs_Sbro: 213_1,5739370,9924583,18104,18209,1_9213,1_9318,26,23485724,26986661,18278,18361,2_15478,2_15598,26,-,26986661,23485724,18361,18278,2_15598,2_15478,HiC_scaffold_17.0,Azeb
Sbro,Tgra,Lachesis_group14,CM056608.1,Tgra_vs_Sbro: 216_1,12552753,18089897,18260,18408,1_9369,1_9517,10,29726894,37343545,18429,18621,2_16081,2_16101,10,-,37343545,29726894,18621,18429,2_16101,2_16081,HiC_scaffold_17.0,Azeb
Sbro,Tgra,Lachesis_group15,CM056609.1,Tgra_vs_Sbro: 220_1,17244043,19644249,19299,19320,1_10407,1_10428,17,13413448,15547480,18946,18967,2_9678,2_9270,17,-,15547480,13413448,18967,18946,2_9270,2_9678,HiC_scaffold_4.0,Azeb
Sbro,Tgra,Lachesis_group15,CM056609.1,Tgra_vs_Sbro: 227_1,25627585,26473256,19471,19483,1_10579,1_10591,8,31897267,32697221,19335,19351,2_9844,2_9556,8,-,32697221,31897267,19351,19335,2_9556,2_9844,HiC_scaffold_4.0,Azeb
Sbro,Tgra,Lachesis_group16,CM056611.1,Tgra_vs_Sbro: 239_1,22454530,24291912,20147,20183,1_11253,1_11289,11,4616054,8048059,20276,20343,2_18000,2_18164,11,-,8048059,4616054,20343,20276,2_18164,2_18000,HiC_scaffold_1.0,Azeb
Sbro,Tgra,Lachesis_group17,CM056610.1,Tgra_vs_Sbro: 237_1,21923754,24368709,20901,20971,1_12006,1_12076,37,29713889,32015445,20080,20142,2_23779,2_23325,37,-,32015445,29713889,20142,20080,2_23325,2_23779,HiC_scaffold_3.0,Azeb
Sbro,Tgra,Lachesis_group2,CM056595.1,Tgra_vs_Sbro: 20_1,42763097,46597573,4151,4273,1_14109,1_14231,43,752598,6161968,1654,1806,2_10397,2_11136,43,-,6161968,752598,1806,1654,2_11136,2_10397,HiC_scaffold_16.0,Azeb
Sbro,Tgra,Lachesis_group2,CM056595.1,Tgra_vs_Sbro: 24_1,35185599,36596225,3914,3953,1_13872,1_13911,23,10710886,12067362,1933,1979,2_11110,2_10340,23,-,12067362,10710886,1979,1933,2_10340,2_11110,HiC_scaffold_16.0,Azeb
Sbro,Tgra,Lachesis_group2,CM056595.1,Tgra_vs_Sbro: 25_1,40105077,42131227,4057,4131,1_14015,1_14089,37,13520352,15726548,2016,2091,2_11159,2_10556,37,-,15726548,13520352,2091,2016,2_10556,2_11159,HiC_scaffold_16.0,Azeb
Sbro,Tgra,Lachesis_group2,CM056595.1,Tgra_vs_Sbro: 28_1,37697644,37990246,3979,3989,1_13937,1_13947,7,27476874,27946956,2393,2407,2_10620,2_11616,7,-,27946956,27476874,2407,2393,2_11616,2_10620,HiC_scaffold_16.0,Azeb
Sbro,Tgra,Lachesis_group2,CM056595.1,Tgra_vs_Sbro: 29_1,26312329,27088436,3644,3664,1_13604,1_13624,6,27975335,28611578,2409,2417,2_11618,2_10647,6,-,28611578,27975335,2417,2409,2_10647,2_11618,HiC_scaffold_16.0,Azeb
Sbro,Tgra,Lachesis_group2,CM056595.1,Tgra_vs_Sbro: 31_1,29383744,30558182,3729,3772,1_13689,1_13732,18,32214698,33792849,2508,2559,2_11081,2_10695,18,-,33792849,32214698,2559,2508,2_10695,2_11081,HiC_scaffold_16.0,Azeb
Sbro,Tgra,Lachesis_group2,CM056595.1,Tgra_vs_Sbro: 33_1,16956121,17090549,3335,3340,1_13295,1_13300,5,34442510,34576385,2580,2585,2_11812,2_11808,5,-,34576385,34442510,2585,2580,2_11808,2_11812,HiC_scaffold_16.0,Azeb
Sbro,Tgra,Lachesis_group2,CM056595.1,Tgra_vs_Sbro: 34_1,7218184,9906277,3083,3154,1_13043,1_13114,28,34688321,37169640,2589,2666,2_10453,2_10369,28,-,37169640,34688321,2666,2589,2_10369,2_10453,HiC_scaffold_16.0,Azeb
Sbro,Tgra,Lachesis_group2,CM056595.1,Tgra_vs_Sbro: 38_1,13476006,16586144,3234,3319,1_13194,1_13279,48,50193163,53373450,3032,3117,2_11592,2_10826,48,-,53373450,50193163,3117,3032,2_10826,2_11592,HiC_scaffold_16.0,Azeb
Sbro,Tgra,Lachesis_group2,CM056595.1,Tgra_vs_Sbro: 39_1,6522697,6680700,3060,3067,1_13020,1_13027,6,53434718,53601961,3120,3129,2_10825,2_10591,6,-,53601961,53434718,3129,3120,2_10591,2_10825,HiC_scaffold_16.0,Azeb
Sbro,Tgra,Lachesis_group2,CM056595.1,Tgra_vs_Sbro: 40_1,2538265,3273140,2928,2938,1_12888,1_12898,8,54883430,55748635,3175,3185,2_10920,2_10350,8,-,55748635,54883430,3185,3175,2_10350,2_10920,HiC_scaffold_16.0,Azeb
Sbro,Tgra,Lachesis_group2,JARBDR010000205.1,Tgra_vs_Sbro: 247_1,938421,1062550,2877,2882,1_12837,1_12842,6,31029,290786,21773,21781,2_21248,2_21233,6,-,290786,31029,21781,21773,2_21233,2_21248,HiC_scaffold_16.0,Azeb
Sbro,Tgra,Lachesis_group2,JARBDR010000385.1,Tgra_vs_Sbro: 250_1,369842,725148,2863,2873,1_12823,1_12833,8,13511,517810,22343,22364,2_15259,2_15262,8,-,517810,13511,22364,22343,2_15262,2_15259,HiC_scaffold_16.0,Azeb
Sbro,Tgra,Lachesis_group3,CM056597.1,Tgra_vs_Sbro: 56_1,17134733,18296719,4750,4786,1_14705,1_14741,13,6503784,7921094,4774,4824,2_22040,2_22646,13,-,7921094,6503784,4824,4774,2_22646,2_22040,HiC_scaffold_11.0,Azeb
