genome1,genome2,chr1,chr2,blkID,startBp1,endBp1,startOrd1,endOrd1,firstGene1,lastGene1,nHits1,minBp2,maxBp2,minOrd2,maxOrd2,minGene2,maxGene2,nHits2,orient,startBp2,endBp2,startOrd2,endOrd2,firstGene2,lastGene2,refChr,refGenome
Tgra,Sbro,CM056602.1,Lachesis_group13,Tgra_vs_Sbro: 132_1,42146051,42803779,12098,12130,2_12102,2_12787,14,40490202,41030163,17894,17921,1_9006,1_9033,14,+,40490202,41030163,17894,17921,1_9006,1_9033,CM056602.1,Tgra
Tgra,Sbro,CM056603.1,Lachesis_group8,Tgra_vs_Sbro: 137_1,5386151,11086838,12351,12511,2_5149,2_5105,83,8005991,13012386,11086,11225,1_21037,1_21176,83,+,8005991,13012386,11086,11225,1_21037,1_21176,CM056603.1,Tgra
Tgra,Sbro,CM056603.1,Lachesis_group8,Tgra_vs_Sbro: 138_1,7588269,9376683,12430,12457,2_5341,2_5074,11,18240253,19155066,11394,11411,1_21345,1_21362,11,+,18240253,19155066,11394,11411,1_21345,1_21362,CM056603.1,Tgra
Tgra,Sbro,CM056603.1,Lachesis_group8,Tgra_vs_Sbro: 139_1,11111814,16605763,12513,12679,2_5107,2_6039,101,317481,6314821,10850,11036,1_20801,1_20987,101,+,317481,6314821,10850,11036,1_20801,1_20987,CM056603.1,Tgra
Tgra,Sbro,CM056603.1,Lachesis_group8,Tgra_vs_Sbro: 141_1,19323123,19474085,12757,12765,2_5369,2_4896,6,23985144,24111926,11509,11515,1_21460,1_21466,6,+,23985144,24111926,11509,11515,1_21460,1_21466,CM056603.1,Tgra
Tgra,Sbro,CM056603.1,Lachesis_group8,Tgra_vs_Sbro: 143_1,20884551,22067787,12804,12836,2_5534,2_5421,22,13586684,14734362,11240,11277,1_21191,1_21228,22,+,13586684,14734362,11240,11277,1_21191,1_21228,CM056603.1,Tgra
Tgra,Sbro,CM056603.1,Lachesis_group8,Tgra_vs_Sbro: 146_1,27540611,27988881,12999,13009,2_6009,2_5598,10,25405071,25952993,11556,11566,1_21507,1_21517,10,+,25405071,25952993,11556,11566,1_21507,1_21517,CM056603.1,Tgra
Tgra,Sbro,CM056603.1,Lachesis_group8,Tgra_vs_Sbro: 148_1,31117226,32158591,13073,13100,2_5780,2_5930,19,24187884,25105922,11520,11551,1_21471,1_21502,19,+,24187884,25105922,11520,11551,1_21471,1_21502,CM056603.1,Tgra
Tgra,Sbro,CM056603.1,Lachesis_group8,Tgra_vs_Sbro: 149_1,32168466,34960180,13101,13165,2_5927,2_5584,35,32832015,36256492,11794,11874,1_21745,1_21825,35,+,32832015,36256492,11794,11874,1_21745,1_21825,CM056603.1,Tgra
Tgra,Sbro,CM056603.1,Lachesis_group8,Tgra_vs_Sbro: 150_1,35054722,38073769,13171,13242,2_5116,2_4918,33,40930494,43162691,12014,12083,1_21963,1_22032,33,+,40930494,43162691,12014,12083,1_21963,1_22032,CM056603.1,Tgra
Tgra,Sbro,CM056603.1,Lachesis_group8,Tgra_vs_Sbro: 152_1,40738958,43356487,13314,13389,2_5675,2_5911,26,39218555,40857669,11965,12011,1_21914,1_21960,26,+,39218555,40857669,11965,12011,1_21914,1_21960,CM056603.1,Tgra
Tgra,Sbro,CM056604.1,Lachesis_group11,Tgra_vs_Sbro: 154_1,208838,15681600,13412,13824,2_88,2_892,191,617590,13990747,14638,14972,1_5750,1_6084,191,+,617590,13990747,14638,14972,1_5750,1_6084,CM056604.1,Tgra
Tgra,Sbro,CM056604.1,Lachesis_group11,Tgra_vs_Sbro: 157_1,24767070,34829387,14055,14315,2_880,2_1090,137,22428011,33213182,15198,15487,1_6310,1_6599,137,+,22428011,33213182,15198,15487,1_6310,1_6599,CM056604.1,Tgra
Tgra,Sbro,CM056604.1,Lachesis_group11,Tgra_vs_Sbro: 160_1,39840219,41542878,14457,14503,2_499,2_799,37,17260552,19060156,15025,15082,1_6137,1_6194,37,+,17260552,19060156,15025,15082,1_6137,1_6194,CM056604.1,Tgra
Tgra,Sbro,CM056605.1,Lachesis_group12,Tgra_vs_Sbro: 164_1,9847744,10509610,14749,14770,2_18988,2_18740,14,40571141,41309572,16772,16792,1_7884,1_7904,14,+,40571141,41309572,16772,16792,1_7884,1_7904,CM056605.1,Tgra
Tgra,Sbro,CM056605.1,Lachesis_group12,Tgra_vs_Sbro: 165_1,11395562,15045488,14791,14888,2_19494,2_18613,54,25322113,29216673,16378,16489,1_7490,1_7601,54,+,25322113,29216673,16378,16489,1_7490,1_7601,CM056605.1,Tgra
Tgra,Sbro,CM056605.1,Lachesis_group12,Tgra_vs_Sbro: 170_1,21003302,24776417,15037,15117,2_18681,2_19199,45,18370693,22020799,16204,16294,1_7316,1_7406,45,+,18370693,22020799,16204,16294,1_7316,1_7406,CM056605.1,Tgra
Tgra,Sbro,CM056605.1,Lachesis_group12,Tgra_vs_Sbro: 171_1,24828439,25773000,15118,15132,2_18600,2_18927,11,17064252,18210941,16176,16198,1_7288,1_7310,11,+,17064252,18210941,16176,16198,1_7288,1_7310,CM056605.1,Tgra
Tgra,Sbro,CM056605.1,Lachesis_group12,Tgra_vs_Sbro: 172_1,25936394,30244757,15139,15227,2_19289,2_18868,47,12173962,16883158,16080,16175,1_7192,1_7287,47,+,12173962,16883158,16080,16175,1_7192,1_7287,CM056605.1,Tgra
Tgra,Sbro,CM056605.1,Lachesis_group12,Tgra_vs_Sbro: 174_1,36775571,41282552,15364,15474,2_19013,2_19335,62,553195,4936422,15810,15917,1_6922,1_7029,62,+,553195,4936422,15810,15917,1_6922,1_7029,CM056605.1,Tgra
Tgra,Sbro,CM056606.1,Lachesis_group7,Tgra_vs_Sbro: 177_1,2610644,6003573,15560,15664,2_2832,2_3502,19,4366674,5974630,9707,9747,1_19658,1_19698,19,+,4366674,5974630,9707,9747,1_19658,1_19698,CM056606.1,Tgra
Tgra,Sbro,CM056606.1,Lachesis_group7,Tgra_vs_Sbro: 178_1,6053605,12590842,15666,15846,2_3504,2_2550,62,22717998,28064697,10228,10398,1_20179,1_20349,62,+,22717998,28064697,10228,10398,1_20179,1_20349,CM056606.1,Tgra
Tgra,Sbro,CM056606.1,Lachesis_group7,Tgra_vs_Sbro: 179_1,12982254,13662439,15856,15871,2_2988,2_2670,7,43589413,44199964,10815,10832,1_20766,1_20783,7,+,43589413,44199964,10815,10832,1_20766,1_20783,CM056606.1,Tgra
Tgra,Sbro,CM056606.1,Lachesis_group7,Tgra_vs_Sbro: 181_1,14858135,15302641,15895,15906,2_3239,2_2813,10,8580074,9242166,9825,9840,1_19776,1_19791,10,+,8580074,9242166,9825,9840,1_19776,1_19791,CM056606.1,Tgra
Tgra,Sbro,CM056606.1,Lachesis_group7,Tgra_vs_Sbro: 184_1,21207179,22369626,16060,16101,2_3459,2_2880,21,41836598,42954745,10756,10798,1_20707,1_20749,21,+,41836598,42954745,10756,10798,1_20707,1_20749,CM056606.1,Tgra
Tgra,Sbro,CM056606.1,Lachesis_group7,Tgra_vs_Sbro: 186_1,25403897,25839902,16180,16190,2_2845,2_3544,9,29771142,30304691,10437,10447,1_20388,1_20398,9,+,29771142,30304691,10437,10447,1_20388,1_20398,CM056606.1,Tgra
Tgra,Sbro,CM056606.1,Lachesis_group7,Tgra_vs_Sbro: 187_1,26238126,27467302,16197,16226,2_3140,2_3013,19,6034452,7560266,9750,9802,1_19701,1_19753,19,+,6034452,7560266,9750,9802,1_19701,1_19753,CM056606.1,Tgra
Tgra,Sbro,CM056606.1,Lachesis_group7,Tgra_vs_Sbro: 188_1,27697006,28331207,16232,16251,2_3015,2_3277,8,28681575,29395733,10409,10419,1_20360,1_20370,8,+,28681575,29395733,10409,10419,1_20360,1_20370,CM056606.1,Tgra
Tgra,Sbro,CM056606.1,Lachesis_group7,Tgra_vs_Sbro: 189_1,29761497,30146684,16286,16300,2_2730,2_3477,6,43024597,43440064,10803,10810,1_20754,1_20761,6,+,43024597,43440064,10803,10810,1_20754,1_20761,CM056606.1,Tgra
Tgra,Sbro,CM056606.1,Lachesis_group7,Tgra_vs_Sbro: 190_1,31085809,32478791,16316,16346,2_3199,2_3344,20,2179380,3654185,9642,9679,1_19593,1_19630,20,+,2179380,3654185,9642,9679,1_19593,1_19630,CM056606.1,Tgra
Tgra,Sbro,CM056606.1,Lachesis_group7,Tgra_vs_Sbro: 191_1,32560312,36416853,16348,16481,2_3346,2_3443,37,18640518,22503791,10101,10221,1_20052,1_20172,37,+,18640518,22503791,10101,10221,1_20052,1_20172,CM056606.1,Tgra
Tgra,Sbro,CM056606.1,Lachesis_group7,Tgra_vs_Sbro: 192_1,37374898,38049512,16519,16540,2_2598,2_2935,9,10111642,11164494,9862,9880,1_19813,1_19831,9,+,10111642,11164494,9862,9880,1_19813,1_19831,CM056606.1,Tgra
Tgra,Sbro,CM056606.1,Lachesis_group7,Tgra_vs_Sbro: 193_1,38606432,40105204,16555,16580,2_3550,2_3397,8,179142,1802326,9583,9619,1_19534,1_19570,8,+,179142,1802326,9583,9619,1_19534,1_19570,CM056606.1,Tgra
Tgra,Sbro,CM056606.1,Lachesis_group7,Tgra_vs_Sbro: 194_1,40416537,41606111,16588,16617,2_3359,2_3252,9,31018765,31704510,10461,10478,1_20412,1_20429,9,+,31018765,31704510,10461,10478,1_20412,1_20429,CM056606.1,Tgra
Tgra,Sbro,CM056607.1,Lachesis_group10,Tgra_vs_Sbro: 195_1,58771,3023361,16623,16708,2_14263,2_14903,39,41726752,43637729,14561,14627,1_5673,1_5739,39,+,41726752,43637729,14561,14627,1_5673,1_5739,CM056607.1,Tgra
Tgra,Sbro,CM056607.1,Lachesis_group10,Tgra_vs_Sbro: 196_1,1784828,6733597,16671,16793,2_14139,2_14976,67,22953024,27306781,13998,14143,1_5110,1_5255,67,+,22953024,27306781,13998,14143,1_5110,1_5255,CM056607.1,Tgra
Tgra,Sbro,CM056607.1,Lachesis_group10,Tgra_vs_Sbro: 197_1,2304886,2508656,16685,16692,2_14522,2_15031,6,20701123,20981182,13908,13918,1_5020,1_5030,6,+,20701123,20981182,13908,13918,1_5020,1_5030,CM056607.1,Tgra
Tgra,Sbro,CM056607.1,Lachesis_group10,Tgra_vs_Sbro: 198_1,7209919,11271893,16803,16923,2_14306,2_14098,72,37314852,41562991,14418,14552,1_5530,1_5664,72,+,37314852,41562991,14418,14552,1_5530,1_5664,CM056607.1,Tgra
Tgra,Sbro,CM056607.1,Lachesis_group10,Tgra_vs_Sbro: 199_1,11351095,12657127,16926,16979,2_14099,2_15123,26,21095525,22868409,13922,13990,1_5034,1_5102,26,+,21095525,22868409,13922,13990,1_5034,1_5102,CM056607.1,Tgra
Tgra,Sbro,CM056607.1,Lachesis_group10,Tgra_vs_Sbro: 200_1,12757882,17550051,16981,17130,2_15121,2_14161,73,30625421,36491614,14239,14411,1_5351,1_5523,73,+,30625421,36491614,14239,14411,1_5351,1_5523,CM056607.1,Tgra
Tgra,Sbro,CM056607.1,Lachesis_group10,Tgra_vs_Sbro: 201_1,17799266,18473012,17143,17159,2_14986,2_14386,15,19293361,19832823,13863,13886,1_4975,1_4998,15,+,19293361,19832823,13863,13886,1_4975,1_4998,CM056607.1,Tgra
Tgra,Sbro,CM056607.1,Lachesis_group10,Tgra_vs_Sbro: 202_1,19135602,20311094,17169,17211,2_14783,2_15107,27,17841413,18933033,13813,13857,1_4925,1_4969,27,+,17841413,18933033,13813,13857,1_4925,1_4969,CM056607.1,Tgra
Tgra,Sbro,CM056607.1,Lachesis_group10,Tgra_vs_Sbro: 203_1,21669368,24117787,17239,17312,2_14727,2_14464,34,27364251,30315218,14145,14226,1_5257,1_5338,34,+,27364251,30315218,14145,14226,1_5257,1_5338,CM056607.1,Tgra
Tgra,Sbro,CM056608.1,Lachesis_group14,Tgra_vs_Sbro: 205_1,364736,2415383,17749,17800,2_15641,2_15539,24,25307899,29306512,18563,18649,1_9672,1_9758,24,+,25307899,29306512,18563,18649,1_9672,1_9758,CM056608.1,Tgra
Tgra,Sbro,CM056608.1,Lachesis_group14,Tgra_vs_Sbro: 206_1,2562903,5039846,17802,17865,2_15537,2_16031,25,33438574,34857848,18728,18782,1_9837,1_9891,25,+,33438574,34857848,18728,18782,1_9837,1_9891,CM056608.1,Tgra
Tgra,Sbro,CM056608.1,Lachesis_group14,Tgra_vs_Sbro: 209_1,9621245,13959559,18000,18092,2_15735,2_16116,30,29409420,32904478,18653,18715,1_9762,1_9824,30,+,29409420,32904478,18653,18715,1_9762,1_9824,CM056608.1,Tgra
Tgra,Sbro,CM056608.1,Lachesis_group14,Tgra_vs_Sbro: 211_1,18430675,20601482,18174,18232,2_16303,2_16295,38,34888225,36512363,18784,18854,1_9893,1_9963,38,+,34888225,36512363,18784,18854,1_9893,1_9963,CM056608.1,Tgra
Tgra,Sbro,CM056608.1,Lachesis_group14,Tgra_vs_Sbro: 212_1,20821273,22569870,18235,18262,2_16299,2_16178,16,3940571,5286055,18065,18095,1_9174,1_9204,16,+,3940571,5286055,18065,18095,1_9174,1_9204,CM056608.1,Tgra
Tgra,Sbro,CM056608.1,Lachesis_group14,Tgra_vs_Sbro: 214_1,27170260,27888892,18369,18386,2_16152,2_15909,7,10849796,11659162,18219,18243,1_9328,1_9352,7,+,10849796,11659162,18219,18243,1_9328,1_9352,CM056608.1,Tgra
Tgra,Sbro,CM056609.1,Lachesis_group15,Tgra_vs_Sbro: 218_1,2020,10953885,18632,18884,2_9203,2_9892,98,171879,9418173,18864,19110,1_9972,1_10218,98,+,171879,9418173,18864,19110,1_9972,1_10218,CM056609.1,Tgra
Tgra,Sbro,CM056609.1,Lachesis_group15,Tgra_vs_Sbro: 221_1,15860795,17604471,18975,19005,2_9666,2_9739,13,33438349,35196111,19645,19673,1_10753,1_10781,13,+,33438349,35196111,19645,19673,1_10753,1_10781,CM056609.1,Tgra
Tgra,Sbro,CM056609.1,Lachesis_group15,Tgra_vs_Sbro: 223_1,20593566,21142683,19054,19067,2_9687,2_9560,13,15972411,16610265,19261,19280,1_10369,1_10388,13,+,15972411,16610265,19261,19280,1_10369,1_10388,CM056609.1,Tgra
Tgra,Sbro,CM056609.1,Lachesis_group15,Tgra_vs_Sbro: 224_1,21342927,24398834,19071,19157,2_9566,2_9311,23,9687927,11954037,19115,19167,1_10223,1_10275,23,+,9687927,11954037,19115,19167,1_10223,1_10275,CM056609.1,Tgra
Tgra,Sbro,CM056609.1,Lachesis_group15,Tgra_vs_Sbro: 225_1,24613491,26360074,19160,19199,2_9791,2_9412,26,30541106,32492213,19574,19623,1_10682,1_10731,26,+,30541106,32492213,19574,19623,1_10682,1_10731,CM056609.1,Tgra
Tgra,Sbro,CM056609.1,Lachesis_group15,Tgra_vs_Sbro: 226_1,26391106,29018951,19200,19266,2_9413,2_9582,25,12286658,15887520,19172,19258,1_10280,1_10366,25,+,12286658,15887520,19172,19258,1_10280,1_10366,CM056609.1,Tgra
Tgra,Sbro,CM056610.1,Lachesis_group17,Tgra_vs_Sbro: 228_1,1011269,2548458,19418,19469,2_23139,2_23909,26,7237773,8326396,20533,20578,1_11638,1_11683,26,+,7237773,8326396,20533,20578,1_11638,1_11683,CM056610.1,Tgra
Tgra,Sbro,CM056610.1,Lachesis_group17,Tgra_vs_Sbro: 229_1,2662844,3284292,19474,19492,2_23647,2_23803,10,784648,1382961,20358,20374,1_11463,1_11479,10,+,784648,1382961,20358,20374,1_11463,1_11479,CM056610.1,Tgra
Tgra,Sbro,CM056610.1,Lachesis_group17,Tgra_vs_Sbro: 231_1,8780882,12144224,19608,19690,2_23842,2_23446,42,13797549,16427949,20711,20779,1_11816,1_11884,42,+,13797549,16427949,20711,20779,1_11816,1_11884,CM056610.1,Tgra
Tgra,Sbro,CM056610.1,Lachesis_group17,Tgra_vs_Sbro: 232_1,12367080,13757018,19691,19715,2_23314,2_23511,9,1484609,2294600,20380,20404,1_11485,1_11509,9,+,1484609,2294600,20380,20404,1_11485,1_11509,CM056610.1,Tgra
Tgra,Sbro,CM056610.1,Lachesis_group17,Tgra_vs_Sbro: 233_1,14074009,16484555,19719,19766,2_23512,2_23402,33,9304042,12535446,20606,20679,1_11711,1_11784,33,+,9304042,12535446,20606,20679,1_11711,1_11784,CM056610.1,Tgra
Tgra,Sbro,CM056610.1,Lachesis_group17,Tgra_vs_Sbro: 234_1,16732688,20627562,19768,19858,2_23400,2_23896,42,2619520,6161290,20411,20511,1_11516,1_11616,42,+,2619520,6161290,20411,20511,1_11516,1_11616,CM056610.1,Tgra
Tgra,Sbro,CM056610.1,Lachesis_group17,Tgra_vs_Sbro: 236_1,23107004,28994626,19924,20064,2_23821,2_23167,38,24965284,29774076,20993,21110,1_12098,1_12215,38,+,24965284,29774076,20993,21110,1_12098,1_12215,CM056610.1,Tgra
Tgra,Sbro,CM056611.1,Lachesis_group16,Tgra_vs_Sbro: 238_1,255690,4449426,20171,20272,2_18278,2_18003,43,26166238,29550893,20210,20308,1_11315,1_11413,43,+,26166238,29550893,20210,20308,1_11315,1_11413,CM056611.1,Tgra
Tgra,Sbro,CM056611.1,Lachesis_group16,Tgra_vs_Sbro: 240_1,8904128,18363922,20356,20554,2_17970,2_18286,77,12353961,21069362,19909,20125,1_11015,1_11231,77,+,12353961,21069362,19909,20125,1_11015,1_11231,CM056611.1,Tgra
Tgra,Sbro,CM056611.1,Lachesis_group16,Tgra_vs_Sbro: 241_1,20335993,25253357,20587,20708,2_18044,2_18138,27,4133428,7333563,19729,19803,1_10835,1_10909,27,+,4133428,7333563,19729,19803,1_10835,1_10909,CM056611.1,Tgra
Tgra,Sbro,CM056612.1,Lachesis_group18,Tgra_vs_Sbro: 242_1,255605,16833380,20726,21161,2_13785,2_13435,145,95564,20200244,21125,21586,1_12230,1_12691,145,+,95564,20200244,21125,21586,1_12230,1_12691,CM056612.1,Tgra
Tgra,Sbro,JARBDR010000095.1,Lachesis_group16,Tgra_vs_Sbro: 243_1,21627,444443,21370,21387,2_22959,2_22976,9,11256220,11634902,19896,19904,1_11002,1_11010,9,+,11256220,11634902,19896,19904,1_11002,1_11010,JARBDR010000095.1,Tgra
Tgra,Sbro,JARBDR010000107.1,Lachesis_group7,Tgra_vs_Sbro: 244_1,398575,1169472,21441,21459,2_22885,2_22877,7,11740472,12454445,9899,9914,1_19850,1_19865,7,+,11740472,12454445,9899,9914,1_19850,1_19865,JARBDR010000107.1,Tgra
Tgra,Sbro,JARBDR010000107.1,Lachesis_group7,Tgra_vs_Sbro: 245_1,971739,2146110,21453,21492,2_22910,2_22916,13,16656309,17483933,10045,10068,1_19996,1_20019,13,+,16656309,17483933,10045,10068,1_19996,1_20019,JARBDR010000107.1,Tgra
Tgra,Sbro,JARBDR010000367.1,Lachesis_group18,Tgra_vs_Sbro: 248_1,105730,1142907,22202,22229,2_15419,2_15417,16,17788204,18552332,21529,21555,1_12634,1_12660,16,+,17788204,18552332,21529,21555,1_12634,1_12660,JARBDR010000367.1,Tgra
Tgra,Sbro,JARBDR010000376.1,Lachesis_group16,Tgra_vs_Sbro: 249_1,1310320,1736411,22296,22308,2_15333,2_15361,8,8364418,8953589,19825,19836,1_10931,1_10942,8,+,8364418,8953589,19825,19836,1_10931,1_10942,JARBDR010000376.1,Tgra
Tgra,Sbro,JARBDR010000686.1,Lachesis_group18,Tgra_vs_Sbro: 251_1,291,1423088,23089,23114,2_10190,2_10191,10,21938706,23145446,21624,21653,1_12729,1_12758,10,+,21938706,23145446,21624,21653,1_12729,1_12758,JARBDR010000686.1,Tgra
Tgra,Sbro,JARBDR010000920.1,Lachesis_group5,Tgra_vs_Sbro: 254_1,69474,1714076,23911,23947,2_2418,2_2415,25,219684,1397040,7076,7110,1_17027,1_17061,25,+,219684,1397040,7076,7110,1_17027,1_17061,JARBDR010000920.1,Tgra
Sbro,Tgra,Lachesis_group0,CM056594.1,Tgra_vs_Sbro: 13_1,17421053,19993322,483,547,1_2117,1_2181,38,36317123,38916800,1026,1098,2_19820,2_20348,38,-,38916800,36317123,1098,1026,2_20348,2_19820,CM056594.1,Tgra
Sbro,Tgra,Lachesis_group0,CM056594.1,Tgra_vs_Sbro: 14_1,21598449,26118799,608,711,1_2242,1_2344,65,38966327,43684034,1099,1234,2_20349,2_20234,65,-,43684034,38966327,1234,1099,2_20234,2_20349,CM056594.1,Tgra
Sbro,Tgra,Lachesis_group0,CM056594.1,Tgra_vs_Sbro: 16_1,37708911,38421507,990,1006,1_2620,1_2636,11,45578400,46032921,1287,1300,2_20804,2_21179,11,-,46032921,45578400,1300,1287,2_21179,2_20804,CM056594.1,Tgra
Sbro,Tgra,Lachesis_group0,CM056594.1,Tgra_vs_Sbro: 17_1,28233577,30242942,790,845,1_2423,1_2478,36,46058004,48140899,1301,1370,2_21178,2_20319,36,-,48140899,46058004,1370,1301,2_20319,2_21178,CM056594.1,Tgra
Sbro,Tgra,Lachesis_group0,CM056594.1,Tgra_vs_Sbro: 18_1,48066338,53579393,1294,1448,1_2923,1_3077,84,48306075,56657754,1374,1581,2_20321,2_20662,84,-,56657754,48306075,1581,1374,2_20662,2_20321,CM056594.1,Tgra
Sbro,Tgra,Lachesis_group0,CM056594.1,Tgra_vs_Sbro: 3_1,42398908,43273183,1124,1161,1_2754,1_2791,24,1570573,2690600,42,81,2_19781,2_20698,24,-,2690600,1570573,81,42,2_20698,2_19781,CM056594.1,Tgra
Sbro,Tgra,Lachesis_group0,CM056594.1,Tgra_vs_Sbro: 5_1,10759581,17298206,287,481,1_1922,1_2115,113,8497335,14903734,252,459,2_20396,2_20224,113,-,14903734,8497335,459,252,2_20224,2_20396,CM056594.1,Tgra
Sbro,Tgra,Lachesis_group0,CM056594.1,Tgra_vs_Sbro: 6_1,20137766,21566419,551,605,1_2185,1_2239,37,14921510,16437814,460,514,2_20225,2_19652,37,-,16437814,14921510,514,460,2_19652,2_20225,CM056594.1,Tgra
Sbro,Tgra,Lachesis_group0,CM056594.1,Tgra_vs_Sbro: 7_1,38659287,41221825,1010,1077,1_2640,1_2707,40,16540868,19983966,515,601,2_20265,2_20145,40,-,19983966,16540868,601,515,2_20145,2_20265,CM056594.1,Tgra
Sbro,Tgra,Lachesis_group1,CM056596.1,Tgra_vs_Sbro: 49_1,10692994,21138584,1807,2057,1_3435,1_3685,77,32633240,43057762,4066,4306,2_16699,2_16461,77,-,43057762,32633240,4306,4066,2_16461,2_16699,CM056596.1,Tgra
Sbro,Tgra,Lachesis_group1,CM056596.1,Tgra_vs_Sbro: 53_1,1339406,5486765,1545,1655,1_3173,1_3283,43,48885250,52758198,4468,4548,2_16507,2_17377,43,-,52758198,48885250,4548,4468,2_17377,2_16507,CM056596.1,Tgra
Sbro,Tgra,Lachesis_group1,CM056596.1,Tgra_vs_Sbro: 54_1,11944963,13714855,1838,1877,1_3466,1_3505,17,53252112,55100105,4552,4586,2_17381,2_16787,17,-,55100105,53252112,4586,4552,2_16787,2_17381,CM056596.1,Tgra
Sbro,Tgra,Lachesis_group10,CM056607.1,Tgra_vs_Sbro: 204_1,344133,16994470,13372,13787,1_4486,1_4899,201,24212682,39752155,17319,17719,2_14865,2_14507,201,-,39752155,24212682,17719,17319,2_14507,2_14865,CM056607.1,Tgra
Sbro,Tgra,Lachesis_group11,CM056604.1,Tgra_vs_Sbro: 155_1,42424034,42808935,15769,15783,1_6881,1_6895,10,15905330,16451678,13827,13836,2_889,2_764,10,-,16451678,15905330,13836,13827,2_764,2_889,CM056604.1,Tgra
Sbro,Tgra,Lachesis_group11,CM056604.1,Tgra_vs_Sbro: 156_1,33352605,39648185,15492,15681,1_6604,1_6793,97,17581155,24649056,13864,14052,2_338,2_731,97,-,24649056,17581155,14052,13864,2_731,2_338,CM056604.1,Tgra
Sbro,Tgra,Lachesis_group11,CM056604.1,Tgra_vs_Sbro: 158_1,19173153,22363055,15086,15195,1_6198,1_6307,44,34871738,38281392,14316,14417,2_951,2_1033,44,-,38281392,34871738,14417,14316,2_1033,2_951,CM056604.1,Tgra
Sbro,Tgra,Lachesis_group11,CM056604.1,Tgra_vs_Sbro: 159_1,39683275,41926310,15684,15753,1_6796,1_6865,35,36939521,39810894,14371,14456,2_816,2_496,35,-,39810894,36939521,14456,14371,2_496,2_816,CM056604.1,Tgra
Sbro,Tgra,Lachesis_group11,CM056604.1,Tgra_vs_Sbro: 161_1,15662923,17055831,14987,15021,1_6099,1_6133,12,41662923,43114165,14508,14542,2_385,2_560,12,-,43114165,41662923,14542,14508,2_560,2_385,CM056604.1,Tgra
Sbro,Tgra,Lachesis_group12,CM056605.1,Tgra_vs_Sbro: 162_1,41880299,42669224,16801,16827,1_7913,1_7939,11,363419,1190505,14547,14563,2_18838,2_19467,11,-,1190505,363419,14563,14547,2_19467,2_18838,CM056605.1,Tgra
Sbro,Tgra,Lachesis_group12,CM056605.1,Tgra_vs_Sbro: 163_1,29229199,37343254,16491,16693,1_7603,1_7805,91,1505090,11354546,14566,14789,2_19124,2_19496,91,-,11354546,1505090,14789,14566,2_19496,2_19124,CM056605.1,Tgra
Sbro,Tgra,Lachesis_group12,CM056605.1,Tgra_vs_Sbro: 166_1,24158586,24711486,16343,16362,1_7455,1_7474,8,15164404,15615640,14889,14900,2_18612,2_19439,8,-,15615640,15164404,14900,14889,2_19439,2_18612,CM056605.1,Tgra
Sbro,Tgra,Lachesis_group12,CM056605.1,Tgra_vs_Sbro: 167_1,37729484,38427522,16701,16720,1_7813,1_7832,14,15626499,16527522,14901,14926,2_19438,2_19329,14,-,16527522,15626499,14926,14901,2_19329,2_19438,CM056605.1,Tgra
Sbro,Tgra,Lachesis_group12,CM056605.1,Tgra_vs_Sbro: 168_1,38839602,40509702,16724,16770,1_7836,1_7882,27,17285054,18957941,14944,14985,2_18634,2_19047,27,-,18957941,17285054,14985,14944,2_19047,2_18634,CM056605.1,Tgra
Sbro,Tgra,Lachesis_group12,CM056605.1,Tgra_vs_Sbro: 169_1,22096676,24145738,16296,16342,1_7408,1_7454,30,19263981,21484504,14990,15046,2_18783,2_19028,30,-,21484504,19263981,15046,14990,2_19028,2_18783,CM056605.1,Tgra
Sbro,Tgra,Lachesis_group12,CM056605.1,Tgra_vs_Sbro: 173_1,5134302,11817149,15919,16078,1_7031,1_7190,66,30619585,36121207,15228,15357,2_18869,2_19211,66,-,36121207,30619585,15357,15228,2_19211,2_18869,CM056605.1,Tgra
Sbro,Tgra,Lachesis_group12,CM056605.1,Tgra_vs_Sbro: 175_1,149003,440002,15795,15801,1_6907,1_6913,6,41329701,41678925,15475,15480,2_19338,2_19381,6,-,41678925,41329701,15480,15475,2_19381,2_19338,CM056605.1,Tgra
Sbro,Tgra,Lachesis_group13,CM056602.1,Tgra_vs_Sbro: 119_1,29067724,32050584,17641,17706,1_8753,1_8818,24,348433,5743570,10987,11113,2_12876,2_12574,24,-,5743570,348433,11113,10987,2_12574,2_12876,CM056602.1,Tgra
Sbro,Tgra,Lachesis_group13,CM056602.1,Tgra_vs_Sbro: 120_1,41093929,42007373,17924,17962,1_9036,1_9074,20,3669673,5244374,11048,11096,2_12052,2_12260,20,-,5244374,3669673,11096,11048,2_12260,2_12052,CM056602.1,Tgra
Sbro,Tgra,Lachesis_group13,CM056602.1,Tgra_vs_Sbro: 121_1,7215455,10741404,17030,17123,1_8142,1_8235,41,6063526,10564974,11124,11245,2_13017,2_12204,41,-,10564974,6063526,11245,11124,2_12204,2_13017,CM056602.1,Tgra
Sbro,Tgra,Lachesis_group13,CM056602.1,Tgra_vs_Sbro: 122_1,19955975,25385045,17382,17522,1_8494,1_8634,49,11379877,16378558,11261,11428,2_12441,2_11893,49,-,16378558,11379877,11428,11261,2_11893,2_12441,CM056602.1,Tgra
