HOG	OG	Gene Tree Parent Clade	Azeb	Sbro	Tgra
N0.HOG0006746	OG0006036	n0			KUTeg_001002, KUTeg_014604, KUTeg_004683, KUTeg_023430
N0.HOG0006747	OG0006037	n0			KUTeg_023505, KUTeg_002068, KUTeg_014432, KUTeg_002070
N0.HOG0006748	OG0006038	n0			KUTeg_023633, KUTeg_023637, KUTeg_004044, KUTeg_014440
N0.HOG0006749	OG0006039	n0			KUTeg_015640, KUTeg_021064, KUTeg_023760, KUTeg_015639
N0.HOG0006750	OG0006040	n0			KUTeg_017205, KUTeg_015631, KUTeg_017897, KUTeg_021437
N0.HOG0006751	OG0006041	n0			KUTeg_021539, KUTeg_021538, KUTeg_022142, KUTeg_021537
N0.HOG0006752	OG0006042	n0			KUTeg_022309, KUTeg_013189, KUTeg_004599, KUTeg_021579
N0.HOG0006753	OG0006043	n0			KUTeg_011181, KUTeg_009292, KUTeg_021602, KUTeg_008216
N0.HOG0006754	OG0006044	n0			KUTeg_009885, KUTeg_013791, KUTeg_021884, KUTeg_018641
N0.HOG0006755	OG0006045	n0			KUTeg_020088, KUTeg_021943, KUTeg_014783, KUTeg_008217
N0.HOG0006756	OG0006046	n0			KUTeg_019682, KUTeg_012224, KUTeg_012223, KUTeg_021946
N0.HOG0006757	OG0006047	n0			KUTeg_011144, KUTeg_017257, KUTeg_011145, KUTeg_022057
N0.HOG0006758	OG0006048	n0			KUTeg_011598, KUTeg_011599, KUTeg_022274, KUTeg_012341
N0.HOG0006759	OG0006049	n0			KUTeg_010579, KUTeg_022305, KUTeg_007877, KUTeg_015384
N0.HOG0006760	OG0006050	n0			KUTeg_011412, KUTeg_016814, KUTeg_022513, KUTeg_011415
N0.HOG0006761	OG0006051	n0			KUTeg_000928, KUTeg_020055, KUTeg_010714, KUTeg_000932
N0.HOG0006762	OG0006052	n0			KUTeg_016398, KUTeg_019192, KUTeg_020091, KUTeg_016408
N0.HOG0006763	OG0006053	n0			KUTeg_020351, KUTeg_021369, KUTeg_020352, KUTeg_020354
N0.HOG0006764	OG0006054	n0			KUTeg_000911, KUTeg_020595, KUTeg_015046, KUTeg_020604
N0.HOG0006765	OG0006055	n0			KUTeg_012251, KUTeg_009597, KUTeg_020770, KUTeg_003542
N0.HOG0006766	OG0006056	n0			KUTeg_021264, KUTeg_011371, KUTeg_021262, KUTeg_021263
N0.HOG0006767	OG0006057	n0			KUTeg_009136, KUTeg_021390, KUTeg_000060, KUTeg_009139
N0.HOG0006768	OG0006058	n0			KUTeg_019835, KUTeg_014157, KUTeg_011008, KUTeg_019830
N0.HOG0006769	OG0006059	n0			KUTeg_018775, KUTeg_012808, KUTeg_011137, KUTeg_009239
N0.HOG0006770	OG0006060	n0			KUTeg_017769, KUTeg_018640, KUTeg_017768, KUTeg_018639
N0.HOG0006771	OG0006061	n0			KUTeg_011253, KUTeg_014624, KUTeg_018693, KUTeg_018661
N0.HOG0006772	OG0006062	n0			KUTeg_018174, KUTeg_017708, KUTeg_018535, KUTeg_018173
N0.HOG0006773	OG0006063	n0			KUTeg_014598, KUTeg_012415, KUTeg_009267, KUTeg_018452
N0.HOG0006774	OG0006064	n0			KUTeg_017291, KUTeg_017295, KUTeg_017285, KUTeg_000693
N0.HOG0006775	OG0006065	n0			KUTeg_017202, KUTeg_012844, KUTeg_011476, KUTeg_012257
N0.HOG0006776	OG0006066	n0			KUTeg_016028, KUTeg_016026, KUTeg_016789, KUTeg_016029
N0.HOG0006777	OG0006067	n0			KUTeg_016078, KUTeg_004754, KUTeg_004751, KUTeg_006082
N0.HOG0006778	OG0006068	n0			KUTeg_016388, KUTeg_013846, KUTeg_003471, KUTeg_012413
N0.HOG0006779	OG0006069	n0			KUTeg_017166, KUTeg_011769, KUTeg_003115, KUTeg_003905
N0.HOG0006780	OG0006070	n0			KUTeg_011745, KUTeg_014890, KUTeg_002776, KUTeg_012617
N0.HOG0006781	OG0006071	n0			KUTeg_015049, KUTeg_005700, KUTeg_012416, KUTeg_012000
N0.HOG0006782	OG0006072	n0			KUTeg_015214, KUTeg_011887, KUTeg_011886, KUTeg_012364
N0.HOG0006783	OG0006073	n0			KUTeg_004663, KUTeg_005853, KUTeg_015435, KUTeg_005852
N0.HOG0006784	OG0006074	n0			KUTeg_012991, KUTeg_012992, KUTeg_013531, KUTeg_013537
N0.HOG0006785	OG0006075	n0			KUTeg_014286, KUTeg_014336, KUTeg_008196, KUTeg_014280
N0.HOG0006786	OG0006076	n0			KUTeg_012347, KUTeg_011836, KUTeg_002979, KUTeg_004052
N0.HOG0006787	OG0006077	n0			KUTeg_012311, KUTeg_008279, KUTeg_007296, KUTeg_000942
N0.HOG0006788	OG0006078	n0			KUTeg_012650, KUTeg_012651, KUTeg_010372, KUTeg_012649
N0.HOG0006789	OG0006079	n0			KUTeg_011501, KUTeg_001037, KUTeg_001035, KUTeg_001036
N0.HOG0006790	OG0006080	n0			KUTeg_011372, KUTeg_005854, KUTeg_004669, KUTeg_005856
N0.HOG0006791	OG0006081	n0			KUTeg_009739, KUTeg_010151, KUTeg_009742, KUTeg_010149
N0.HOG0006792	OG0006082	n0			KUTeg_006064, KUTeg_009280, KUTeg_005454, KUTeg_002122
N0.HOG0006793	OG0006083	n0			KUTeg_006710, KUTeg_006708, KUTeg_007602, KUTeg_008406
N0.HOG0006794	OG0006084	n0			KUTeg_007711, KUTeg_002922, KUTeg_007716, KUTeg_007713
N0.HOG0006795	OG0006085	n0			KUTeg_002844, KUTeg_000256, KUTeg_003034, KUTeg_005716
N0.HOG0006796	OG0006086	n0			KUTeg_005612, KUTeg_005611, KUTeg_001028, KUTeg_005613
N0.HOG0006797	OG0006087	n0			KUTeg_001333, KUTeg_001328, KUTeg_001336, KUTeg_001334
N0.HOG0006798	OG0006088	n0			KUTeg_001473, KUTeg_001470, KUTeg_001471, KUTeg_001477
N0.HOG0006799	OG0006089	n0			KUTeg_001688, KUTeg_001684, KUTeg_001691, KUTeg_001851
N0.HOG0006800	OG0006090	n0			KUTeg_002468, KUTeg_000149, KUTeg_000661, KUTeg_000145
N0.HOG0006801	OG0006091	-	Azeb-opnGx1	Sbro-opnGx1	Tgra-opnGx1
N0.HOG0006802	OG0006092	-	Azeb-opnGx10, Azeb-opnGx5, Azeb-opnGx11		
N0.HOG0006803	OG0006093	-	Azeb-opnGx12	Sbro-opnGx4	Tgra-opnGx4
N0.HOG0006804	OG0006094	-	mikado.HiC_scaffold_1.0G984.1, mikado.HiC_scaffold_9.0G468.1, Azeb-opnGx16		
N0.HOG0006805	OG0006095	-	mikado.HiC_scaffold_2.0G196.1, mikado.HiC_scaffold_1.0G6.1, mikado.HiC_scaffold_10.0G714.1		
N0.HOG0006806	OG0006096	-	mikado.HiC_scaffold_1.0G26.1, mikado.HiC_scaffold_1.0G26.2		KUTeg_005847
N0.HOG0006807	OG0006097	-	mikado.HiC_scaffold_1.0G79.1	EVM0011753.1	KUTeg_006697
N0.HOG0006808	OG0006098	-	mikado.HiC_scaffold_1.0G98.1	EVM0017849.1	KUTeg_013652
N0.HOG0006809	OG0006099	-	mikado.HiC_scaffold_1.0G99.1	EVM0002144.1	KUTeg_006425
N0.HOG0006810	OG0006100	-	mikado.HiC_scaffold_1.0G100.1	EVM0004168.1	KUTeg_006426
N0.HOG0006811	OG0006101	-	mikado.HiC_scaffold_1.0G103.1		KUTeg_012807, KUTeg_017365
N0.HOG0006812	OG0006102	-	mikado.HiC_scaffold_1.0G125.1	EVM0010725.1	KUTeg_009557
N0.HOG0006813	OG0006103	-	mikado.HiC_scaffold_1.0G134.1	EVM0015279.1	KUTeg_006460
N0.HOG0006814	OG0006104	-	mikado.HiC_scaffold_1.0G140.1	EVM0002474.1	KUTeg_006248
N0.HOG0006815	OG0006105	-	mikado.HiC_scaffold_1.0G143.1	EVM0004046.1	KUTeg_006253
N0.HOG0006816	OG0006106	-	mikado.HiC_scaffold_1.0G144.1	EVM0009596.1	KUTeg_006250
N0.HOG0006817	OG0006107	-	mikado.HiC_scaffold_1.0G145.1	EVM0012791.1	KUTeg_006251
N0.HOG0006818	OG0006108	-	mikado.HiC_scaffold_1.0G158.1, mikado.HiC_scaffold_1.0G157.1, mikado.HiC_scaffold_14.0G1200.1		
N0.HOG0006819	OG0006109	-	mikado.HiC_scaffold_1.0G163.1, mikado.HiC_scaffold_1.0G166.1	EVM0011418.1	
N0.HOG0006820	OG0006110	-	mikado.HiC_scaffold_1.0G165.1	EVM0002093.1, EVM0019966.1	
N0.HOG0006821	OG0006111	-	mikado.HiC_scaffold_1.0G167.1	EVM0003292.1	KUTeg_001074
N0.HOG0006822	OG0006112	-	mikado.HiC_scaffold_1.0G168.1	EVM0004134.1	KUTeg_001072
N0.HOG0006823	OG0006113	-	mikado.HiC_scaffold_1.0G169.1	EVM0014564.1	KUTeg_006019
N0.HOG0006824	OG0006114	-	mikado.HiC_scaffold_1.0G170.1	EVM0023443.1	KUTeg_024046
N0.HOG0006825	OG0006115	-	mikado.HiC_scaffold_1.0G173.1	EVM0021484.1	KUTeg_006036
N0.HOG0006826	OG0006116	-	mikado.HiC_scaffold_1.0G176.1	EVM0018490.1	KUTeg_005971
N0.HOG0006827	OG0006117	-	mikado.HiC_scaffold_1.0G182.2, mikado.HiC_scaffold_17.0G890.1, mikado.HiC_scaffold_1.0G182.1		
N0.HOG0006828	OG0006118	-	mikado.HiC_scaffold_1.0G193.1, mikado.HiC_scaffold_1.0G197.1, mikado.HiC_scaffold_1.0G196.1		
N0.HOG0006829	OG0006119	-	mikado.HiC_scaffold_1.0G202.1	EVM0019740.1	KUTeg_006478
N0.HOG0006830	OG0006120	-	mikado.HiC_scaffold_1.0G223.1	EVM0002680.1	KUTeg_005962
N0.HOG0006831	OG0006121	-	mikado.HiC_scaffold_1.0G224.1	EVM0023131.1	KUTeg_005961
N0.HOG0006832	OG0006122	-	mikado.HiC_scaffold_1.0G226.1	EVM0006413.1	KUTeg_006182
N0.HOG0006833	OG0006123	-	mikado.HiC_scaffold_1.0G229.1	EVM0002450.1	KUTeg_007100
N0.HOG0006834	OG0006124	-	mikado.HiC_scaffold_1.0G232.1	EVM0022300.1, EVM0022973.1	
N0.HOG0006835	OG0006125	-	mikado.HiC_scaffold_18.0G1022.1, mikado.HiC_scaffold_18.0G1022.2, mikado.HiC_scaffold_1.0G236.1		
N0.HOG0006836	OG0006126	-	mikado.HiC_scaffold_1.0G239.2, mikado.HiC_scaffold_1.0G239.1	EVM0021201.3	
N0.HOG0006837	OG0006127	-	mikado.HiC_scaffold_1.0G259.1, mikado.HiC_scaffold_1.0G257.1	EVM0021333.1	
N0.HOG0006838	OG0006128	-	mikado.HiC_scaffold_1.0G262.1	EVM0004155.1	KUTeg_017272
N0.HOG0006839	OG0006129	-	mikado.HiC_scaffold_1.0G263.2, mikado.HiC_scaffold_1.0G902.1, mikado.HiC_scaffold_1.0G263.1		
N0.HOG0006840	OG0006130	-	mikado.HiC_scaffold_1.0G1004.1, mikado.HiC_scaffold_1.0G269.1, mikado.HiC_scaffold_1.0G270.1		
N0.HOG0006841	OG0006131	-	mikado.HiC_scaffold_1.0G275.1	EVM0010525.1	KUTeg_006130
N0.HOG0006842	OG0006132	-	mikado.HiC_scaffold_1.0G279.1	EVM0015450.1	KUTeg_014510
N0.HOG0006843	OG0006133	-	mikado.HiC_scaffold_1.0G280.1	EVM0016350.1	KUTeg_006309
N0.HOG0006844	OG0006134	-	mikado.HiC_scaffold_1.0G281.1	EVM0013913.1	KUTeg_006308
N0.HOG0006845	OG0006135	-	mikado.HiC_scaffold_1.0G282.1	EVM0014004.1	KUTeg_006307
N0.HOG0006846	OG0006136	-	mikado.HiC_scaffold_1.0G283.1	EVM0020602.1	KUTeg_006424
N0.HOG0006847	OG0006137	-	mikado.HiC_scaffold_1.0G284.1	EVM0008796.1	KUTeg_006423
N0.HOG0006848	OG0006138	-	mikado.HiC_scaffold_1.0G307.2, mikado.HiC_scaffold_17.0G72.1, mikado.HiC_scaffold_1.0G490.1		
N0.HOG0006849	OG0006139	-	mikado.HiC_scaffold_1.0G345.1, mikado.HiC_scaffold_1.0G338.1	EVM0003769.1	
N0.HOG0006850	OG0006140	-	mikado.HiC_scaffold_1.0G368.1	EVM0016677.1	KUTeg_005946
N0.HOG0006851	OG0006141	-	mikado.HiC_scaffold_1.0G373.1	EVM0004652.1	KUTeg_005992
N0.HOG0006852	OG0006142	-	mikado.HiC_scaffold_1.0G376.1	EVM0012985.1	KUTeg_006004
N0.HOG0006853	OG0006143	-	mikado.HiC_scaffold_1.0G379.1, mikado.HiC_scaffold_8.8335562G709.1		KUTeg_023224
N0.HOG0006854	OG0006144	-	mikado.HiC_scaffold_16.0G257.1, mikado.HiC_scaffold_1.0G391.1, mikado.HiC_scaffold_17.0G989.1		
N0.HOG0006855	OG0006145	-	mikado.HiC_scaffold_1.0G399.1	EVM0020949.1	KUTeg_023590
N0.HOG0006856	OG0006146	-	mikado.HiC_scaffold_1.0G400.1	EVM0020117.1	KUTeg_022829
N0.HOG0006857	OG0006147	-	mikado.HiC_scaffold_1.0G404.1	EVM0013219.1	KUTeg_015295
N0.HOG0006858	OG0006148	-	mikado.HiC_scaffold_1.0G412.1	EVM0001726.1	KUTeg_006720
N0.HOG0006859	OG0006149	-	mikado.HiC_scaffold_1.0G415.1	EVM0022671.1	KUTeg_006011
N0.HOG0006860	OG0006150	-	mikado.HiC_scaffold_1.0G417.1	EVM0009436.1	KUTeg_006008
N0.HOG0006861	OG0006151	-	mikado.HiC_scaffold_1.0G429.1, mikado.HiC_scaffold_1.0G430.1	EVM0000521.1	
N0.HOG0006862	OG0006152	-	mikado.HiC_scaffold_1.0G431.1	EVM0022271.1	KUTeg_006196
N0.HOG0006863	OG0006153	-	mikado.HiC_scaffold_1.0G441.1	EVM0021352.1	KUTeg_006138
N0.HOG0006864	OG0006154	-	mikado.HiC_scaffold_1.0G444.1	EVM0006563.2	KUTeg_006091
N0.HOG0006865	OG0006155	-	mikado.HiC_scaffold_1.0G445.1	EVM0021041.1	KUTeg_006053
N0.HOG0006866	OG0006156	-	mikado.HiC_scaffold_1.0G450.1, mikado.HiC_scaffold_14.0G853.1	EVM0012951.1	
N0.HOG0006867	OG0006157	-	mikado.HiC_scaffold_1.0G460.1	EVM0006017.1	KUTeg_006139
N0.HOG0006868	OG0006158	-	mikado.HiC_scaffold_1.0G461.1	EVM0009220.1	KUTeg_006068
N0.HOG0006869	OG0006159	-	mikado.HiC_scaffold_1.0G468.1, mikado.HiC_scaffold_1.0G469.1, mikado.HiC_scaffold_1.0G470.1		
N0.HOG0006870	OG0006160	-	mikado.HiC_scaffold_1.0G473.1	EVM0021741.1	KUTeg_006165
N0.HOG0006871	OG0006161	-	mikado.HiC_scaffold_1.0G479.1	EVM0023339.1, EVM0021265.1	
N0.HOG0006872	OG0006162	-	mikado.HiC_scaffold_1.0G482.1	EVM0001961.1	KUTeg_006442
N0.HOG0006873	OG0006163	-	mikado.HiC_scaffold_1.0G488.1, mikado.HiC_scaffold_2.0G641.1, mikado.HiC_scaffold_2.0G640.1		
N0.HOG0006874	OG0006164	-	mikado.HiC_scaffold_2.0G1298.1, mikado.HiC_scaffold_1.0G498.1, mikado.HiC_scaffold_3.0G37.1		
N0.HOG0006875	OG0006165	-	mikado.HiC_scaffold_1.0G509.1	EVM0006535.1	KUTeg_006012
N0.HOG0006876	OG0006166	-	mikado.HiC_scaffold_1.0G510.1, mikado.HiC_scaffold_16.0G790.1, mikado.HiC_scaffold_1.0G511.1		
N0.HOG0006877	OG0006167	-	mikado.HiC_scaffold_1.0G515.1	EVM0022622.1	KUTeg_006501
N0.HOG0006878	OG0006168	-	mikado.HiC_scaffold_1.0G516.1	EVM0010938.1	KUTeg_006144
N0.HOG0006879	OG0006169	-	mikado.HiC_scaffold_1.0G534.1	EVM0022840.1	KUTeg_014768
N0.HOG0006880	OG0006170	-	mikado.HiC_scaffold_1.0G539.1	EVM0009517.1	KUTeg_005868
N0.HOG0006881	OG0006171	-	mikado.HiC_scaffold_1.0G540.1	EVM0017659.1	KUTeg_005869
N0.HOG0006882	OG0006172	-	mikado.HiC_scaffold_1.0G565.3, mikado.HiC_scaffold_1.0G565.1, mikado.HiC_scaffold_1.0G542.1		
N0.HOG0006883	OG0006173	-	mikado.HiC_scaffold_1.0G552.1	EVM0022883.1	KUTeg_006286
N0.HOG0006884	OG0006174	-	mikado.HiC_scaffold_1.0G554.1	EVM0008672.1	KUTeg_006287
N0.HOG0006885	OG0006175	-	mikado.HiC_scaffold_1.0G557.1	EVM0014643.1	KUTeg_006300
N0.HOG0006886	OG0006176	-	mikado.HiC_scaffold_1.0G559.1	EVM0006888.1	KUTeg_006299
N0.HOG0006887	OG0006177	-	mikado.HiC_scaffold_1.0G561.1	EVM0021254.1	KUTeg_006268
N0.HOG0006888	OG0006178	-	mikado.HiC_scaffold_1.0G562.1	EVM0003168.1	KUTeg_006269
N0.HOG0006889	OG0006179	-	mikado.HiC_scaffold_1.0G563.1	EVM0019319.1	KUTeg_006266
N0.HOG0006890	OG0006180	-	mikado.HiC_scaffold_2052G1.1, mikado.HiC_scaffold_1.0G568.1		KUTeg_018850
N0.HOG0006891	OG0006181	-	mikado.HiC_scaffold_1.0G569.1	EVM0012890.1	KUTeg_006267
N0.HOG0006892	OG0006182	-	mikado.HiC_scaffold_1.0G570.1	EVM0004781.1	KUTeg_006264
N0.HOG0006893	OG0006183	-	mikado.HiC_scaffold_1.0G578.1	EVM0013236.1	KUTeg_006354
N0.HOG0006894	OG0006184	-	mikado.HiC_scaffold_1.0G581.1	EVM0023196.1	KUTeg_006361
N0.HOG0006895	OG0006185	-	mikado.HiC_scaffold_1.0G582.1	EVM0017487.1	KUTeg_006356
N0.HOG0006896	OG0006186	-	mikado.HiC_scaffold_1.0G585.1, mikado.HiC_scaffold_17.0G547.1	EVM0013055.1	
N0.HOG0006897	OG0006187	-	mikado.HiC_scaffold_1.0G607.1	EVM0019629.1	KUTeg_006439
N0.HOG0006898	OG0006188	-	mikado.HiC_scaffold_1.0G646.1	EVM0008124.1	KUTeg_006459
N0.HOG0006899	OG0006189	-	mikado.HiC_scaffold_1.0G652.1, mikado.HiC_scaffold_1.0G649.1	EVM0019842.2	
N0.HOG0006900	OG0006190	-	mikado.HiC_scaffold_1.0G653.1, mikado.HiC_scaffold_1.0G657.1, mikado.HiC_scaffold_1.0G654.1		
N0.HOG0006901	OG0006191	-	mikado.HiC_scaffold_1.0G658.1, mikado.HiC_scaffold_12.3160685G664.1	EVM0004708.1	
N0.HOG0006902	OG0006192	-	mikado.HiC_scaffold_1.0G727.1, mikado.HiC_scaffold_21.0G844.1, mikado.HiC_scaffold_4.0G462.1		
N0.HOG0006903	OG0006193	-	mikado.HiC_scaffold_1.0G748.1	EVM0017198.1	KUTeg_009113
N0.HOG0006904	OG0006194	-	mikado.HiC_scaffold_1.0G750.1	EVM0021120.1	KUTeg_006407
N0.HOG0006905	OG0006195	-	mikado.HiC_scaffold_8.8335562G1218.1, mikado.HiC_scaffold_1.0G755.1, mikado.HiC_scaffold_5.0G1219.1		
N0.HOG0006906	OG0006196	-	mikado.HiC_scaffold_1.0G756.1		KUTeg_009085, KUTeg_009111
N0.HOG0006907	OG0006197	-	mikado.HiC_scaffold_1.0G759.1	EVM0001860.1, EVM0008048.1	
N0.HOG0006908	OG0006198	-	mikado.HiC_scaffold_1.0G761.1		KUTeg_009091, KUTeg_009088
N0.HOG0006909	OG0006199	-	mikado.HiC_scaffold_1.0G765.1, mikado.HiC_scaffold_1.0G766.1	EVM0006958.1	
N0.HOG0006910	OG0006200	-	mikado.HiC_scaffold_1.0G768.1	EVM0021565.1	KUTeg_001076
N0.HOG0006911	OG0006201	-	mikado.HiC_scaffold_1.0G771.1	EVM0009632.1	KUTeg_005958
N0.HOG0006912	OG0006202	-	mikado.HiC_scaffold_1.0G773.1	EVM0001472.1	KUTeg_018761
N0.HOG0006913	OG0006203	-	mikado.HiC_scaffold_1.0G782.1	EVM0002386.1	KUTeg_009141
N0.HOG0006914	OG0006204	-	mikado.HiC_scaffold_1.0G783.1	EVM0021888.1	KUTeg_023586
N0.HOG0006915	OG0006205	-	mikado.HiC_scaffold_1.0G787.1	EVM0011962.1	KUTeg_006256
N0.HOG0006916	OG0006206	-	mikado.HiC_scaffold_1.0G788.1	EVM0009761.1	KUTeg_017346
N0.HOG0006917	OG0006207	-	mikado.HiC_scaffold_1.0G792.1	EVM0000802.1	KUTeg_006261
N0.HOG0006918	OG0006208	-	mikado.HiC_scaffold_1.0G795.1	EVM0013315.1	KUTeg_001067
N0.HOG0006919	OG0006209	-	mikado.HiC_scaffold_1.0G796.1	EVM0015373.1	KUTeg_001068
N0.HOG0006920	OG0006210	-	mikado.HiC_scaffold_1.0G797.1	EVM0019410.1	KUTeg_006032
N0.HOG0006921	OG0006211	-	mikado.HiC_scaffold_1.0G801.1	EVM0019306.1, EVM0008819.1	
N0.HOG0006922	OG0006212	-	mikado.HiC_scaffold_1.0G804.1	EVM0012525.1	KUTeg_006187
N0.HOG0006923	OG0006213	-	mikado.HiC_scaffold_1.0G805.1, mikado.HiC_scaffold_1.0G806.1		KUTeg_006186
N0.HOG0006924	OG0006214	-	mikado.HiC_scaffold_1.0G810.1	EVM0023420.2	KUTeg_006188
N0.HOG0006925	OG0006215	-	mikado.HiC_scaffold_1.0G811.1	EVM0020765.1	KUTeg_006189
N0.HOG0006926	OG0006216	-	mikado.HiC_scaffold_1.0G818.1	EVM0006764.1	KUTeg_006467
N0.HOG0006927	OG0006217	-	mikado.HiC_scaffold_1.0G827.1	EVM0017495.1	KUTeg_006469
N0.HOG0006928	OG0006218	-	mikado.HiC_scaffold_1.0G828.1	EVM0019149.1	KUTeg_005980
N0.HOG0006929	OG0006219	-	mikado.HiC_scaffold_788G1.1, mikado.HiC_scaffold_731G1.1, mikado.HiC_scaffold_1.0G829.1		
N0.HOG0006930	OG0006220	-	mikado.HiC_scaffold_1.0G836.1	EVM0007682.1	KUTeg_006041
N0.HOG0006931	OG0006221	-	mikado.HiC_scaffold_1.0G848.1	EVM0003257.2	KUTeg_006007
N0.HOG0006932	OG0006222	-	mikado.HiC_scaffold_1.0G857.1, mikado.HiC_scaffold_1.0G858.1, mikado.HiC_scaffold_1.0G863.1		
N0.HOG0006933	OG0006223	-	mikado.HiC_scaffold_1.0G864.1	EVM0022817.1	KUTeg_006122
N0.HOG0006934	OG0006224	-	mikado.HiC_scaffold_1.0G889.1	EVM0006703.1	KUTeg_006369
N0.HOG0006935	OG0006225	-	mikado.HiC_scaffold_1.0G892.1	EVM0018169.1	KUTeg_006370
N0.HOG0006936	OG0006226	-	mikado.HiC_scaffold_1.0G895.1	EVM0011112.1	KUTeg_005996
N0.HOG0006937	OG0006227	-	mikado.HiC_scaffold_1.0G897.1	EVM0001217.1	KUTeg_005993
N0.HOG0006938	OG0006228	-	mikado.HiC_scaffold_1.0G899.1	EVM0004675.1	KUTeg_006330
N0.HOG0006939	OG0006229	-	mikado.HiC_scaffold_1.0G905.1	EVM0021527.1	KUTeg_017271
N0.HOG0006940	OG0006230	-	mikado.HiC_scaffold_1.0G908.1	EVM0017831.1	KUTeg_006383
N0.HOG0006941	OG0006231	-	mikado.HiC_scaffold_1.0G907.1	EVM0018135.1	KUTeg_006384
N0.HOG0006942	OG0006232	-	mikado.HiC_scaffold_1.0G915.1	EVM0016904.1	KUTeg_006315
N0.HOG0006943	OG0006233	-	mikado.HiC_scaffold_1.0G918.1, mikado.HiC_scaffold_1.0G1093.1, mikado.HiC_scaffold_1.0G917.1		
N0.HOG0006944	OG0006234	-	mikado.HiC_scaffold_1.0G919.1, mikado.HiC_scaffold_1.0G920.1	EVM0017680.1	
N0.HOG0006945	OG0006235	-	mikado.HiC_scaffold_1.0G926.1	EVM0012039.1, EVM0007113.1	
N0.HOG0006946	OG0006236	-	mikado.HiC_scaffold_1.0G928.1	EVM0007470.1	KUTeg_006349
N0.HOG0006947	OG0006237	-	mikado.HiC_scaffold_1.0G929.1	EVM0009743.1	KUTeg_006350
N0.HOG0006948	OG0006238	-	mikado.HiC_scaffold_1.0G932.1	EVM0011692.1	KUTeg_006351
N0.HOG0006949	OG0006239	-	mikado.HiC_scaffold_1.0G933.1	EVM0003619.1	KUTeg_006352
N0.HOG0006950	OG0006240	-	mikado.HiC_scaffold_1.0G937.1, mikado.HiC_scaffold_1.0G935.1		KUTeg_006141
N0.HOG0006951	OG0006241	-	mikado.HiC_scaffold_1.0G938.1	EVM0007695.1	KUTeg_002920
N0.HOG0006952	OG0006242	-	mikado.HiC_scaffold_1.0G939.1, mikado.HiC_scaffold_1.0G939.2	EVM0012223.1	
N0.HOG0006953	OG0006243	-	mikado.HiC_scaffold_1.0G941.1	EVM0004111.1, EVM0012276.1	
N0.HOG0006954	OG0006244	-	mikado.HiC_scaffold_1.0G943.1	EVM0000760.1	KUTeg_006493
N0.HOG0006955	OG0006245	-	mikado.HiC_scaffold_1.0G945.1, mikado.HiC_scaffold_1.0G946.1, mikado.HiC_scaffold_5.0G1305.1		
N0.HOG0006956	OG0006246	-	mikado.HiC_scaffold_1.0G949.1	EVM0022126.1	KUTeg_006495
N0.HOG0006957	OG0006247	-	mikado.HiC_scaffold_1.0G950.1	EVM0023416.2	KUTeg_006444
N0.HOG0006958	OG0006248	-	mikado.HiC_scaffold_1.0G951.1	EVM0003674.1	KUTeg_006443
N0.HOG0006959	OG0006249	-	mikado.HiC_scaffold_1.0G956.1	EVM0020026.1	KUTeg_006372
N0.HOG0006960	OG0006250	-	mikado.HiC_scaffold_1.0G965.1	EVM0005201.1	KUTeg_006094
N0.HOG0006961	OG0006251	-	mikado.HiC_scaffold_1.0G977.1	EVM0006928.1, EVM0015800.1	
N0.HOG0006962	OG0006252	-	mikado.HiC_scaffold_1.0G981.1	EVM0022458.1	KUTeg_006387
N0.HOG0006963	OG0006253	-	mikado.HiC_scaffold_1.0G983.1	EVM0009735.1	KUTeg_006160
N0.HOG0006964	OG0006254	-	mikado.HiC_scaffold_1.0G986.1, mikado.HiC_scaffold_1.0G985.1	EVM0016459.1	
N0.HOG0006965	OG0006255	-	mikado.HiC_scaffold_1.0G990.1		KUTeg_006228, KUTeg_006280
N0.HOG0006966	OG0006256	-	mikado.HiC_scaffold_1.0G992.1	EVM0022780.1	KUTeg_006229
N0.HOG0006967	OG0006257	-	mikado.HiC_scaffold_1.0G999.1	EVM0018003.1	KUTeg_009124
N0.HOG0006968	OG0006258	-	mikado.HiC_scaffold_1.0G1000.1	EVM0022828.1	KUTeg_009125
N0.HOG0006969	OG0006259	-	mikado.HiC_scaffold_1.0G1002.1	EVM0013283.1	KUTeg_009127
N0.HOG0006970	OG0006260	-	mikado.HiC_scaffold_1.0G1007.1	EVM0003631.1	KUTeg_006332
N0.HOG0006971	OG0006261	-	mikado.HiC_scaffold_1.0G1008.1	EVM0007620.1	KUTeg_006389
N0.HOG0006972	OG0006262	-	mikado.HiC_scaffold_1.0G1018.1	EVM0021192.1	KUTeg_006178
N0.HOG0006973	OG0006263	-	mikado.HiC_scaffold_9.0G1010.1, mikado.HiC_scaffold_7.0G819.1, mikado.HiC_scaffold_1.0G1030.1		
N0.HOG0006974	OG0006264	-	mikado.HiC_scaffold_1.0G1047.1	EVM0018632.1	KUTeg_006363
N0.HOG0006975	OG0006265	-	mikado.HiC_scaffold_1.0G1053.1	EVM0017017.1	KUTeg_000857
N0.HOG0006976	OG0006266	-	mikado.HiC_scaffold_15.0G68.1, mikado.HiC_scaffold_1.0G1074.1	EVM0022113.1	
N0.HOG0006977	OG0006267	-	mikado.HiC_scaffold_1.0G1085.1	EVM0005356.1	KUTeg_006179
