HOG	OG	Gene Tree Parent Clade	Azeb	Sbro	Tgra
N1.HOG0004742	OG0003857	n1			KUTeg_024218
N1.HOG0004743	OG0003857	n2			KUTeg_024884
N1.HOG0004744	OG0003858	n0		EVM0002029.1	KUTeg_023952
N1.HOG0004745	OG0003859	n0		EVM0002227.1, EVM0008523.1	KUTeg_024497
N1.HOG0004746	OG0003860	n0		EVM0009943.1, EVM0023384.1	KUTeg_024013
N1.HOG0004747	OG0003861	n0		EVM0020948.1	KUTeg_024156
N1.HOG0004748	OG0003862	n0		EVM0004433.1	KUTeg_024887
N1.HOG0004749	OG0003863	n0		EVM0006900.1	KUTeg_024518
N1.HOG0004750	OG0003864	n0		EVM0011361.1	KUTeg_024031
N1.HOG0004751	OG0003865	n0		EVM0007414.1, EVM0016281.1	KUTeg_024170
N1.HOG0004752	OG0003866	n0		EVM0013565.1	KUTeg_024172, KUTeg_024171
N1.HOG0004753	OG0003867	n0		EVM0005745.1	KUTeg_024652, KUTeg_024799
N1.HOG0004754	OG0003868	n0		EVM0008731.1	KUTeg_024800, KUTeg_024653
N1.HOG0004755	OG0003869	n0		EVM0008406.1	KUTeg_017246, KUTeg_024408
N1.HOG0004756	OG0003870	n0		EVM0022805.1	KUTeg_024561, KUTeg_024553
N1.HOG0004757	OG0003871	n0		EVM0021421.1	KUTeg_024245
N1.HOG0004758	OG0003872	n0		EVM0016510.1, EVM0011502.1, EVM0006424.1	
N1.HOG0004759	OG0003873	n0		EVM0016304.1	KUTeg_024103
N1.HOG0004760	OG0003874	n0		EVM0011685.1	KUTeg_024640
N1.HOG0004761	OG0003875	n0		EVM0015950.1	KUTeg_011302, KUTeg_011308
N1.HOG0004762	OG0003876	n0		EVM0022613.1	KUTeg_025003, KUTeg_023923
N1.HOG0004763	OG0003877	n0		EVM0009336.1	KUTeg_024863, KUTeg_024866
N1.HOG0004764	OG0003878	n0		EVM0012843.1	KUTeg_024600
N1.HOG0004765	OG0003879	n0		EVM0000232.1, EVM0004337.1	KUTeg_024206
N1.HOG0004766	OG0003880	n0		EVM0020989.1	KUTeg_024124
N1.HOG0004767	OG0003881	n0		EVM0020853.1	KUTeg_024811
N1.HOG0004768	OG0003882	n0		EVM0003005.1, EVM0013426.1	KUTeg_025010
N1.HOG0004769	OG0003883	n0		EVM0016745.1	KUTeg_024460
N1.HOG0004770	OG0003884	n0		EVM0013527.1	KUTeg_006435, KUTeg_024463
N1.HOG0004771	OG0003885	n0		EVM0001234.1	KUTeg_006436
N1.HOG0004772	OG0003886	n0		EVM0017770.1	KUTeg_024464, KUTeg_024465
N1.HOG0004773	OG0003887	n0		EVM0001692.1	KUTeg_024233
N1.HOG0004774	OG0003888	n0		EVM0023767.1, EVM0003433.1	KUTeg_024570
N1.HOG0004775	OG0003889	n0			KUTeg_022566, KUTeg_012806, KUTeg_021749
N1.HOG0004776	OG0003890	n0		EVM0008011.1	KUTeg_024433
N1.HOG0004777	OG0003892	n1		EVM0017825.1	
N1.HOG0004778	OG0003892	n2		EVM0013546.1	
N1.HOG0004779	OG0003893	n0		EVM0020182.1	KUTeg_023997, KUTeg_023993
N1.HOG0004780	OG0003894	n0		EVM0017159.1	KUTeg_024951
N1.HOG0004781	OG0003895	n0		EVM0003142.1	KUTeg_004626, KUTeg_024489
N1.HOG0004782	OG0003896	n0		EVM0015711.1, EVM0008983.1	KUTeg_024490
N1.HOG0004783	OG0003897	n0		EVM0008307.1	KUTeg_024359, KUTeg_024360
N1.HOG0004784	OG0003898	n0		EVM0014802.1	KUTeg_024350, KUTeg_014907
N1.HOG0004785	OG0003899	n0		EVM0001927.1	KUTeg_024753, KUTeg_024757
N1.HOG0004786	OG0003900	n0		EVM0020178.1	KUTeg_024323
N1.HOG0004787	OG0003901	n0		EVM0009938.1, EVM0004942.1	KUTeg_024327
N1.HOG0004788	OG0003902	n0			KUTeg_023598, KUTeg_022622, KUTeg_023599
N1.HOG0004789	OG0003904	n0		EVM0022178.1, EVM0015202.1	KUTeg_022672
N1.HOG0004790	OG0003905	n0		EVM0016138.1, EVM0012297.1	KUTeg_022671
N1.HOG0004791	OG0003906	n0		EVM0002551.1	KUTeg_022676
N1.HOG0004792	OG0003907	n0		EVM0011645.1	KUTeg_022675
N1.HOG0004793	OG0003908	n0		EVM0021636.1	KUTeg_005466, KUTeg_005320
N1.HOG0004794	OG0003909	n0		EVM0009714.1	KUTeg_023007
N1.HOG0004795	OG0003910	n0		EVM0006971.1	KUTeg_023051
N1.HOG0004796	OG0003912	n0		EVM0010207.1, EVM0014959.1	KUTeg_023466
N1.HOG0004797	OG0003913	n0		EVM0001266.1	KUTeg_023740
N1.HOG0004798	OG0003914	n0		EVM0005342.1	KUTeg_004352, KUTeg_004351
N1.HOG0004799	OG0003915	n0		EVM0014804.1	KUTeg_003695, KUTeg_004347
N1.HOG0004800	OG0003916	n0		EVM0000339.1	KUTeg_004141, KUTeg_004356
N1.HOG0004801	OG0003917	n0		EVM0013184.1, EVM0005835.1	KUTeg_017003
N1.HOG0004802	OG0003918	n0		EVM0013708.1	KUTeg_009224, KUTeg_004407
N1.HOG0004803	OG0003919	n0		EVM0018272.1	KUTeg_003908, KUTeg_004526
N1.HOG0004804	OG0003920	n0		EVM0022447.1	KUTeg_003910
N1.HOG0004805	OG0003921	n0		EVM0021428.1, EVM0001299.1	KUTeg_003912
N1.HOG0004806	OG0003922	n0		EVM0020057.1	KUTeg_003712, KUTeg_003711
N1.HOG0004807	OG0003923	n0		EVM0002563.1	KUTeg_004497
N1.HOG0004808	OG0003925	n0		EVM0005913.1, EVM0008347.1	KUTeg_004501
N1.HOG0004809	OG0003926	n0		EVM0002632.1	KUTeg_003364
N1.HOG0004810	OG0003927	n0		EVM0012971.1	KUTeg_003370
N1.HOG0004811	OG0003928	n0		EVM0012492.1	KUTeg_003764
N1.HOG0004812	OG0003929	n0		EVM0016416.1	KUTeg_004006, KUTeg_004007
N1.HOG0004813	OG0003930	n0		EVM0017759.1	KUTeg_004267, KUTeg_003182
N1.HOG0004814	OG0003931	n0		EVM0001141.1	KUTeg_003841
N1.HOG0004815	OG0003932	n0		EVM0017394.1	KUTeg_003185
N1.HOG0004816	OG0003933	n0		EVM0019216.1	
N1.HOG0004817	OG0003934	n0		EVM0008333.1, EVM0007847.1	KUTeg_010390
N1.HOG0004818	OG0003935	n0		EVM0004153.1	KUTeg_004414
N1.HOG0004819	OG0003936	n0		EVM0015805.1	KUTeg_003827, KUTeg_003831
N1.HOG0004820	OG0003937	n0		EVM0022676.1	KUTeg_001032, KUTeg_004477
N1.HOG0004821	OG0003938	n0			KUTeg_010797
N1.HOG0004822	OG0003939	n0		EVM0023595.1	KUTeg_003189
N1.HOG0004823	OG0003940	n0		EVM0020429.1, EVM0006930.1, EVM0016044.1	
N1.HOG0004824	OG0003941	n0		EVM0005642.1	KUTeg_003512, KUTeg_013512
N1.HOG0004825	OG0003942	n0		EVM0003118.1, EVM0001900.1	KUTeg_003513
N1.HOG0004826	OG0003943	n0		EVM0002352.1	KUTeg_003785, KUTeg_003221
N1.HOG0004827	OG0003944	n0		EVM0012392.1	KUTeg_003218, KUTeg_003215
N1.HOG0004828	OG0003945	n0		EVM0000868.1	KUTeg_004178
N1.HOG0004829	OG0003946	n0		EVM0006143.1	KUTeg_004223, KUTeg_004013
N1.HOG0004830	OG0003947	n0		EVM0012535.1	KUTeg_003363, KUTeg_003715
N1.HOG0004831	OG0003948	n0		EVM0010663.3	KUTeg_004549
N1.HOG0004832	OG0003949	n0		EVM0010300.1	KUTeg_003321, KUTeg_003315
N1.HOG0004833	OG0003950	n0		EVM0011201.1	KUTeg_003563, KUTeg_003561
N1.HOG0004834	OG0003951	n0		EVM0002843.1, EVM0014175.1	KUTeg_002941
N1.HOG0004835	OG0003952	n0		EVM0008251.1	KUTeg_003957
N1.HOG0004836	OG0003953	n0		EVM0007760.1	KUTeg_022254
N1.HOG0004837	OG0003954	n0		EVM0001497.1	KUTeg_004519, KUTeg_003267
N1.HOG0004838	OG0003955	n0		EVM0010803.1	KUTeg_003727, KUTeg_004516
N1.HOG0004839	OG0003956	n0		EVM0000966.1	KUTeg_003100, KUTeg_003407
N1.HOG0004840	OG0003957	n0		EVM0013328.1	KUTeg_004294
N1.HOG0004841	OG0003958	n0		EVM0004072.1	KUTeg_003603, KUTeg_017871
N1.HOG0004842	OG0003959	n0		EVM0008869.1	KUTeg_003636
N1.HOG0004843	OG0003960	n0		EVM0011590.1, EVM0003627.1	KUTeg_004562
N1.HOG0004844	OG0003961	n0		EVM0014146.1	KUTeg_003438
N1.HOG0004845	OG0003962	n0		EVM0006650.1	KUTeg_010508, KUTeg_003884
N1.HOG0004846	OG0003963	n0		EVM0003544.1	KUTeg_003552, KUTeg_003551
N1.HOG0004847	OG0003964	n0		EVM0022579.1	KUTeg_003554
N1.HOG0004848	OG0003965	n0		EVM0018955.1	KUTeg_015358, KUTeg_015567
N1.HOG0004849	OG0003966	n0		EVM0020532.1	KUTeg_003366, KUTeg_003996
N1.HOG0004850	OG0003967	n0		EVM0009065.1	KUTeg_003724
N1.HOG0004851	OG0003968	n0		EVM0022337.1	KUTeg_003254, KUTeg_004382
N1.HOG0004852	OG0003969	n0		EVM0005780.1	KUTeg_005822, KUTeg_015870
N1.HOG0004853	OG0003970	n0		EVM0009647.1	KUTeg_003069
N1.HOG0004854	OG0003971	n0		EVM0023051.1	KUTeg_003738
N1.HOG0004855	OG0003972	n0		EVM0022794.1	KUTeg_003856, KUTeg_003168
N1.HOG0004856	OG0003973	n0		EVM0023512.1	KUTeg_003486
N1.HOG0004857	OG0003974	n0		EVM0021845.1	KUTeg_004284
N1.HOG0004858	OG0003975	n0		EVM0002771.1	KUTeg_004288
N1.HOG0004859	OG0003976	n0		EVM0009479.1, EVM0008194.1	KUTeg_003615
N1.HOG0004860	OG0003977	n0		EVM0002212.1	KUTeg_003498
N1.HOG0004861	OG0003978	n0		EVM0000140.1	
N1.HOG0004862	OG0003979	n0		EVM0019039.1	KUTeg_016125, KUTeg_004158
N1.HOG0004863	OG0003980	n0		EVM0014570.1, EVM0015845.1	KUTeg_004054
N1.HOG0004864	OG0003981	n0		EVM0007834.1	KUTeg_004204, KUTeg_004632
N1.HOG0004865	OG0003982	n0		EVM0007608.1, EVM0000747.1	KUTeg_004202
N1.HOG0004866	OG0003983	n0		EVM0009164.1	KUTeg_004254
N1.HOG0004867	OG0003984	n0			KUTeg_003065
N1.HOG0004868	OG0003985	n0		EVM0015847.1	KUTeg_000923, KUTeg_004555
N1.HOG0004869	OG0003986	n0		EVM0016405.1	KUTeg_004556
N1.HOG0004870	OG0003987	n0			KUTeg_008930
N1.HOG0004871	OG0003988	n0		EVM0004075.1, EVM0021270.1	KUTeg_019001
N1.HOG0004872	OG0003989	n0		EVM0017371.1	KUTeg_003066, KUTeg_004132
N1.HOG0004873	OG0003990	n0		EVM0011429.1	KUTeg_004130, KUTeg_004134
N1.HOG0004874	OG0003991	n0		EVM0019213.1, EVM0023999.1	KUTeg_004131
N1.HOG0004875	OG0003992	n0		EVM0010932.1	KUTeg_004324, KUTeg_004330
N1.HOG0004876	OG0003993	n0		EVM0021118.1	KUTeg_003000
N1.HOG0004877	OG0003994	n0		EVM0003494.1	KUTeg_003176, KUTeg_003889
N1.HOG0004878	OG0003995	n0		EVM0000925.1	KUTeg_003692, KUTeg_003687
N1.HOG0004879	OG0003996	n0		EVM0002241.1	KUTeg_003686, KUTeg_003691
N1.HOG0004880	OG0003997	n0		EVM0009007.5	KUTeg_004328
N1.HOG0004881	OG0003998	n0		EVM0016600.1, EVM0022624.1	KUTeg_003634
N1.HOG0004882	OG0003999	n0		EVM0023262.1	KUTeg_004453
N1.HOG0004883	OG0004000	n0		EVM0016571.1, EVM0022021.1	KUTeg_004062
N1.HOG0004884	OG0004001	n0		EVM0000905.1	KUTeg_014867, KUTeg_011312
N1.HOG0004885	OG0004002	n0		EVM0016303.1	KUTeg_004066
N1.HOG0004886	OG0004003	n0		EVM0013945.1	KUTeg_003847, KUTeg_003816
N1.HOG0004887	OG0004004	n0		EVM0009520.1	KUTeg_004483
N1.HOG0004888	OG0004005	n0		EVM0002893.1	KUTeg_004481
N1.HOG0004889	OG0004006	n0		EVM0015039.1	KUTeg_003360, KUTeg_004479
N1.HOG0004890	OG0004007	n0		EVM0003086.4	KUTeg_003914
N1.HOG0004891	OG0004008	n0		EVM0021129.2	KUTeg_004193
N1.HOG0004892	OG0004009	n0		EVM0002267.1, EVM0003398.1	KUTeg_003411
N1.HOG0004893	OG0004010	n0		EVM0003840.1, EVM0003734.1	KUTeg_002971
N1.HOG0004894	OG0004011	n0		EVM0002631.1	KUTeg_002974
N1.HOG0004895	OG0004012	n0		EVM0019424.1	KUTeg_004369
N1.HOG0004896	OG0004013	n0		EVM0013507.1	KUTeg_004376, KUTeg_004367
N1.HOG0004897	OG0004014	n0		EVM0003096.1	KUTeg_003429
N1.HOG0004898	OG0004015	n0		EVM0015334.2	KUTeg_003427
N1.HOG0004899	OG0004016	n0		EVM0013537.1	KUTeg_003584
N1.HOG0004900	OG0004017	n0		EVM0009331.1	KUTeg_003309
N1.HOG0004901	OG0004018	n0		EVM0002724.1	KUTeg_003203, KUTeg_004390
N1.HOG0004902	OG0004019	n0		EVM0012711.1	KUTeg_004388, KUTeg_003173
N1.HOG0004903	OG0004020	n0		EVM0010117.1	KUTeg_017212, KUTeg_003790
N1.HOG0004904	OG0004021	n0		EVM0010757.1	KUTeg_003074, KUTeg_003075
N1.HOG0004905	OG0004022	n0		EVM0017054.1	KUTeg_003072
N1.HOG0004906	OG0004023	n0		EVM0015721.1	KUTeg_004161, KUTeg_004170
N1.HOG0004907	OG0004024	n0		EVM0006738.1	KUTeg_004169, KUTeg_020865
N1.HOG0004908	OG0004025	n0		EVM0013081.1	KUTeg_001807
N1.HOG0004909	OG0004026	n0		EVM0008437.1	KUTeg_004426
N1.HOG0004910	OG0004027	n0		EVM0011482.1	KUTeg_004421
N1.HOG0004911	OG0004028	n0		EVM0006640.1, EVM0000396.1	KUTeg_003136
N1.HOG0004912	OG0004029	n0		EVM0023825.1	KUTeg_004341, KUTeg_003582
N1.HOG0004913	OG0004030	n0		EVM0016182.1	KUTeg_004490
N1.HOG0004914	OG0004031	n0		EVM0011362.1	KUTeg_004177
N1.HOG0004915	OG0004032	n0		EVM0018245.1, EVM0006063.1	KUTeg_004234
N1.HOG0004916	OG0004033	n0		EVM0008626.1, EVM0004115.1	KUTeg_002934
N1.HOG0004917	OG0004034	n0		EVM0015853.1, EVM0013201.1	KUTeg_003528
N1.HOG0004918	OG0004035	n0		EVM0018924.1, EVM0022610.1	KUTeg_003529
N1.HOG0004919	OG0004036	n0		EVM0018552.1, EVM0000201.1	KUTeg_002790
N1.HOG0004920	OG0004037	n0		EVM0003464.1, EVM0019465.1	KUTeg_002851
N1.HOG0004921	OG0004038	n0		EVM0016669.1	KUTeg_002981, KUTeg_008971
N1.HOG0004922	OG0004039	n0		EVM0001653.1	KUTeg_004213
N1.HOG0004923	OG0004040	n0		EVM0003807.1	KUTeg_003722, KUTeg_003362
N1.HOG0004924	OG0004041	n0			KUTeg_003270
N1.HOG0004925	OG0004042	n0			KUTeg_008585
N1.HOG0004926	OG0004043	n0		EVM0010145.1, EVM0018589.1, EVM0006346.1	
N1.HOG0004927	OG0004044	n0		EVM0011255.1, EVM0016042.1	KUTeg_003776
N1.HOG0004928	OG0004045	n0		EVM0013897.1	KUTeg_004251, KUTeg_004246
N1.HOG0004929	OG0004046	n0		EVM0009696.1	KUTeg_004250, KUTeg_004247
N1.HOG0004930	OG0004047	n0		EVM0006069.1	KUTeg_004248, KUTeg_004249
N1.HOG0004931	OG0004048	n0		EVM0012828.1	KUTeg_004245, KUTeg_004252
N1.HOG0004932	OG0004049	n0			KUTeg_004111, KUTeg_004110
N1.HOG0004933	OG0004050	n0		EVM0023394.1	KUTeg_003917, KUTeg_003876
N1.HOG0004934	OG0004051	n0		EVM0016339.1, EVM0005293.1	KUTeg_003327
N1.HOG0004935	OG0004052	n0		EVM0022470.1	KUTeg_003017
N1.HOG0004936	OG0004053	n0		EVM0017845.1	KUTeg_003649, KUTeg_003087
N1.HOG0004937	OG0004054	n0		EVM0018932.1, EVM0012153.1	KUTeg_003867
N1.HOG0004938	OG0004055	n0		EVM0003795.1, EVM0018240.1	KUTeg_003483
N1.HOG0004939	OG0004056	n0		EVM0019045.1, EVM0011507.1	KUTeg_003015
N1.HOG0004940	OG0004057	n0		EVM0014671.1, EVM0019827.1	KUTeg_003020
N1.HOG0004941	OG0004058	n0		EVM0011213.1	KUTeg_003021, KUTeg_003022
N1.HOG0004942	OG0004059	n0		EVM0018484.1	KUTeg_006986
N1.HOG0004943	OG0004060	n0		EVM0018073.1	KUTeg_003104, KUTeg_004188
N1.HOG0004944	OG0004061	n0		EVM0017657.1	KUTeg_004491, KUTeg_010549
N1.HOG0004945	OG0004062	n0		EVM0007970.1	KUTeg_003869
N1.HOG0004946	OG0004063	n0		EVM0008216.1	KUTeg_002727, KUTeg_004506
N1.HOG0004947	OG0004064	n0		EVM0002541.1	KUTeg_004508, KUTeg_004509
N1.HOG0004948	OG0004065	n0		Sbro-opnGq-nc3, EVM0020156.1	KUTeg_002953
N1.HOG0004949	OG0004066	n0		EVM0014747.1, EVM0001826.1	KUTeg_003668
N1.HOG0004950	OG0004067	n0		EVM0014360.1, EVM0021393.1	KUTeg_003445
N1.HOG0004951	OG0004068	n0		EVM0003495.1, EVM0020293.1	KUTeg_003444
N1.HOG0004952	OG0004069	n0		EVM0002870.1, EVM0005501.1	KUTeg_004083
N1.HOG0004953	OG0004070	n0		EVM0001442.1	KUTeg_004211, KUTeg_003359
N1.HOG0004954	OG0004071	n0		EVM0002145.1	KUTeg_004206, KUTeg_003356
N1.HOG0004955	OG0004072	n0		EVM0014007.1	KUTeg_003945, KUTeg_003943
N1.HOG0004956	OG0004073	n0		EVM0003443.1	KUTeg_003298
N1.HOG0004957	OG0004074	n0		EVM0013198.2	KUTeg_003305, KUTeg_003301
N1.HOG0004958	OG0004075	n0		EVM0010843.1	KUTeg_003284
N1.HOG0004959	OG0004076	n0		EVM0019441.1	KUTeg_003599, KUTeg_003594
N1.HOG0004960	OG0004077	n0		EVM0002816.1, EVM0008449.1	KUTeg_003751
N1.HOG0004961	OG0004078	n0		EVM0000093.1	KUTeg_003131, KUTeg_003130
N1.HOG0004962	OG0004079	n0		EVM0016229.1	KUTeg_002840, KUTeg_002936
N1.HOG0004963	OG0004080	n0		EVM0020834.1	KUTeg_003620, KUTeg_003621
N1.HOG0004964	OG0004081	n0		EVM0007180.1, EVM0019214.1	
N1.HOG0004965	OG0004082	n0		EVM0017913.1, EVM0021155.1	KUTeg_003402
N1.HOG0004966	OG0004083	n0		EVM0013077.1, EVM0017687.1	KUTeg_003404
N1.HOG0004967	OG0004084	n0		EVM0011203.1	KUTeg_003399, KUTeg_009005
N1.HOG0004968	OG0004085	n0		EVM0006890.1	KUTeg_004027, KUTeg_004029
N1.HOG0004969	OG0004086	n0		EVM0005045.1	KUTeg_004030
N1.HOG0004970	OG0004087	n0		EVM0003387.1	KUTeg_003351, KUTeg_003347
N1.HOG0004971	OG0004088	n0		EVM0009111.1	KUTeg_003263
N1.HOG0004972	OG0004089	n0		EVM0005241.1	KUTeg_004221, KUTeg_004217
N1.HOG0004973	OG0004090	n0		EVM0006537.1	KUTeg_015956, KUTeg_004464
N1.HOG0004974	OG0004091	n0		EVM0014764.1, EVM0010158.1	KUTeg_003389
N1.HOG0004975	OG0004092	n0		EVM0016374.1	KUTeg_003937
N1.HOG0004976	OG0004093	n0		EVM0010252.1	KUTeg_017381, KUTeg_017378
N1.HOG0004977	OG0004094	n0		EVM0014907.1, EVM0010826.1	KUTeg_004310
N1.HOG0004978	OG0004095	n0		EVM0019584.1, EVM0017552.1	KUTeg_003231
N1.HOG0004979	OG0004096	n0		EVM0000094.1	KUTeg_004302
N1.HOG0004980	OG0004097	n0			KUTeg_017339, KUTeg_003677
N1.HOG0004981	OG0004098	n0		EVM0021008.1	KUTeg_004000
N1.HOG0004982	OG0004099	n0		EVM0007699.1	KUTeg_004001
N1.HOG0004983	OG0004100	n0		EVM0014244.1	KUTeg_003236
N1.HOG0004984	OG0004101	n0		EVM0023834.1	KUTeg_004320, KUTeg_004531
N1.HOG0004985	OG0004102	n0		EVM0002934.1	KUTeg_004314
N1.HOG0004986	OG0004103	n0		EVM0011849.1	KUTeg_003729
N1.HOG0004987	OG0004104	n0		EVM0009763.1	KUTeg_003585
N1.HOG0004988	OG0004105	n0		EVM0000441.1	KUTeg_004278, KUTeg_011320
N1.HOG0004989	OG0004106	n0		EVM0015879.1	KUTeg_003982
N1.HOG0004990	OG0004107	n0		EVM0005715.1	KUTeg_003981, KUTeg_009169
N1.HOG0004991	OG0004108	n0		EVM0000794.1	KUTeg_003174, KUTeg_003241
N1.HOG0004992	OG0004109	n0		EVM0015966.1	KUTeg_004088, KUTeg_004090
N1.HOG0004993	OG0004110	n0		EVM0015770.1	KUTeg_003461, KUTeg_009230
N1.HOG0004994	OG0004111	n0		EVM0019707.1, EVM0007243.1	KUTeg_003013
N1.HOG0004995	OG0004112	n0		EVM0016323.1, EVM0011407.1	KUTeg_003813
N1.HOG0004996	OG0004113	n0		EVM0014283.1, EVM0000177.1	KUTeg_004014
N1.HOG0004997	OG0004114	n0		EVM0007352.1, EVM0008939.1	KUTeg_004086
N1.HOG0004998	OG0004115	n0		EVM0016336.1	KUTeg_003165, KUTeg_003865
N1.HOG0004999	OG0004116	n0		EVM0017167.1	KUTeg_003162, KUTeg_003862
N1.HOG0005000	OG0004117	n0		EVM0006854.1	KUTeg_003954
N1.HOG0005001	OG0004118	n0		EVM0016207.1	KUTeg_015751
N1.HOG0005002	OG0004119	n0		EVM0016501.1	KUTeg_014821, KUTeg_014814
N1.HOG0005003	OG0004120	n0		EVM0005630.1	KUTeg_015711, KUTeg_015750
N1.HOG0005004	OG0004121	n0		EVM0022332.1	KUTeg_010954, KUTeg_011118
N1.HOG0005005	OG0004122	n0		EVM0016017.1	KUTeg_010949
N1.HOG0005006	OG0004123	n0			KUTeg_010728, KUTeg_010731, KUTeg_010882
N1.HOG0005007	OG0004124	n0		EVM0010461.1, EVM0018248.1	
N1.HOG0005008	OG0004125	n0		EVM0020901.1	KUTeg_010811
N1.HOG0005009	OG0004126	n0		EVM0012508.1	KUTeg_010708
N1.HOG0005010	OG0004129	n0		EVM0014229.1, EVM0003133.1	KUTeg_014986
N1.HOG0005011	OG0004130	n0		EVM0015343.1	KUTeg_015712
N1.HOG0005012	OG0004131	n0		EVM0003511.1, EVM0021053.1	KUTeg_010965
N1.HOG0005013	OG0004132	n0		EVM0015302.1	KUTeg_010831, KUTeg_010964
N1.HOG0005014	OG0004133	n0		EVM0020663.1	KUTeg_010838, KUTeg_010734
N1.HOG0005015	OG0004134	n0		EVM0004076.1	KUTeg_010829
N1.HOG0005016	OG0004135	n0			KUTeg_008472, KUTeg_008473, KUTeg_013415
N1.HOG0005017	OG0004136	n0		EVM0015688.1	KUTeg_009040
N1.HOG0005018	OG0004137	n0		EVM0024021.1, EVM0015171.1	KUTeg_009039
N1.HOG0005019	OG0004138	n0		EVM0004977.1	KUTeg_010921
N1.HOG0005020	OG0004139	n0		EVM0020723.1	
N1.HOG0005021	OG0004140	n0		EVM0011094.1	KUTeg_010818
N1.HOG0005022	OG0004141	n0		EVM0011066.1	KUTeg_011094
N1.HOG0005023	OG0004142	n0		EVM0006780.1	KUTeg_011096
N1.HOG0005024	OG0004143	n0		EVM0007891.1	KUTeg_015784
N1.HOG0005025	OG0004144	n0		EVM0023754.1	KUTeg_014502, KUTeg_011012
N1.HOG0005026	OG0004145	n0		EVM0000346.1, EVM0015843.1	KUTeg_010755
N1.HOG0005027	OG0004146	n0		EVM0002251.1	KUTeg_011085, KUTeg_010919
N1.HOG0005028	OG0004147	n0		EVM0023650.2	KUTeg_010688
N1.HOG0005029	OG0004148	n0		EVM0000290.1	KUTeg_009047, KUTeg_009050
N1.HOG0005030	OG0004149	n0		EVM0005956.1, EVM0005839.1	KUTeg_015580
N1.HOG0005031	OG0004150	n0		EVM0016513.1	KUTeg_021784
N1.HOG0005032	OG0004151	n0		EVM0020972.1, EVM0004616.1, EVM0018889.1	
N1.HOG0005033	OG0004152	n0		EVM0004461.1	KUTeg_010894
N1.HOG0005034	OG0004153	n0		EVM0001276.1, EVM0006621.1	KUTeg_011060
N1.HOG0005035	OG0004154	n0		EVM0004816.1, EVM0019648.1	KUTeg_011026
N1.HOG0005036	OG0004155	n0		EVM0012547.1	
N1.HOG0005037	OG0004156	n0		EVM0007318.1	KUTeg_015725, KUTeg_015788
N1.HOG0005038	OG0004157	n0		EVM0020012.1	KUTeg_015729, KUTeg_015726
N1.HOG0005039	OG0004159	n0		EVM0002011.1, EVM0000460.1	KUTeg_010828
N1.HOG0005040	OG0004160	n0		EVM0012025.1	KUTeg_010744
N1.HOG0005041	OG0004161	n0		EVM0010163.1	KUTeg_010682, KUTeg_009001
N1.HOG0005042	OG0004162	n0		EVM0003867.1	KUTeg_010937, KUTeg_010938
N1.HOG0005043	OG0004163	n0		EVM0001407.1	KUTeg_010939
N1.HOG0005044	OG0004164	n0		EVM0010039.1, EVM0010066.1	
N1.HOG0005045	OG0004165	n0		EVM0023900.1	KUTeg_011040
N1.HOG0005046	OG0004166	n0		EVM0002867.1	KUTeg_010995
N1.HOG0005047	OG0004167	n0		EVM0000174.1	KUTeg_011440, KUTeg_011438
N1.HOG0005048	OG0004168	n0		EVM0004158.3	KUTeg_000966, KUTeg_010992
N1.HOG0005049	OG0004169	n0		EVM0005097.1	KUTeg_010532, KUTeg_010521
N1.HOG0005050	OG0004170	n0		EVM0008842.1, EVM0013154.1	KUTeg_010737
N1.HOG0005051	OG0004171	n0		EVM0022239.1	KUTeg_010846, KUTeg_010515
N1.HOG0005052	OG0004173	n0			KUTeg_014123, KUTeg_013549, KUTeg_012653
N1.HOG0005053	OG0004174	n0		EVM0000746.1	KUTeg_010991, KUTeg_000965
N1.HOG0005054	OG0004175	n0		EVM0007548.1	KUTeg_010958
N1.HOG0005055	OG0004176	n0		EVM0003057.1	KUTeg_010754
N1.HOG0005056	OG0004178	n0		EVM0015979.1	KUTeg_014758, KUTeg_010691
N1.HOG0005057	OG0004179	n0		EVM0020577.1	KUTeg_010810, KUTeg_011110
N1.HOG0005058	OG0004180	n1		EVM0017129.1	
N1.HOG0005059	OG0004180	n2		EVM0017836.1	
N1.HOG0005060	OG0004181	n0		EVM0019311.1, EVM0015404.1	KUTeg_010753
N1.HOG0005061	OG0004182	n0		EVM0022522.1	KUTeg_011125
N1.HOG0005062	OG0004183	n0		EVM0016755.1	KUTeg_011047, KUTeg_012299
N1.HOG0005063	OG0004184	n0		EVM0010703.1, EVM0008549.2	KUTeg_010766
N1.HOG0005064	OG0004185	n0		EVM0018659.1	KUTeg_010401
N1.HOG0005065	OG0004186	n0		EVM0001637.1, EVM0002611.1	KUTeg_009033
N1.HOG0005066	OG0004187	n0		EVM0016950.1	KUTeg_001943, KUTeg_017356
N1.HOG0005067	OG0004188	n0		EVM0001803.1	KUTeg_001942, KUTeg_001941
N1.HOG0005068	OG0004189	n0		EVM0018782.1	KUTeg_001665, KUTeg_002542
N1.HOG0005069	OG0004190	n0		EVM0019295.1	KUTeg_001670, KUTeg_002543
N1.HOG0005070	OG0004191	n0		EVM0008321.1, EVM0017819.1	KUTeg_001640
N1.HOG0005071	OG0004192	n0		EVM0021514.1	KUTeg_001894
N1.HOG0005072	OG0004193	n0		EVM0016456.1	KUTeg_002583, KUTeg_002585
