Orthogroup	Species	Tgra	Orthologs
OG0007678	Sbro	KUTeg_024629	EVM0012615.1
OG0007679	Azeb	KUTeg_024628	mikado.HiC_scaffold_7.0G439.1
OG0007679	Sbro	KUTeg_024628	EVM0014209.1
OG0007680	Azeb	KUTeg_024627	mikado.HiC_scaffold_7.0G440.1
OG0007680	Sbro	KUTeg_024627	EVM0001263.1
OG0007681	Sbro	KUTeg_024141	EVM0002202.1
OG0007681	Azeb	KUTeg_024141	mikado.HiC_scaffold_7.0G442.1
OG0007682	Sbro	KUTeg_025056	EVM0008804.1
OG0007682	Azeb	KUTeg_025056	mikado.HiC_scaffold_7.0G443.1
OG0007683	Azeb	KUTeg_025058	mikado.HiC_scaffold_7.0G445.1
OG0007683	Sbro	KUTeg_025058	EVM0012519.1
OG0007684	Azeb	KUTeg_025060	mikado.HiC_scaffold_7.0G447.1
OG0007684	Sbro	KUTeg_025060	EVM0016688.1
OG0007685	Sbro	KUTeg_025061	EVM0016574.1
OG0007685	Azeb	KUTeg_025061	mikado.HiC_scaffold_7.0G448.1
OG0007686	Azeb	KUTeg_025063	mikado.HiC_scaffold_7.0G450.1
OG0007686	Sbro	KUTeg_025063	EVM0000007.1
OG0007687	Azeb	KUTeg_024920	mikado.HiC_scaffold_7.0G453.1
OG0007687	Sbro	KUTeg_024920	EVM0018611.1
OG0007689	Sbro	KUTeg_024919	EVM0020216.1
OG0007689	Azeb	KUTeg_024919	mikado.HiC_scaffold_7.0G456.1
OG0007690	Azeb	KUTeg_018138	mikado.HiC_scaffold_313G1.1, mikado.HiC_scaffold_7.0G467.1
OG0007692	Azeb	KUTeg_024382, KUTeg_024385	mikado.HiC_scaffold_7.0G485.1
OG0007693	Azeb	KUTeg_024992	mikado.HiC_scaffold_7.0G487.2
OG0007693	Sbro	KUTeg_024992	EVM0015269.1
OG0007694	Azeb	KUTeg_008239	mikado.HiC_scaffold_7.0G489.1
OG0007694	Sbro	KUTeg_008239	EVM0000217.1
OG0007695	Azeb	KUTeg_024066	mikado.HiC_scaffold_7.0G505.1, mikado.HiC_scaffold_7.0G502.1
OG0007697	Sbro	KUTeg_024267	EVM0006418.1
OG0007697	Azeb	KUTeg_024267	mikado.HiC_scaffold_7.0G522.1
OG0007698	Sbro	KUTeg_024706	EVM0015892.1
OG0007698	Azeb	KUTeg_024706	mikado.HiC_scaffold_7.0G524.1
OG0007699	Sbro	KUTeg_024111	EVM0022877.1
OG0007699	Azeb	KUTeg_024111	mikado.HiC_scaffold_7.0G529.1
OG0007700	Sbro	KUTeg_024115	EVM0004043.1
OG0007700	Azeb	KUTeg_024115	mikado.HiC_scaffold_7.0G533.1
OG0007701	Sbro	KUTeg_024398	EVM0014728.1
OG0007701	Azeb	KUTeg_024398	mikado.HiC_scaffold_7.0G538.1
OG0007702	Sbro	KUTeg_024401	EVM0003646.1
OG0007702	Azeb	KUTeg_024401	mikado.HiC_scaffold_7.0G540.1
OG0007703	Sbro	KUTeg_024392	EVM0016830.1
OG0007703	Azeb	KUTeg_024392	mikado.HiC_scaffold_7.0G541.1
OG0007704	Azeb	KUTeg_023935	mikado.HiC_scaffold_7.0G542.1
OG0007704	Sbro	KUTeg_023935	EVM0021595.1
OG0007705	Sbro	KUTeg_023933	EVM0007008.1
OG0007705	Azeb	KUTeg_023933	mikado.HiC_scaffold_7.0G543.1
OG0007706	Azeb	KUTeg_023934	mikado.HiC_scaffold_7.0G544.1
OG0007706	Sbro	KUTeg_023934	EVM0018841.1
OG0007707	Azeb	KUTeg_023931	mikado.HiC_scaffold_7.0G545.1
OG0007707	Sbro	KUTeg_023931	EVM0002174.1
OG0007708	Azeb	KUTeg_023932	mikado.HiC_scaffold_7.0G546.1
OG0007708	Sbro	KUTeg_023932	EVM0019797.1
OG0007709	Sbro	KUTeg_023930	EVM0007944.1
OG0007709	Azeb	KUTeg_023930	mikado.HiC_scaffold_7.0G547.1
OG0007710	Azeb	KUTeg_023927	mikado.HiC_scaffold_7.0G548.1
OG0007710	Sbro	KUTeg_023927	EVM0008893.1
OG0007711	Azeb	KUTeg_023928	mikado.HiC_scaffold_7.0G550.1
OG0007711	Sbro	KUTeg_023928	EVM0014492.1
OG0007712	Sbro	KUTeg_024685	EVM0012173.1
OG0007712	Azeb	KUTeg_024685	mikado.HiC_scaffold_7.0G552.1
OG0007713	Azeb	KUTeg_024682	mikado.HiC_scaffold_7.0G553.1
OG0007713	Sbro	KUTeg_024682	EVM0011784.1
OG0007714	Sbro	KUTeg_024689	EVM0017693.1
OG0007714	Azeb	KUTeg_024689	mikado.HiC_scaffold_7.0G554.1
OG0007715	Sbro	KUTeg_024086	EVM0009051.1
OG0007715	Azeb	KUTeg_024086	mikado.HiC_scaffold_7.0G560.1
OG0007716	Sbro	KUTeg_024085	EVM0019432.1
OG0007716	Azeb	KUTeg_024085	mikado.HiC_scaffold_7.0G561.1
OG0007717	Azeb	KUTeg_024596	mikado.HiC_scaffold_7.0G567.1
OG0007717	Sbro	KUTeg_024596	EVM0000792.1
OG0007718	Sbro	KUTeg_024292	EVM0020041.1
OG0007718	Azeb	KUTeg_024292	mikado.HiC_scaffold_7.0G571.1
OG0007719	Azeb	KUTeg_024070	mikado.HiC_scaffold_7.0G575.1
OG0007719	Sbro	KUTeg_024070	EVM0018770.1
OG0007720	Sbro	KUTeg_024535	EVM0009899.1
OG0007720	Azeb	KUTeg_024535	mikado.HiC_scaffold_7.0G579.1
OG0007721	Azeb	KUTeg_024733	mikado.HiC_scaffold_7.0G588.1
OG0007721	Sbro	KUTeg_024733	EVM0010534.1
OG0007722	Azeb	KUTeg_024449	mikado.HiC_scaffold_7.0G590.1
OG0007722	Sbro	KUTeg_024449	EVM0017353.1
OG0007723	Sbro	KUTeg_024450	EVM0019640.1
OG0007723	Azeb	KUTeg_024450	mikado.HiC_scaffold_7.0G591.1
OG0007724	Azeb	KUTeg_024447	mikado.HiC_scaffold_7.0G595.1
OG0007724	Sbro	KUTeg_024447	EVM0000670.1
OG0007725	Azeb	KUTeg_024455	mikado.HiC_scaffold_7.0G613.1
OG0007725	Sbro	KUTeg_024455	EVM0008265.1
OG0007726	Sbro	KUTeg_023966	EVM0015166.1
OG0007726	Azeb	KUTeg_023966	mikado.HiC_scaffold_7.0G615.1
OG0007727	Azeb	KUTeg_023965	mikado.HiC_scaffold_7.0G616.1
OG0007727	Sbro	KUTeg_023965	EVM0022636.1
OG0007728	Sbro	KUTeg_023968	EVM0003901.2
OG0007728	Azeb	KUTeg_023968	mikado.HiC_scaffold_7.0G618.1
OG0007729	Sbro	KUTeg_023971	EVM0020643.1
OG0007729	Azeb	KUTeg_023971	mikado.HiC_scaffold_7.0G623.1
OG0007730	Azeb	KUTeg_024140	mikado.HiC_scaffold_7.0G624.1
OG0007730	Sbro	KUTeg_024140	EVM0013767.1
OG0007731	Sbro	KUTeg_023989	EVM0023005.1
OG0007731	Azeb	KUTeg_023989	mikado.HiC_scaffold_7.0G636.1
OG0007732	Sbro	KUTeg_024735	EVM0011610.1
OG0007732	Azeb	KUTeg_024735	mikado.HiC_scaffold_7.0G638.1
OG0007733	Sbro	KUTeg_024734	EVM0016619.1
OG0007733	Azeb	KUTeg_024734	mikado.HiC_scaffold_7.0G639.1
OG0007734	Sbro	KUTeg_024353	EVM0006797.1
OG0007734	Azeb	KUTeg_024353	mikado.HiC_scaffold_7.0G642.1
OG0007736	Sbro	KUTeg_024361	EVM0013814.1
OG0007736	Azeb	KUTeg_024361	mikado.HiC_scaffold_7.0G652.1
OG0007737	Sbro	KUTeg_024604	EVM0023572.1
OG0007737	Azeb	KUTeg_024604	mikado.HiC_scaffold_7.0G657.1
OG0007738	Azeb	KUTeg_024601	mikado.HiC_scaffold_7.0G656.1
OG0007738	Sbro	KUTeg_024601	EVM0008752.1
OG0007739	Sbro	KUTeg_023909	EVM0005560.1
OG0007739	Azeb	KUTeg_023909	mikado.HiC_scaffold_7.0G669.1
OG0007740	Azeb	KUTeg_024349	mikado.HiC_scaffold_7.0G674.1
OG0007740	Sbro	KUTeg_024349	EVM0006505.1
OG0007741	Azeb	KUTeg_024475	mikado.HiC_scaffold_7.0G681.1
OG0007741	Sbro	KUTeg_024475	EVM0003198.1
OG0007742	Azeb	KUTeg_024063	mikado.HiC_scaffold_7.0G686.1
OG0007742	Sbro	KUTeg_024063	EVM0004161.1
OG0007743	Sbro	KUTeg_024078	EVM0013513.1
OG0007743	Azeb	KUTeg_024078	mikado.HiC_scaffold_7.0G687.1
OG0007745	Azeb	KUTeg_024708	mikado.HiC_scaffold_7.0G690.1
OG0007745	Sbro	KUTeg_024708	EVM0023169.1
OG0007746	Sbro	KUTeg_024905	EVM0006516.1
OG0007746	Azeb	KUTeg_024905	mikado.HiC_scaffold_7.0G692.1
OG0007747	Sbro	KUTeg_025015	EVM0019945.1
OG0007747	Azeb	KUTeg_025015	mikado.HiC_scaffold_7.0G697.1
OG0007748	Azeb	KUTeg_024158	mikado.HiC_scaffold_7.0G699.1
OG0007748	Sbro	KUTeg_024158	EVM0017934.1
OG0007749	Azeb	KUTeg_024607	mikado.HiC_scaffold_7.0G701.1
OG0007749	Sbro	KUTeg_024607	EVM0013936.1
OG0007750	Sbro	KUTeg_024606	EVM0010930.1
OG0007750	Azeb	KUTeg_024606	mikado.HiC_scaffold_7.0G702.1
OG0007751	Azeb	KUTeg_024612	mikado.HiC_scaffold_7.0G704.1
OG0007751	Sbro	KUTeg_024612	EVM0008695.1
OG0007752	Azeb	KUTeg_024611	mikado.HiC_scaffold_7.0G705.1
OG0007752	Sbro	KUTeg_024611	EVM0010613.1
OG0007753	Azeb	KUTeg_024608	mikado.HiC_scaffold_7.0G708.1, mikado.HiC_scaffold_1517G1.1
OG0007754	Sbro	KUTeg_025023	EVM0001408.1
OG0007754	Azeb	KUTeg_025023	mikado.HiC_scaffold_7.0G710.1
OG0007755	Azeb	KUTeg_025032	mikado.HiC_scaffold_7.0G712.1
OG0007755	Sbro	KUTeg_025032	EVM0013828.1
OG0007756	Azeb	KUTeg_024214	mikado.HiC_scaffold_7.0G720.1
OG0007756	Sbro	KUTeg_024214	EVM0008899.1
OG0007759	Sbro	KUTeg_023942	EVM0012549.1
OG0007759	Azeb	KUTeg_023942	mikado.HiC_scaffold_7.0G737.1
OG0007760	Azeb	KUTeg_024832	mikado.HiC_scaffold_7.0G738.1
OG0007760	Sbro	KUTeg_024832	EVM0017841.1
OG0007761	Sbro	KUTeg_024836	EVM0023664.1
OG0007761	Azeb	KUTeg_024836	mikado.HiC_scaffold_7.0G739.1
OG0007762	Azeb	KUTeg_024833	mikado.HiC_scaffold_7.0G740.1
OG0007762	Sbro	KUTeg_024833	EVM0005403.1
OG0007763	Sbro	KUTeg_024098	EVM0016008.1
OG0007763	Azeb	KUTeg_024098	mikado.HiC_scaffold_7.0G743.1
OG0007764	Sbro	KUTeg_024575	EVM0010005.1
OG0007764	Azeb	KUTeg_024575	mikado.HiC_scaffold_7.0G747.1
OG0007765	Azeb	KUTeg_024577	mikado.HiC_scaffold_7.0G748.1
OG0007765	Sbro	KUTeg_024577	EVM0000357.1
OG0007766	Sbro	KUTeg_024508	EVM0012934.1
OG0007766	Azeb	KUTeg_024508	mikado.HiC_scaffold_7.0G749.1
OG0007767	Sbro	KUTeg_024388	EVM0011551.1
OG0007767	Azeb	KUTeg_024388	mikado.HiC_scaffold_7.0G752.1
OG0007768	Sbro	KUTeg_024856	EVM0002098.1
OG0007768	Azeb	KUTeg_024856	mikado.HiC_scaffold_7.0G766.1
OG0007769	Azeb	KUTeg_024390	mikado.HiC_scaffold_7.0G770.1
OG0007769	Sbro	KUTeg_024390	EVM0001731.1
OG0007770	Azeb	KUTeg_024804	mikado.HiC_scaffold_7.0G774.1
OG0007770	Sbro	KUTeg_024804	EVM0005977.1
OG0007771	Sbro	KUTeg_024672	EVM0014295.1
OG0007771	Azeb	KUTeg_024672	mikado.HiC_scaffold_7.0G780.1
OG0007772	Sbro	KUTeg_024149	EVM0005776.1
OG0007772	Azeb	KUTeg_024149	mikado.HiC_scaffold_7.0G788.1
OG0007773	Sbro	KUTeg_024021	EVM0009858.1
OG0007773	Azeb	KUTeg_024021	mikado.HiC_scaffold_7.0G792.1
OG0007774	Sbro	KUTeg_024020	EVM0013806.1
OG0007774	Azeb	KUTeg_024020	mikado.HiC_scaffold_7.0G793.1
OG0007775	Sbro	KUTeg_025071	EVM0016460.1
OG0007775	Azeb	KUTeg_025071	mikado.HiC_scaffold_7.0G798.1
OG0007776	Azeb	KUTeg_025075	mikado.HiC_scaffold_7.0G801.1
OG0007776	Sbro	KUTeg_025075	EVM0018011.1
OG0007777	Azeb	KUTeg_025076	mikado.HiC_scaffold_7.0G802.1
OG0007777	Sbro	KUTeg_025076	EVM0020055.1
OG0007779	Azeb	KUTeg_025068	mikado.HiC_scaffold_7.0G804.1
OG0007779	Sbro	KUTeg_025068	EVM0004874.1
OG0007780	Azeb	KUTeg_024343	mikado.HiC_scaffold_7.0G814.1
OG0007780	Sbro	KUTeg_024343	EVM0000818.1
OG0007781	Sbro	KUTeg_024345	EVM0015588.1
OG0007781	Azeb	KUTeg_024345	mikado.HiC_scaffold_7.0G815.1
OG0007782	Azeb	KUTeg_024346	mikado.HiC_scaffold_7.0G818.1
OG0007782	Sbro	KUTeg_024346	EVM0017701.1
OG0007783	Azeb	KUTeg_024223	mikado.HiC_scaffold_7.0G826.1, mikado.HiC_scaffold_7.0G825.1
OG0007784	Azeb	KUTeg_024341	mikado.HiC_scaffold_7.0G841.1
OG0007784	Sbro	KUTeg_024341	EVM0009158.1
OG0007785	Azeb	KUTeg_024166	mikado.HiC_scaffold_7.0G842.1
OG0007785	Sbro	KUTeg_024166	EVM0018109.1
OG0007786	Azeb	KUTeg_024847	mikado.HiC_scaffold_7.0G843.1
OG0007786	Sbro	KUTeg_024847	EVM0003733.1
OG0007788	Azeb	KUTeg_025038	mikado.HiC_scaffold_7.0G847.1
OG0007788	Sbro	KUTeg_025038	EVM0007903.2
OG0007789	Azeb	KUTeg_024055	mikado.HiC_scaffold_7.0G848.1
OG0007789	Sbro	KUTeg_024055	EVM0022984.1
OG0007790	Sbro	KUTeg_025036	EVM0017154.1
OG0007790	Azeb	KUTeg_025036	mikado.HiC_scaffold_7.0G850.1
OG0007791	Sbro	KUTeg_024668	EVM0017802.1
OG0007791	Azeb	KUTeg_024668	mikado.HiC_scaffold_7.0G862.1
OG0007793	Azeb	KUTeg_024665	mikado.HiC_scaffold_7.0G884.1
OG0007793	Sbro	KUTeg_024665	EVM0004202.1
OG0007795	Azeb	KUTeg_024370	mikado.HiC_scaffold_7.0G895.1, mikado.HiC_scaffold_7.0G892.1
OG0007796	Sbro	KUTeg_024498	EVM0008355.1
OG0007796	Azeb	KUTeg_024498	mikado.HiC_scaffold_7.0G920.2
OG0007797	Sbro	KUTeg_024336	EVM0008073.1
OG0007797	Azeb	KUTeg_024336	mikado.HiC_scaffold_7.0G923.1
OG0007798	Azeb	KUTeg_024335	mikado.HiC_scaffold_7.0G924.1
OG0007798	Sbro	KUTeg_024335	EVM0007285.1
OG0007799	Sbro	KUTeg_024337	EVM0017879.1
OG0007799	Azeb	KUTeg_024337	mikado.HiC_scaffold_7.0G925.1
OG0007800	Sbro	KUTeg_024333	EVM0017138.1
OG0007800	Azeb	KUTeg_024333	mikado.HiC_scaffold_7.0G926.1
OG0007801	Sbro	KUTeg_024332	EVM0012592.1
OG0007801	Azeb	KUTeg_024332	mikado.HiC_scaffold_7.0G928.1
OG0007802	Sbro	KUTeg_024162	EVM0007932.1
OG0007802	Azeb	KUTeg_024162	mikado.HiC_scaffold_7.0G930.1
OG0007803	Sbro	KUTeg_024744	EVM0013670.1
OG0007803	Azeb	KUTeg_024744	mikado.HiC_scaffold_7.0G931.1
OG0007804	Sbro	KUTeg_024154	EVM0002783.1
OG0007804	Azeb	KUTeg_024154	mikado.HiC_scaffold_7.0G934.1
OG0007805	Sbro	KUTeg_024152	EVM0022612.1
OG0007805	Azeb	KUTeg_024152	mikado.HiC_scaffold_7.0G938.1
OG0007806	Azeb	KUTeg_024153	mikado.HiC_scaffold_7.0G937.1
OG0007806	Sbro	KUTeg_024153	EVM0004347.1
OG0007807	Azeb	KUTeg_024889	mikado.HiC_scaffold_7.0G940.1
OG0007807	Sbro	KUTeg_024889	EVM0018541.1
OG0007808	Sbro	KUTeg_024895	EVM0015164.1
OG0007808	Azeb	KUTeg_024895	mikado.HiC_scaffold_7.0G945.1
OG0007809	Azeb	KUTeg_024522	mikado.HiC_scaffold_7.0G946.1
OG0007809	Sbro	KUTeg_024522	EVM0009406.1
OG0007810	Sbro	KUTeg_024521	EVM0011540.1
OG0007810	Azeb	KUTeg_024521	mikado.HiC_scaffold_7.0G947.1
OG0007811	Azeb	KUTeg_024520	mikado.HiC_scaffold_7.0G948.1
OG0007811	Sbro	KUTeg_024520	EVM0003804.1
OG0007812	Azeb	KUTeg_024519	mikado.HiC_scaffold_7.0G949.1
OG0007812	Sbro	KUTeg_024519	EVM0016625.1
OG0007813	Sbro	KUTeg_024517	EVM0012343.1
OG0007813	Azeb	KUTeg_024517	mikado.HiC_scaffold_7.0G951.1
OG0007814	Sbro	KUTeg_024515	EVM0001996.1
OG0007814	Azeb	KUTeg_024515	mikado.HiC_scaffold_7.0G952.1
OG0007815	Azeb	KUTeg_024514	mikado.HiC_scaffold_7.0G953.1
OG0007815	Sbro	KUTeg_024514	EVM0007897.1
OG0007816	Azeb	KUTeg_024513	mikado.HiC_scaffold_7.0G954.1
OG0007816	Sbro	KUTeg_024513	EVM0005823.1
OG0007817	Azeb	KUTeg_024032	mikado.HiC_scaffold_7.0G959.1
OG0007817	Sbro	KUTeg_024032	EVM0020118.1
OG0007818	Azeb	KUTeg_024034	mikado.HiC_scaffold_7.0G962.1
OG0007818	Sbro	KUTeg_024034	EVM0021009.1
OG0007819	Azeb	KUTeg_024028	mikado.HiC_scaffold_7.0G966.1
OG0007819	Sbro	KUTeg_024028	EVM0006140.1
OG0007820	Sbro	KUTeg_024030	EVM0018798.1
OG0007820	Azeb	KUTeg_024030	mikado.HiC_scaffold_7.0G967.1
OG0007821	Sbro	KUTeg_024026	EVM0017035.1
OG0007821	Azeb	KUTeg_024026	mikado.HiC_scaffold_7.0G968.1
OG0007823	Sbro	KUTeg_024169	EVM0012180.1
OG0007823	Azeb	KUTeg_024169	mikado.HiC_scaffold_7.0G973.1
OG0007824	Azeb	KUTeg_024912	mikado.HiC_scaffold_7.0G987.1
OG0007824	Sbro	KUTeg_024912	EVM0007255.1
OG0007825	Azeb	KUTeg_024793	mikado.HiC_scaffold_7.0G989.1
OG0007825	Sbro	KUTeg_024793	EVM0019152.1
OG0007826	Sbro	KUTeg_024796	EVM0012332.1
OG0007826	Azeb	KUTeg_024796	mikado.HiC_scaffold_7.0G988.1
OG0007827	Azeb	KUTeg_024403	mikado.HiC_scaffold_7.0G993.1
OG0007827	Sbro	KUTeg_024403	EVM0004984.1
OG0007828	Sbro	KUTeg_024402	EVM0009297.1
OG0007828	Azeb	KUTeg_024402	mikado.HiC_scaffold_7.0G996.1
OG0007829	Sbro	KUTeg_024411	EVM0005063.1
OG0007829	Azeb	KUTeg_024411	mikado.HiC_scaffold_7.0G998.1
OG0007830	Azeb	KUTeg_024555	mikado.HiC_scaffold_7.0G1006.1
OG0007830	Sbro	KUTeg_024555	EVM0021938.1
OG0007831	Sbro	KUTeg_024557	EVM0020426.1
OG0007831	Azeb	KUTeg_024557	mikado.HiC_scaffold_7.0G1005.1
OG0007833	Azeb	KUTeg_024559	mikado.HiC_scaffold_7.0G1017.1
OG0007833	Sbro	KUTeg_024559	EVM0001837.1
OG0007834	Sbro	KUTeg_024241	EVM0013775.1
OG0007834	Azeb	KUTeg_024241	mikado.HiC_scaffold_7.0G1025.1
OG0007836	Sbro	KUTeg_024242	EVM0013739.1
OG0007836	Azeb	KUTeg_024242	mikado.HiC_scaffold_7.0G1039.1
OG0007837	Sbro	KUTeg_024243	EVM0004368.1
OG0007837	Azeb	KUTeg_024243	mikado.HiC_scaffold_7.0G1040.1
OG0007838	Azeb	KUTeg_024108	mikado.HiC_scaffold_7.0G1043.1
OG0007838	Sbro	KUTeg_024108	EVM0021087.1
OG0007839	Azeb	KUTeg_024109	mikado.HiC_scaffold_7.0G1045.1
OG0007839	Sbro	KUTeg_024109	EVM0006175.1
OG0007840	Azeb	KUTeg_024107	mikado.HiC_scaffold_7.0G1046.1
OG0007840	Sbro	KUTeg_024107	EVM0017193.1
OG0007841	Azeb	KUTeg_024101	mikado.HiC_scaffold_7.0G1050.1
OG0007841	Sbro	KUTeg_024101	EVM0004051.1
OG0007842	Sbro	KUTeg_024778	EVM0006479.1
OG0007842	Azeb	KUTeg_024778	mikado.HiC_scaffold_7.0G1054.1
OG0007843	Sbro	KUTeg_024915	EVM0007934.1
OG0007843	Azeb	KUTeg_024915	mikado.HiC_scaffold_7.0G1055.1
OG0007844	Azeb	KUTeg_023955	mikado.HiC_scaffold_7.0G1068.1
OG0007844	Sbro	KUTeg_023955	EVM0008294.1
OG0007845	Sbro	KUTeg_024961	EVM0015365.1
OG0007845	Azeb	KUTeg_024961	mikado.HiC_scaffold_7.0G1070.1
OG0007846	Sbro	KUTeg_024865	EVM0017443.1
OG0007846	Azeb	KUTeg_024865	mikado.HiC_scaffold_7.0G1074.1
OG0007847	Azeb	KUTeg_024130	mikado.HiC_scaffold_7.0G1078.1
OG0007847	Sbro	KUTeg_024130	EVM0010674.1
OG0007848	Sbro	KUTeg_024998	EVM0010706.1
OG0007848	Azeb	KUTeg_024998	mikado.HiC_scaffold_7.0G1085.1
OG0007849	Sbro	KUTeg_024997	EVM0001453.1
OG0007849	Azeb	KUTeg_024997	mikado.HiC_scaffold_7.0G1086.1
OG0007850	Sbro	KUTeg_024126	EVM0009011.1
OG0007850	Azeb	KUTeg_024126	mikado.HiC_scaffold_7.0G1090.1
OG0007851	Sbro	KUTeg_024127	EVM0012199.1
OG0007851	Azeb	KUTeg_024127	mikado.HiC_scaffold_7.0G1091.1
OG0007852	Sbro	KUTeg_024394	EVM0007246.1
OG0007852	Azeb	KUTeg_024394	mikado.HiC_scaffold_7.0G1092.1
OG0007853	Azeb	KUTeg_024395	mikado.HiC_scaffold_7.0G1094.1, mikado.HiC_scaffold_7.0G1095.1
OG0007854	Azeb	KUTeg_025011	mikado.HiC_scaffold_7.0G1102.1
OG0007854	Sbro	KUTeg_025011	EVM0020139.1
OG0007855	Sbro	KUTeg_025012	EVM0016085.1
OG0007855	Azeb	KUTeg_025012	mikado.HiC_scaffold_7.0G1104.1
OG0007856	Sbro	KUTeg_025005	EVM0017392.1
OG0007856	Azeb	KUTeg_025005	mikado.HiC_scaffold_7.0G1105.1
OG0007857	Azeb	KUTeg_025006	mikado.HiC_scaffold_7.0G1106.1
OG0007857	Sbro	KUTeg_025006	EVM0011980.1
OG0007858	Azeb	KUTeg_025007	mikado.HiC_scaffold_7.0G1107.1
OG0007858	Sbro	KUTeg_025007	EVM0019934.1
OG0007859	Azeb	KUTeg_024374	mikado.HiC_scaffold_7.0G1109.1, mikado.HiC_scaffold_7.0G1108.1
OG0007860	Azeb	KUTeg_023954	mikado.HiC_scaffold_7.0G1115.1
OG0007860	Sbro	KUTeg_023954	EVM0003590.1
OG0007861	Sbro	KUTeg_023953	EVM0021746.1
OG0007861	Azeb	KUTeg_023953	mikado.HiC_scaffold_7.0G1116.1
OG0007863	Sbro	KUTeg_024377	EVM0020382.1
OG0007863	Azeb	KUTeg_024377	mikado.HiC_scaffold_7.0G1129.1
OG0007865	Sbro	KUTeg_024869	EVM0002732.1
OG0007865	Azeb	KUTeg_024869	mikado.HiC_scaffold_7.0G1139.1
OG0007866	Sbro	KUTeg_024286	EVM0007327.1
OG0007866	Azeb	KUTeg_024286	mikado.HiC_scaffold_7.0G1141.1
OG0007867	Sbro	KUTeg_024461	EVM0002245.1
OG0007867	Azeb	KUTeg_024461	mikado.HiC_scaffold_7.0G1143.1
OG0007868	Azeb	KUTeg_024232	mikado.HiC_scaffold_7.0G1157.1
OG0007868	Sbro	KUTeg_024232	EVM0010562.1
OG0007869	Azeb	KUTeg_024231	mikado.HiC_scaffold_7.0G1158.1
OG0007869	Sbro	KUTeg_024231	EVM0018656.1
OG0007870	Sbro	KUTeg_024230	EVM0021999.1
OG0007870	Azeb	KUTeg_024230	mikado.HiC_scaffold_7.0G1159.1
OG0007871	Sbro	KUTeg_024229	EVM0012280.1
OG0007871	Azeb	KUTeg_024229	mikado.HiC_scaffold_7.0G1160.1
OG0007872	Sbro	KUTeg_024112	EVM0022483.1
OG0007872	Azeb	KUTeg_024112	mikado.HiC_scaffold_7.0G1163.1
OG0007873	Sbro	KUTeg_024599	EVM0014065.1
OG0007873	Azeb	KUTeg_024599	mikado.HiC_scaffold_7.0G1164.1
OG0007874	Sbro	KUTeg_024315	EVM0017816.1
OG0007874	Azeb	KUTeg_024315	mikado.HiC_scaffold_7.0G1169.1
OG0007875	Sbro	KUTeg_024316	EVM0015469.1
OG0007875	Azeb	KUTeg_024316	mikado.HiC_scaffold_7.0G1170.1
OG0007876	Azeb	KUTeg_024406	mikado.HiC_scaffold_7.0G1175.1
OG0007876	Sbro	KUTeg_024406	EVM0019879.1
OG0007877	Sbro	KUTeg_024404	EVM0008916.1
OG0007877	Azeb	KUTeg_024404	mikado.HiC_scaffold_7.0G1176.1
OG0007878	Sbro	KUTeg_024484	EVM0014523.1
OG0007878	Azeb	KUTeg_024484	mikado.HiC_scaffold_7.0G1186.1
OG0007879	Azeb	KUTeg_024480	mikado.HiC_scaffold_7.0G1190.1
OG0007879	Sbro	KUTeg_024480	EVM0007863.1
OG0007880	Sbro	KUTeg_024479	EVM0018242.1
OG0007880	Azeb	KUTeg_024479	mikado.HiC_scaffold_7.0G1191.1
OG0007882	Azeb	KUTeg_024254	mikado.HiC_scaffold_7.0G1196.1
OG0007882	Sbro	KUTeg_024254	EVM0022380.1
OG0007883	Azeb	KUTeg_024773	mikado.HiC_scaffold_7.0G1199.1, mikado.HiC_scaffold_7.0G1198.1
OG0007884	Azeb	KUTeg_024380	mikado.HiC_scaffold_7.0G1321.1, mikado.HiC_scaffold_7.0G1202.1
OG0007886	Azeb	KUTeg_024740	mikado.HiC_scaffold_7.0G1211.1
OG0007886	Sbro	KUTeg_024740	EVM0019034.1
OG0007887	Azeb	KUTeg_024428	mikado.HiC_scaffold_7.0G1214.1
OG0007887	Sbro	KUTeg_024428	EVM0000184.1
OG0007888	Azeb	KUTeg_024776	mikado.HiC_scaffold_7.0G1223.1, mikado.HiC_scaffold_7.0G1223.2
OG0007889	Azeb	KUTeg_012207	mikado.HiC_scaffold_15.0G1718.1, mikado.HiC_scaffold_7.0G1225.1
OG0007890	Azeb	KUTeg_024430	mikado.HiC_scaffold_7.0G1228.1
OG0007890	Sbro	KUTeg_024430	EVM0018038.1
OG0007891	Sbro	KUTeg_025000	EVM0022249.1
OG0007891	Azeb	KUTeg_025000	mikado.HiC_scaffold_7.0G1232.1
OG0007892	Azeb	KUTeg_024952	mikado.HiC_scaffold_7.0G1234.1
OG0007892	Sbro	KUTeg_024952	EVM0019236.1
OG0007893	Azeb	KUTeg_024948	mikado.HiC_scaffold_7.0G1238.1
OG0007893	Sbro	KUTeg_024948	EVM0000715.1
OG0007894	Azeb	KUTeg_024240	mikado.HiC_scaffold_7.0G1254.1
OG0007894	Sbro	KUTeg_024240	EVM0002313.2
OG0007896	Sbro	KUTeg_024691	EVM0014793.1
OG0007896	Azeb	KUTeg_024691	mikado.HiC_scaffold_7.0G1270.1
OG0007897	Azeb	KUTeg_024690	mikado.HiC_scaffold_7.0G1271.1
