Orthogroup	Species	Sbro	Orthologs
OG0006906	Tgra	EVM0023609.1	KUTeg_000849
OG0006907	Azeb	EVM0015114.1	mikado.HiC_scaffold_3.0G883.1
OG0006907	Tgra	EVM0015114.1	KUTeg_000848
OG0006908	Tgra	EVM0005208.1	KUTeg_000714
OG0006908	Azeb	EVM0005208.1	mikado.HiC_scaffold_3.0G895.1
OG0006909	Azeb	EVM0016075.1	mikado.HiC_scaffold_3.0G897.1
OG0006909	Tgra	EVM0016075.1	KUTeg_000257
OG0006910	Azeb	EVM0007528.2	mikado.HiC_scaffold_3.0G898.1
OG0006910	Tgra	EVM0007528.2	KUTeg_000264
OG0006912	Azeb	EVM0001417.1	mikado.HiC_scaffold_3.0G902.1
OG0006912	Tgra	EVM0001417.1	KUTeg_000258
OG0006913	Azeb	EVM0017674.1	mikado.HiC_scaffold_3.0G909.1
OG0006913	Tgra	EVM0017674.1	KUTeg_000273
OG0006914	Tgra	EVM0009519.1	KUTeg_000287
OG0006914	Azeb	EVM0009519.1	mikado.HiC_scaffold_3.0G911.1
OG0006915	Tgra	EVM0012628.1	KUTeg_000293
OG0006915	Azeb	EVM0012628.1	mikado.HiC_scaffold_3.0G916.1
OG0006916	Azeb	EVM0019880.1	mikado.HiC_scaffold_3.0G922.1
OG0006916	Tgra	EVM0019880.1	KUTeg_000269
OG0006917	Tgra	EVM0019598.1	KUTeg_000272
OG0006917	Azeb	EVM0019598.1	mikado.HiC_scaffold_3.0G923.1
OG0006918	Tgra	EVM0003266.1	KUTeg_000122
OG0006918	Azeb	EVM0003266.1	mikado.HiC_scaffold_3.0G934.1
OG0006919	Tgra	EVM0001214.1	KUTeg_000123
OG0006919	Azeb	EVM0001214.1	mikado.HiC_scaffold_3.0G936.1
OG0006920	Tgra	EVM0001080.1	KUTeg_000121
OG0006920	Azeb	EVM0001080.1	mikado.HiC_scaffold_3.0G935.1
OG0006923	Azeb	EVM0006485.1	mikado.HiC_scaffold_3.0G965.1
OG0006923	Tgra	EVM0006485.1	KUTeg_000687
OG0006924	Tgra	EVM0016104.1	KUTeg_000775
OG0006924	Azeb	EVM0016104.1	mikado.HiC_scaffold_3.0G968.1
OG0006925	Azeb	EVM0012529.1	mikado.HiC_scaffold_3.0G969.1
OG0006925	Tgra	EVM0012529.1	KUTeg_000399
OG0006926	Azeb	EVM0001379.1	mikado.HiC_scaffold_3.0G973.1
OG0006926	Tgra	EVM0001379.1	KUTeg_000468
OG0006927	Azeb	EVM0003852.1	mikado.HiC_scaffold_3.0G975.1
OG0006927	Tgra	EVM0003852.1	KUTeg_000135
OG0006928	Tgra	EVM0017491.2	KUTeg_000467
OG0006928	Azeb	EVM0017491.2	mikado.HiC_scaffold_3.0G977.1
OG0006929	Azeb	EVM0000621.1	mikado.HiC_scaffold_3.0G978.1
OG0006929	Tgra	EVM0000621.1	KUTeg_000734
OG0006931	Tgra	EVM0006060.1	KUTeg_000535
OG0006931	Azeb	EVM0006060.1	mikado.HiC_scaffold_3.0G996.1
OG0006932	Azeb	EVM0019595.1	mikado.HiC_scaffold_3.0G999.1
OG0006932	Tgra	EVM0019595.1	KUTeg_000477
OG0006933	Tgra	EVM0000711.1	KUTeg_000412
OG0006933	Azeb	EVM0000711.1	mikado.HiC_scaffold_3.0G1009.1
OG0006934	Azeb	EVM0002005.1	mikado.HiC_scaffold_3.0G1012.1
OG0006934	Tgra	EVM0002005.1	KUTeg_000413
OG0006935	Azeb	EVM0002382.1	mikado.HiC_scaffold_3.0G1021.1
OG0006935	Tgra	EVM0002382.1	KUTeg_000665
OG0006936	Azeb	EVM0007562.1	mikado.HiC_scaffold_3.0G1022.1
OG0006936	Tgra	EVM0007562.1	KUTeg_000664
OG0006937	Tgra	EVM0015065.1	KUTeg_007624
OG0006937	Azeb	EVM0015065.1	mikado.HiC_scaffold_3.0G1024.1
OG0006938	Azeb	EVM0004481.1	mikado.HiC_scaffold_3.0G1026.1
OG0006938	Tgra	EVM0004481.1	KUTeg_000539
OG0006939	Tgra	EVM0015110.1	KUTeg_000230
OG0006939	Azeb	EVM0015110.1	mikado.HiC_scaffold_3.0G1030.1
OG0006940	Tgra	EVM0011906.1	KUTeg_000430
OG0006940	Azeb	EVM0011906.1	mikado.HiC_scaffold_3.0G1046.1
OG0006941	Tgra	EVM0006075.1	KUTeg_000482
OG0006941	Azeb	EVM0006075.1	mikado.HiC_scaffold_3.0G1052.1
OG0006942	Tgra	EVM0022503.1	KUTeg_000479
OG0006942	Azeb	EVM0022503.1	mikado.HiC_scaffold_3.0G1053.1
OG0006944	Tgra	EVM0015592.1	KUTeg_000480
OG0006944	Azeb	EVM0015592.1	mikado.HiC_scaffold_3.0G1057.1
OG0006945	Azeb	EVM0004342.1	mikado.HiC_scaffold_3.0G1058.1
OG0006945	Tgra	EVM0004342.1	KUTeg_000106
OG0006946	Tgra	EVM0002066.1	KUTeg_016418
OG0006946	Azeb	EVM0002066.1	mikado.HiC_scaffold_4.0G1.1
OG0006947	Tgra	EVM0006285.1	KUTeg_015030
OG0006947	Azeb	EVM0006285.1	mikado.HiC_scaffold_4.0G2.1
OG0006948	Azeb	EVM0013161.1	mikado.HiC_scaffold_4.0G11.1
OG0006948	Tgra	EVM0013161.1	KUTeg_015375
OG0006949	Azeb	EVM0005795.1	mikado.HiC_scaffold_4.0G13.1
OG0006949	Tgra	EVM0005795.1	KUTeg_015048
OG0006950	Azeb	EVM0005569.1	mikado.HiC_scaffold_4.0G17.1
OG0006950	Tgra	EVM0005569.1	KUTeg_015556
OG0006951	Tgra	EVM0015228.1	KUTeg_015642
OG0006951	Azeb	EVM0015228.1	mikado.HiC_scaffold_4.0G18.1
OG0006952	Tgra	EVM0007322.1	KUTeg_015647
OG0006952	Azeb	EVM0007322.1	mikado.HiC_scaffold_4.0G19.1
OG0006953	Azeb	EVM0012544.1	mikado.HiC_scaffold_4.0G20.1
OG0006953	Tgra	EVM0012544.1	KUTeg_015648
OG0006955	Azeb	EVM0016366.1	mikado.HiC_scaffold_4.0G31.1
OG0006955	Tgra	EVM0016366.1	KUTeg_022156
OG0006956	Tgra	EVM0009427.1	KUTeg_015095
OG0006956	Azeb	EVM0009427.1	mikado.HiC_scaffold_4.0G34.1
OG0006957	Tgra	EVM0004837.1	KUTeg_002725
OG0006957	Azeb	EVM0004837.1	mikado.HiC_scaffold_4.0G36.1
OG0006958	Azeb	EVM0004450.1	mikado.HiC_scaffold_4.0G38.1
OG0006958	Tgra	EVM0004450.1	KUTeg_015236
OG0006959	Tgra	EVM0007925.1	KUTeg_004676
OG0006959	Azeb	EVM0007925.1	mikado.HiC_scaffold_4.0G40.1
OG0006960	Azeb	EVM0017318.1	mikado.HiC_scaffold_4.0G41.1
OG0006960	Tgra	EVM0017318.1	KUTeg_011483
OG0006961	Azeb	EVM0022123.1	mikado.HiC_scaffold_4.0G53.1
OG0006961	Tgra	EVM0022123.1	KUTeg_015355
OG0006962	Azeb	EVM0010941.1	mikado.HiC_scaffold_4.0G54.1
OG0006962	Tgra	EVM0010941.1	KUTeg_015129
OG0006963	Azeb	EVM0009276.2	mikado.HiC_scaffold_4.0G58.1
OG0006963	Tgra	EVM0009276.2	KUTeg_015128
OG0006964	Tgra	EVM0008052.1	KUTeg_015654
OG0006964	Azeb	EVM0008052.1	mikado.HiC_scaffold_4.0G63.1
OG0006965	Azeb	EVM0001814.1	mikado.HiC_scaffold_4.0G66.1
OG0006965	Tgra	EVM0001814.1	KUTeg_015260
OG0006966	Tgra	EVM0017106.1	KUTeg_014951
OG0006966	Azeb	EVM0017106.1	mikado.HiC_scaffold_4.0G68.1
OG0006967	Tgra	EVM0014511.1	KUTeg_022324
OG0006967	Azeb	EVM0014511.1	mikado.HiC_scaffold_4.0G74.1
OG0006969	Azeb	EVM0006079.1, EVM0005796.1	mikado.HiC_scaffold_4.0G130.1
OG0006970	Tgra	EVM0010436.1	KUTeg_009157
OG0006970	Azeb	EVM0010436.1	mikado.HiC_scaffold_4.0G149.1
OG0006971	Azeb	EVM0006209.1	mikado.HiC_scaffold_4.0G169.1
OG0006971	Tgra	EVM0006209.1	KUTeg_015395
OG0006972	Azeb	EVM0016823.1	mikado.HiC_scaffold_4.0G170.1
OG0006972	Tgra	EVM0016823.1	KUTeg_015398
OG0006973	Tgra	EVM0003933.1	KUTeg_015473
OG0006973	Azeb	EVM0003933.1	mikado.HiC_scaffold_4.0G171.1
OG0006974	Azeb	EVM0009303.1	mikado.HiC_scaffold_4.0G186.1
OG0006974	Tgra	EVM0009303.1	KUTeg_014905
OG0006975	Azeb	EVM0008028.1	mikado.HiC_scaffold_4.0G188.1
OG0006975	Tgra	EVM0008028.1	KUTeg_014908
OG0006976	Azeb	EVM0008492.1	mikado.HiC_scaffold_4.0G210.1
OG0006976	Tgra	EVM0008492.1	KUTeg_015430
OG0006977	Azeb	EVM0021179.1	mikado.HiC_scaffold_4.0G225.1
OG0006977	Tgra	EVM0021179.1	KUTeg_015366
OG0006978	Azeb	EVM0015599.1	mikado.HiC_scaffold_4.0G226.1
OG0006978	Tgra	EVM0015599.1	KUTeg_015299
OG0006979	Tgra	EVM0021697.1	KUTeg_015665
OG0006979	Azeb	EVM0021697.1	mikado.HiC_scaffold_4.0G234.1
OG0006980	Tgra	EVM0014376.1	KUTeg_015104
OG0006980	Azeb	EVM0014376.1	mikado.HiC_scaffold_4.0G235.1
OG0006981	Azeb	EVM0005522.1	mikado.HiC_scaffold_4.0G236.1
OG0006981	Tgra	EVM0005522.1	KUTeg_014973
OG0006982	Azeb	EVM0012144.1	mikado.HiC_scaffold_4.0G238.1
OG0006982	Tgra	EVM0012144.1	KUTeg_017540
OG0006983	Azeb	EVM0022616.1, EVM0011763.1	mikado.HiC_scaffold_4.0G239.1
OG0006984	Tgra	EVM0009891.1	KUTeg_015555
OG0006984	Azeb	EVM0009891.1	mikado.HiC_scaffold_4.0G241.1
OG0006985	Tgra	EVM0004238.1	KUTeg_015040
OG0006985	Azeb	EVM0004238.1	mikado.HiC_scaffold_4.0G243.1
OG0006986	Azeb	EVM0017040.1	mikado.HiC_scaffold_4.0G244.1
OG0006986	Tgra	EVM0017040.1	KUTeg_015039
OG0006987	Tgra	EVM0018650.1	KUTeg_015643
OG0006987	Azeb	EVM0018650.1	mikado.HiC_scaffold_4.0G272.1
OG0006988	Azeb	EVM0004688.1	mikado.HiC_scaffold_4.0G275.1
OG0006988	Tgra	EVM0004688.1	KUTeg_015644
OG0006989	Tgra	EVM0017085.1	KUTeg_015586
OG0006989	Azeb	EVM0017085.1	mikado.HiC_scaffold_4.0G274.2
OG0006990	Tgra	EVM0022134.1	KUTeg_015588
OG0006990	Azeb	EVM0022134.1	mikado.HiC_scaffold_4.0G276.1
OG0006991	Azeb	EVM0022449.1	mikado.HiC_scaffold_4.0G277.1
OG0006991	Tgra	EVM0022449.1	KUTeg_015594
OG0006992	Azeb	EVM0007260.1	mikado.HiC_scaffold_4.0G278.1
OG0006992	Tgra	EVM0007260.1	KUTeg_015595
OG0006993	Azeb	EVM0019582.1	mikado.HiC_scaffold_4.0G279.1
OG0006993	Tgra	EVM0019582.1	KUTeg_015407
OG0006994	Tgra	EVM0013864.1	KUTeg_014997
OG0006994	Azeb	EVM0013864.1	mikado.HiC_scaffold_4.0G282.1
OG0006995	Tgra	EVM0012273.1	KUTeg_014996
OG0006995	Azeb	EVM0012273.1	mikado.HiC_scaffold_4.0G284.1
OG0006996	Azeb	EVM0009471.1	mikado.HiC_scaffold_4.0G283.1
OG0006996	Tgra	EVM0009471.1	KUTeg_015563
OG0006997	Tgra	EVM0010278.1	KUTeg_015564
OG0006997	Azeb	EVM0010278.1	mikado.HiC_scaffold_4.0G285.1
OG0006998	Azeb	EVM0023731.1	mikado.HiC_scaffold_4.0G288.1
OG0006998	Tgra	EVM0023731.1	KUTeg_015263
OG0006999	Azeb	EVM0015295.1	mikado.HiC_scaffold_4.0G289.1
OG0006999	Tgra	EVM0015295.1	KUTeg_015614
OG0007000	Azeb	EVM0006901.1	mikado.HiC_scaffold_4.0G291.1
OG0007000	Tgra	EVM0006901.1	KUTeg_014830
OG0007001	Tgra	EVM0002985.1	KUTeg_000992
OG0007001	Azeb	EVM0002985.1	mikado.HiC_scaffold_4.0G292.1
OG0007002	Tgra	EVM0021547.1	KUTeg_000993
OG0007002	Azeb	EVM0021547.1	mikado.HiC_scaffold_4.0G293.1
OG0007003	Azeb	EVM0006551.1	mikado.HiC_scaffold_4.0G298.1
OG0007003	Tgra	EVM0006551.1	KUTeg_015138
OG0007004	Tgra	EVM0002791.2	KUTeg_015146
OG0007004	Azeb	EVM0002791.2	mikado.HiC_scaffold_4.0G299.1
OG0007005	Tgra	EVM0007108.1	KUTeg_015255
OG0007005	Azeb	EVM0007108.1	mikado.HiC_scaffold_4.0G315.1
OG0007006	Tgra	EVM0015199.1	KUTeg_007409
OG0007006	Azeb	EVM0015199.1	mikado.HiC_scaffold_4.0G317.1
OG0007007	Azeb	EVM0000759.1	mikado.HiC_scaffold_4.0G319.1
OG0007007	Tgra	EVM0000759.1	KUTeg_015436
OG0007008	Azeb	EVM0013595.1	mikado.HiC_scaffold_4.0G332.1
OG0007008	Tgra	EVM0013595.1	KUTeg_015405
OG0007009	Tgra	EVM0006047.1	KUTeg_015404
OG0007009	Azeb	EVM0006047.1	mikado.HiC_scaffold_4.0G333.1
OG0007010	Azeb	EVM0000637.1	mikado.HiC_scaffold_4.0G334.1
OG0007010	Tgra	EVM0000637.1	KUTeg_015352
OG0007011	Tgra	EVM0014240.1	KUTeg_014947
OG0007011	Azeb	EVM0014240.1	mikado.HiC_scaffold_4.0G344.1
OG0007012	Azeb	EVM0013512.1	mikado.HiC_scaffold_4.0G346.1
OG0007012	Tgra	EVM0013512.1	KUTeg_015327
OG0007013	Azeb	EVM0006462.1	mikado.HiC_scaffold_4.0G354.1, mikado.HiC_scaffold_4.0G353.1
OG0007014	Tgra	EVM0002759.1	KUTeg_015249
OG0007014	Azeb	EVM0002759.1	mikado.HiC_scaffold_4.0G355.1
OG0007016	Tgra	EVM0022137.1	KUTeg_019985
OG0007016	Azeb	EVM0022137.1	mikado.HiC_scaffold_4.0G372.1
OG0007017	Azeb	EVM0016740.1	mikado.HiC_scaffold_4.0G381.1
OG0007017	Tgra	EVM0016740.1	KUTeg_014942
OG0007018	Azeb	EVM0015225.1	mikado.HiC_scaffold_4.0G382.1
OG0007018	Tgra	EVM0015225.1	KUTeg_015002
OG0007019	Azeb	EVM0001139.1	mikado.HiC_scaffold_4.0G383.1, mikado.HiC_scaffold_4.0G884.1
OG0007020	Tgra	EVM0009527.1	KUTeg_015376
OG0007020	Azeb	EVM0009527.1	mikado.HiC_scaffold_4.0G391.1
OG0007021	Azeb	EVM0019946.1	mikado.HiC_scaffold_4.0G392.1
OG0007021	Tgra	EVM0019946.1	KUTeg_015224
OG0007022	Tgra	EVM0023869.1	KUTeg_015231
OG0007022	Azeb	EVM0023869.1	mikado.HiC_scaffold_4.0G396.1
OG0007023	Azeb	EVM0010101.1	mikado.HiC_scaffold_4.0G398.1
OG0007023	Tgra	EVM0010101.1	KUTeg_014891
OG0007024	Tgra	EVM0006824.1	KUTeg_014893
OG0007024	Azeb	EVM0006824.1	mikado.HiC_scaffold_4.0G399.1
OG0007025	Azeb	EVM0022797.1	mikado.HiC_scaffold_4.0G400.1
OG0007025	Tgra	EVM0022797.1	KUTeg_014892
OG0007026	Azeb	EVM0017694.1	mikado.HiC_scaffold_4.0G403.1
OG0007026	Tgra	EVM0017694.1	KUTeg_015541
OG0007027	Azeb	EVM0004746.1	mikado.HiC_scaffold_4.0G404.1
OG0007027	Tgra	EVM0004746.1	KUTeg_014886
OG0007028	Azeb	EVM0017213.1	mikado.HiC_scaffold_4.0G405.1
OG0007028	Tgra	EVM0017213.1	KUTeg_015363
OG0007029	Azeb	EVM0004517.1	mikado.HiC_scaffold_4.0G407.1
OG0007029	Tgra	EVM0004517.1	KUTeg_015051
OG0007030	Tgra	EVM0003141.1	KUTeg_015055
OG0007030	Azeb	EVM0003141.1	mikado.HiC_scaffold_4.0G411.1
OG0007031	Tgra	EVM0006948.1	KUTeg_015111
OG0007031	Azeb	EVM0006948.1	mikado.HiC_scaffold_4.0G416.1
OG0007033	Azeb	EVM0014083.1	mikado.HiC_scaffold_4.0G424.1
OG0007033	Tgra	EVM0014083.1	KUTeg_015625
OG0007034	Azeb	EVM0011817.1	mikado.HiC_scaffold_4.0G428.1
OG0007034	Tgra	EVM0011817.1	KUTeg_014948
OG0007035	Tgra	EVM0006476.1	KUTeg_014927
OG0007035	Azeb	EVM0006476.1	mikado.HiC_scaffold_4.0G437.1
OG0007036	Azeb	EVM0014698.1	mikado.HiC_scaffold_4.0G438.1
OG0007036	Tgra	EVM0014698.1	KUTeg_015139
OG0007037	Tgra	EVM0005239.1	KUTeg_015156
OG0007037	Azeb	EVM0005239.1	mikado.HiC_scaffold_4.0G443.1
OG0007039	Tgra	EVM0021699.1	KUTeg_015546
OG0007039	Azeb	EVM0021699.1	mikado.HiC_scaffold_4.0G456.1
OG0007040	Tgra	EVM0011561.1	KUTeg_015544
OG0007040	Azeb	EVM0011561.1	mikado.HiC_scaffold_4.0G457.1
OG0007041	Tgra	EVM0014409.1	KUTeg_015061
OG0007041	Azeb	EVM0014409.1	mikado.HiC_scaffold_4.0G458.1
OG0007042	Azeb	EVM0007648.1	mikado.HiC_scaffold_4.0G465.1
OG0007042	Tgra	EVM0007648.1	KUTeg_015578
OG0007043	Tgra	EVM0017596.1	KUTeg_015307
OG0007043	Azeb	EVM0017596.1	mikado.HiC_scaffold_4.0G468.1
OG0007044	Azeb	EVM0005244.1	mikado.HiC_scaffold_4.0G469.1
OG0007044	Tgra	EVM0005244.1	KUTeg_015306
OG0007045	Tgra	EVM0019298.1	KUTeg_015303
OG0007045	Azeb	EVM0019298.1	mikado.HiC_scaffold_4.0G472.1
OG0007046	Azeb	EVM0002021.1	mikado.HiC_scaffold_4.0G475.1
OG0007046	Tgra	EVM0002021.1	KUTeg_015597
OG0007047	Tgra	EVM0003568.1	KUTeg_015600
OG0007047	Azeb	EVM0003568.1	mikado.HiC_scaffold_4.0G476.1
OG0007048	Azeb	EVM0021126.1	mikado.HiC_scaffold_4.0G478.1
OG0007048	Tgra	EVM0021126.1	KUTeg_015601
OG0007049	Tgra	EVM0014825.1	KUTeg_015598
OG0007049	Azeb	EVM0014825.1	mikado.HiC_scaffold_4.0G479.1
OG0007050	Azeb	EVM0012333.1	mikado.HiC_scaffold_4.0G482.1
OG0007050	Tgra	EVM0012333.1	KUTeg_015605
OG0007051	Azeb	EVM0006965.1	mikado.HiC_scaffold_4.0G491.1
OG0007051	Tgra	EVM0006965.1	KUTeg_014998
OG0007052	Tgra	EVM0019543.1	KUTeg_015618
OG0007052	Azeb	EVM0019543.1	mikado.HiC_scaffold_4.0G496.1
OG0007053	Azeb	EVM0011798.1	mikado.HiC_scaffold_4.0G500.1, mikado.HiC_scaffold_4.0G497.1
OG0007054	Tgra	EVM0004924.1	KUTeg_015621
OG0007054	Azeb	EVM0004924.1	mikado.HiC_scaffold_4.0G498.1
OG0007055	Azeb	EVM0013132.1	mikado.HiC_scaffold_4.0G507.1
OG0007055	Tgra	EVM0013132.1	KUTeg_016882
OG0007056	Tgra	EVM0013823.1	KUTeg_018748
OG0007056	Azeb	EVM0013823.1	mikado.HiC_scaffold_4.0G511.1
OG0007057	Azeb	EVM0000835.1	mikado.HiC_scaffold_4.0G512.1
OG0007057	Tgra	EVM0000835.1	KUTeg_014940
OG0007058	Azeb	EVM0018189.1	mikado.HiC_scaffold_4.0G520.1
OG0007058	Tgra	EVM0018189.1	KUTeg_015106
OG0007059	Azeb	EVM0011898.1	mikado.HiC_scaffold_4.0G521.1
OG0007059	Tgra	EVM0011898.1	KUTeg_003112
OG0007060	Azeb	EVM0014766.1	mikado.HiC_scaffold_4.0G522.1
OG0007060	Tgra	EVM0014766.1	KUTeg_015179
OG0007061	Tgra	EVM0018387.1	KUTeg_015180
OG0007061	Azeb	EVM0018387.1	mikado.HiC_scaffold_4.0G523.1
OG0007063	Tgra	EVM0005718.1	KUTeg_015181
OG0007063	Azeb	EVM0005718.1	mikado.HiC_scaffold_4.0G530.1
OG0007064	Tgra	EVM0001552.1	KUTeg_015497
OG0007064	Azeb	EVM0001552.1	mikado.HiC_scaffold_4.0G533.1
OG0007066	Azeb	EVM0003952.1	mikado.HiC_scaffold_4.0G537.1
OG0007066	Tgra	EVM0003952.1	KUTeg_015494
OG0007067	Tgra	EVM0016909.1	KUTeg_015250
OG0007067	Azeb	EVM0016909.1	mikado.HiC_scaffold_4.0G551.1
OG0007068	Azeb	EVM0019920.1	mikado.HiC_scaffold_4.0G553.1
OG0007068	Tgra	EVM0019920.1	KUTeg_014921
OG0007069	Tgra	EVM0007259.1	KUTeg_015253
OG0007069	Azeb	EVM0007259.1	mikado.HiC_scaffold_4.0G555.1
OG0007070	Azeb	EVM0005524.1	mikado.HiC_scaffold_4.0G570.1
OG0007070	Tgra	EVM0005524.1	KUTeg_014904
OG0007071	Azeb	EVM0019525.1	mikado.HiC_scaffold_4.0G571.1
OG0007071	Tgra	EVM0019525.1	KUTeg_014903
OG0007072	Tgra	EVM0001398.1	KUTeg_015011
OG0007072	Azeb	EVM0001398.1	mikado.HiC_scaffold_4.0G572.1
OG0007074	Azeb	EVM0006524.1	mikado.HiC_scaffold_4.0G577.1
OG0007074	Tgra	EVM0006524.1	KUTeg_015090
OG0007075	Tgra	EVM0008141.1	KUTeg_015093
OG0007075	Azeb	EVM0008141.1	mikado.HiC_scaffold_4.0G576.1
OG0007076	Tgra	EVM0010610.1	KUTeg_014929
OG0007076	Azeb	EVM0010610.1	mikado.HiC_scaffold_4.0G582.1
OG0007080	Azeb	EVM0020821.1	mikado.HiC_scaffold_4.0G618.1
OG0007080	Tgra	EVM0020821.1	KUTeg_002791
OG0007081	Tgra	EVM0021256.1	KUTeg_002827
OG0007081	Azeb	EVM0021256.1	mikado.HiC_scaffold_4.0G620.1
OG0007082	Azeb	EVM0009522.1	mikado.HiC_scaffold_4.0G621.1
OG0007082	Tgra	EVM0009522.1	KUTeg_002824
OG0007083	Tgra	EVM0001702.1	KUTeg_014649
OG0007083	Azeb	EVM0001702.1	mikado.HiC_scaffold_4.0G624.1
OG0007084	Azeb	EVM0010879.1	mikado.HiC_scaffold_4.0G628.1
OG0007084	Tgra	EVM0010879.1	KUTeg_015067
OG0007085	Tgra	EVM0019680.1	KUTeg_011366
OG0007085	Azeb	EVM0019680.1	mikado.HiC_scaffold_4.0G633.1
OG0007086	Azeb	EVM0013549.1	mikado.HiC_scaffold_4.0G634.1
OG0007086	Tgra	EVM0013549.1	KUTeg_015553
OG0007087	Azeb	EVM0021027.1, EVM0021073.1	mikado.HiC_scaffold_4.0G642.1
OG0007088	Tgra	EVM0010645.1	KUTeg_015329
OG0007088	Azeb	EVM0010645.1	mikado.HiC_scaffold_4.0G644.1
OG0007090	Tgra	EVM0013603.1	KUTeg_015431
OG0007090	Azeb	EVM0013603.1	mikado.HiC_scaffold_4.0G665.1
OG0007091	Azeb	EVM0019959.1	mikado.HiC_scaffold_4.0G668.1
OG0007091	Tgra	EVM0019959.1	KUTeg_015201
OG0007092	Tgra	EVM0001649.1	KUTeg_015200
OG0007092	Azeb	EVM0001649.1	mikado.HiC_scaffold_4.0G669.1
OG0007093	Tgra	EVM0001082.1	KUTeg_015465
OG0007093	Azeb	EVM0001082.1	mikado.HiC_scaffold_4.0G672.1
OG0007094	Azeb	EVM0018076.1	mikado.HiC_scaffold_4.0G673.1
OG0007094	Tgra	EVM0018076.1	KUTeg_015177
OG0007095	Tgra	EVM0022362.1	KUTeg_015176
OG0007095	Azeb	EVM0022362.1	mikado.HiC_scaffold_4.0G674.1
OG0007096	Azeb	EVM0016133.1	mikado.HiC_scaffold_4.0G677.1
OG0007096	Tgra	EVM0016133.1	KUTeg_015173
OG0007097	Azeb	EVM0016387.1, EVM0000221.1	mikado.HiC_scaffold_4.0G678.1
OG0007098	Azeb	EVM0004890.1	mikado.HiC_scaffold_4.0G679.1
OG0007098	Tgra	EVM0004890.1	KUTeg_015172
OG0007099	Azeb	EVM0006238.1	mikado.HiC_scaffold_4.0G680.1
OG0007099	Tgra	EVM0006238.1	KUTeg_015171
OG0007100	Azeb	EVM0010367.1	mikado.HiC_scaffold_4.0G682.1
OG0007100	Tgra	EVM0010367.1	KUTeg_015169
OG0007101	Azeb	EVM0014250.1	mikado.HiC_scaffold_4.0G684.1
OG0007101	Tgra	EVM0014250.1	KUTeg_014898
OG0007102	Azeb	EVM0021212.1	mikado.HiC_scaffold_4.0G685.1
OG0007102	Tgra	EVM0021212.1	KUTeg_014899
OG0007103	Tgra	EVM0002247.1	KUTeg_014900
OG0007103	Azeb	EVM0002247.1	mikado.HiC_scaffold_4.0G686.1
OG0007104	Tgra	EVM0007859.1	KUTeg_015008
OG0007104	Azeb	EVM0007859.1	mikado.HiC_scaffold_4.0G687.1
OG0007105	Tgra	EVM0000060.1	KUTeg_015009
OG0007105	Azeb	EVM0000060.1	mikado.HiC_scaffold_4.0G688.1
OG0007106	Azeb	EVM0009824.1	mikado.HiC_scaffold_4.0G689.1
OG0007106	Tgra	EVM0009824.1	KUTeg_015373
OG0007107	Azeb	EVM0011004.1	mikado.HiC_scaffold_4.0G698.1
OG0007107	Tgra	EVM0011004.1	KUTeg_015070
OG0007108	Tgra	EVM0012214.1	KUTeg_014960
OG0007108	Azeb	EVM0012214.1	mikado.HiC_scaffold_4.0G701.1
OG0007109	Azeb	EVM0002326.1	mikado.HiC_scaffold_4.0G704.1
OG0007109	Tgra	EVM0002326.1	KUTeg_015246
OG0007110	Azeb	EVM0013953.1	mikado.HiC_scaffold_4.0G707.1
OG0007110	Tgra	EVM0013953.1	KUTeg_015244
OG0007111	Tgra	EVM0000686.1	KUTeg_015241
OG0007111	Azeb	EVM0000686.1	mikado.HiC_scaffold_4.0G708.1
OG0007112	Azeb	EVM0010934.1	mikado.HiC_scaffold_4.0G709.1
OG0007112	Tgra	EVM0010934.1	KUTeg_015529
OG0007113	Azeb	EVM0021649.2	mikado.HiC_scaffold_4.0G710.1
OG0007113	Tgra	EVM0021649.2	KUTeg_010646
OG0007114	Tgra	EVM0003678.1	KUTeg_015620
OG0007114	Azeb	EVM0003678.1	mikado.HiC_scaffold_4.0G716.1
OG0007115	Azeb	EVM0019071.1	mikado.HiC_scaffold_4.0G719.2, mikado.HiC_scaffold_4.0G719.1
OG0007116	Tgra	EVM0020448.1	KUTeg_014970
OG0007116	Azeb	EVM0020448.1	mikado.HiC_scaffold_4.0G726.1
OG0007117	Tgra	EVM0020222.1	KUTeg_014976
OG0007117	Azeb	EVM0020222.1	mikado.HiC_scaffold_4.0G728.1
OG0007118	Tgra	EVM0008049.1	KUTeg_014977
OG0007118	Azeb	EVM0008049.1	mikado.HiC_scaffold_4.0G729.1
OG0007119	Tgra	EVM0006536.1	KUTeg_014975
OG0007119	Azeb	EVM0006536.1	mikado.HiC_scaffold_4.0G730.1
OG0007120	Tgra	EVM0022901.1	KUTeg_014968
OG0007120	Azeb	EVM0022901.1	mikado.HiC_scaffold_4.0G731.1
OG0007121	Azeb	EVM0016170.1	mikado.HiC_scaffold_4.0G732.1
OG0007121	Tgra	EVM0016170.1	KUTeg_014969
OG0007122	Tgra	EVM0015460.1	KUTeg_015127
OG0007122	Azeb	EVM0015460.1	mikado.HiC_scaffold_4.0G745.1
OG0007123	Azeb	EVM0013145.1	mikado.HiC_scaffold_4.0G758.1
OG0007123	Tgra	EVM0013145.1	KUTeg_015351
OG0007124	Azeb	EVM0014472.1	mikado.HiC_scaffold_4.0G760.1
