Orthogroup	Species	Azeb	Orthologs
OG0007871	Tgra	mikado.HiC_scaffold_7.0G1160.1	KUTeg_024229
OG0007871	Sbro	mikado.HiC_scaffold_7.0G1160.1	EVM0012280.1
OG0007872	Sbro	mikado.HiC_scaffold_7.0G1163.1	EVM0022483.1
OG0007872	Tgra	mikado.HiC_scaffold_7.0G1163.1	KUTeg_024112
OG0007873	Sbro	mikado.HiC_scaffold_7.0G1164.1	EVM0014065.1
OG0007873	Tgra	mikado.HiC_scaffold_7.0G1164.1	KUTeg_024599
OG0007874	Tgra	mikado.HiC_scaffold_7.0G1169.1	KUTeg_024315
OG0007874	Sbro	mikado.HiC_scaffold_7.0G1169.1	EVM0017816.1
OG0007875	Sbro	mikado.HiC_scaffold_7.0G1170.1	EVM0015469.1
OG0007875	Tgra	mikado.HiC_scaffold_7.0G1170.1	KUTeg_024316
OG0007876	Tgra	mikado.HiC_scaffold_7.0G1175.1	KUTeg_024406
OG0007876	Sbro	mikado.HiC_scaffold_7.0G1175.1	EVM0019879.1
OG0007877	Sbro	mikado.HiC_scaffold_7.0G1176.1	EVM0008916.1
OG0007877	Tgra	mikado.HiC_scaffold_7.0G1176.1	KUTeg_024404
OG0007878	Sbro	mikado.HiC_scaffold_7.0G1186.1	EVM0014523.1
OG0007878	Tgra	mikado.HiC_scaffold_7.0G1186.1	KUTeg_024484
OG0007879	Sbro	mikado.HiC_scaffold_7.0G1190.1	EVM0007863.1
OG0007879	Tgra	mikado.HiC_scaffold_7.0G1190.1	KUTeg_024480
OG0007880	Sbro	mikado.HiC_scaffold_7.0G1191.1	EVM0018242.1
OG0007880	Tgra	mikado.HiC_scaffold_7.0G1191.1	KUTeg_024479
OG0007882	Tgra	mikado.HiC_scaffold_7.0G1196.1	KUTeg_024254
OG0007882	Sbro	mikado.HiC_scaffold_7.0G1196.1	EVM0022380.1
OG0007883	Tgra	mikado.HiC_scaffold_7.0G1199.1, mikado.HiC_scaffold_7.0G1198.1	KUTeg_024773
OG0007884	Tgra	mikado.HiC_scaffold_7.0G1321.1, mikado.HiC_scaffold_7.0G1202.1	KUTeg_024380
OG0007885	Sbro	mikado.HiC_scaffold_7.0G1204.1	EVM0017104.1, EVM0010347.1
OG0007886	Tgra	mikado.HiC_scaffold_7.0G1211.1	KUTeg_024740
OG0007886	Sbro	mikado.HiC_scaffold_7.0G1211.1	EVM0019034.1
OG0007887	Tgra	mikado.HiC_scaffold_7.0G1214.1	KUTeg_024428
OG0007887	Sbro	mikado.HiC_scaffold_7.0G1214.1	EVM0000184.1
OG0007888	Tgra	mikado.HiC_scaffold_7.0G1223.1, mikado.HiC_scaffold_7.0G1223.2	KUTeg_024776
OG0007889	Tgra	mikado.HiC_scaffold_15.0G1718.1, mikado.HiC_scaffold_7.0G1225.1	KUTeg_012207
OG0007890	Tgra	mikado.HiC_scaffold_7.0G1228.1	KUTeg_024430
OG0007890	Sbro	mikado.HiC_scaffold_7.0G1228.1	EVM0018038.1
OG0007891	Sbro	mikado.HiC_scaffold_7.0G1232.1	EVM0022249.1
OG0007891	Tgra	mikado.HiC_scaffold_7.0G1232.1	KUTeg_025000
OG0007892	Sbro	mikado.HiC_scaffold_7.0G1234.1	EVM0019236.1
OG0007892	Tgra	mikado.HiC_scaffold_7.0G1234.1	KUTeg_024952
OG0007893	Tgra	mikado.HiC_scaffold_7.0G1238.1	KUTeg_024948
OG0007893	Sbro	mikado.HiC_scaffold_7.0G1238.1	EVM0000715.1
OG0007894	Sbro	mikado.HiC_scaffold_7.0G1254.1	EVM0002313.2
OG0007894	Tgra	mikado.HiC_scaffold_7.0G1254.1	KUTeg_024240
OG0007895	Sbro	mikado.HiC_scaffold_8.8335562G782.1, mikado.HiC_scaffold_7.0G1255.1	EVM0008149.1
OG0007896	Sbro	mikado.HiC_scaffold_7.0G1270.1	EVM0014793.1
OG0007896	Tgra	mikado.HiC_scaffold_7.0G1270.1	KUTeg_024691
OG0007897	Tgra	mikado.HiC_scaffold_7.0G1271.1	KUTeg_024690
OG0007897	Sbro	mikado.HiC_scaffold_7.0G1271.1	EVM0016433.1
OG0007898	Sbro	mikado.HiC_scaffold_7.0G1272.1	EVM0023259.1
OG0007898	Tgra	mikado.HiC_scaffold_7.0G1272.1	KUTeg_024237
OG0007899	Tgra	mikado.HiC_scaffold_7.0G1285.1	KUTeg_024252
OG0007899	Sbro	mikado.HiC_scaffold_7.0G1285.1	EVM0017635.1
OG0007900	Tgra	mikado.HiC_scaffold_7.0G1288.1	KUTeg_024774
OG0007900	Sbro	mikado.HiC_scaffold_7.0G1288.1	EVM0001765.1
OG0007901	Tgra	mikado.HiC_scaffold_7.0G1290.2, mikado.HiC_scaffold_7.0G1290.1	KUTeg_024900
OG0007902	Sbro	mikado.HiC_scaffold_7.0G1294.1	EVM0007159.1
OG0007902	Tgra	mikado.HiC_scaffold_7.0G1294.1	KUTeg_024488
OG0007903	Sbro	mikado.HiC_scaffold_7.0G1301.1	EVM0020950.1
OG0007903	Tgra	mikado.HiC_scaffold_7.0G1301.1	KUTeg_013050
OG0007904	Sbro	mikado.HiC_scaffold_7.0G1306.1	EVM0021485.1
OG0007904	Tgra	mikado.HiC_scaffold_7.0G1306.1	KUTeg_024351
OG0007905	Tgra	mikado.HiC_scaffold_7.0G1310.1	KUTeg_024756
OG0007905	Sbro	mikado.HiC_scaffold_7.0G1310.1	EVM0007065.1
OG0007906	Sbro	mikado.HiC_scaffold_7.0G1311.1	EVM0006926.1
OG0007906	Tgra	mikado.HiC_scaffold_7.0G1311.1	KUTeg_024755
OG0007908	Sbro	mikado.HiC_scaffold_7.0G1319.1, mikado.HiC_scaffold_7.0G1319.2	EVM0005099.1
OG0007909	Tgra	mikado.HiC_scaffold_7.0G1329.1	KUTeg_024324
OG0007909	Sbro	mikado.HiC_scaffold_7.0G1329.1	EVM0004488.1
OG0007910	Sbro	mikado.HiC_scaffold_7.0G1330.1	EVM0017838.1
OG0007910	Tgra	mikado.HiC_scaffold_7.0G1330.1	KUTeg_024321
OG0007911	Tgra	mikado.HiC_scaffold_7.0G1332.1	KUTeg_025025
OG0007911	Sbro	mikado.HiC_scaffold_7.0G1332.1	EVM0014109.1
OG0007912	Sbro	mikado.HiC_scaffold_7.0G1333.1	EVM0022157.1
OG0007912	Tgra	mikado.HiC_scaffold_7.0G1333.1	KUTeg_025024
OG0007913	Sbro	mikado.HiC_scaffold_7.0G1334.1, mikado.HiC_scaffold_7.0G1335.1	EVM0019812.1
OG0007914	Tgra	mikado.HiC_scaffold_7.0G1338.1	KUTeg_025028
OG0007914	Sbro	mikado.HiC_scaffold_7.0G1338.1	EVM0018198.1
OG0007915	Sbro	mikado.HiC_scaffold_7.0G1339.1, mikado.HiC_scaffold_7.0G1340.1	EVM0010229.1
OG0007916	Tgra	mikado.HiC_scaffold_7.0G1343.1	KUTeg_024885
OG0007916	Sbro	mikado.HiC_scaffold_7.0G1343.1	EVM0015437.1
OG0007917	Tgra	mikado.HiC_scaffold_7.0G1354.1	KUTeg_024725
OG0007917	Sbro	mikado.HiC_scaffold_7.0G1354.1	EVM0018754.1
OG0007918	Sbro	mikado.HiC_scaffold_7.0G1356.1	EVM0021668.1
OG0007918	Tgra	mikado.HiC_scaffold_7.0G1356.1	KUTeg_023925
OG0007919	Tgra	mikado.HiC_scaffold_7.0G1357.1	KUTeg_024314
OG0007919	Sbro	mikado.HiC_scaffold_7.0G1357.1	EVM0018792.1
OG0007920	Tgra	mikado.HiC_scaffold_7.0G1358.1	KUTeg_024921
OG0007920	Sbro	mikado.HiC_scaffold_7.0G1358.1	EVM0004241.1
OG0007921	Tgra	mikado.HiC_scaffold_7.0G1359.1	KUTeg_024180
OG0007921	Sbro	mikado.HiC_scaffold_7.0G1359.1	EVM0004797.1
OG0007922	Tgra	mikado.HiC_scaffold_8.0G5.1	KUTeg_023781
OG0007922	Sbro	mikado.HiC_scaffold_8.0G5.1	EVM0009565.2
OG0007923	Tgra	mikado.HiC_scaffold_8.0G6.1	KUTeg_023603
OG0007923	Sbro	mikado.HiC_scaffold_8.0G6.1	EVM0022420.1
OG0007924	Sbro	mikado.HiC_scaffold_8.0G7.1	EVM0013177.1
OG0007924	Tgra	mikado.HiC_scaffold_8.0G7.1	KUTeg_023508
OG0007927	Sbro	mikado.HiC_scaffold_8.0G34.1	EVM0001912.1, EVM0009284.1
OG0007928	Sbro	mikado.HiC_scaffold_8.0G43.1	EVM0010448.1
OG0007928	Tgra	mikado.HiC_scaffold_8.0G43.1	KUTeg_023735
OG0007929	Tgra	mikado.HiC_scaffold_8.0G42.1	KUTeg_023734
OG0007929	Sbro	mikado.HiC_scaffold_8.0G42.1	EVM0001858.1
OG0007930	Tgra	mikado.HiC_scaffold_8.0G44.1	KUTeg_023737
OG0007930	Sbro	mikado.HiC_scaffold_8.0G44.1	EVM0006800.1
OG0007931	Tgra	mikado.HiC_scaffold_8.0G45.1	KUTeg_023736
OG0007931	Sbro	mikado.HiC_scaffold_8.0G45.1	EVM0013440.1
OG0007932	Sbro	mikado.HiC_scaffold_8.0G59.1	EVM0016883.1
OG0007932	Tgra	mikado.HiC_scaffold_8.0G59.1	KUTeg_023010
OG0007933	Tgra	mikado.HiC_scaffold_8.0G60.1	KUTeg_023528
OG0007933	Sbro	mikado.HiC_scaffold_8.0G60.1	EVM0006125.1
OG0007934	Sbro	mikado.HiC_scaffold_8.0G62.1	EVM0021539.1
OG0007934	Tgra	mikado.HiC_scaffold_8.0G62.1	KUTeg_023054
OG0007935	Sbro	mikado.HiC_scaffold_8.0G67.1	EVM0013103.1
OG0007935	Tgra	mikado.HiC_scaffold_8.0G67.1	KUTeg_023011
OG0007936	Sbro	mikado.HiC_scaffold_8.0G68.1	EVM0020137.2
OG0007936	Tgra	mikado.HiC_scaffold_8.0G68.1	KUTeg_023243
OG0007937	Tgra	mikado.HiC_scaffold_8.0G70.1	KUTeg_023246
OG0007937	Sbro	mikado.HiC_scaffold_8.0G70.1	EVM0011722.1
OG0007938	Sbro	mikado.HiC_scaffold_8.0G71.1	EVM0022087.1
OG0007938	Tgra	mikado.HiC_scaffold_8.0G71.1	KUTeg_023245
OG0007939	Tgra	mikado.HiC_scaffold_8.0G73.1	KUTeg_023248
OG0007939	Sbro	mikado.HiC_scaffold_8.0G73.1	EVM0015550.1
OG0007940	Sbro	mikado.HiC_scaffold_8.0G76.1	EVM0016260.1
OG0007940	Tgra	mikado.HiC_scaffold_8.0G76.1	KUTeg_009942
OG0007941	Sbro	mikado.HiC_scaffold_8.0G78.1	EVM0015710.1
OG0007941	Tgra	mikado.HiC_scaffold_8.0G78.1	KUTeg_023276
OG0007942	Sbro	mikado.HiC_scaffold_8.0G79.1	EVM0018326.1
OG0007942	Tgra	mikado.HiC_scaffold_8.0G79.1	KUTeg_023596
OG0007943	Sbro	mikado.HiC_scaffold_8.0G80.1	EVM0005979.1, EVM0016311.1
OG0007944	Sbro	mikado.HiC_scaffold_8.0G82.1	EVM0016862.1
OG0007944	Tgra	mikado.HiC_scaffold_8.0G82.1	KUTeg_023605
OG0007945	Sbro	mikado.HiC_scaffold_8.0G83.1	EVM0012665.1
OG0007945	Tgra	mikado.HiC_scaffold_8.0G83.1	KUTeg_023607
OG0007946	Sbro	mikado.HiC_scaffold_8.0G84.1	EVM0013567.1
OG0007946	Tgra	mikado.HiC_scaffold_8.0G84.1	KUTeg_023606
OG0007947	Sbro	mikado.HiC_scaffold_8.0G86.1	EVM0006814.1
OG0007947	Tgra	mikado.HiC_scaffold_8.0G86.1	KUTeg_023610
OG0007948	Sbro	mikado.HiC_scaffold_8.0G85.1	EVM0012779.1
OG0007948	Tgra	mikado.HiC_scaffold_8.0G85.1	KUTeg_023501
OG0007949	Tgra	mikado.HiC_scaffold_9.0G2.1	KUTeg_004353
OG0007949	Sbro	mikado.HiC_scaffold_9.0G2.1	EVM0015423.1
OG0007950	Sbro	mikado.HiC_scaffold_9.0G10.1, mikado.HiC_scaffold_9.0G9.1	EVM0007683.1
OG0007951	Sbro	mikado.HiC_scaffold_9.0G15.1	EVM0002110.1
OG0007951	Tgra	mikado.HiC_scaffold_9.0G15.1	KUTeg_003005
OG0007952	Tgra	mikado.HiC_scaffold_9.0G16.1	KUTeg_003001
OG0007952	Sbro	mikado.HiC_scaffold_9.0G16.1	EVM0020460.1
OG0007953	Sbro	mikado.HiC_scaffold_9.0G17.1	EVM0006407.1
OG0007953	Tgra	mikado.HiC_scaffold_9.0G17.1	KUTeg_003138
OG0007954	Sbro	mikado.HiC_scaffold_9.0G19.1	EVM0003896.1
OG0007954	Tgra	mikado.HiC_scaffold_9.0G19.1	KUTeg_004403
OG0007955	Sbro	mikado.HiC_scaffold_9.0G28.1	EVM0023816.1, EVM0019646.1
OG0007956	Sbro	Azeb-opnGq	Sbro-opnGq
OG0007956	Tgra	Azeb-opnGq	Tgra-opnGq
OG0007957	Tgra	mikado.HiC_scaffold_9.0G30.1	KUTeg_004603
OG0007957	Sbro	mikado.HiC_scaffold_9.0G30.1	EVM0015159.1
OG0007958	Tgra	mikado.HiC_scaffold_9.0G33.1	KUTeg_003516
OG0007958	Sbro	mikado.HiC_scaffold_9.0G33.1	EVM0021080.1
OG0007959	Sbro	mikado.HiC_scaffold_9.0G770.1, mikado.HiC_scaffold_9.0G34.1	EVM0011339.1
OG0007960	Sbro	mikado.HiC_scaffold_9.0G35.1	EVM0019563.1
OG0007960	Tgra	mikado.HiC_scaffold_9.0G35.1	KUTeg_003517
OG0007961	Tgra	mikado.HiC_scaffold_9.0G36.1	KUTeg_004528
OG0007961	Sbro	mikado.HiC_scaffold_9.0G36.1	EVM0011939.1
OG0007962	Tgra	mikado.HiC_scaffold_9.0G39.1	KUTeg_003909
OG0007962	Sbro	mikado.HiC_scaffold_9.0G39.1	EVM0010897.1
OG0007963	Sbro	mikado.HiC_scaffold_9.0G42.1	EVM0008825.1
OG0007963	Tgra	mikado.HiC_scaffold_9.0G42.1	KUTeg_004522
OG0007964	Sbro	mikado.HiC_scaffold_9.0G43.1	EVM0012479.1
OG0007964	Tgra	mikado.HiC_scaffold_9.0G43.1	KUTeg_004524
OG0007965	Tgra	mikado.HiC_scaffold_9.0G44.1	KUTeg_004098
OG0007965	Sbro	mikado.HiC_scaffold_9.0G44.1	EVM0023332.1
OG0007966	Sbro	mikado.HiC_scaffold_9.0G45.1	EVM0007972.1
OG0007966	Tgra	mikado.HiC_scaffold_9.0G45.1	KUTeg_004099
OG0007967	Tgra	mikado.HiC_scaffold_9.0G46.1	KUTeg_003577
OG0007967	Sbro	mikado.HiC_scaffold_9.0G46.1	EVM0006176.1
OG0007968	Tgra	mikado.HiC_scaffold_9.0G49.1	KUTeg_003576
OG0007968	Sbro	mikado.HiC_scaffold_9.0G49.1	EVM0018104.1
OG0007969	Sbro	mikado.HiC_scaffold_9.0G51.1	EVM0017421.1
OG0007969	Tgra	mikado.HiC_scaffold_9.0G51.1	KUTeg_002966
OG0007970	Sbro	mikado.HiC_scaffold_9.0G52.1	EVM0011900.1
OG0007970	Tgra	mikado.HiC_scaffold_9.0G52.1	KUTeg_002969
OG0007971	Sbro	mikado.HiC_scaffold_9.0G54.1	EVM0005895.1
OG0007971	Tgra	mikado.HiC_scaffold_9.0G54.1	KUTeg_003607
OG0007972	Sbro	mikado.HiC_scaffold_9.0G56.1	EVM0011122.1
OG0007972	Tgra	mikado.HiC_scaffold_9.0G56.1	KUTeg_003608
OG0007973	Tgra	mikado.HiC_scaffold_9.0G57.1	KUTeg_003609
OG0007973	Sbro	mikado.HiC_scaffold_9.0G57.1	EVM0005853.1
OG0007974	Sbro	mikado.HiC_scaffold_9.0G62.1	EVM0020621.1
OG0007974	Tgra	mikado.HiC_scaffold_9.0G62.1	KUTeg_003911
OG0007975	Sbro	mikado.HiC_scaffold_9.0G65.1	EVM0016450.1
OG0007975	Tgra	mikado.HiC_scaffold_9.0G65.1	KUTeg_003913
OG0007976	Tgra	mikado.HiC_scaffold_9.0G67.1	KUTeg_002965
OG0007976	Sbro	mikado.HiC_scaffold_9.0G67.1	EVM0006301.1
OG0007977	Tgra	mikado.HiC_scaffold_9.0G69.1	KUTeg_002962
OG0007977	Sbro	mikado.HiC_scaffold_9.0G69.1	EVM0022209.1
OG0007978	Tgra	mikado.HiC_scaffold_9.0G71.1	KUTeg_002961
OG0007978	Sbro	mikado.HiC_scaffold_9.0G71.1	EVM0023134.1
OG0007979	Tgra	mikado.HiC_scaffold_9.0G72.1	KUTeg_004031
OG0007979	Sbro	mikado.HiC_scaffold_9.0G72.1	EVM0018162.1
OG0007980	Sbro	mikado.HiC_scaffold_9.0G74.1	EVM0014106.1
OG0007980	Tgra	mikado.HiC_scaffold_9.0G74.1	KUTeg_003707
OG0007981	Sbro	mikado.HiC_scaffold_9.0G75.1	EVM0020664.1
OG0007981	Tgra	mikado.HiC_scaffold_9.0G75.1	KUTeg_003710
OG0007982	Sbro	mikado.HiC_scaffold_9.0G76.1	EVM0009039.1
OG0007982	Tgra	mikado.HiC_scaffold_9.0G76.1	KUTeg_022878
OG0007983	Sbro	mikado.HiC_scaffold_9.0G84.1	EVM0004319.1
OG0007983	Tgra	mikado.HiC_scaffold_9.0G84.1	KUTeg_003154
OG0007984	Sbro	mikado.HiC_scaffold_9.0G86.1	EVM0011592.1
OG0007984	Tgra	mikado.HiC_scaffold_9.0G86.1	KUTeg_003376
OG0007985	Tgra	mikado.HiC_scaffold_9.0G88.1	KUTeg_003378
OG0007985	Sbro	mikado.HiC_scaffold_9.0G88.1	EVM0008241.1
OG0007986	Sbro	mikado.HiC_scaffold_9.0G90.1	EVM0000667.1
OG0007986	Tgra	mikado.HiC_scaffold_9.0G90.1	KUTeg_003373
OG0007987	Tgra	mikado.HiC_scaffold_9.0G94.1	KUTeg_004449
OG0007987	Sbro	mikado.HiC_scaffold_9.0G94.1	EVM0002457.1
OG0007988	Tgra	mikado.HiC_scaffold_9.0G100.1	KUTeg_004566
OG0007988	Sbro	mikado.HiC_scaffold_9.0G100.1	EVM0007603.1
OG0007989	Tgra	mikado.HiC_scaffold_9.0G101.1	KUTeg_004572
OG0007989	Sbro	mikado.HiC_scaffold_9.0G101.1	EVM0009362.2
OG0007990	Tgra	mikado.HiC_scaffold_9.0G103.1	KUTeg_003447
OG0007990	Sbro	mikado.HiC_scaffold_9.0G103.1	EVM0018182.1
OG0007991	Tgra	mikado.HiC_scaffold_9.0G104.1	KUTeg_003448
OG0007991	Sbro	mikado.HiC_scaffold_9.0G104.1	EVM0000085.1
OG0007992	Tgra	mikado.HiC_scaffold_9.0G106.1	KUTeg_003453
OG0007992	Sbro	mikado.HiC_scaffold_9.0G106.1	EVM0009382.1
OG0007993	Tgra	mikado.HiC_scaffold_9.0G110.1	KUTeg_004496
OG0007993	Sbro	mikado.HiC_scaffold_9.0G110.1	EVM0003404.1
OG0007994	Tgra	mikado.HiC_scaffold_9.0G117.1	KUTeg_004203
OG0007994	Sbro	mikado.HiC_scaffold_9.0G117.1	EVM0009030.1
OG0007995	Tgra	mikado.HiC_scaffold_9.0G118.1	KUTeg_004171
OG0007995	Sbro	mikado.HiC_scaffold_9.0G118.1	EVM0018598.1
OG0007996	Tgra	mikado.HiC_scaffold_9.0G120.1, mikado.HiC_scaffold_9.0G119.1	KUTeg_004179
OG0007997	Tgra	mikado.HiC_scaffold_9.0G123.1	KUTeg_003365
OG0007997	Sbro	mikado.HiC_scaffold_9.0G123.1	EVM0019992.1
OG0007998	Sbro	mikado.HiC_scaffold_9.0G135.1	EVM0020588.1
OG0007998	Tgra	mikado.HiC_scaffold_9.0G135.1	KUTeg_003149
OG0007999	Sbro	mikado.HiC_scaffold_9.0G137.1	EVM0020774.1
OG0007999	Tgra	mikado.HiC_scaffold_9.0G137.1	KUTeg_003143
OG0008000	Tgra	mikado.HiC_scaffold_9.0G142.1	KUTeg_003767
OG0008000	Sbro	mikado.HiC_scaffold_9.0G142.1	EVM0001524.1
OG0008001	Sbro	mikado.HiC_scaffold_9.0G150.1	EVM0017417.1
OG0008001	Tgra	mikado.HiC_scaffold_9.0G150.1	KUTeg_004265
OG0008002	Sbro	mikado.HiC_scaffold_9.0G151.1	EVM0007517.1
OG0008002	Tgra	mikado.HiC_scaffold_9.0G151.1	KUTeg_004266
OG0008003	Tgra	mikado.HiC_scaffold_9.0G154.1	KUTeg_002939
OG0008003	Sbro	mikado.HiC_scaffold_9.0G154.1	EVM0016591.1
OG0008004	Tgra	mikado.HiC_scaffold_9.0G157.1	KUTeg_004275
OG0008004	Sbro	mikado.HiC_scaffold_9.0G157.1	EVM0014260.1
OG0008005	Sbro	mikado.HiC_scaffold_9.0G156.1	EVM0017200.1
OG0008005	Tgra	mikado.HiC_scaffold_9.0G156.1	KUTeg_004274
OG0008006	Sbro	mikado.HiC_scaffold_9.0G158.1	EVM0004208.1
OG0008006	Tgra	mikado.HiC_scaffold_9.0G158.1	KUTeg_003195
OG0008007	Sbro	mikado.HiC_scaffold_9.0G172.1	EVM0012748.1
OG0008007	Tgra	mikado.HiC_scaffold_9.0G172.1	KUTeg_004581
OG0008008	Sbro	mikado.HiC_scaffold_9.0G173.1	EVM0016595.1
OG0008008	Tgra	mikado.HiC_scaffold_9.0G173.1	KUTeg_003493
OG0008009	Tgra	mikado.HiC_scaffold_9.0G174.1	KUTeg_003492
OG0008009	Sbro	mikado.HiC_scaffold_9.0G174.1	EVM0011189.1
OG0008010	Tgra	mikado.HiC_scaffold_9.0G176.1	KUTeg_004168
OG0008010	Sbro	mikado.HiC_scaffold_9.0G176.1	EVM0010961.1
OG0008011	Tgra	mikado.HiC_scaffold_9.0G180.1	KUTeg_003539
OG0008011	Sbro	mikado.HiC_scaffold_9.0G180.1	EVM0008461.1
OG0008012	Tgra	mikado.HiC_scaffold_9.0G183.1	KUTeg_003030
OG0008012	Sbro	mikado.HiC_scaffold_9.0G183.1	EVM0023451.1
OG0008013	Sbro	mikado.HiC_scaffold_9.0G184.1	EVM0003868.1
OG0008013	Tgra	mikado.HiC_scaffold_9.0G184.1	KUTeg_003032
OG0008014	Sbro	mikado.HiC_scaffold_9.0G185.1, mikado.HiC_scaffold_9.0G190.1	EVM0011776.1
OG0008015	Sbro	mikado.HiC_scaffold_9.0G187.1	EVM0002310.1
OG0008015	Tgra	mikado.HiC_scaffold_9.0G187.1	KUTeg_003033
OG0008016	Sbro	mikado.HiC_scaffold_9.0G195.1	EVM0005096.1
OG0008016	Tgra	mikado.HiC_scaffold_9.0G195.1	KUTeg_004103
OG0008017	Tgra	mikado.HiC_scaffold_9.0G196.1	KUTeg_004106
OG0008017	Sbro	mikado.HiC_scaffold_9.0G196.1	EVM0014817.2
OG0008018	Sbro	mikado.HiC_scaffold_9.0G197.1	EVM0020246.1
OG0008018	Tgra	mikado.HiC_scaffold_9.0G197.1	KUTeg_004107
OG0008019	Tgra	mikado.HiC_scaffold_9.0G198.1	KUTeg_004104
OG0008019	Sbro	mikado.HiC_scaffold_9.0G198.1	EVM0005486.1
OG0008020	Tgra	mikado.HiC_scaffold_9.0G201.1	KUTeg_004108
OG0008020	Sbro	mikado.HiC_scaffold_9.0G201.1	EVM0022043.1
OG0008021	Tgra	mikado.HiC_scaffold_9.0G202.1	KUTeg_004109
OG0008021	Sbro	mikado.HiC_scaffold_9.0G202.1	EVM0010399.1
OG0008022	Tgra	mikado.HiC_scaffold_9.0G206.1	KUTeg_004273
OG0008022	Sbro	mikado.HiC_scaffold_9.0G206.1	EVM0002367.1
OG0008023	Sbro	mikado.HiC_scaffold_9.0G207.1	EVM0002814.1
OG0008023	Tgra	mikado.HiC_scaffold_9.0G207.1	KUTeg_004258
OG0008024	Tgra	mikado.HiC_scaffold_9.0G209.1	KUTeg_004270
OG0008024	Sbro	mikado.HiC_scaffold_9.0G209.1	EVM0019321.1
OG0008025	Sbro	mikado.HiC_scaffold_9.0G212.1	EVM0000918.1
OG0008025	Tgra	mikado.HiC_scaffold_9.0G212.1	KUTeg_004256
OG0008026	Tgra	mikado.HiC_scaffold_9.0G222.1	KUTeg_004606
OG0008026	Sbro	mikado.HiC_scaffold_9.0G222.1	EVM0002033.1
OG0008027	Sbro	mikado.HiC_scaffold_9.0G221.1	EVM0015858.1, EVM0005603.2
OG0008028	Tgra	mikado.HiC_scaffold_9.0G223.1	KUTeg_004418
OG0008028	Sbro	mikado.HiC_scaffold_9.0G223.1	EVM0020915.1
OG0008029	Tgra	mikado.HiC_scaffold_9.0G224.1	KUTeg_004417
OG0008029	Sbro	mikado.HiC_scaffold_9.0G224.1	EVM0012783.1
OG0008030	Sbro	mikado.HiC_scaffold_9.0G225.1	EVM0022056.1
OG0008030	Tgra	mikado.HiC_scaffold_9.0G225.1	KUTeg_004420
OG0008031	Tgra	mikado.HiC_scaffold_9.0G227.1	KUTeg_004413
OG0008031	Sbro	mikado.HiC_scaffold_9.0G227.1	EVM0006342.2
OG0008032	Tgra	mikado.HiC_scaffold_9.0G228.1, mikado.HiC_scaffold_9.0G229.1	KUTeg_003191
OG0008033	Tgra	mikado.HiC_scaffold_9.0G230.1	KUTeg_003184
OG0008033	Sbro	mikado.HiC_scaffold_9.0G230.1	EVM0015933.1
OG0008034	Sbro	mikado.HiC_scaffold_9.0G232.1	EVM0002855.1
OG0008034	Tgra	mikado.HiC_scaffold_9.0G232.1	KUTeg_004474
OG0008035	Tgra	mikado.HiC_scaffold_9.0G234.1	KUTeg_004473
OG0008035	Sbro	mikado.HiC_scaffold_9.0G234.1	EVM0000236.1
OG0008036	Tgra	mikado.HiC_scaffold_9.0G236.1	KUTeg_003694
OG0008036	Sbro	mikado.HiC_scaffold_9.0G236.1	EVM0000665.1
OG0008037	Sbro	mikado.HiC_scaffold_9.0G235.1	EVM0013731.1
OG0008037	Tgra	mikado.HiC_scaffold_9.0G235.1	KUTeg_003693
OG0008038	Tgra	mikado.HiC_scaffold_9.0G237.1	KUTeg_004478
OG0008038	Sbro	mikado.HiC_scaffold_9.0G237.1	EVM0019928.1
OG0008039	Sbro	mikado.HiC_scaffold_9.0G246.1	EVM0017481.1, EVM0012097.1
OG0008040	Sbro	mikado.HiC_scaffold_9.0G254.1	EVM0004246.1
OG0008040	Tgra	mikado.HiC_scaffold_9.0G254.1	KUTeg_003514
OG0008041	Tgra	mikado.HiC_scaffold_9.0G256.1	KUTeg_003324
OG0008041	Sbro	mikado.HiC_scaffold_9.0G256.1	EVM0010011.1
OG0008042	Tgra	mikado.HiC_scaffold_9.0G257.1	KUTeg_003331
OG0008042	Sbro	mikado.HiC_scaffold_9.0G257.1	EVM0014910.1
OG0008043	Sbro	mikado.HiC_scaffold_9.0G258.1	EVM0013312.1
OG0008043	Tgra	mikado.HiC_scaffold_9.0G258.1	KUTeg_003332
OG0008044	Sbro	mikado.HiC_scaffold_9.0G259.1	EVM0018606.1
OG0008044	Tgra	mikado.HiC_scaffold_9.0G259.1	KUTeg_003515
OG0008045	Tgra	mikado.HiC_scaffold_9.0G260.1	KUTeg_004262
OG0008045	Sbro	mikado.HiC_scaffold_9.0G260.1	EVM0005155.1
OG0008046	Sbro	mikado.HiC_scaffold_9.0G261.1	EVM0005331.1
OG0008046	Tgra	mikado.HiC_scaffold_9.0G261.1	KUTeg_004261
OG0008047	Sbro	mikado.HiC_scaffold_9.0G262.1	EVM0019196.1
OG0008047	Tgra	mikado.HiC_scaffold_9.0G262.1	KUTeg_004260
OG0008048	Sbro	mikado.HiC_scaffold_9.0G266.1	EVM0004233.1
OG0008048	Tgra	mikado.HiC_scaffold_9.0G266.1	KUTeg_003167
OG0008049	Tgra	mikado.HiC_scaffold_9.0G269.1	KUTeg_003217
OG0008049	Sbro	mikado.HiC_scaffold_9.0G269.1	EVM0018322.1
