genome1,genome2,chr1,chr2,blkID,startBp1,endBp1,startOrd1,endOrd1,firstGene1,lastGene1,nHits1,minBp2,maxBp2,minOrd2,maxOrd2,minGene2,maxGene2,nHits2,orient,startBp2,endBp2,startOrd2,endOrd2,firstGene2,lastGene2
Tgra,Sbro,CM056602.1,Lachesis_group13,Tgra_vs_Sbro: 299,20248778,21695391,11530,11562,2_13066,2_12540,18,26347146,27696990,17557,17595,1_8669,1_8707,18,-,27696990,26347146,17595,17557,1_8707,1_8669
Tgra,Sbro,CM056602.1,Lachesis_group13,Tgra_vs_Sbro: 300,43759762,44238512,12151,12162,2_12017,2_12459,5,28032895,28259953,17613,17620,1_8725,1_8732,5,-,28259953,28032895,17620,17613,1_8732,1_8725
Tgra,Sbro,CM056602.1,Lachesis_group13,Tgra_vs_Sbro: 305,348433,2963538,10987,11034,2_12876,2_12331,17,30409670,32050584,17676,17706,1_8788,1_8818,17,-,32050584,30409670,17706,17676,1_8818,1_8788
Tgra,Sbro,CM056602.1,Lachesis_group13,Tgra_vs_Sbro: 307,17200119,17652143,11443,11460,2_12834,2_13040,6,37347378,37642490,17814,17821,1_8926,1_8933,6,-,37642490,37347378,17821,17814,1_8933,1_8926
Tgra,Sbro,CM056602.1,Lachesis_group13,Tgra_vs_Sbro: 309,28569395,29001149,11698,11709,2_12770,2_12005,7,40016276,40449137,17881,17891,1_8993,1_9003,7,-,40449137,40016276,17891,17881,1_9003,1_8993
Tgra,Sbro,CM056602.1,Lachesis_group13,Tgra_vs_Sbro: 311,3669673,5244374,11048,11096,2_12052,2_12260,20,41093929,42007373,17924,17962,1_9036,1_9074,20,-,42007373,41093929,17962,17924,1_9074,1_9036
Tgra,Sbro,CM056603.1,Lachesis_group8,Tgra_vs_Sbro: 196,22205524,23459264,12840,12889,2_4960,2_5152,27,6428478,7927509,11041,11085,1_20992,1_21036,27,-,7927509,6428478,11085,11041,1_21036,1_20992
Tgra,Sbro,CM056603.1,Lachesis_group8,Tgra_vs_Sbro: 199,95192,655200,12196,12211,2_5808,2_5525,10,13098144,13562959,11230,11239,1_21181,1_21190,10,-,13562959,13098144,11239,11230,1_21190,1_21181
Tgra,Sbro,CM056603.1,Lachesis_group8,Tgra_vs_Sbro: 201,3163735,5336405,12270,12349,2_5099,2_5151,51,14813830,16881476,11280,11350,1_21231,1_21301,51,-,16881476,14813830,11350,11280,1_21301,1_21231
Tgra,Sbro,CM056603.1,Lachesis_group8,Tgra_vs_Sbro: 205,19493523,19897976,12766,12776,2_4893,2_5064,6,20258107,20987746,11441,11452,1_21392,1_21403,6,-,20987746,20258107,11452,11441,1_21403,1_21392
Tgra,Sbro,CM056603.1,Lachesis_group8,Tgra_vs_Sbro: 206,28105618,30758239,13012,13067,2_5589,2_5333,30,21167281,23842107,11458,11508,1_21409,1_21459,30,-,23842107,21167281,11508,11458,1_21459,1_21409
Tgra,Sbro,CM056603.1,Lachesis_group8,Tgra_vs_Sbro: 210,16625634,19230548,12681,12756,2_6037,2_5370,40,26013035,28441154,11569,11648,1_21520,1_21599,40,-,28441154,26013035,11648,11569,1_21599,1_21520
Tgra,Sbro,CM056603.1,Lachesis_group8,Tgra_vs_Sbro: 211,23571440,27343802,12891,12995,2_5636,2_6012,72,28496949,32809071,11650,11793,1_21601,1_21744,72,-,32809071,28496949,11793,11650,1_21744,1_21601
Tgra,Sbro,CM056603.1,Lachesis_group8,Tgra_vs_Sbro: 213,38133869,40623862,13243,13313,2_4915,2_5671,37,36309888,38848194,11875,11950,1_21826,1_21901,37,-,38848194,36309888,11950,11875,1_21901,1_21826
Tgra,Sbro,CM056603.1,Lachesis_group8,Tgra_vs_Sbro: 215,43082900,43356487,13380,13389,2_5171,2_5911,7,40458861,40857669,12002,12011,1_21951,1_21960,7,-,40857669,40458861,12011,12002,1_21960,1_21951
Tgra,Sbro,CM056603.1,Lachesis_group8,Tgra_vs_Sbro: 216,36002169,36238612,13202,13207,2_4970,2_4965,6,40930494,41140366,12014,12023,1_21963,1_21972,6,-,41140366,40930494,12023,12014,1_21972,1_21963
Tgra,Sbro,CM056603.1,Lachesis_group8,Tgra_vs_Sbro: 219,43366864,43571737,13390,13399,2_5273,2_5464,5,43703463,43906808,12097,12101,1_22046,1_22050,5,-,43906808,43703463,12101,12097,1_22050,1_22046
Tgra,Sbro,CM056603.1,Lachesis_group8,Tgra_vs_Sbro: 220,42291165,42883379,13351,13377,2_5321,2_5166,15,44252707,44866827,12111,12128,1_22060,1_22077,15,-,44866827,44252707,12128,12111,1_22077,1_22060
Tgra,Sbro,CM056604.1,Lachesis_group11,Tgra_vs_Sbro: 252,7625054,8438921,13636,13671,2_209,2_363,16,6340923,7240348,14822,14841,1_5934,1_5953,16,-,7240348,6340923,14841,14822,1_5953,1_5934
Tgra,Sbro,CM056604.1,Lachesis_group11,Tgra_vs_Sbro: 254,41662923,43114165,14508,14542,2_385,2_560,12,15662923,17055831,14987,15021,1_6099,1_6133,12,-,17055831,15662923,15021,14987,1_6133,1_6099
Tgra,Sbro,CM056604.1,Lachesis_group11,Tgra_vs_Sbro: 257,34871738,36753758,14316,14366,2_951,2_815,32,20489591,22363055,15124,15195,1_6236,1_6307,32,-,22363055,20489591,15195,15124,1_6307,1_6236
Tgra,Sbro,CM056604.1,Lachesis_group11,Tgra_vs_Sbro: 259,17926096,24649056,13875,14052,2_234,2_731,92,33352605,39270590,15492,15667,1_6604,1_6779,92,-,39270590,33352605,15667,15492,1_6779,1_6604
Tgra,Sbro,CM056604.1,Lachesis_group11,Tgra_vs_Sbro: 260,17581155,17661817,13864,13868,2_338,2_334,5,39542674,39648185,15676,15681,1_6788,1_6793,5,-,39648185,39542674,15681,15676,1_6793,1_6788
Tgra,Sbro,CM056604.1,Lachesis_group11,Tgra_vs_Sbro: 261,38401464,39810894,14418,14456,2_1032,2_496,24,39683275,41238606,15684,15727,1_6796,1_6839,24,-,41238606,39683275,15727,15684,1_6839,1_6796
Tgra,Sbro,CM056604.1,Lachesis_group11,Tgra_vs_Sbro: 262,36939521,37601756,14371,14395,2_816,2_989,11,41247974,41926310,15728,15753,1_6840,1_6865,11,-,41926310,41247974,15753,15728,1_6865,1_6840
Tgra,Sbro,CM056604.1,Lachesis_group11,Tgra_vs_Sbro: 263,15905330,16451678,13827,13836,2_889,2_764,10,42424034,42808935,15769,15783,1_6881,1_6895,10,-,42808935,42424034,15783,15769,1_6895,1_6881
Tgra,Sbro,CM056605.1,Lachesis_group12,Tgra_vs_Sbro: 264,41329701,41678925,15475,15480,2_19338,2_19381,6,149003,440002,15795,15801,1_6907,1_6913,6,-,440002,149003,15801,15795,1_6913,1_6907
Tgra,Sbro,CM056605.1,Lachesis_group12,Tgra_vs_Sbro: 266,39943954,40369319,15440,15453,2_19254,2_19320,9,3800074,4241713,15887,15902,1_6999,1_7014,9,-,4241713,3800074,15902,15887,1_7014,1_6999
Tgra,Sbro,CM056605.1,Lachesis_group12,Tgra_vs_Sbro: 270,30619585,34468748,15228,15321,2_18869,2_19190,46,7708981,11817149,15975,16078,1_7087,1_7190,46,-,11817149,7708981,16078,15975,1_7190,1_7087
Tgra,Sbro,CM056605.1,Lachesis_group12,Tgra_vs_Sbro: 276,19263981,20744940,14990,15029,2_18783,2_19279,29,22200007,24145738,16302,16342,1_7414,1_7454,29,-,24145738,22200007,16342,16302,1_7454,1_7414
Tgra,Sbro,CM056605.1,Lachesis_group12,Tgra_vs_Sbro: 277,15164404,15615640,14889,14900,2_18612,2_19439,8,24158586,24711486,16343,16362,1_7455,1_7474,8,-,24711486,24158586,16362,16343,1_7474,1_7455
Tgra,Sbro,CM056605.1,Lachesis_group12,Tgra_vs_Sbro: 280,1505090,9202199,14566,14736,2_19124,2_19225,83,30494359,37343254,16530,16693,1_7642,1_7805,83,-,37343254,30494359,16693,16530,1_7805,1_7642
Tgra,Sbro,CM056605.1,Lachesis_group12,Tgra_vs_Sbro: 281,15626499,16527522,14901,14926,2_19438,2_19329,14,37729484,38427522,16701,16720,1_7813,1_7832,14,-,38427522,37729484,16720,16701,1_7832,1_7813
Tgra,Sbro,CM056605.1,Lachesis_group12,Tgra_vs_Sbro: 282,17285054,18957941,14944,14985,2_18634,2_19047,27,38839602,40509702,16724,16770,1_7836,1_7882,27,-,40509702,38839602,16770,16724,1_7882,1_7836
Tgra,Sbro,CM056605.1,Lachesis_group12,Tgra_vs_Sbro: 284,363419,1190505,14547,14563,2_18838,2_19467,11,41880299,42669224,16801,16827,1_7913,1_7939,11,-,42669224,41880299,16827,16801,1_7939,1_7913
Tgra,Sbro,CM056606.1,Lachesis_group7,Tgra_vs_Sbro: 172,20473527,21046458,16040,16055,2_3178,2_2438,10,9263478,9725711,9841,9851,1_19792,1_19802,10,-,9725711,9263478,9851,9841,1_19802,1_19792
Tgra,Sbro,CM056606.1,Lachesis_group7,Tgra_vs_Sbro: 183,8927439,10106012,15764,15783,2_2775,2_2912,9,24976408,25811497,10311,10334,1_20262,1_20285,9,-,25811497,24976408,10334,10311,1_20285,1_20262
Tgra,Sbro,CM056606.1,Lachesis_group7,Tgra_vs_Sbro: 188,13724425,14519022,15872,15891,2_2671,2_3509,12,32250077,33215685,10491,10513,1_20442,1_20464,12,-,33215685,32250077,10513,10491,1_20464,1_20442
Tgra,Sbro,CM056606.1,Lachesis_group7,Tgra_vs_Sbro: 190,22421385,23161807,16102,16118,2_2883,2_2595,12,34574951,35454643,10544,10564,1_20495,1_20515,12,-,35454643,34574951,10564,10544,1_20515,1_20495
Tgra,Sbro,CM056606.1,Lachesis_group7,Tgra_vs_Sbro: 191,16055610,20194665,15933,16032,2_3160,2_3287,25,38074714,41657416,10633,10740,1_20584,1_20691,25,-,41657416,38074714,10740,10633,1_20691,1_20584
Tgra,Sbro,CM056607.1,Lachesis_group10,Tgra_vs_Sbro: 234,33912352,39752155,17556,17719,2_15108,2_14507,94,344133,6537853,13372,13550,1_4486,1_4663,94,-,6537853,344133,13550,13372,1_4663,1_4486
Tgra,Sbro,CM056607.1,Lachesis_group10,Tgra_vs_Sbro: 236,24212682,31200777,17319,17481,2_14865,2_14455,76,9380646,16994470,13608,13787,1_4720,1_4899,76,-,16994470,9380646,13787,13608,1_4899,1_4720
Tgra,Sbro,CM056607.1,Lachesis_group10,Tgra_vs_Sbro: 241,1784828,2299146,16671,16684,2_14139,2_14777,11,22953024,23567668,13998,14025,1_5110,1_5137,11,-,23567668,22953024,14025,13998,1_5137,1_5110
Tgra,Sbro,CM056607.1,Lachesis_group10,Tgra_vs_Sbro: 243,21669368,22562806,17239,17261,2_14727,2_14215,12,27364251,28971414,14145,14184,1_5257,1_5296,12,-,28971414,27364251,14184,14145,1_5296,1_5257
Tgra,Sbro,CM056607.1,Lachesis_group10,Tgra_vs_Sbro: 245,22878670,24038985,17269,17311,2_15009,2_14463,21,29159432,30315218,14189,14226,1_5301,1_5338,21,-,30315218,29159432,14226,14189,1_5338,1_5301
Tgra,Sbro,CM056607.1,Lachesis_group10,Tgra_vs_Sbro: 248,58771,469117,16623,16634,2_14263,2_14675,9,41726752,42156106,14561,14575,1_5673,1_5687,9,-,42156106,41726752,14575,14561,1_5687,1_5673
Tgra,Sbro,CM056607.1,Lachesis_group10,Tgra_vs_Sbro: 250,2626986,3023361,16693,16708,2_14923,2_14903,13,43196138,43637729,14610,14627,1_5722,1_5739,13,-,43637729,43196138,14627,14610,1_5739,1_5722
Tgra,Sbro,CM056608.1,Lachesis_group14,Tgra_vs_Sbro: 312,34241995,36123037,18548,18597,2_15841,2_16137,16,756561,2085083,17986,18017,1_9095,1_9126,16,-,2085083,756561,18017,17986,1_9126,1_9095
Tgra,Sbro,CM056608.1,Lachesis_group14,Tgra_vs_Sbro: 313,27932650,28764691,18387,18403,2_15910,2_15863,10,2198611,2862945,18022,18040,1_9131,1_9149,10,-,2862945,2198611,18040,18022,1_9149,1_9131
Tgra,Sbro,CM056608.1,Lachesis_group14,Tgra_vs_Sbro: 314,8463016,8854143,17974,17987,2_16074,2_15526,8,2916355,3387409,18042,18053,1_9151,1_9162,8,-,3387409,2916355,18053,18042,1_9162,1_9151
Tgra,Sbro,CM056608.1,Lachesis_group14,Tgra_vs_Sbro: 316,24883304,26986661,18309,18361,2_15925,2_15598,29,5739370,7855061,18104,18162,1_9213,1_9271,29,-,7855061,5739370,18162,18104,1_9271,1_9213
Tgra,Sbro,CM056608.1,Lachesis_group14,Tgra_vs_Sbro: 319,36302313,38409911,18601,18631,2_16343,2_15582,22,11707324,13580743,18247,18290,1_9356,1_9399,22,-,13580743,11707324,18290,18247,1_9399,1_9356
Tgra,Sbro,CM056608.1,Lachesis_group14,Tgra_vs_Sbro: 320,32205758,34190861,18498,18547,2_15705,2_15840,20,13626064,15699217,18292,18358,1_9401,1_9467,20,-,15699217,13626064,18358,18292,1_9467,1_9401
Tgra,Sbro,CM056608.1,Lachesis_group14,Tgra_vs_Sbro: 322,30694420,31583309,18459,18475,2_16215,2_15568,12,17553165,18583581,18401,18416,1_9510,1_9525,12,-,18583581,17553165,18416,18401,1_9525,1_9510
Tgra,Sbro,CM056608.1,Lachesis_group14,Tgra_vs_Sbro: 324,5056931,8249416,17867,17968,2_16029,2_16197,48,19113214,22617790,18425,18513,1_9534,1_9622,48,-,22617790,19113214,18513,18425,1_9622,1_9534
Tgra,Sbro,CM056608.1,Lachesis_group14,Tgra_vs_Sbro: 325,16590253,18128596,18152,18171,2_16211,2_15869,9,22926667,24653819,18519,18541,1_9628,1_9650,9,-,24653819,22926667,18541,18519,1_9650,1_9628
Tgra,Sbro,CM056608.1,Lachesis_group14,Tgra_vs_Sbro: 327,14641519,15379117,18106,18124,2_15771,2_16126,6,25861566,26545753,18585,18593,1_9694,1_9702,6,-,26545753,25861566,18593,18585,1_9702,1_9694
Tgra,Sbro,CM056608.1,Lachesis_group14,Tgra_vs_Sbro: 328,1814793,2415383,17786,17800,2_16094,2_15539,10,26629805,27399907,18594,18613,1_9703,1_9722,10,-,27399907,26629805,18613,18594,1_9722,1_9703
Tgra,Sbro,CM056608.1,Lachesis_group14,Tgra_vs_Sbro: 329,15436720,16574215,18125,18150,2_16125,2_16212,11,27413371,28906228,18614,18639,1_9723,1_9748,11,-,28906228,27413371,18639,18614,1_9748,1_9723
Tgra,Sbro,CM056608.1,Lachesis_group14,Tgra_vs_Sbro: 332,10738902,11265285,18026,18036,2_15803,2_15894,7,29822268,30221638,18664,18672,1_9773,1_9781,7,-,30221638,29822268,18672,18664,1_9781,1_9773
Tgra,Sbro,CM056608.1,Lachesis_group14,Tgra_vs_Sbro: 336,18813779,19262243,18181,18195,2_16309,2_16056,11,35221166,35710245,18795,18815,1_9904,1_9924,11,-,35710245,35221166,18815,18795,1_9924,1_9904
Tgra,Sbro,CM056608.1,Lachesis_group14,Tgra_vs_Sbro: 337,19400857,20601482,18199,18232,2_16050,2_16295,22,35755927,36512363,18816,18854,1_9925,1_9963,22,-,36512363,35755927,18854,18816,1_9963,1_9925
Tgra,Sbro,CM056609.1,Lachesis_group15,Tgra_vs_Sbro: 339,4935756,5344147,18744,18752,2_9321,2_9785,6,1266136,1505081,18883,18890,1_9991,1_9998,6,-,1505081,1266136,18890,18883,1_9998,1_9991
Tgra,Sbro,CM056609.1,Lachesis_group15,Tgra_vs_Sbro: 341,3983078,4918722,18721,18740,2_9494,2_9325,11,3251564,4029695,18944,18972,1_10052,1_10080,11,-,4029695,3251564,18972,18944,1_10080,1_10052
Tgra,Sbro,CM056609.1,Lachesis_group15,Tgra_vs_Sbro: 343,21342927,22904472,19071,19116,2_9566,2_9674,12,9687927,10787856,19115,19146,1_10223,1_10254,12,-,10787856,9687927,19146,19115,1_10254,1_10223
Tgra,Sbro,CM056609.1,Lachesis_group15,Tgra_vs_Sbro: 345,23992436,24398834,19149,19157,2_9595,2_9311,7,11454741,11954037,19156,19167,1_10264,1_10275,7,-,11954037,11454741,19167,19156,1_10275,1_10264
Tgra,Sbro,CM056609.1,Lachesis_group15,Tgra_vs_Sbro: 348,12438638,15547480,18930,18967,2_9464,2_9270,25,17244043,20592759,19299,19342,1_10407,1_10450,25,-,20592759,17244043,19342,19299,1_10450,1_10407
Tgra,Sbro,CM056609.1,Lachesis_group15,Tgra_vs_Sbro: 349,18452746,20313630,19012,19050,2_9252,2_9681,25,21121632,22559747,19357,19413,1_10465,1_10521,25,-,22559747,21121632,19413,19357,1_10521,1_10465
Tgra,Sbro,CM056609.1,Lachesis_group15,Tgra_vs_Sbro: 350,29103202,33011692,19268,19355,2_9580,2_9361,35,25423994,30115142,19467,19564,1_10575,1_10672,35,-,30115142,25423994,19564,19467,1_10672,1_10575
Tgra,Sbro,CM056609.1,Lachesis_group15,Tgra_vs_Sbro: 352,11268129,11511386,18895,18905,2_9625,2_9347,9,32536341,32830457,19626,19637,1_10734,1_10745,9,-,32830457,32536341,19637,19626,1_10745,1_10734
Tgra,Sbro,CM056610.1,Lachesis_group17,Tgra_vs_Sbro: 372,1011269,1519575,19418,19440,2_23139,2_23638,15,7237773,7667676,20533,20553,1_11638,1_11658,15,-,7667676,7237773,20553,20533,1_11658,1_11638
Tgra,Sbro,CM056610.1,Lachesis_group17,Tgra_vs_Sbro: 375,20768535,21920128,19871,19891,2_23280,2_23561,8,12763101,13732484,20688,20709,1_11793,1_11814,8,-,13732484,12763101,20709,20688,1_11814,1_11793
Tgra,Sbro,CM056610.1,Lachesis_group17,Tgra_vs_Sbro: 377,6900533,8753115,19578,19606,2_23759,2_23840,11,16483663,18073621,20784,20808,1_11889,1_11913,11,-,18073621,16483663,20808,20784,1_11913,1_11889
Tgra,Sbro,CM056610.1,Lachesis_group17,Tgra_vs_Sbro: 380,29347084,32015445,20072,20142,2_23288,2_23325,43,21923754,24642614,20901,20979,1_12006,1_12084,43,-,24642614,21923754,20979,20901,1_12084,1_12006
Tgra,Sbro,CM056610.1,Lachesis_group17,Tgra_vs_Sbro: 385,26873313,28994626,20020,20064,2_23860,2_23167,13,28556387,29774076,21080,21110,1_12185,1_12215,13,-,29774076,28556387,21110,21080,1_12215,1_12185
Tgra,Sbro,CM056611.1,Lachesis_group16,Tgra_vs_Sbro: 360,6486178,8386247,20310,20351,2_18229,2_17975,11,22383477,23736123,20144,20171,1_11250,1_11277,11,-,23736123,22383477,20171,20144,1_11277,1_11250
Tgra,Sbro,CM056611.1,Lachesis_group16,Tgra_vs_Sbro: 363,1087239,1859951,20190,20209,2_17865,2_18027,11,26869752,27361857,20238,20251,1_11343,1_11356,11,-,27361857,26869752,20251,20238,1_11356,1_11343
Tgra,Sbro,CM056612.1,Lachesis_group18,Tgra_vs_Sbro: 386,2121961,3602065,20773,20806,2_13816,2_13480,19,95564,2017397,21125,21173,1_12230,1_12278,19,-,2017397,95564,21173,21125,1_12278,1_12230
Tgra,Sbro,CM056612.1,Lachesis_group18,Tgra_vs_Sbro: 387,255605,1134476,20726,20741,2_13785,2_13456,5,2034921,2767933,21175,21202,1_12280,1_12307,5,-,2767933,2034921,21202,21175,1_12307,1_12280
Tgra,Sbro,CM056612.1,Lachesis_group18,Tgra_vs_Sbro: 391,13211266,14733493,21057,21110,2_13847,2_13546,22,14266630,15811113,21430,21475,1_12535,1_12580,22,-,15811113,14266630,21475,21430,1_12580,1_12535
Tgra,Sbro,JARBDR010000135.1,Lachesis_group7,Tgra_vs_Sbro: 177,422639,1428566,21577,21600,2_22745,2_22765,17,15765024,16599262,10020,10044,1_19971,1_19995,17,-,16599262,15765024,10044,10020,1_19995,1_19971
Tgra,Sbro,JARBDR010000205.1,Lachesis_group2,Tgra_vs_Sbro: 52,3891,290786,21771,21781,2_21247,2_21233,7,938421,1082844,2877,2883,1_12837,1_12843,7,-,1082844,938421,2883,2877,1_12843,1_12837
Tgra,Sbro,JARBDR010000385.1,Lachesis_group2,Tgra_vs_Sbro: 51,13511,517810,22343,22364,2_15259,2_15262,8,369842,725148,2863,2873,1_12823,1_12833,8,-,725148,369842,2873,2863,1_12833,1_12823
Tgra,Sbro,JARBDR010000904.1,Lachesis_group13,Tgra_vs_Sbro: 288,64864,267310,23727,23739,2_6271,2_6276,8,4792282,5000086,16955,16967,1_8067,1_8079,8,-,5000086,4792282,16967,16955,1_8079,1_8067
Azeb,Tgra,HiC_scaffold_1.0,CM056611.1,Azeb_vs_Tgra: 482,43611140,50305650,485,591,0_491,0_597,9,2446692,3635502,20225,20258,2_18066,2_18123,9,+,2446692,3635502,20225,20258,2_18066,2_18123
Azeb,Tgra,HiC_scaffold_1.0,CM056611.1,Azeb_vs_Tgra: 484,68643149,70159744,827,861,0_833,0_867,11,10828649,12533682,20388,20433,2_17899,2_18314,11,+,10828649,12533682,20388,20433,2_17899,2_18314
Azeb,Tgra,HiC_scaffold_1.0,JARBDR010000376.1,Azeb_vs_Tgra: 493,65392852,67919371,771,808,0_777,0_814,6,297707,984762,22259,22280,2_15324,2_15352,6,+,297707,984762,22259,22280,2_15324,2_15352
Azeb,Tgra,HiC_scaffold_1.0,JARBDR010000376.1,Azeb_vs_Tgra: 494,82639098,85236054,1028,1074,0_1034,0_1080,6,1329829,1503018,22298,22304,2_15335,2_15358,6,+,1329829,1503018,22298,22304,2_15335,2_15358
Azeb,Tgra,HiC_scaffold_10.0,CM056612.1,Azeb_vs_Tgra: 488,15114347,18518732,9678,9730,0_9676,0_9728,8,11373697,11761872,20984,21000,2_13699,2_13748,8,+,11373697,11761872,20984,21000,2_13699,2_13748
Azeb,Tgra,HiC_scaffold_10.0,CM056612.1,Azeb_vs_Tgra: 490,22151657,27589804,9784,9870,0_9782,0_9868,7,14691435,16779409,21109,21159,2_13539,2_13431,7,+,14691435,16779409,21109,21159,2_13539,2_13431
Azeb,Tgra,HiC_scaffold_10.0,JARBDR010000811.1,Azeb_vs_Tgra: 496,3908853,14306819,9538,9658,0_9536,0_9656,6,38734,2823930,23430,23495,2_9015,2_9076,6,+,38734,2823930,23430,23495,2_9015,2_9076
Azeb,Tgra,HiC_scaffold_11.0,CM056597.1,Azeb_vs_Tgra: 147,24908196,26855932,10753,10781,0_10751,0_10779,11,6503784,8450391,4774,4828,2_22040,2_22642,11,+,6503784,8450391,4774,4828,2_22040,2_22642
Azeb,Tgra,HiC_scaffold_11.0,CM056597.1,Azeb_vs_Tgra: 153,19443521,22234999,10670,10718,0_10668,0_10715,9,20064075,21705992,5096,5135,2_22346,2_21726,9,+,20064075,21705992,5096,5135,2_22346,2_21726
Azeb,Tgra,HiC_scaffold_11.0,CM056597.1,Azeb_vs_Tgra: 154,5439982,9288425,10485,10539,0_10483,0_10537,5,21776611,22348804,5138,5151,2_21733,2_22053,5,+,21776611,22348804,5138,5151,2_21733,2_22053
Azeb,Tgra,HiC_scaffold_11.0,CM056597.1,Azeb_vs_Tgra: 156,10597482,11151966,10559,10569,0_10557,0_10567,7,23139397,23435363,5169,5179,2_22389,2_21514,7,+,23139397,23435363,5169,5179,2_22389,2_21514
Azeb,Tgra,HiC_scaffold_11.0,CM056597.1,Azeb_vs_Tgra: 162,35045963,38315557,10916,10966,0_10914,0_10964,20,39077532,40460599,5530,5571,2_22303,2_21550,20,+,39077532,40460599,5530,5571,2_22303,2_21550
Azeb,Tgra,HiC_scaffold_12.0,CM056596.1,Azeb_vs_Tgra: 122,122235,1458361,11122,11141,0_11120,0_11139,8,14792579,15694562,3607,3620,2_17591,2_17233,8,+,14792579,15694562,3607,3620,2_17591,2_17233
Azeb,Tgra,HiC_scaffold_12.3160685,CM056596.1,Azeb_vs_Tgra: 114,83604087,86484129,27077,27125,0_27076,0_27124,27,1607052,3484000,3235,3281,2_17605,2_17506,27,+,1607052,3484000,3235,3281,2_17605,2_17506
Azeb,Tgra,HiC_scaffold_12.3160685,CM056596.1,Azeb_vs_Tgra: 117,10038658,11843784,25953,25966,0_25951,0_25964,7,7734195,8455165,3415,3432,2_16779,2_17140,7,+,7734195,8455165,3415,3432,2_16779,2_17140
Azeb,Tgra,HiC_scaffold_12.3160685,CM056596.1,Azeb_vs_Tgra: 118,22066035,22639390,26151,26158,0_26149,0_26156,5,8586623,8834950,3434,3438,2_17138,2_16645,5,+,8586623,8834950,3434,3438,2_17138,2_16645
Azeb,Tgra,HiC_scaffold_12.3160685,CM056596.1,Azeb_vs_Tgra: 119,24361835,24856399,26190,26202,0_26188,0_26200,12,10198816,10424951,3466,3478,2_16455,2_16827,12,+,10198816,10424951,3466,3478,2_16455,2_16827
Azeb,Tgra,HiC_scaffold_12.3160685,CM056596.1,Azeb_vs_Tgra: 120,232359,1198947,25746,25773,0_25744,0_25771,15,11009198,12946572,3492,3551,2_17340,2_17406,15,+,11009198,12946572,3492,3551,2_17340,2_17406
Azeb,Tgra,HiC_scaffold_12.3160685,CM056596.1,Azeb_vs_Tgra: 123,76023468,76513821,26955,26965,0_26954,0_26964,10,16203141,16463261,3643,3654,2_16931,2_17251,10,+,16203141,16463261,3643,3654,2_16931,2_17251
Azeb,Tgra,HiC_scaffold_12.3160685,CM056596.1,Azeb_vs_Tgra: 126,69183810,73935976,26851,26922,0_26850,0_26921,10,23790991,25317950,3843,3887,2_16730,2_17414,10,+,23790991,25317950,3843,3887,2_16730,2_17414
Azeb,Tgra,HiC_scaffold_12.3160685,CM056596.1,Azeb_vs_Tgra: 130,50806320,52043261,26532,26549,0_26530,0_26547,9,28105924,29622802,3952,3990,2_17668,2_16981,9,+,28105924,29622802,3952,3990,2_17668,2_16981
Azeb,Tgra,HiC_scaffold_12.3160685,CM056596.1,Azeb_vs_Tgra: 131,36115569,36771214,26358,26363,0_26356,0_26361,6,30197389,30605130,3999,4010,2_17499,2_16653,6,+,30197389,30605130,3999,4010,2_17499,2_16653
Azeb,Tgra,HiC_scaffold_12.3160685,CM056596.1,Azeb_vs_Tgra: 134,26391060,27123655,26224,26235,0_26222,0_26233,6,34635623,35229319,4115,4128,2_17631,2_17108,6,+,34635623,35229319,4115,4128,2_17631,2_17108
Azeb,Tgra,HiC_scaffold_12.3160685,CM056596.1,Azeb_vs_Tgra: 137,53878612,65123958,26583,26774,0_26581,0_26772,14,39871462,43865264,4223,4331,2_17027,2_16601,14,+,39871462,43865264,4223,4331,2_17027,2_16601
Azeb,Tgra,HiC_scaffold_12.3160685,CM056596.1,Azeb_vs_Tgra: 139,100051160,100971938,27357,27370,0_27356,0_27369,12,48223279,48676786,4440,4463,2_17333,2_16512,12,+,48223279,48676786,4440,4463,2_17333,2_16512
Azeb,Tgra,HiC_scaffold_13.0,CM056598.1,Azeb_vs_Tgra: 171,13612331,14807974,11424,11450,0_11422,0_11448,16,9763,984746,5916,5945,2_8615,2_8162,16,+,9763,984746,5916,5945,2_8615,2_8162
Azeb,Tgra,HiC_scaffold_13.0,CM056598.1,Azeb_vs_Tgra: 173,9032503,10222058,11335,11354,0_11333,0_11352,11,2394204,2850578,5983,5998,2_8274,2_8070,11,+,2394204,2850578,5983,5998,2_8274,2_8070
Azeb,Tgra,HiC_scaffold_13.0,CM056598.1,Azeb_vs_Tgra: 175,67751304,69079312,12308,12330,0_12306,0_12328,6,4298199,4540376,6031,6043,2_8896,2_8703,6,+,4298199,4540376,6031,6043,2_8896,2_8703
Azeb,Tgra,HiC_scaffold_13.0,CM056598.1,Azeb_vs_Tgra: 177,27940515,28556799,11686,11696,0_11684,0_11694,5,7635299,7964962,6128,6150,2_8258,2_8401,5,+,7635299,7964962,6128,6150,2_8258,2_8401
Azeb,Tgra,HiC_scaffold_13.0,CM056598.1,Azeb_vs_Tgra: 179,61761050,63265045,12246,12261,0_12244,0_12259,11,8473857,8859340,6169,6185,2_8096,2_7712,11,+,8473857,8859340,6169,6185,2_8096,2_7712
