Orthogroup	Species Tree Node	Gene Tree Node	Support	Type	Genes 1	Genes 2
OG0000322	Azeb	n7	1.0	Terminal	mikado.HiC_scaffold_13.0G149.1	mikado.HiC_scaffold_13.0G150.1
OG0000322	Sbro	n9	1.0	Terminal	EVM0010490.1	EVM0017549.1
OG0000323	Azeb	n1	1.0	Terminal	mikado.HiC_scaffold_5.0G1316.1, mikado.HiC_scaffold_5.0G1313.1, mikado.HiC_scaffold_13.0G280.1, mikado.HiC_scaffold_5.0G1315.1, mikado.HiC_scaffold_5.0G1312.1, mikado.HiC_scaffold_5.0G1314.1, mikado.HiC_scaffold_5.0G388.1, mikado.HiC_scaffold_5.0G393.1, mikado.HiC_scaffold_5.0G1037.1	mikado.HiC_scaffold_5.0G1092.1
OG0000323	Azeb	n2	1.0	Terminal	mikado.HiC_scaffold_5.0G1316.1, mikado.HiC_scaffold_5.0G1313.1, mikado.HiC_scaffold_13.0G280.1	mikado.HiC_scaffold_5.0G1315.1, mikado.HiC_scaffold_5.0G1312.1, mikado.HiC_scaffold_5.0G1314.1, mikado.HiC_scaffold_5.0G388.1, mikado.HiC_scaffold_5.0G393.1, mikado.HiC_scaffold_5.0G1037.1
OG0000323	Azeb	n3	1.0	Terminal	mikado.HiC_scaffold_5.0G1316.1	mikado.HiC_scaffold_5.0G1313.1, mikado.HiC_scaffold_13.0G280.1
OG0000323	Azeb	n4	1.0	Terminal	mikado.HiC_scaffold_5.0G1313.1	mikado.HiC_scaffold_13.0G280.1
OG0000323	Azeb	n5	1.0	Terminal	mikado.HiC_scaffold_5.0G1315.1	mikado.HiC_scaffold_5.0G1312.1, mikado.HiC_scaffold_5.0G1314.1, mikado.HiC_scaffold_5.0G388.1, mikado.HiC_scaffold_5.0G393.1, mikado.HiC_scaffold_5.0G1037.1
OG0000323	Azeb	n6	1.0	Terminal	mikado.HiC_scaffold_5.0G1312.1, mikado.HiC_scaffold_5.0G1314.1, mikado.HiC_scaffold_5.0G388.1, mikado.HiC_scaffold_5.0G393.1	mikado.HiC_scaffold_5.0G1037.1
OG0000323	Azeb	n7	1.0	Terminal	mikado.HiC_scaffold_5.0G1312.1, mikado.HiC_scaffold_5.0G1314.1	mikado.HiC_scaffold_5.0G388.1, mikado.HiC_scaffold_5.0G393.1
OG0000323	Azeb	n8	1.0	Terminal	mikado.HiC_scaffold_5.0G1312.1	mikado.HiC_scaffold_5.0G1314.1
OG0000323	Azeb	n9	1.0	Terminal	mikado.HiC_scaffold_5.0G388.1	mikado.HiC_scaffold_5.0G393.1
OG0000324	Azeb	n0	1.0	Terminal	mikado.HiC_scaffold_19.0G1368.1	mikado.HiC_scaffold_5.92308104G71.1, mikado.HiC_scaffold_14.0G1.1, mikado.HiC_scaffold_57G1.1, mikado.HiC_scaffold_55G1.1, mikado.HiC_scaffold_52.0G1.1, mikado.HiC_scaffold_586G1.1, mikado.HiC_scaffold_16.0G1394.1, mikado.HiC_scaffold_19.0G1337.1, mikado.HiC_scaffold_10.0G7.1, mikado.HiC_scaffold_10.0G8.1
OG0000324	Azeb	n1	1.0	Terminal	mikado.HiC_scaffold_5.92308104G71.1, mikado.HiC_scaffold_14.0G1.1, mikado.HiC_scaffold_57G1.1, mikado.HiC_scaffold_55G1.1	mikado.HiC_scaffold_52.0G1.1, mikado.HiC_scaffold_586G1.1, mikado.HiC_scaffold_16.0G1394.1, mikado.HiC_scaffold_19.0G1337.1, mikado.HiC_scaffold_10.0G7.1, mikado.HiC_scaffold_10.0G8.1
OG0000324	Azeb	n2	1.0	Terminal	mikado.HiC_scaffold_5.92308104G71.1, mikado.HiC_scaffold_14.0G1.1	mikado.HiC_scaffold_57G1.1, mikado.HiC_scaffold_55G1.1
OG0000324	Azeb	n3	1.0	Terminal	mikado.HiC_scaffold_5.92308104G71.1	mikado.HiC_scaffold_14.0G1.1
OG0000324	Azeb	n4	1.0	Terminal	mikado.HiC_scaffold_57G1.1	mikado.HiC_scaffold_55G1.1
OG0000324	Azeb	n5	1.0	Terminal	mikado.HiC_scaffold_52.0G1.1, mikado.HiC_scaffold_586G1.1	mikado.HiC_scaffold_16.0G1394.1, mikado.HiC_scaffold_19.0G1337.1, mikado.HiC_scaffold_10.0G7.1, mikado.HiC_scaffold_10.0G8.1
OG0000324	Azeb	n6	1.0	Terminal	mikado.HiC_scaffold_52.0G1.1	mikado.HiC_scaffold_586G1.1
OG0000324	Azeb	n7	1.0	Terminal	mikado.HiC_scaffold_16.0G1394.1	mikado.HiC_scaffold_19.0G1337.1, mikado.HiC_scaffold_10.0G7.1, mikado.HiC_scaffold_10.0G8.1
OG0000324	Azeb	n8	1.0	Terminal	mikado.HiC_scaffold_19.0G1337.1	mikado.HiC_scaffold_10.0G7.1, mikado.HiC_scaffold_10.0G8.1
OG0000324	Azeb	n9	1.0	Terminal	mikado.HiC_scaffold_10.0G7.1	mikado.HiC_scaffold_10.0G8.1
OG0000325	N0	n0	0.6666666666666666	Non-Terminal	mikado.HiC_scaffold_7.0G263.1, mikado.HiC_scaffold_7.0G266.1, mikado.HiC_scaffold_7.0G745.1, mikado.HiC_scaffold_19.0G271.1, KUTeg_024473	EVM0005917.1, EVM0009659.1, KUTeg_024468, KUTeg_024469, KUTeg_024470, mikado.HiC_scaffold_7.0G265.1
OG0000325	Azeb	n2	1.0	Terminal	mikado.HiC_scaffold_7.0G263.1, mikado.HiC_scaffold_7.0G266.1	mikado.HiC_scaffold_7.0G745.1, mikado.HiC_scaffold_19.0G271.1
OG0000325	Azeb	n3	1.0	Terminal	mikado.HiC_scaffold_7.0G263.1	mikado.HiC_scaffold_7.0G266.1
OG0000325	Azeb	n4	1.0	Terminal	mikado.HiC_scaffold_7.0G745.1	mikado.HiC_scaffold_19.0G271.1
OG0000325	Sbro	n7	1.0	Terminal	EVM0005917.1	EVM0009659.1
OG0000325	Tgra	n8	1.0	Terminal	KUTeg_024468, KUTeg_024469	KUTeg_024470
OG0000325	Tgra	n9	1.0	Terminal	KUTeg_024468	KUTeg_024469
OG0000326	N1	n1	1.0	Non-Terminal	KUTeg_023914, KUTeg_024958, KUTeg_024956, KUTeg_024957, EVM0008158.1, EVM0022393.1, KUTeg_024955, KUTeg_024953	EVM0010460.1, KUTeg_024959
OG0000326	N1	n2	1.0	Non-Terminal	KUTeg_023914, KUTeg_024958, KUTeg_024956, KUTeg_024957, EVM0008158.1	EVM0022393.1, KUTeg_024955, KUTeg_024953
OG0000326	Tgra	n4	1.0	Terminal	KUTeg_023914, KUTeg_024958, KUTeg_024956	KUTeg_024957
OG0000326	Tgra	n5	1.0	Terminal	KUTeg_023914	KUTeg_024958, KUTeg_024956
OG0000326	Tgra	n6	1.0	Terminal	KUTeg_024958	KUTeg_024956
OG0000326	Tgra	n8	1.0	Terminal	KUTeg_024955	KUTeg_024953
OG0000327	N0	n0	1.0	Non-Terminal	mikado.HiC_scaffold_7.0G943.1, EVM0019624.1, KUTeg_024890	mikado.HiC_scaffold_9.0G1130.1, KUTeg_003083, EVM0006002.1, mikado.HiC_scaffold_8.8335562G56.1, EVM0015203.1, KUTeg_003296, EVM0006337.1, KUTeg_024892
OG0000327	N0	n3	1.0	Non-Terminal	mikado.HiC_scaffold_9.0G1130.1, KUTeg_003083, EVM0006002.1	mikado.HiC_scaffold_8.8335562G56.1, EVM0015203.1, KUTeg_003296, EVM0006337.1, KUTeg_024892
OG0000327	N1	n7	1.0	Non-Terminal	EVM0015203.1, KUTeg_003296	EVM0006337.1, KUTeg_024892
OG0000328	N0	n0	0.6666666666666666	Non-Terminal	EVM0024025.1, mikado.HiC_scaffold_7.0G1067.1, mikado.HiC_scaffold_15.0G87.1	EVM0011990.1, KUTeg_012596, KUTeg_003835, EVM0005023.1, EVM0017321.1, mikado.HiC_scaffold_15.0G2279.1, mikado.HiC_scaffold_9.0G841.1, mikado.HiC_scaffold_9.0G840.1
OG0000328	Azeb	n2	1.0	Terminal	mikado.HiC_scaffold_7.0G1067.1	mikado.HiC_scaffold_15.0G87.1
OG0000328	N1	n4	1.0	Non-Terminal	EVM0011990.1, KUTeg_012596	KUTeg_003835, EVM0005023.1, EVM0017321.1
OG0000328	Sbro	n7	1.0	Terminal	EVM0005023.1	EVM0017321.1
OG0000328	Azeb	n8	1.0	Terminal	mikado.HiC_scaffold_15.0G2279.1	mikado.HiC_scaffold_9.0G841.1, mikado.HiC_scaffold_9.0G840.1
OG0000328	Azeb	n9	1.0	Terminal	mikado.HiC_scaffold_9.0G841.1	mikado.HiC_scaffold_9.0G840.1
OG0000329	Tgra	n2	1.0	Terminal	KUTeg_023773	KUTeg_023772
OG0000329	Azeb	n3	1.0	Terminal	mikado.HiC_scaffold_8.8335562G638.1, mikado.HiC_scaffold_8.8335562G632.1	mikado.HiC_scaffold_8.8335562G655.1, mikado.HiC_scaffold_8.0G58.1, mikado.HiC_scaffold_8.0G51.1, mikado.HiC_scaffold_8.0G57.1, mikado.HiC_scaffold_8.0G26.1, mikado.HiC_scaffold_8.8335562G656.1
OG0000329	Azeb	n4	1.0	Terminal	mikado.HiC_scaffold_8.8335562G638.1	mikado.HiC_scaffold_8.8335562G632.1
OG0000329	Azeb	n5	1.0	Terminal	mikado.HiC_scaffold_8.8335562G655.1, mikado.HiC_scaffold_8.0G58.1, mikado.HiC_scaffold_8.0G51.1, mikado.HiC_scaffold_8.0G57.1, mikado.HiC_scaffold_8.0G26.1	mikado.HiC_scaffold_8.8335562G656.1
OG0000329	Azeb	n6	1.0	Terminal	mikado.HiC_scaffold_8.8335562G655.1	mikado.HiC_scaffold_8.0G58.1, mikado.HiC_scaffold_8.0G51.1, mikado.HiC_scaffold_8.0G57.1, mikado.HiC_scaffold_8.0G26.1
OG0000329	Azeb	n7	1.0	Terminal	mikado.HiC_scaffold_8.0G58.1, mikado.HiC_scaffold_8.0G51.1	mikado.HiC_scaffold_8.0G57.1, mikado.HiC_scaffold_8.0G26.1
OG0000329	Azeb	n8	1.0	Terminal	mikado.HiC_scaffold_8.0G58.1	mikado.HiC_scaffold_8.0G51.1
OG0000329	Azeb	n9	1.0	Terminal	mikado.HiC_scaffold_8.0G57.1	mikado.HiC_scaffold_8.0G26.1
OG0000330	N0	n0	0.6666666666666666	Non-Terminal	KUTeg_017360, mikado.HiC_scaffold_8.0G52.1, EVM0006679.1	KUTeg_021782, KUTeg_022078, KUTeg_013947, KUTeg_011746, KUTeg_022016, KUTeg_001938, KUTeg_000939, mikado.HiC_scaffold_19.0G889.1
OG0000330	Tgra	n4	1.0	Terminal	KUTeg_021782	KUTeg_022078, KUTeg_013947, KUTeg_011746, KUTeg_022016, KUTeg_001938, KUTeg_000939
OG0000330	Tgra	n5	1.0	Terminal	KUTeg_022078, KUTeg_013947, KUTeg_011746, KUTeg_022016, KUTeg_001938	KUTeg_000939
OG0000330	Tgra	n6	1.0	Terminal	KUTeg_022078, KUTeg_013947, KUTeg_011746	KUTeg_022016, KUTeg_001938
OG0000330	Tgra	n7	1.0	Terminal	KUTeg_022078, KUTeg_013947	KUTeg_011746
OG0000330	Tgra	n8	1.0	Terminal	KUTeg_022078	KUTeg_013947
OG0000330	Tgra	n9	1.0	Terminal	KUTeg_022016	KUTeg_001938
OG0000331	N0	n1	0.6666666666666666	Non-Terminal	EVM0021966.1, mikado.HiC_scaffold_19.0G1160.1	mikado.HiC_scaffold_8.0G56.1, EVM0004750.1, EVM0010269.1, mikado.HiC_scaffold_19.0G11.1, mikado.HiC_scaffold_9.0G59.1, mikado.HiC_scaffold_1656G1.1, EVM0012353.1, EVM0002425.1
OG0000331	N0	n3	0.6666666666666666	Non-Terminal	mikado.HiC_scaffold_8.0G56.1, EVM0004750.1, EVM0010269.1	mikado.HiC_scaffold_19.0G11.1, mikado.HiC_scaffold_9.0G59.1, mikado.HiC_scaffold_1656G1.1, EVM0012353.1, EVM0002425.1
OG0000331	Sbro	n5	1.0	Terminal	EVM0004750.1	EVM0010269.1
OG0000331	Azeb	n7	1.0	Terminal	mikado.HiC_scaffold_19.0G11.1	mikado.HiC_scaffold_9.0G59.1, mikado.HiC_scaffold_1656G1.1
OG0000331	Azeb	n8	1.0	Terminal	mikado.HiC_scaffold_9.0G59.1	mikado.HiC_scaffold_1656G1.1
OG0000331	Sbro	n9	1.0	Terminal	EVM0012353.1	EVM0002425.1
OG0000332	N0	n0	1.0	Non-Terminal	KUTeg_008148, KUTeg_011421, mikado.HiC_scaffold_17.0G760.1, mikado.HiC_scaffold_17.0G765.1, mikado.HiC_scaffold_17.0G764.1, EVM0000829.1	mikado.HiC_scaffold_9.0G1033.1, EVM0013478.1, KUTeg_008847, KUTeg_008586, EVM0012012.1
OG0000332	Tgra	n2	1.0	Terminal	KUTeg_008148	KUTeg_011421
OG0000332	Azeb	n4	1.0	Terminal	mikado.HiC_scaffold_17.0G760.1, mikado.HiC_scaffold_17.0G765.1	mikado.HiC_scaffold_17.0G764.1
OG0000332	Azeb	n5	1.0	Terminal	mikado.HiC_scaffold_17.0G760.1	mikado.HiC_scaffold_17.0G765.1
OG0000332	N1	n7	1.0	Non-Terminal	EVM0013478.1, KUTeg_008847	KUTeg_008586, EVM0012012.1
OG0000333	Azeb	n1	1.0	Terminal	mikado.HiC_scaffold_9.0G1141.1, mikado.HiC_scaffold_9.0G1141.2, mikado.HiC_scaffold_11.0G83.1, mikado.HiC_scaffold_11.0G86.2, mikado.HiC_scaffold_11.0G86.1	mikado.HiC_scaffold_14.0G1185.1, mikado.HiC_scaffold_14.0G1186.1, mikado.HiC_scaffold_14.0G525.1, mikado.HiC_scaffold_14.0G521.1, mikado.HiC_scaffold_14.0G1195.1
OG0000333	Azeb	n2	1.0	Terminal	mikado.HiC_scaffold_9.0G1141.1, mikado.HiC_scaffold_9.0G1141.2, mikado.HiC_scaffold_11.0G83.1	mikado.HiC_scaffold_11.0G86.2, mikado.HiC_scaffold_11.0G86.1
OG0000333	Azeb	n3	1.0	Terminal	mikado.HiC_scaffold_9.0G1141.1, mikado.HiC_scaffold_9.0G1141.2	mikado.HiC_scaffold_11.0G83.1
OG0000333	Azeb	n4	1.0	Terminal	mikado.HiC_scaffold_9.0G1141.1	mikado.HiC_scaffold_9.0G1141.2
OG0000333	Azeb	n5	1.0	Terminal	mikado.HiC_scaffold_11.0G86.2	mikado.HiC_scaffold_11.0G86.1
OG0000333	Azeb	n6	1.0	Terminal	mikado.HiC_scaffold_14.0G1185.1, mikado.HiC_scaffold_14.0G1186.1, mikado.HiC_scaffold_14.0G525.1, mikado.HiC_scaffold_14.0G521.1	mikado.HiC_scaffold_14.0G1195.1
OG0000333	Azeb	n7	1.0	Terminal	mikado.HiC_scaffold_14.0G1185.1, mikado.HiC_scaffold_14.0G1186.1	mikado.HiC_scaffold_14.0G525.1, mikado.HiC_scaffold_14.0G521.1
OG0000333	Azeb	n8	1.0	Terminal	mikado.HiC_scaffold_14.0G1185.1	mikado.HiC_scaffold_14.0G1186.1
OG0000333	Azeb	n9	1.0	Terminal	mikado.HiC_scaffold_14.0G525.1	mikado.HiC_scaffold_14.0G521.1
OG0000334	Tgra	n2	1.0	Terminal	KUTeg_001523	KUTeg_002038, KUTeg_002039
OG0000334	Tgra	n3	1.0	Terminal	KUTeg_002038	KUTeg_002039
OG0000334	Sbro	n4	1.0	Terminal	EVM0012222.1	EVM0000865.1, EVM0006007.1, EVM0006408.1, EVM0015056.1, EVM0019398.1, EVM0009783.1
OG0000334	Sbro	n5	1.0	Terminal	EVM0000865.1	EVM0006007.1, EVM0006408.1, EVM0015056.1, EVM0019398.1, EVM0009783.1
OG0000334	Sbro	n6	1.0	Terminal	EVM0006007.1, EVM0006408.1	EVM0015056.1, EVM0019398.1, EVM0009783.1
OG0000334	Sbro	n7	1.0	Terminal	EVM0006007.1	EVM0006408.1
OG0000334	Sbro	n8	1.0	Terminal	EVM0015056.1, EVM0019398.1	EVM0009783.1
OG0000334	Sbro	n9	1.0	Terminal	EVM0015056.1	EVM0019398.1
OG0000335	N0	n0	0.6666666666666666	Non-Terminal	KUTeg_001472, mikado.HiC_scaffold_11.0G124.1	KUTeg_001478, KUTeg_001998, EVM0016679.1, mikado.HiC_scaffold_11.0G126.5, mikado.HiC_scaffold_11.0G126.1, mikado.HiC_scaffold_11.0G126.4, mikado.HiC_scaffold_11.0G126.3, mikado.HiC_scaffold_11.0G126.2, mikado.HiC_scaffold_11.0G126.6
OG0000335	Tgra	n4	1.0	Terminal	KUTeg_001478	KUTeg_001998
OG0000335	Azeb	n5	1.0	Terminal	mikado.HiC_scaffold_11.0G126.5	mikado.HiC_scaffold_11.0G126.1, mikado.HiC_scaffold_11.0G126.4, mikado.HiC_scaffold_11.0G126.3, mikado.HiC_scaffold_11.0G126.2, mikado.HiC_scaffold_11.0G126.6
OG0000335	Azeb	n6	1.0	Terminal	mikado.HiC_scaffold_11.0G126.1	mikado.HiC_scaffold_11.0G126.4, mikado.HiC_scaffold_11.0G126.3, mikado.HiC_scaffold_11.0G126.2, mikado.HiC_scaffold_11.0G126.6
OG0000335	Azeb	n7	1.0	Terminal	mikado.HiC_scaffold_11.0G126.4	mikado.HiC_scaffold_11.0G126.3, mikado.HiC_scaffold_11.0G126.2, mikado.HiC_scaffold_11.0G126.6
OG0000335	Azeb	n8	1.0	Terminal	mikado.HiC_scaffold_11.0G126.3	mikado.HiC_scaffold_11.0G126.2, mikado.HiC_scaffold_11.0G126.6
OG0000335	Azeb	n9	1.0	Terminal	mikado.HiC_scaffold_11.0G126.2	mikado.HiC_scaffold_11.0G126.6
OG0000336	Azeb	n1	1.0	Terminal	mikado.HiC_scaffold_14.0G214.1	mikado.HiC_scaffold_11.0G425.1
OG0000336	Tgra	n3	1.0	Terminal	KUTeg_009893	KUTeg_009896
OG0000336	Sbro	n4	1.0	Terminal	EVM0016158.1, EVM0023281.1	EVM0022913.1, EVM0013410.1, EVM0001708.1, EVM0023997.1, EVM0022727.1
OG0000336	Sbro	n5	1.0	Terminal	EVM0016158.1	EVM0023281.1
OG0000336	Sbro	n6	1.0	Terminal	EVM0022913.1	EVM0013410.1, EVM0001708.1, EVM0023997.1, EVM0022727.1
OG0000336	Sbro	n7	1.0	Terminal	EVM0013410.1, EVM0001708.1	EVM0023997.1, EVM0022727.1
OG0000336	Sbro	n8	1.0	Terminal	EVM0013410.1	EVM0001708.1
OG0000336	Sbro	n9	1.0	Terminal	EVM0023997.1	EVM0022727.1
OG0000337	N0	n0	0.6666666666666666	Non-Terminal	mikado.HiC_scaffold_19.0G491.1, mikado.HiC_scaffold_11.0G456.1, KUTeg_012267	KUTeg_008330, KUTeg_023031, KUTeg_003959, KUTeg_022915, KUTeg_003423, KUTeg_008249, mikado.HiC_scaffold_19.0G490.1, mikado.HiC_scaffold_14.0G1055.1
OG0000337	Azeb	n2	1.0	Terminal	mikado.HiC_scaffold_19.0G491.1	mikado.HiC_scaffold_11.0G456.1
OG0000337	Tgra	n4	1.0	Terminal	KUTeg_008330, KUTeg_023031	KUTeg_003959, KUTeg_022915, KUTeg_003423, KUTeg_008249
OG0000337	Tgra	n5	1.0	Terminal	KUTeg_008330	KUTeg_023031
OG0000337	Tgra	n6	1.0	Terminal	KUTeg_003959	KUTeg_022915, KUTeg_003423, KUTeg_008249
OG0000337	Tgra	n7	1.0	Terminal	KUTeg_022915	KUTeg_003423, KUTeg_008249
OG0000337	Tgra	n8	1.0	Terminal	KUTeg_003423	KUTeg_008249
OG0000337	Azeb	n9	1.0	Terminal	mikado.HiC_scaffold_19.0G490.1	mikado.HiC_scaffold_14.0G1055.1
OG0000338	Sbro	n2	1.0	Terminal	EVM0014573.1	EVM0017176.1
OG0000338	Tgra	n3	1.0	Terminal	KUTeg_001910	KUTeg_001157, KUTeg_001183, KUTeg_001156, KUTeg_001191, KUTeg_001190, KUTeg_001184, KUTeg_001182
OG0000338	Tgra	n4	1.0	Terminal	KUTeg_001157	KUTeg_001183, KUTeg_001156, KUTeg_001191, KUTeg_001190, KUTeg_001184, KUTeg_001182
OG0000338	Tgra	n5	1.0	Terminal	KUTeg_001183, KUTeg_001156, KUTeg_001191, KUTeg_001190, KUTeg_001184	KUTeg_001182
OG0000338	Tgra	n6	1.0	Terminal	KUTeg_001183, KUTeg_001156	KUTeg_001191, KUTeg_001190, KUTeg_001184
OG0000338	Tgra	n7	1.0	Terminal	KUTeg_001183	KUTeg_001156
OG0000338	Tgra	n8	1.0	Terminal	KUTeg_001191	KUTeg_001190, KUTeg_001184
OG0000338	Tgra	n9	1.0	Terminal	KUTeg_001190	KUTeg_001184
OG0000339	Sbro	n1	1.0	Terminal	EVM0006318.1, EVM0020772.1, EVM0020067.1, EVM0011801.1	EVM0014205.1, EVM0002576.1, EVM0012265.1, EVM0004677.1, EVM0015276.1, EVM0000569.1
OG0000339	Sbro	n2	1.0	Terminal	EVM0006318.1, EVM0020772.1, EVM0020067.1	EVM0011801.1
OG0000339	Sbro	n3	1.0	Terminal	EVM0006318.1, EVM0020772.1	EVM0020067.1
OG0000339	Sbro	n4	1.0	Terminal	EVM0006318.1	EVM0020772.1
OG0000339	Sbro	n5	1.0	Terminal	EVM0014205.1, EVM0002576.1	EVM0012265.1, EVM0004677.1, EVM0015276.1, EVM0000569.1
OG0000339	Sbro	n6	1.0	Terminal	EVM0014205.1	EVM0002576.1
OG0000339	Sbro	n7	1.0	Terminal	EVM0012265.1	EVM0004677.1, EVM0015276.1, EVM0000569.1
OG0000339	Sbro	n8	1.0	Terminal	EVM0004677.1	EVM0015276.1, EVM0000569.1
OG0000339	Sbro	n9	1.0	Terminal	EVM0015276.1	EVM0000569.1
OG0000340	Tgra	n1	1.0	Terminal	KUTeg_005413, KUTeg_020083, KUTeg_003306, KUTeg_000643, KUTeg_001361, KUTeg_000038, KUTeg_001258	KUTeg_010715, KUTeg_005327, KUTeg_004372
OG0000340	Tgra	n2	1.0	Terminal	KUTeg_005413, KUTeg_020083, KUTeg_003306, KUTeg_000643, KUTeg_001361, KUTeg_000038	KUTeg_001258
OG0000340	Tgra	n3	1.0	Terminal	KUTeg_005413, KUTeg_020083, KUTeg_003306, KUTeg_000643	KUTeg_001361, KUTeg_000038
OG0000340	Tgra	n4	1.0	Terminal	KUTeg_005413, KUTeg_020083	KUTeg_003306, KUTeg_000643
OG0000340	Tgra	n5	1.0	Terminal	KUTeg_005413	KUTeg_020083
OG0000340	Tgra	n6	1.0	Terminal	KUTeg_003306	KUTeg_000643
OG0000340	Tgra	n7	1.0	Terminal	KUTeg_001361	KUTeg_000038
OG0000340	Tgra	n8	1.0	Terminal	KUTeg_010715	KUTeg_005327, KUTeg_004372
OG0000340	Tgra	n9	1.0	Terminal	KUTeg_005327	KUTeg_004372
OG0000341	Sbro	n1	1.0	Terminal	EVM0021715.1, EVM0002944.1, EVM0021318.1, EVM0023945.1, EVM0008788.1	EVM0020136.1, EVM0014221.1, EVM0013749.1, EVM0019242.1, EVM0005726.1
OG0000341	Sbro	n2	1.0	Terminal	EVM0021715.1, EVM0002944.1	EVM0021318.1, EVM0023945.1, EVM0008788.1
OG0000341	Sbro	n3	1.0	Terminal	EVM0021715.1	EVM0002944.1
OG0000341	Sbro	n4	1.0	Terminal	EVM0021318.1, EVM0023945.1	EVM0008788.1
OG0000341	Sbro	n5	1.0	Terminal	EVM0021318.1	EVM0023945.1
OG0000341	Sbro	n6	1.0	Terminal	EVM0020136.1	EVM0014221.1, EVM0013749.1, EVM0019242.1, EVM0005726.1
OG0000341	Sbro	n7	1.0	Terminal	EVM0014221.1, EVM0013749.1	EVM0019242.1, EVM0005726.1
OG0000341	Sbro	n8	1.0	Terminal	EVM0014221.1	EVM0013749.1
OG0000341	Sbro	n9	1.0	Terminal	EVM0019242.1	EVM0005726.1
OG0000342	Azeb	n2	1.0	Terminal	mikado.HiC_scaffold_21.0G1110.1, mikado.HiC_scaffold_21.0G1109.1, mikado.HiC_scaffold_17.0G29.1, mikado.HiC_scaffold_14.0G1256.1	mikado.HiC_scaffold_21.0G17.1, mikado.HiC_scaffold_21.0G14.1, mikado.HiC_scaffold_21.0G18.1, mikado.HiC_scaffold_21.0G16.1, mikado.HiC_scaffold_21.0G877.1
OG0000342	Azeb	n3	1.0	Terminal	mikado.HiC_scaffold_21.0G1110.1, mikado.HiC_scaffold_21.0G1109.1	mikado.HiC_scaffold_17.0G29.1, mikado.HiC_scaffold_14.0G1256.1
OG0000342	Azeb	n4	1.0	Terminal	mikado.HiC_scaffold_21.0G1110.1	mikado.HiC_scaffold_21.0G1109.1
OG0000342	Azeb	n5	1.0	Terminal	mikado.HiC_scaffold_17.0G29.1	mikado.HiC_scaffold_14.0G1256.1
OG0000342	Azeb	n6	1.0	Terminal	mikado.HiC_scaffold_21.0G17.1, mikado.HiC_scaffold_21.0G14.1, mikado.HiC_scaffold_21.0G18.1, mikado.HiC_scaffold_21.0G16.1	mikado.HiC_scaffold_21.0G877.1
OG0000342	Azeb	n7	1.0	Terminal	mikado.HiC_scaffold_21.0G17.1, mikado.HiC_scaffold_21.0G14.1, mikado.HiC_scaffold_21.0G18.1	mikado.HiC_scaffold_21.0G16.1
OG0000342	Azeb	n8	1.0	Terminal	mikado.HiC_scaffold_21.0G17.1, mikado.HiC_scaffold_21.0G14.1	mikado.HiC_scaffold_21.0G18.1
OG0000342	Azeb	n9	1.0	Terminal	mikado.HiC_scaffold_21.0G17.1	mikado.HiC_scaffold_21.0G14.1
OG0000343	N0	n0	1.0	Non-Terminal	KUTeg_002235, KUTeg_002097, EVM0016014.1, mikado.HiC_scaffold_15.0G441.1	mikado.HiC_scaffold_15.0G1449.1, mikado.HiC_scaffold_17.0G651.1, EVM0020332.1, KUTeg_008193, EVM0016086.1, mikado.HiC_scaffold_17.0G671.1, KUTeg_002102
OG0000343	Tgra	n3	1.0	Terminal	KUTeg_002235	KUTeg_002097
OG0000343	N0	n4	1.0	Non-Terminal	mikado.HiC_scaffold_15.0G1449.1, mikado.HiC_scaffold_17.0G651.1, EVM0020332.1, KUTeg_008193	EVM0016086.1, mikado.HiC_scaffold_17.0G671.1, KUTeg_002102
OG0000343	Azeb	n6	1.0	Terminal	mikado.HiC_scaffold_15.0G1449.1	mikado.HiC_scaffold_17.0G651.1
OG0000344	Tgra	n2	1.0	Terminal	KUTeg_016907	KUTeg_010880, KUTeg_009256, KUTeg_015538, KUTeg_015537, KUTeg_012137, KUTeg_010927, KUTeg_015623, KUTeg_021906
OG0000344	Tgra	n3	1.0	Terminal	KUTeg_010880, KUTeg_009256, KUTeg_015538	KUTeg_015537, KUTeg_012137, KUTeg_010927, KUTeg_015623, KUTeg_021906
OG0000344	Tgra	n4	1.0	Terminal	KUTeg_010880, KUTeg_009256	KUTeg_015538
OG0000344	Tgra	n5	1.0	Terminal	KUTeg_010880	KUTeg_009256
OG0000344	Tgra	n6	1.0	Terminal	KUTeg_015537, KUTeg_012137, KUTeg_010927, KUTeg_015623	KUTeg_021906
OG0000344	Tgra	n7	1.0	Terminal	KUTeg_015537, KUTeg_012137	KUTeg_010927, KUTeg_015623
OG0000344	Tgra	n8	1.0	Terminal	KUTeg_015537	KUTeg_012137
OG0000344	Tgra	n9	1.0	Terminal	KUTeg_010927	KUTeg_015623
OG0000345	Sbro	n2	1.0	Terminal	EVM0017774.1, EVM0023176.1	EVM0017215.1
OG0000345	Sbro	n3	1.0	Terminal	EVM0017774.1	EVM0023176.1
OG0000345	Azeb	n4	1.0	Terminal	mikado.HiC_scaffold_16.0G183.1	mikado.HiC_scaffold_16.0G2.1, mikado.HiC_scaffold_16.0G184.1, mikado.HiC_scaffold_16.0G253.1, mikado.HiC_scaffold_16.0G254.1, mikado.HiC_scaffold_16.0G226.1, mikado.HiC_scaffold_16.0G250.1
