Orthogroup	Sbro	Azeb
OG0006294	EVM0000463.1	mikado.HiC_scaffold_2.0G67.1
OG0006295	EVM0003176.1	mikado.HiC_scaffold_2.0G68.1
OG0006296	EVM0017160.1	mikado.HiC_scaffold_2.0G69.1
OG0006297	EVM0002363.1	mikado.HiC_scaffold_2.0G70.1
OG0006298	EVM0004200.1	mikado.HiC_scaffold_2.0G77.1
OG0006299	EVM0009900.1	mikado.HiC_scaffold_2.0G79.1
OG0006300	EVM0005252.1	mikado.HiC_scaffold_2.0G82.1
OG0006301	EVM0005409.1	mikado.HiC_scaffold_2.0G81.1
OG0006302	EVM0016035.1	mikado.HiC_scaffold_2.0G91.1
OG0006303	EVM0020464.1, EVM0022151.1	mikado.HiC_scaffold_2.0G93.1
OG0006304	EVM0021432.1	mikado.HiC_scaffold_2.0G94.1
OG0006305	EVM0000924.1	mikado.HiC_scaffold_2.0G96.1
OG0006306	EVM0015349.2	mikado.HiC_scaffold_2.0G97.1
OG0006307	EVM0010447.1	mikado.HiC_scaffold_2.0G99.1
OG0006308	EVM0022669.1	mikado.HiC_scaffold_2.0G100.1
OG0006309	EVM0002861.1	mikado.HiC_scaffold_2.0G102.1
OG0006310	EVM0020882.2	mikado.HiC_scaffold_2.0G105.1
OG0006311	EVM0022214.1	mikado.HiC_scaffold_2.0G119.1
OG0006312	EVM0001365.1	mikado.HiC_scaffold_2.0G127.1
OG0006313	EVM0007146.1	mikado.HiC_scaffold_2.0G128.1
OG0006315	EVM0013951.1	mikado.HiC_scaffold_2.0G134.1
OG0006316	EVM0007209.1	mikado.HiC_scaffold_2.0G138.1
OG0006317	EVM0019564.1	mikado.HiC_scaffold_2.0G139.1
OG0006318	EVM0007444.1	mikado.HiC_scaffold_2.0G140.1
OG0006319	EVM0002825.1	mikado.HiC_scaffold_2.0G141.1
OG0006320	EVM0005307.1	mikado.HiC_scaffold_2.0G142.1
OG0006321	EVM0004646.1	mikado.HiC_scaffold_2.0G145.1
OG0006322	EVM0011782.1	mikado.HiC_scaffold_2.0G144.1
OG0006323	EVM0023245.1	mikado.HiC_scaffold_14.0G1059.1, mikado.HiC_scaffold_2.0G147.1
OG0006324	EVM0000075.1	mikado.HiC_scaffold_2.0G150.1
OG0006325	EVM0014571.1	mikado.HiC_scaffold_2.0G152.1
OG0006326	EVM0018862.1	mikado.HiC_scaffold_2.0G154.1
OG0006327	EVM0008313.1	mikado.HiC_scaffold_2.0G155.1
OG0006328	EVM0018385.1	mikado.HiC_scaffold_2.0G158.1
OG0006329	EVM0001659.1	mikado.HiC_scaffold_2.0G161.1
OG0006330	EVM0017476.1	mikado.HiC_scaffold_2.0G165.2
OG0006331	EVM0018356.1	mikado.HiC_scaffold_2.0G172.1
OG0006332	EVM0020631.1	mikado.HiC_scaffold_2.0G174.1, mikado.HiC_scaffold_2.0G173.1
OG0006333	EVM0002295.1	mikado.HiC_scaffold_2.0G178.1
OG0006334	EVM0006046.1	mikado.HiC_scaffold_2.0G183.1
OG0006335	EVM0015325.1	mikado.HiC_scaffold_2.0G184.1
OG0006336	EVM0024014.1	mikado.HiC_scaffold_2.0G192.1
OG0006337	EVM0015137.1	mikado.HiC_scaffold_2.0G202.1
OG0006338	EVM0006265.1	mikado.HiC_scaffold_2.0G203.1
OG0006339	EVM0012998.1	mikado.HiC_scaffold_2.0G204.1
OG0006341	EVM0014164.1	mikado.HiC_scaffold_2.0G210.1
OG0006343	EVM0015315.1	mikado.HiC_scaffold_2.0G221.1, mikado.HiC_scaffold_2.0G221.2
OG0006344	EVM0017275.1	mikado.HiC_scaffold_2.0G226.1
OG0006345	EVM0022372.1	mikado.HiC_scaffold_2.0G228.1
OG0006346	EVM0011863.1	mikado.HiC_scaffold_2.0G230.1
OG0006347	EVM0007950.1	mikado.HiC_scaffold_2.0G235.1
OG0006348	EVM0019369.1	mikado.HiC_scaffold_2.0G238.1
OG0006349	EVM0012032.1	mikado.HiC_scaffold_2.0G250.1
OG0006350	EVM0005445.1	mikado.HiC_scaffold_2.0G268.1
OG0006351	EVM0009281.3	mikado.HiC_scaffold_2.0G270.1
OG0006352	EVM0009232.1	mikado.HiC_scaffold_2.0G271.1
OG0006353	EVM0021199.1	mikado.HiC_scaffold_2.0G273.1, mikado.HiC_scaffold_9.0G660.1
OG0006354	EVM0013425.1	mikado.HiC_scaffold_2.0G276.1
OG0006355	EVM0005842.1	mikado.HiC_scaffold_2.0G277.1
OG0006356	EVM0001627.1	mikado.HiC_scaffold_2.0G282.1
OG0006357	EVM0006530.1	mikado.HiC_scaffold_2.0G284.1
OG0006358	EVM0011559.1	mikado.HiC_scaffold_2.0G290.1, mikado.HiC_scaffold_2.0G289.1
OG0006359	EVM0009493.1, EVM0014133.1	mikado.HiC_scaffold_2.0G292.1
OG0006360	EVM0010761.1	mikado.HiC_scaffold_2.0G299.1
OG0006361	EVM0005813.1	mikado.HiC_scaffold_2.0G301.1
OG0006362	EVM0005311.1	mikado.HiC_scaffold_2.0G302.1
OG0006363	EVM0012156.1	mikado.HiC_scaffold_2.0G303.1
OG0006364	EVM0009494.1	mikado.HiC_scaffold_2.0G304.1
OG0006365	EVM0023905.1	mikado.HiC_scaffold_2.0G307.1
OG0006366	EVM0021124.1	mikado.HiC_scaffold_2.0G317.1, mikado.HiC_scaffold_2.0G312.1
OG0006368	EVM0022792.1	mikado.HiC_scaffold_2.0G324.1
OG0006370	EVM0004228.1	mikado.HiC_scaffold_2.0G333.1
OG0006371	EVM0014738.1	mikado.HiC_scaffold_2.0G338.1
OG0006372	EVM0004256.1	mikado.HiC_scaffold_2.0G351.1
OG0006373	EVM0003033.1	mikado.HiC_scaffold_2.0G352.1
OG0006378	EVM0010716.1	mikado.HiC_scaffold_2.0G381.1
OG0006379	EVM0000557.1	mikado.HiC_scaffold_2.0G382.1
OG0006380	EVM0010587.1	mikado.HiC_scaffold_2.0G384.1
OG0006381	EVM0018029.1	mikado.HiC_scaffold_2.0G388.1
OG0006382	EVM0006732.1	mikado.HiC_scaffold_2.0G389.1
OG0006383	EVM0009721.1	mikado.HiC_scaffold_2.0G390.1
OG0006384	EVM0010114.1	mikado.HiC_scaffold_2.0G391.1
OG0006385	EVM0009667.1	mikado.HiC_scaffold_2.0G394.1
OG0006387	EVM0016751.1	mikado.HiC_scaffold_2.0G406.1
OG0006388	EVM0017562.1	mikado.HiC_scaffold_2.0G407.1
OG0006389	EVM0008791.1	mikado.HiC_scaffold_2.0G409.1
OG0006390	EVM0005415.1	mikado.HiC_scaffold_2.0G410.1
OG0006391	EVM0016057.1	mikado.HiC_scaffold_2.0G414.1
OG0006392	EVM0010373.1	mikado.HiC_scaffold_2.0G416.1
OG0006393	EVM0010822.1	mikado.HiC_scaffold_2.0G418.1
OG0006394	EVM0004695.1	mikado.HiC_scaffold_2.0G420.1
OG0006395	EVM0003013.1	mikado.HiC_scaffold_2.0G421.1
OG0006396	EVM0019038.1	mikado.HiC_scaffold_2.0G422.1
OG0006397	EVM0013815.1	mikado.HiC_scaffold_2.0G431.1
OG0006398	EVM0009014.1	mikado.HiC_scaffold_2.0G437.1
OG0006399	EVM0003926.1	mikado.HiC_scaffold_2.0G438.1
OG0006400	EVM0022736.1	mikado.HiC_scaffold_2.0G451.1
OG0006402	EVM0015917.1	mikado.HiC_scaffold_2.0G453.1, mikado.HiC_scaffold_48G1.1
OG0006403	EVM0023717.1	mikado.HiC_scaffold_2.0G454.1
OG0006404	EVM0024043.1, EVM0013634.1	mikado.HiC_scaffold_2.0G455.1
OG0006406	EVM0004965.1	mikado.HiC_scaffold_2.0G474.1, mikado.HiC_scaffold_2.0G978.1
OG0006407	EVM0018289.1	mikado.HiC_scaffold_2.0G479.1
OG0006408	EVM0000648.1	mikado.HiC_scaffold_2.0G480.1
OG0006409	EVM0021886.1	mikado.HiC_scaffold_2.0G481.1
OG0006410	EVM0016019.1	mikado.HiC_scaffold_2.0G482.1
OG0006411	EVM0003535.1	mikado.HiC_scaffold_2.0G483.1
OG0006412	EVM0009870.1	mikado.HiC_scaffold_2.0G484.1
OG0006413	EVM0012323.1	mikado.HiC_scaffold_2.0G485.1
OG0006414	EVM0006561.1	mikado.HiC_scaffold_2.0G489.1
OG0006415	EVM0016151.1	mikado.HiC_scaffold_2.0G493.1
OG0006416	EVM0019316.1	mikado.HiC_scaffold_2.0G494.1
OG0006417	EVM0021190.1	mikado.HiC_scaffold_2.0G496.1
OG0006418	EVM0016835.1	mikado.HiC_scaffold_2.0G498.1
OG0006419	EVM0019218.1	mikado.HiC_scaffold_2.0G500.1
OG0006422	EVM0022657.1	mikado.HiC_scaffold_2.0G515.1
OG0006423	EVM0006478.1	mikado.HiC_scaffold_2.0G518.1
OG0006424	EVM0016928.1	mikado.HiC_scaffold_2.0G521.1
OG0006426	EVM0019288.1	mikado.HiC_scaffold_2.0G523.1
OG0006427	EVM0016073.1	mikado.HiC_scaffold_2.0G522.1
OG0006428	EVM0016419.1	mikado.HiC_scaffold_2.0G526.1
OG0006429	EVM0008288.1	mikado.HiC_scaffold_2.0G529.1
OG0006430	EVM0006288.1	mikado.HiC_scaffold_2.0G533.1
OG0006431	EVM0000284.1	mikado.HiC_scaffold_2.0G537.1, mikado.HiC_scaffold_2.0G535.1
OG0006432	EVM0002053.1	mikado.HiC_scaffold_2.0G536.1
OG0006433	EVM0013396.1	mikado.HiC_scaffold_2.0G540.1
OG0006434	EVM0014701.1	mikado.HiC_scaffold_2.0G541.1
OG0006435	EVM0014436.1	mikado.HiC_scaffold_2.0G542.1
OG0006437	EVM0023226.1	mikado.HiC_scaffold_2.0G557.1
OG0006438	EVM0009872.1	mikado.HiC_scaffold_2.0G570.1
OG0006439	EVM0015863.1	mikado.HiC_scaffold_2.0G571.1
OG0006440	EVM0018967.1	mikado.HiC_scaffold_2.0G572.1
OG0006441	EVM0004357.1	mikado.HiC_scaffold_2.0G573.1
OG0006442	EVM0002731.1	mikado.HiC_scaffold_2.0G574.1
OG0006443	EVM0014542.1	mikado.HiC_scaffold_2.0G575.1
OG0006444	EVM0004187.1	mikado.HiC_scaffold_2.0G577.1
OG0006445	EVM0003262.1	mikado.HiC_scaffold_2.0G578.1
OG0006446	EVM0006683.1, EVM0003569.1	mikado.HiC_scaffold_2.0G586.1
OG0006447	EVM0018902.1	mikado.HiC_scaffold_2.0G590.1
OG0006448	EVM0013348.1	mikado.HiC_scaffold_2.0G589.1
OG0006449	EVM0012162.1	mikado.HiC_scaffold_2.0G591.1
OG0006450	EVM0004850.1	mikado.HiC_scaffold_2.0G592.1
OG0006452	EVM0019829.1	mikado.HiC_scaffold_2.0G598.1
OG0006454	EVM0010022.1	mikado.HiC_scaffold_2.0G629.1, mikado.HiC_scaffold_2.0G627.1
OG0006456	EVM0007331.1	mikado.HiC_scaffold_2.0G635.1
OG0006457	EVM0010637.1	mikado.HiC_scaffold_2.0G636.1
OG0006458	EVM0012212.1	mikado.HiC_scaffold_2.0G637.1
OG0006460	EVM0021049.1	mikado.HiC_scaffold_2.0G647.1
OG0006461	EVM0009873.1	mikado.HiC_scaffold_2.0G648.1
OG0006462	EVM0017281.1	mikado.HiC_scaffold_2.0G650.1
OG0006463	EVM0019605.1	mikado.HiC_scaffold_2.0G653.1
OG0006464	EVM0016167.1	mikado.HiC_scaffold_2.0G654.1
OG0006465	EVM0015463.1	mikado.HiC_scaffold_2.0G655.1
OG0006466	EVM0004462.1	mikado.HiC_scaffold_2.0G656.1
OG0006467	EVM0023935.1	mikado.HiC_scaffold_2.0G657.1
OG0006468	EVM0009879.1	mikado.HiC_scaffold_2.0G658.1
OG0006469	EVM0011775.1	mikado.HiC_scaffold_2.0G660.1
OG0006470	EVM0022599.1	mikado.HiC_scaffold_2.0G663.1
OG0006471	EVM0016888.1	mikado.HiC_scaffold_2.0G665.1
OG0006472	EVM0016753.1	mikado.HiC_scaffold_2.0G666.1
OG0006473	EVM0024000.1	mikado.HiC_scaffold_2.0G673.1
OG0006474	EVM0004983.1	mikado.HiC_scaffold_2.0G674.1
OG0006475	EVM0021398.1	mikado.HiC_scaffold_2.0G677.1
OG0006476	EVM0011254.1	mikado.HiC_scaffold_2.0G679.1
OG0006477	EVM0010095.1	mikado.HiC_scaffold_2.0G680.1
OG0006478	EVM0006532.1	mikado.HiC_scaffold_2.0G682.1
OG0006479	EVM0013754.1	mikado.HiC_scaffold_2.0G689.1, mikado.HiC_scaffold_2.0G686.1
OG0006480	EVM0004820.1	mikado.HiC_scaffold_2.0G703.1
OG0006481	EVM0011165.1	mikado.HiC_scaffold_2.0G704.1
OG0006482	EVM0015561.1	mikado.HiC_scaffold_2.0G706.1
OG0006483	EVM0002578.1	mikado.HiC_scaffold_2.0G707.1
OG0006484	EVM0021984.1	mikado.HiC_scaffold_2.0G709.1
OG0006485	EVM0016817.1	mikado.HiC_scaffold_2.0G711.1
OG0006486	EVM0021024.1	mikado.HiC_scaffold_2.0G719.1
OG0006487	EVM0001232.1	mikado.HiC_scaffold_2.0G720.1
OG0006488	EVM0010986.2	mikado.HiC_scaffold_2.0G722.1
OG0006489	EVM0006245.1	mikado.HiC_scaffold_2.0G723.1
OG0006490	EVM0011364.1	mikado.HiC_scaffold_11.0G549.1, mikado.HiC_scaffold_2.0G727.1
OG0006491	EVM0022673.1	mikado.HiC_scaffold_2.0G738.1
OG0006492	EVM0016831.1	mikado.HiC_scaffold_2.0G739.1
OG0006493	EVM0001494.1	mikado.HiC_scaffold_2.0G741.1
OG0006494	EVM0019580.1	mikado.HiC_scaffold_2.0G744.1
OG0006495	EVM0012557.1	mikado.HiC_scaffold_2.0G745.1
OG0006496	EVM0010234.1	mikado.HiC_scaffold_2.0G749.1
OG0006497	EVM0021348.1	mikado.HiC_scaffold_2.0G750.1
OG0006498	EVM0006271.1	mikado.HiC_scaffold_2.0G753.1
OG0006499	EVM0003110.1	mikado.HiC_scaffold_2.0G754.1
OG0006500	EVM0007295.1	mikado.HiC_scaffold_2.0G769.1
OG0006501	EVM0011598.1	mikado.HiC_scaffold_2.0G775.1
OG0006502	EVM0022754.1	mikado.HiC_scaffold_2.0G776.1
OG0006503	EVM0010488.1	mikado.HiC_scaffold_2.0G777.1
OG0006504	EVM0015920.1	mikado.HiC_scaffold_2.0G778.1
OG0006505	EVM0010340.1	mikado.HiC_scaffold_2.0G780.1
OG0006506	EVM0004976.1	mikado.HiC_scaffold_2.0G781.1
OG0006507	EVM0002554.1	mikado.HiC_scaffold_2.0G786.1
OG0006508	EVM0009237.1	mikado.HiC_scaffold_2.0G788.1
OG0006509	EVM0009204.1	mikado.HiC_scaffold_2.0G794.1, mikado.HiC_scaffold_17.0G644.1
OG0006510	EVM0007806.1	mikado.HiC_scaffold_2.0G805.1
OG0006511	EVM0021362.1	mikado.HiC_scaffold_2.0G807.1
OG0006512	EVM0017245.1	mikado.HiC_scaffold_2.0G808.1
OG0006515	EVM0021648.1	mikado.HiC_scaffold_2.0G820.1
OG0006516	EVM0021975.1	mikado.HiC_scaffold_2.0G822.1
OG0006517	EVM0023640.1	mikado.HiC_scaffold_2.0G821.1
OG0006519	EVM0001152.1	mikado.HiC_scaffold_2.0G825.1
OG0006520	EVM0023720.1	mikado.HiC_scaffold_2.0G827.1
OG0006521	EVM0023842.1	mikado.HiC_scaffold_2.0G828.1
OG0006522	EVM0019205.1	mikado.HiC_scaffold_2.0G842.1
OG0006523	EVM0004377.1, EVM0008330.1	mikado.HiC_scaffold_2.0G843.1
OG0006524	EVM0007923.1	mikado.HiC_scaffold_2.0G844.1
OG0006525	EVM0022474.1	mikado.HiC_scaffold_2.0G855.1
OG0006526	EVM0000019.1	mikado.HiC_scaffold_2.0G857.1
OG0006528	EVM0016579.1, EVM0023628.1	mikado.HiC_scaffold_2.0G883.1
OG0006529	EVM0006218.1	mikado.HiC_scaffold_2.0G891.1
OG0006530	EVM0011945.1	mikado.HiC_scaffold_2.0G898.1
OG0006531	EVM0014545.1	mikado.HiC_scaffold_2.0G901.1
OG0006532	EVM0001356.1	mikado.HiC_scaffold_2.0G902.1
OG0006533	EVM0013608.1	mikado.HiC_scaffold_2.0G906.1
OG0006534	EVM0021865.1	mikado.HiC_scaffold_2.0G907.1
OG0006535	EVM0009074.1	mikado.HiC_scaffold_2.0G910.1
OG0006536	EVM0021195.1	mikado.HiC_scaffold_2.0G919.1
OG0006537	EVM0011249.1	mikado.HiC_scaffold_2.0G920.1
OG0006538	EVM0010594.1	mikado.HiC_scaffold_2.0G923.1
OG0006539	EVM0006609.1	mikado.HiC_scaffold_2.0G925.1
OG0006540	EVM0023729.1	mikado.HiC_scaffold_2.0G924.1
OG0006541	EVM0002191.1	mikado.HiC_scaffold_2.0G934.1
OG0006542	EVM0008143.1	mikado.HiC_scaffold_2.0G937.1
OG0006543	EVM0022802.1	mikado.HiC_scaffold_2.0G940.1
OG0006544	EVM0005654.1	mikado.HiC_scaffold_2.0G939.1
OG0006545	EVM0004835.1	mikado.HiC_scaffold_2.0G945.1
OG0006546	EVM0002750.1	mikado.HiC_scaffold_2.0G947.1
OG0006547	EVM0003132.1	mikado.HiC_scaffold_2.0G950.1
OG0006548	EVM0015612.1	mikado.HiC_scaffold_2.0G951.1
OG0006549	EVM0008910.1	mikado.HiC_scaffold_2.0G952.1, mikado.HiC_scaffold_2.0G952.2
OG0006551	EVM0006896.2	mikado.HiC_scaffold_2.0G966.1
OG0006552	EVM0007658.1	mikado.HiC_scaffold_2.0G968.1
OG0006553	EVM0002933.1	mikado.HiC_scaffold_2.0G970.1
OG0006555	EVM0008870.1	mikado.HiC_scaffold_2.0G972.1
OG0006556	EVM0013660.1	mikado.HiC_scaffold_2.0G974.1
OG0006557	EVM0014891.1	mikado.HiC_scaffold_2.0G977.1
OG0006558	EVM0022429.1	mikado.HiC_scaffold_2.0G981.1
OG0006559	EVM0023430.1	mikado.HiC_scaffold_2.0G983.2, mikado.HiC_scaffold_2.0G983.1
OG0006560	EVM0007718.1	mikado.HiC_scaffold_2.0G986.1
OG0006561	EVM0004768.1	mikado.HiC_scaffold_2.0G987.1, mikado.HiC_scaffold_15.0G143.1
OG0006562	EVM0000602.1	mikado.HiC_scaffold_2.0G988.1
OG0006563	EVM0020783.1	mikado.HiC_scaffold_2.0G990.1
OG0006564	EVM0021477.1	mikado.HiC_scaffold_2.0G994.1
OG0006565	EVM0005282.1	mikado.HiC_scaffold_2.0G996.1
OG0006567	EVM0005362.1	mikado.HiC_scaffold_2.0G1003.1
OG0006568	EVM0008379.1	mikado.HiC_scaffold_2.0G1012.1
OG0006569	EVM0022170.1	mikado.HiC_scaffold_2.0G1023.1
OG0006570	EVM0005305.1	mikado.HiC_scaffold_2.0G1024.1
OG0006571	EVM0010017.1	mikado.HiC_scaffold_2.0G1028.1
OG0006572	EVM0003003.1	mikado.HiC_scaffold_2.0G1030.1
OG0006573	EVM0011307.1	mikado.HiC_scaffold_2.0G1031.1
OG0006574	EVM0009984.1	mikado.HiC_scaffold_2.0G1034.1
OG0006575	EVM0013335.1	mikado.HiC_scaffold_2.0G1037.1
OG0006576	EVM0009850.1	mikado.HiC_scaffold_2.0G1039.1
OG0006577	EVM0001216.1	mikado.HiC_scaffold_2.0G1049.1
OG0006578	EVM0023001.1	mikado.HiC_scaffold_2.0G1058.1
OG0006579	EVM0005141.1	mikado.HiC_scaffold_2.0G1067.1, mikado.HiC_scaffold_2.0G1068.1
OG0006580	EVM0008701.1	mikado.HiC_scaffold_2.0G1069.1
OG0006581	EVM0022644.1	mikado.HiC_scaffold_2.0G1072.1
OG0006582	EVM0022803.1	mikado.HiC_scaffold_2.0G1075.1
OG0006585	EVM0002713.1	mikado.HiC_scaffold_2.0G1090.1
OG0006586	EVM0016462.1	mikado.HiC_scaffold_2.0G1092.1
OG0006587	EVM0005461.1	mikado.HiC_scaffold_2.0G1093.1
OG0006588	EVM0009318.1	mikado.HiC_scaffold_2.0G1094.1
OG0006589	EVM0008046.1	mikado.HiC_scaffold_2.0G1097.1
OG0006590	EVM0019173.1	mikado.HiC_scaffold_2.0G1098.1
OG0006591	EVM0006467.1	mikado.HiC_scaffold_2.0G1099.1
OG0006592	EVM0008912.1	mikado.HiC_scaffold_2.0G1106.1
OG0006593	EVM0001989.1	mikado.HiC_scaffold_2.0G1113.1
OG0006594	EVM0015454.1	mikado.HiC_scaffold_2.0G1116.1
OG0006595	EVM0021893.1	mikado.HiC_scaffold_2.0G1122.1
OG0006596	EVM0009278.1	mikado.HiC_scaffold_2.0G1123.1
OG0006597	EVM0003668.1	mikado.HiC_scaffold_2.0G1124.1
OG0006598	EVM0002193.1	mikado.HiC_scaffold_2.0G1125.1
OG0006599	EVM0020947.1	mikado.HiC_scaffold_2.0G1131.1
OG0006600	EVM0003528.1	mikado.HiC_scaffold_2.0G1133.1, mikado.HiC_scaffold_13.0G1267.1
OG0006601	EVM0016417.1	mikado.HiC_scaffold_2.0G1135.1
OG0006602	EVM0014450.2	mikado.HiC_scaffold_2.0G1138.1
OG0006603	EVM0019655.1	mikado.HiC_scaffold_2.0G1141.1
OG0006604	EVM0004457.1	mikado.HiC_scaffold_2.0G1143.1
OG0006605	EVM0010459.1	mikado.HiC_scaffold_2.0G1147.1
OG0006606	EVM0011504.1	mikado.HiC_scaffold_2.0G1149.1
OG0006607	EVM0007454.1	mikado.HiC_scaffold_2.0G1152.1
OG0006608	EVM0023494.1	mikado.HiC_scaffold_2.0G1155.1
OG0006609	EVM0010523.1	mikado.HiC_scaffold_2.0G1156.1
OG0006610	EVM0001641.1	mikado.HiC_scaffold_2.0G1157.1
OG0006611	EVM0020445.1	mikado.HiC_scaffold_2.0G1158.1
OG0006613	EVM0009808.1	mikado.HiC_scaffold_2.0G1172.1
OG0006614	EVM0021217.1	mikado.HiC_scaffold_2.0G1175.1
OG0006615	EVM0001212.1	mikado.HiC_scaffold_2.0G1176.1
OG0006616	EVM0018850.1	mikado.HiC_scaffold_2.0G1179.1
OG0006617	EVM0016946.1	mikado.HiC_scaffold_2.0G1181.1
OG0006618	EVM0004565.1	mikado.HiC_scaffold_2.0G1184.1
OG0006619	EVM0012567.1	mikado.HiC_scaffold_2.0G1185.1
OG0006620	EVM0017523.1	mikado.HiC_scaffold_2.0G1186.1
OG0006621	EVM0008134.1	mikado.HiC_scaffold_2.0G1201.1
OG0006622	EVM0001109.1	mikado.HiC_scaffold_2.0G1202.1
OG0006623	EVM0018390.1	mikado.HiC_scaffold_2.0G1210.1
OG0006624	EVM0014505.1	mikado.HiC_scaffold_2.0G1221.1, mikado.HiC_scaffold_2.0G1216.1
OG0006625	EVM0010375.1	mikado.HiC_scaffold_2.0G1217.1, mikado.HiC_scaffold_2.0G1220.1
OG0006626	EVM0018067.1	mikado.HiC_scaffold_2.0G1222.1
OG0006627	EVM0002188.1	mikado.HiC_scaffold_2.0G1238.1, mikado.HiC_scaffold_5.0G1304.1
OG0006628	EVM0004733.1	mikado.HiC_scaffold_2.0G1242.1
OG0006629	EVM0005318.1	mikado.HiC_scaffold_2.0G1244.1
OG0006630	EVM0018559.1	mikado.HiC_scaffold_2.0G1245.1
OG0006631	EVM0023632.1	mikado.HiC_scaffold_2.0G1249.1
OG0006632	EVM0002468.1	mikado.HiC_scaffold_2.0G1250.1
OG0006633	EVM0008314.1	mikado.HiC_scaffold_2.0G1251.1
OG0006634	EVM0015713.1	mikado.HiC_scaffold_2.0G1254.1
OG0006635	EVM0016867.1	mikado.HiC_scaffold_2.0G1257.1
OG0006636	EVM0011557.1	mikado.HiC_scaffold_2.0G1258.1
OG0006637	EVM0023099.1	mikado.HiC_scaffold_2.0G1264.1
OG0006638	EVM0011896.1	mikado.HiC_scaffold_2.0G1268.1
OG0006642	EVM0004274.1	mikado.HiC_scaffold_2.0G1292.1
OG0006643	EVM0006949.1	mikado.HiC_scaffold_2.0G1293.1
OG0006644	EVM0007826.1	mikado.HiC_scaffold_2.0G1310.1
OG0006645	EVM0016463.1	mikado.HiC_scaffold_2.0G1314.1
OG0006646	EVM0016705.1	mikado.HiC_scaffold_2.0G1316.1
OG0006647	EVM0005543.1	mikado.HiC_scaffold_2.0G1317.1
OG0006648	EVM0010755.1	mikado.HiC_scaffold_2.0G1330.1
OG0006649	EVM0014410.1	mikado.HiC_scaffold_2.0G1335.1
OG0006650	EVM0007437.1	mikado.HiC_scaffold_2.0G1337.1
OG0006651	EVM0006976.1	mikado.HiC_scaffold_2.0G1336.1
OG0006652	EVM0001440.1	mikado.HiC_scaffold_2.0G1346.1, mikado.HiC_scaffold_2.0G1347.1
OG0006653	EVM0015731.1	mikado.HiC_scaffold_2.0G1352.1
OG0006654	EVM0009224.1	mikado.HiC_scaffold_2.0G1355.1, mikado.HiC_scaffold_2.0G1355.2
OG0006655	EVM0009063.1	mikado.HiC_scaffold_2.0G1357.1
OG0006656	EVM0002472.1	mikado.HiC_scaffold_2.0G1358.1
OG0006657	EVM0012762.1	mikado.HiC_scaffold_2.0G1359.1, mikado.HiC_scaffold_2.0G1360.1
OG0006658	EVM0017667.1	mikado.HiC_scaffold_2.0G1361.1
OG0006659	EVM0021472.1	mikado.HiC_scaffold_2.0G1362.1
OG0006660	EVM0003572.1	mikado.HiC_scaffold_2.0G1368.1
OG0006661	EVM0003207.1	mikado.HiC_scaffold_2.0G1370.1
OG0006662	EVM0013452.1	mikado.HiC_scaffold_2.0G1372.1
OG0006663	EVM0002219.1	mikado.HiC_scaffold_2.0G1373.1
OG0006664	EVM0004489.1	mikado.HiC_scaffold_2.0G1384.1
OG0006665	EVM0004730.1	mikado.HiC_scaffold_2.0G1385.1
OG0006666	EVM0014347.1	mikado.HiC_scaffold_2.0G1398.1, mikado.HiC_scaffold_2.0G1397.1
OG0006667	EVM0008264.1	mikado.HiC_scaffold_2.0G1404.1
OG0006668	EVM0017022.1	mikado.HiC_scaffold_2.0G1405.1
OG0006669	EVM0018008.1	mikado.HiC_scaffold_2.0G1406.1
OG0006670	EVM0017905.1, EVM0023944.1	mikado.HiC_scaffold_2.0G1407.1
OG0006671	EVM0012618.1	mikado.HiC_scaffold_2.0G1409.1
OG0006672	EVM0004157.1	mikado.HiC_scaffold_2.0G1411.1, mikado.HiC_scaffold_2.0G1412.1
OG0006673	EVM0023299.1	mikado.HiC_scaffold_2.0G1414.1
OG0006674	EVM0001248.1	mikado.HiC_scaffold_2.0G1417.1
OG0006675	EVM0016195.1	mikado.HiC_scaffold_2.0G1418.1
OG0006676	EVM0019032.1	mikado.HiC_scaffold_2.0G1419.1
OG0006677	EVM0023991.1	mikado.HiC_scaffold_2.0G1421.1
OG0006678	EVM0008459.1	mikado.HiC_scaffold_2.0G1423.1
OG0006679	EVM0006464.1	mikado.HiC_scaffold_2.0G1424.1
OG0006680	EVM0006234.1	mikado.HiC_scaffold_2.0G1426.1
OG0006681	EVM0007821.1	mikado.HiC_scaffold_2.0G1425.1
OG0006682	EVM0005355.1	mikado.HiC_scaffold_2.0G1428.1
OG0006683	EVM0017395.1	mikado.HiC_scaffold_2.0G1429.1
OG0006684	EVM0017001.1	mikado.HiC_scaffold_2.0G1430.1
OG0006686	EVM0017803.1	mikado.HiC_scaffold_2.0G1460.1
OG0006687	EVM0023446.1	mikado.HiC_scaffold_2.0G1468.1, mikado.HiC_scaffold_2.0G1464.1
OG0006688	EVM0010307.1	mikado.HiC_scaffold_2.0G1465.1
OG0006689	EVM0019870.1	mikado.HiC_scaffold_2.0G1467.1, mikado.HiC_scaffold_2.0G1466.1
OG0006690	EVM0019292.1	mikado.HiC_scaffold_2.0G1479.1
OG0006691	EVM0004800.1	mikado.HiC_scaffold_2.0G1480.1
OG0006692	EVM0012912.1	mikado.HiC_scaffold_2.0G1486.1
OG0006693	EVM0003714.1	mikado.HiC_scaffold_2.0G1488.1
