Orthogroup	Sbro	Tgra
OG0004604	EVM0019315.1	KUTeg_020653
OG0004605	EVM0005270.1	KUTeg_020086
OG0004606	EVM0021370.1	KUTeg_021335, KUTeg_020469
OG0004607	EVM0005115.1, EVM0008660.1	KUTeg_020335
OG0004608	EVM0021978.1	KUTeg_020331
OG0004609	EVM0019468.1	KUTeg_020805
OG0004610	EVM0008880.1	KUTeg_020263, KUTeg_020261
OG0004611	EVM0008331.1	KUTeg_020264
OG0004613	EVM0016996.1	KUTeg_002788
OG0004614	EVM0009581.1	KUTeg_021160, KUTeg_021016
OG0004615	EVM0000258.1	KUTeg_021294, KUTeg_021288
OG0004616	EVM0018351.1	KUTeg_021289, KUTeg_021295
OG0004617	EVM0014090.1	KUTeg_001421
OG0004618	EVM0011487.1	KUTeg_000485
OG0004619	EVM0022947.1	KUTeg_020102
OG0004620	EVM0008495.1	KUTeg_020760, KUTeg_020759
OG0004621	EVM0010019.1, EVM0006613.1	KUTeg_020222
OG0004622	EVM0012105.1	KUTeg_020210, KUTeg_020211
OG0004623	EVM0008348.1	KUTeg_020856, KUTeg_021103
OG0004624	EVM0009800.1	KUTeg_021102, KUTeg_020859
OG0004625	EVM0011208.1	KUTeg_020208
OG0004626	EVM0001256.1, EVM0016772.1	KUTeg_020654
OG0004627	EVM0014267.1	KUTeg_012544, KUTeg_012453
OG0004628	EVM0003307.1	KUTeg_012472, KUTeg_012452
OG0004629	EVM0000579.1, EVM0007984.1	KUTeg_012502
OG0004631	EVM0021269.1	KUTeg_017587
OG0004632	EVM0006877.1	KUTeg_020973
OG0004633	EVM0015952.1	KUTeg_011609
OG0004634	EVM0000573.1	KUTeg_011189, KUTeg_011701
OG0004635	EVM0007890.1, EVM0004494.1	KUTeg_019978
OG0004636	EVM0020488.1	KUTeg_012786
OG0004637	EVM0018651.1	KUTeg_011686
OG0004638	EVM0010612.1	KUTeg_012739, KUTeg_012499
OG0004639	EVM0017424.1	KUTeg_012500, KUTeg_012738
OG0004640	EVM0001793.1	KUTeg_012737, KUTeg_012494
OG0004641	EVM0012957.1	KUTeg_011358, KUTeg_010572
OG0004642	EVM0015965.1	KUTeg_020308
OG0004643	EVM0005769.1	KUTeg_012477
OG0004645	EVM0013710.1	KUTeg_020765
OG0004646	EVM0010370.1	KUTeg_020552
OG0004648	EVM0022345.1	KUTeg_020079
OG0004649	EVM0018525.1, EVM0000115.1	KUTeg_016368
OG0004650	EVM0011781.1	KUTeg_024882
OG0004652	EVM0007607.1, EVM0007545.1	KUTeg_011629
OG0004653	EVM0021302.1	KUTeg_018619, KUTeg_018622
OG0004654	EVM0021568.1	KUTeg_012154, KUTeg_012155
OG0004655	EVM0012936.1, EVM0017341.1	KUTeg_012390
OG0004656	EVM0003581.1	KUTeg_011653, KUTeg_012369
OG0004657	EVM0008890.1, EVM0006275.1	KUTeg_011843
OG0004658	EVM0005871.1	KUTeg_012580, KUTeg_009164
OG0004659	EVM0010049.1	KUTeg_012583
OG0004660	EVM0005568.1	KUTeg_012290
OG0004661	EVM0019004.1	KUTeg_011675
OG0004662	EVM0012028.1	KUTeg_011674
OG0004663	EVM0010750.1	KUTeg_011713, KUTeg_011710
OG0004664	EVM0017010.1	KUTeg_020982
OG0004665	EVM0008001.1	KUTeg_021120
OG0004666	EVM0010685.1, EVM0023783.1	KUTeg_021121
OG0004667	EVM0007743.1	KUTeg_020544, KUTeg_000020
OG0004668	EVM0008637.1	KUTeg_020173, KUTeg_020680
OG0004669	EVM0000841.1, EVM0010416.1	KUTeg_020283
OG0004670	EVM0016005.1	KUTeg_021109, KUTeg_020588
OG0004672	EVM0004320.1, EVM0018327.1	KUTeg_020233
OG0004674	EVM0015942.1	KUTeg_012733, KUTeg_012732
OG0004675	EVM0002349.1	KUTeg_020438
OG0004677	EVM0002127.1	KUTeg_021245
OG0004678	EVM0017974.1	KUTeg_020453
OG0004679	EVM0022593.1, EVM0008059.1	KUTeg_020403
OG0004680	EVM0014861.1, EVM0017060.1	KUTeg_020402
OG0004681	EVM0004791.1	KUTeg_021190, KUTeg_020369
OG0004682	EVM0016866.1	KUTeg_001705
OG0004683	EVM0017847.1, EVM0018635.1	KUTeg_020878
OG0004684	EVM0015747.1	KUTeg_021021
OG0004685	EVM0004894.1	KUTeg_021175
OG0004686	EVM0008125.1	KUTeg_020290, KUTeg_014733
OG0004687	EVM0013370.1, EVM0009132.1	KUTeg_020952
OG0004688	EVM0008174.1	KUTeg_020171
OG0004689	EVM0008460.1	KUTeg_020322, KUTeg_020319
OG0004690	EVM0002614.1	KUTeg_021183, KUTeg_008841
OG0004691	EVM0002852.1	KUTeg_021181, KUTeg_008848
OG0004692	EVM0020818.1	KUTeg_020790
OG0004693	EVM0003505.1, EVM0011978.1	KUTeg_020259
OG0004694	EVM0018549.1, EVM0015338.1	KUTeg_021196
OG0004695	EVM0010623.1, EVM0002483.1	KUTeg_021208
OG0004696	EVM0005660.1	KUTeg_021204
OG0004697	EVM0013405.1	KUTeg_020852
OG0004698	EVM0017952.1	KUTeg_020195, KUTeg_020350
OG0004699	EVM0009974.2	KUTeg_020276
OG0004700	EVM0020718.1	KUTeg_020556
OG0004701	EVM0017557.1	KUTeg_021116, KUTeg_021118
OG0004702	EVM0011083.1	KUTeg_021351
OG0004703	EVM0008852.2	KUTeg_002784, KUTeg_021359
OG0004704	EVM0016884.1	KUTeg_021365, KUTeg_021366
OG0004705	EVM0024030.1	KUTeg_020501, KUTeg_020500
OG0004706	EVM0009904.1	KUTeg_020142
OG0004707	EVM0005820.1	KUTeg_020884, KUTeg_020134
OG0004708	EVM0006024.1	KUTeg_020987, KUTeg_020885
OG0004709	EVM0009188.1	KUTeg_021131
OG0004710	EVM0019674.1	KUTeg_020237, KUTeg_020238
OG0004711	EVM0018236.1	KUTeg_021150, KUTeg_021147
OG0004712	EVM0005064.1, EVM0002242.1	KUTeg_020964
OG0004713	EVM0003209.1	KUTeg_020658, KUTeg_020659
OG0004714	EVM0009080.1	KUTeg_021304
OG0004715	EVM0005117.1	KUTeg_002330
OG0004716	EVM0005206.1	KUTeg_012445, KUTeg_012444
OG0004717	EVM0001926.1	KUTeg_020170, KUTeg_003796
OG0004718	EVM0012927.1	KUTeg_020872, KUTeg_020880
OG0004719	EVM0016135.1, EVM0014168.1	KUTeg_021382
OG0004720	EVM0021639.1	KUTeg_020278
OG0004722	EVM0006713.1, EVM0006041.1	KUTeg_018609
OG0004723	EVM0021262.1, EVM0005375.1	KUTeg_020275
OG0004724	EVM0006751.1, EVM0021813.1	KUTeg_020551
OG0004725	EVM0014574.1	KUTeg_020934
OG0004726	EVM0010769.1, EVM0003095.1	KUTeg_020318
OG0004727	EVM0010245.1	KUTeg_020526, KUTeg_020528
OG0004728	EVM0001430.1	KUTeg_020199
OG0004729	EVM0004260.1	KUTeg_021214
OG0004730	EVM0000575.1	KUTeg_020218
OG0004731	EVM0005182.1, EVM0007304.1	KUTeg_012253
OG0004732	EVM0023732.1	KUTeg_012295
OG0004733	EVM0006548.1	KUTeg_012641, KUTeg_012640
OG0004734	EVM0005260.1	KUTeg_020941, KUTeg_020945
OG0004735	EVM0017337.1	KUTeg_021096
OG0004736	EVM0023152.1	KUTeg_006076, KUTeg_006177
OG0004737	EVM0023614.1	KUTeg_021274, KUTeg_020390
OG0004738	EVM0017633.1, EVM0014840.1	KUTeg_020989
OG0004739	EVM0005884.1, EVM0023914.1	KUTeg_020313
OG0004740	EVM0013166.1	KUTeg_020224, KUTeg_020229
OG0004744	EVM0022158.1	KUTeg_021605
OG0004745	EVM0011846.1, EVM0014794.1	KUTeg_024849
OG0004746	EVM0018905.1	KUTeg_012066
OG0004747	EVM0020508.1	KUTeg_012672, KUTeg_012667
OG0004748	EVM0006755.1	KUTeg_012296
OG0004749	EVM0012317.1	KUTeg_012768, KUTeg_012771
OG0004750	EVM0012033.1, EVM0016070.1	KUTeg_012591
OG0004751	EVM0011837.1	KUTeg_011670
OG0004752	EVM0002395.1	KUTeg_011632
OG0004753	EVM0008826.1	KUTeg_011767, KUTeg_011766
OG0004754	EVM0016018.1	KUTeg_011896, KUTeg_011763
OG0004755	EVM0016612.1	KUTeg_012458, KUTeg_012459
OG0004756	EVM0018358.1	KUTeg_011983
OG0004757	EVM0002159.1, EVM0023760.1	KUTeg_012321
OG0004758	EVM0023622.1	KUTeg_012148, KUTeg_012147
OG0004760	EVM0019577.1	KUTeg_018613, KUTeg_018631
OG0004761	EVM0018627.1	KUTeg_012259, KUTeg_017201
OG0004762	EVM0004834.1	KUTeg_011683
OG0004763	EVM0009630.1, EVM0005067.1	KUTeg_012151
OG0004764	EVM0012556.1	KUTeg_012173, KUTeg_012174
OG0004765	EVM0011752.1	KUTeg_012170, KUTeg_012171
OG0004767	EVM0018401.1, EVM0009103.1	KUTeg_020541
OG0004768	EVM0004306.1	KUTeg_012099, KUTeg_011329
OG0004769	EVM0004031.1	KUTeg_023565, KUTeg_009242
OG0004770	EVM0016736.1	KUTeg_011930
OG0004771	EVM0009054.1	KUTeg_012379, KUTeg_011923
OG0004772	EVM0021838.1	KUTeg_012767, KUTeg_012766
OG0004773	EVM0023879.1	KUTeg_012426
OG0004774	EVM0018046.1	KUTeg_011807, KUTeg_011803
OG0004777	EVM0002108.1	KUTeg_008985, KUTeg_008988
OG0004779	EVM0014624.1	KUTeg_012215, KUTeg_012212
OG0004780	EVM0010298.1	KUTeg_012297
OG0004781	EVM0022219.1	KUTeg_012209, KUTeg_012208
OG0004782	EVM0002348.1, EVM0016074.1	KUTeg_012023
OG0004783	EVM0008318.1	KUTeg_000980, KUTeg_012539
OG0004784	EVM0023526.1	KUTeg_000978, KUTeg_012540
OG0004785	EVM0015152.1, EVM0018225.1	KUTeg_012314
OG0004786	EVM0000414.1, EVM0010325.1	KUTeg_011641
OG0004787	EVM0008598.1	KUTeg_012569
OG0004788	EVM0007692.2	KUTeg_012571
OG0004789	EVM0020278.1	KUTeg_011525
OG0004790	EVM0023033.1	KUTeg_012528, KUTeg_012750
OG0004791	EVM0019587.1	KUTeg_012748, KUTeg_012537
OG0004792	EVM0022900.1	KUTeg_011984, KUTeg_014680
OG0004793	EVM0019509.1	KUTeg_011522
OG0004794	EVM0010194.1, EVM0007771.1	KUTeg_012475
OG0004795	EVM0005665.1	KUTeg_012523, KUTeg_012526
OG0004797	EVM0011473.1	KUTeg_011976, KUTeg_011975
OG0004798	EVM0010795.1	KUTeg_011977, KUTeg_011982
OG0004799	EVM0022471.1	KUTeg_011979, KUTeg_011973
OG0004801	EVM0018613.1	KUTeg_012657
OG0004802	EVM0008220.1, EVM0012643.1	KUTeg_012086
OG0004803	EVM0018664.1	KUTeg_006957, KUTeg_012078
OG0004804	EVM0022496.1	KUTeg_012077, KUTeg_002762
OG0004805	EVM0023035.1, EVM0006259.1	KUTeg_024174
OG0004806	EVM0023144.1	KUTeg_012509, KUTeg_012510
OG0004807	EVM0014475.1	KUTeg_011762, KUTeg_011895
OG0004808	EVM0020680.1	KUTeg_011894, KUTeg_011765
OG0004809	EVM0015751.1	KUTeg_012442, KUTeg_012446
OG0004810	EVM0010206.1	KUTeg_018618
OG0004811	EVM0009096.1	KUTeg_012735
OG0004812	EVM0008725.1	KUTeg_012543, KUTeg_011539
OG0004813	EVM0015130.1	KUTeg_011536, KUTeg_012037
OG0004814	EVM0008401.1	KUTeg_002239
OG0004815	EVM0013975.1	KUTeg_012194
OG0004816	EVM0020708.1	KUTeg_011759, KUTeg_012195
OG0004817	EVM0001274.1	KUTeg_012063, KUTeg_005724
OG0004818	EVM0011380.1	KUTeg_012061, KUTeg_005722
OG0004819	EVM0004841.1	KUTeg_012565
OG0004823	EVM0023439.1, EVM0021300.1	KUTeg_017485
OG0004824	EVM0002660.1	KUTeg_020247
OG0004825	EVM0003083.1	KUTeg_020250, KUTeg_020736
OG0004827	EVM0023711.1, EVM0020587.1	KUTeg_020118
OG0004828	EVM0011270.1	KUTeg_020117, KUTeg_020969
OG0004830	EVM0000433.1	KUTeg_020274
OG0004831	EVM0015703.1	KUTeg_020622
OG0004832	EVM0019456.1	KUTeg_021050
OG0004833	EVM0018940.1	KUTeg_020540
OG0004834	EVM0002556.1	KUTeg_021271, KUTeg_020921
OG0004835	EVM0019377.1, EVM0012416.1	KUTeg_020924
OG0004836	EVM0003929.1	KUTeg_020836, KUTeg_020694
OG0004837	EVM0010634.1	KUTeg_021378, KUTeg_020358
OG0004838	EVM0009684.1	KUTeg_011677
OG0004839	EVM0014113.1	KUTeg_011772
OG0004840	EVM0003818.1	KUTeg_000907
OG0004841	EVM0018625.1	KUTeg_021008
OG0004842	EVM0010837.1	KUTeg_016528, KUTeg_019306
OG0004843	EVM0021093.1	KUTeg_020408, KUTeg_020409
OG0004844	EVM0006469.1	KUTeg_020110
OG0004845	EVM0004567.1	KUTeg_020131, KUTeg_020601
OG0004846	EVM0010285.1	KUTeg_020602
OG0004847	EVM0015712.1	KUTeg_000884, KUTeg_012035
OG0004848	EVM0007419.1, EVM0003027.1	KUTeg_011968
OG0004849	EVM0014246.1	KUTeg_011970, KUTeg_011965
OG0004851	EVM0006714.1	KUTeg_012486, KUTeg_012493
OG0004852	EVM0001131.1	KUTeg_012393
OG0004853	EVM0008647.1	KUTeg_012234
OG0004856	EVM0000959.1	KUTeg_018608
OG0004857	EVM0015910.1	KUTeg_020254, KUTeg_001315
OG0004858	EVM0017772.1	KUTeg_021191, KUTeg_021199
OG0004861	EVM0005334.1	KUTeg_014243
OG0004862	EVM0007719.1	KUTeg_012057
OG0004863	EVM0018550.1	KUTeg_011724
OG0004864	EVM0009605.1	KUTeg_005405
OG0004865	EVM0001188.1, EVM0004584.1	KUTeg_020549
OG0004866	EVM0022197.1	KUTeg_021105, KUTeg_020592
OG0004867	EVM0013561.1, EVM0007953.1	KUTeg_020590
OG0004868	EVM0005261.1	KUTeg_012360
OG0004869	EVM0001773.1	KUTeg_011572
OG0004870	EVM0020253.1	KUTeg_011873
OG0004871	EVM0009502.1	KUTeg_012552, KUTeg_011743
OG0004872	EVM0001387.1	KUTeg_012551, KUTeg_012546
OG0004873	EVM0020046.1	KUTeg_012545, KUTeg_012550
OG0004874	EVM0020768.1	KUTeg_012554, KUTeg_012549
OG0004875	EVM0005640.1, EVM0006319.1	KUTeg_012547
OG0004876	EVM0022976.1	KUTeg_011840, KUTeg_011657
OG0004877	EVM0023449.1, EVM0021672.1	KUTeg_000617
OG0004878	EVM0008274.1	KUTeg_012073
OG0004879	EVM0014549.1	KUTeg_011723, KUTeg_014660
OG0004880	EVM0005432.1, EVM0006715.1	KUTeg_012352
OG0004881	EVM0017086.1	KUTeg_012130, KUTeg_012625
OG0004882	EVM0002924.1	KUTeg_012125, KUTeg_012630
OG0004883	EVM0022771.1	KUTeg_012304, KUTeg_012123
OG0004885	EVM0004156.1	KUTeg_012064
OG0004886	EVM0000967.1	KUTeg_012501, KUTeg_012309
OG0004887	EVM0021040.4	KUTeg_014131
OG0004888	EVM0003365.1	KUTeg_013358
OG0004890	EVM0001975.1	KUTeg_012975, KUTeg_013590
OG0004891	EVM0016406.1	KUTeg_013205, KUTeg_013620
OG0004893	EVM0021521.1, EVM0013703.1	KUTeg_014458
OG0004894	EVM0011384.1	KUTeg_013331, KUTeg_013330
OG0004896	EVM0013333.1, EVM0001643.1	KUTeg_014017
OG0004897	EVM0022067.1	KUTeg_006736
OG0004898	EVM0001541.1, EVM0006643.1	KUTeg_014323
OG0004900	EVM0010909.1, EVM0001963.1	KUTeg_014457
OG0004901	EVM0004911.1	KUTeg_014153
OG0004903	EVM0023118.1, EVM0009200.1	KUTeg_013878
OG0004904	EVM0005354.1, EVM0017309.1	KUTeg_013725
OG0004906	EVM0007538.1	KUTeg_013311, KUTeg_013911
OG0004907	EVM0007152.1	KUTeg_013310, KUTeg_013910
OG0004908	EVM0015477.1	KUTeg_013969
OG0004909	EVM0019765.1	KUTeg_012965
OG0004910	EVM0017239.1	KUTeg_012966
OG0004911	EVM0020539.1	KUTeg_012967
OG0004912	EVM0001549.1	KUTeg_013172, KUTeg_013174
OG0004913	EVM0023680.1	KUTeg_013914
OG0004914	EVM0000912.1	KUTeg_009183, KUTeg_009170
OG0004915	EVM0005857.1	KUTeg_009172, KUTeg_009180
OG0004916	EVM0021426.1	KUTeg_009171, KUTeg_009181
OG0004917	EVM0010801.1	KUTeg_009195, KUTeg_009177
OG0004918	EVM0009508.1	KUTeg_011428, KUTeg_000908
OG0004919	EVM0011664.1	KUTeg_014967, KUTeg_011298
OG0004920	EVM0005234.1	KUTeg_014327
OG0004921	EVM0000018.1	KUTeg_014328
OG0004922	EVM0002871.1	KUTeg_013730
OG0004923	EVM0018989.1	KUTeg_014190
OG0004924	EVM0017070.1, EVM0011282.1	KUTeg_013503
OG0004925	EVM0007647.1	KUTeg_012925, KUTeg_013930
OG0004927	EVM0015862.1	KUTeg_013338
OG0004928	EVM0007869.1	KUTeg_014412
OG0004929	EVM0021580.1	KUTeg_013090
OG0004930	EVM0005191.1	KUTeg_014083, KUTeg_014084
OG0004931	EVM0014126.1	KUTeg_013973, KUTeg_013390
OG0004932	EVM0005062.1, EVM0011273.1	KUTeg_013392
OG0004933	EVM0008457.1	KUTeg_013980
OG0004934	EVM0018542.1, EVM0013075.1	KUTeg_014472
OG0004935	EVM0014610.1	KUTeg_013431, KUTeg_014450
OG0004936	EVM0013983.1	KUTeg_013430, KUTeg_014451
OG0004937	EVM0011224.1	KUTeg_011480, KUTeg_013250
OG0004938	EVM0018973.1	KUTeg_013257, KUTeg_014122
OG0004939	EVM0005433.1	KUTeg_014120, KUTeg_014118
OG0004940	EVM0019350.1	KUTeg_013763, KUTeg_013764
OG0004941	EVM0007977.1	KUTeg_013126, KUTeg_014229
OG0004942	EVM0019775.1	KUTeg_014173, KUTeg_014259
OG0004943	EVM0003894.1	KUTeg_019800
OG0004944	EVM0015674.1	KUTeg_013388, KUTeg_013974
OG0004945	EVM0001465.1	KUTeg_013972, KUTeg_013389
OG0004946	EVM0012961.1	KUTeg_013692, KUTeg_013695
OG0004947	EVM0003391.1	KUTeg_013693, KUTeg_013694
OG0004948	EVM0006867.1	KUTeg_013346, KUTeg_013524
OG0004949	EVM0002166.1	KUTeg_013353, KUTeg_013520
OG0004951	EVM0017904.1	KUTeg_013454
OG0004952	EVM0008044.1	KUTeg_013686
OG0004953	EVM0015927.1	KUTeg_013749, KUTeg_013177
OG0004954	EVM0014663.1	KUTeg_021576
OG0004956	EVM0011438.1, EVM0013470.1	KUTeg_014011
OG0004957	EVM0004309.1	KUTeg_014341, KUTeg_013591
OG0004958	EVM0000653.1	KUTeg_013592, KUTeg_014342
OG0004959	EVM0009741.1	KUTeg_013701, KUTeg_013799
OG0004960	EVM0017134.1	KUTeg_013871
OG0004961	EVM0000907.1	KUTeg_013715
OG0004963	EVM0021729.1	KUTeg_013236, KUTeg_014158
OG0004964	EVM0005848.1	KUTeg_014275, KUTeg_013555
OG0004965	EVM0015946.1	KUTeg_014277, KUTeg_005427
OG0004966	EVM0012051.1	KUTeg_014273, KUTeg_000896
OG0004967	EVM0023903.1, EVM0009374.1	KUTeg_013264
OG0004968	EVM0017961.1	KUTeg_013615, KUTeg_013608
OG0004969	EVM0014605.1	KUTeg_014512, KUTeg_012993
OG0004970	EVM0003126.1	KUTeg_013323, KUTeg_014313
OG0004971	EVM0013213.1	KUTeg_012956
OG0004972	EVM0014396.1	KUTeg_013632
OG0004973	EVM0001205.1	KUTeg_013633
OG0004974	EVM0014718.1	KUTeg_012908, KUTeg_012906
OG0004975	EVM0011302.1, EVM0018087.1	KUTeg_012903
OG0004976	EVM0022466.1	KUTeg_014094, KUTeg_014096
OG0004977	EVM0006020.1	KUTeg_014180, KUTeg_013612
OG0004978	EVM0009860.1, EVM0016065.1	KUTeg_013613
OG0004979	EVM0017799.1	KUTeg_014148, KUTeg_014151
OG0004980	EVM0014870.1	KUTeg_022563
OG0004981	EVM0003011.1	KUTeg_013583
OG0004982	EVM0015052.1	KUTeg_013577
OG0004983	EVM0020867.1	KUTeg_013579, KUTeg_013578
OG0004984	EVM0014469.1	KUTeg_013043
OG0004985	EVM0004950.1	KUTeg_013045
OG0004988	EVM0003150.1	KUTeg_013375, KUTeg_013376
OG0004989	EVM0006968.1	KUTeg_013162, KUTeg_013161
OG0004990	EVM0011088.1	KUTeg_002907, KUTeg_002889
OG0004991	EVM0020168.1, EVM0008962.1	KUTeg_014053
OG0004992	EVM0020075.1	KUTeg_014235, KUTeg_014228
OG0004993	EVM0003321.1	KUTeg_014304
OG0004994	EVM0016141.1	KUTeg_013372
OG0004998	EVM0017871.1	KUTeg_014159, KUTeg_013367
OG0004999	EVM0000762.1	KUTeg_014742
OG0005000	EVM0009360.1	KUTeg_013597
OG0005001	EVM0003589.1	KUTeg_014840, KUTeg_013967
OG0005002	EVM0006674.1	KUTeg_012950, KUTeg_012949
OG0005003	EVM0007559.1	KUTeg_014081, KUTeg_014090
OG0005004	EVM0015786.1	KUTeg_014089
OG0005005	EVM0004686.1, EVM0004415.1	KUTeg_013562
OG0005006	EVM0009693.1, EVM0000961.1	KUTeg_013774
OG0005008	EVM0016547.1, EVM0009104.1	KUTeg_017079
OG0005011	EVM0018192.1	KUTeg_014381, KUTeg_014384
OG0005012	EVM0006284.1	KUTeg_012916
OG0005013	EVM0019725.1, EVM0019627.1	KUTeg_013244
OG0005014	EVM0001531.1	KUTeg_013240
OG0005015	EVM0015108.1	KUTeg_014097, KUTeg_013100
OG0005016	EVM0020443.1	KUTeg_013709
OG0005018	EVM0010085.1, EVM0002868.1	KUTeg_014110
OG0005019	EVM0015523.1	KUTeg_013553, KUTeg_013705
OG0005020	EVM0001346.1	KUTeg_012946
OG0005021	EVM0021695.1, EVM0016890.1	KUTeg_012942
OG0005022	EVM0005530.1	KUTeg_012941
OG0005023	EVM0003019.1, EVM0014214.1	KUTeg_013922
OG0005026	EVM0001893.1	KUTeg_013651
OG0005027	EVM0015455.1	KUTeg_001214, KUTeg_013363
OG0005028	EVM0022609.2	KUTeg_013575
OG0005029	EVM0016929.1	KUTeg_000320
OG0005030	EVM0023555.1	KUTeg_013912, KUTeg_013918
OG0005031	EVM0021661.1	KUTeg_013988, KUTeg_002836
OG0005032	EVM0001233.1	KUTeg_014404
OG0005035	EVM0008944.1	KUTeg_014029, KUTeg_014031
OG0005037	EVM0007441.1	KUTeg_013641
OG0005039	EVM0006845.1	KUTeg_013857, KUTeg_013850
OG0005040	EVM0023876.1	KUTeg_006095
OG0005041	EVM0020435.1, EVM0018551.1	KUTeg_012636
OG0005042	EVM0023074.1	KUTeg_012953
OG0005043	EVM0014661.1	KUTeg_013020, KUTeg_014034
OG0005044	EVM0010953.1	KUTeg_012856, KUTeg_014038
OG0005045	EVM0010452.1	KUTeg_012854, KUTeg_014036
OG0005046	EVM0010235.1, EVM0018929.1	KUTeg_013543
OG0005047	EVM0010807.1	KUTeg_014225
OG0005049	EVM0002165.1, EVM0020319.1	KUTeg_013121
OG0005050	EVM0009338.1	KUTeg_013082, KUTeg_013086
OG0005051	EVM0009846.1	KUTeg_012736
OG0005052	EVM0011772.1	KUTeg_013815
OG0005053	EVM0016668.1, EVM0011460.1	KUTeg_013820
OG0005054	EVM0022076.1, EVM0017862.1	KUTeg_022969
OG0005055	EVM0001002.1	KUTeg_013084, KUTeg_013079
OG0005056	EVM0021958.1	KUTeg_014174, KUTeg_014261
OG0005057	EVM0020040.1	KUTeg_001252, KUTeg_014177
OG0005058	EVM0002622.1	KUTeg_014176, KUTeg_001254
OG0005059	EVM0014032.1	KUTeg_013611, KUTeg_014175
OG0005060	EVM0010744.1	KUTeg_013671
OG0005061	EVM0006323.1	KUTeg_014312, KUTeg_013670
OG0005062	EVM0009036.2	KUTeg_014003, KUTeg_013437
OG0005063	EVM0005414.1, EVM0006507.1	KUTeg_014344
OG0005064	EVM0001424.1	KUTeg_013170
OG0005065	EVM0016259.1	KUTeg_014331
OG0005066	EVM0001593.1	KUTeg_014335
OG0005067	EVM0011619.1, EVM0020259.1	KUTeg_013336
OG0005068	EVM0020126.1	KUTeg_013335
OG0005069	EVM0022063.1	KUTeg_013395
OG0005070	EVM0010415.1	KUTeg_013098
OG0005071	EVM0010692.1	KUTeg_013631
OG0005072	EVM0019942.1	KUTeg_013630
OG0005073	EVM0011518.1	KUTeg_013920
OG0005074	EVM0007099.1, EVM0019395.1	KUTeg_008362
OG0005075	EVM0013106.1, EVM0011374.1	KUTeg_008078
OG0005076	EVM0012068.1	KUTeg_008268
OG0005077	EVM0013450.1	KUTeg_008104, KUTeg_008491
OG0005078	EVM0000214.1	KUTeg_008259
OG0005079	EVM0001918.1	KUTeg_008258
OG0005080	EVM0007305.1	KUTeg_008282, KUTeg_008288
OG0005081	EVM0006057.1	KUTeg_008484, KUTeg_008488
OG0005082	EVM0023986.1	KUTeg_000902, KUTeg_005000
OG0005083	EVM0006026.1	KUTeg_008321, KUTeg_008323
OG0005084	EVM0014496.1	KUTeg_008331, KUTeg_008947
OG0005085	EVM0004600.1	KUTeg_008735, KUTeg_008317
OG0005086	EVM0018839.1	KUTeg_008617, KUTeg_008615
OG0005087	EVM0013298.1	KUTeg_008182, KUTeg_008412
OG0005088	EVM0014319.1	KUTeg_008709
OG0005089	EVM0012240.1, EVM0012987.1	KUTeg_008665
OG0005090	EVM0020194.1	KUTeg_002144, KUTeg_001642
OG0005092	EVM0001651.1	KUTeg_008318, KUTeg_008738
OG0005093	EVM0018007.1, EVM0013770.1	KUTeg_008940
OG0005094	EVM0017898.1	KUTeg_017330, KUTeg_008158
OG0005095	EVM0008986.2	KUTeg_008553, KUTeg_008221
OG0005096	EVM0019342.1	KUTeg_011183, KUTeg_008222
OG0005097	EVM0020110.1	KUTeg_008429, KUTeg_008434
OG0005098	EVM0003862.2	KUTeg_007650
OG0005099	EVM0015868.1	KUTeg_008220, KUTeg_008552
OG0005101	EVM0021176.1	KUTeg_008226, KUTeg_008230
OG0005103	EVM0006552.1	KUTeg_024478, KUTeg_024482
OG0005104	EVM0002096.1	KUTeg_008557
OG0005105	EVM0001275.1	KUTeg_008295
OG0005106	EVM0016353.1	KUTeg_021991
OG0005107	EVM0012726.1, EVM0012653.1	KUTeg_008637
OG0005108	EVM0002697.1	KUTeg_008185
OG0005109	EVM0003520.1	KUTeg_008184
OG0005110	EVM0003557.1	KUTeg_008183
OG0005111	EVM0002963.1	KUTeg_008187, KUTeg_008762
OG0005112	EVM0001313.1	KUTeg_008754, KUTeg_008755
OG0005113	EVM0014576.1	KUTeg_008070
OG0005114	EVM0019479.1	KUTeg_008527
OG0005115	EVM0017457.1	KUTeg_011287
OG0005117	EVM0008508.1	KUTeg_005735
OG0005118	EVM0022551.1	KUTeg_008518, KUTeg_017245
OG0005119	EVM0007239.1	KUTeg_008517, KUTeg_017244
OG0005120	EVM0000036.1, EVM0000277.1	KUTeg_008601
OG0005121	EVM0020952.1, EVM0007761.1	KUTeg_008602
OG0005122	EVM0010379.1, EVM0011137.1	KUTeg_008607
OG0005123	EVM0013412.1	KUTeg_008858
OG0005124	EVM0006472.1	KUTeg_008860
OG0005125	EVM0005366.1	KUTeg_008512, KUTeg_008519
OG0005126	EVM0011876.1	KUTeg_008616, KUTeg_008618
OG0005127	EVM0023891.1	KUTeg_008626
OG0005128	EVM0005484.1, EVM0017450.1	KUTeg_008908
OG0005130	EVM0004291.1	KUTeg_008707, KUTeg_008710
OG0005131	EVM0000859.1, EVM0000657.1	KUTeg_008094
OG0005133	EVM0007258.1	KUTeg_008495
OG0005134	EVM0020373.1	KUTeg_008194
OG0005135	EVM0000742.1	KUTeg_008195
OG0005136	EVM0004294.1	KUTeg_008526
OG0005137	EVM0021223.1	KUTeg_004708
