Orthogroup	Azeb	Sbro	Tgra
OG0005151	mikado.HiC_scaffold_17.0G1099.1, mikado.HiC_scaffold_17.0G824.1	EVM0007081.1	KUTeg_012399
OG0005152	mikado.HiC_scaffold_17.0G834.1	EVM0021714.1	KUTeg_008246, KUTeg_008247
OG0005153	mikado.HiC_scaffold_17.0G840.1, mikado.HiC_scaffold_17.0G840.2	EVM0000578.1	KUTeg_008673
OG0005154	mikado.HiC_scaffold_17.0G862.1, mikado.HiC_scaffold_17.0G863.1	EVM0008110.1	KUTeg_008640
OG0005155	mikado.HiC_scaffold_17.0G865.1	EVM0013884.1, EVM0016285.1	KUTeg_008082
OG0005156	mikado.HiC_scaffold_17.0G883.1, mikado.HiC_scaffold_19.0G1162.1, mikado.HiC_scaffold_19.0G1496.1, mikado.HiC_scaffold_21.0G9.1		
OG0005157	mikado.HiC_scaffold_17.0G894.1	EVM0022330.1	KUTeg_008265, KUTeg_008266
OG0005158	mikado.HiC_scaffold_17.0G893.1	EVM0002185.1	KUTeg_008261, KUTeg_008264
OG0005159	mikado.HiC_scaffold_17.0G895.1	EVM0009168.1	KUTeg_008262, KUTeg_008263
OG0005160	mikado.HiC_scaffold_17.0G918.1, mikado.HiC_scaffold_17.0G918.2	EVM0012118.2	KUTeg_008687
OG0005161	mikado.HiC_scaffold_17.0G922.1	EVM0019237.1	KUTeg_008138, KUTeg_008530
OG0005162	mikado.HiC_scaffold_17.0G945.1, mikado.HiC_scaffold_17.0G947.1	EVM0001638.1	KUTeg_010658
OG0005163	mikado.HiC_scaffold_17.0G979.1	EVM0018391.1	KUTeg_008252, KUTeg_008844
OG0005164	mikado.HiC_scaffold_17.0G983.1	EVM0006297.1	KUTeg_008102, KUTeg_008497
OG0005165	mikado.HiC_scaffold_17.0G1192.1, mikado.HiC_scaffold_17.0G1192.2, mikado.HiC_scaffold_17.0G990.1, mikado.HiC_scaffold_17.0G991.1		
OG0005166	mikado.HiC_scaffold_17.0G996.1, mikado.HiC_scaffold_17.0G999.1	EVM0002736.1	KUTeg_008128
OG0005167	mikado.HiC_scaffold_17.0G1007.1	EVM0023080.1	KUTeg_008772, KUTeg_008779
OG0005168	mikado.HiC_scaffold_17.0G1014.1	EVM0005595.4	KUTeg_008291, KUTeg_011221
OG0005169	mikado.HiC_scaffold_17.0G1018.1	EVM0001413.1	KUTeg_008212, KUTeg_008550
OG0005170	mikado.HiC_scaffold_17.0G1021.1, mikado.HiC_scaffold_17.0G1021.3	EVM0015033.1	KUTeg_008542
OG0005171	mikado.HiC_scaffold_17.0G1022.1, mikado.HiC_scaffold_17.0G1024.1	EVM0010231.1	KUTeg_008541
OG0005172	mikado.HiC_scaffold_17.0G1023.1, mikado.HiC_scaffold_17.0G1025.1, mikado.HiC_scaffold_17.0G1026.1	EVM0011910.1	
OG0005173	mikado.HiC_scaffold_17.0G1046.1, mikado.HiC_scaffold_17.0G1046.2	EVM0020015.1	KUTeg_008170
OG0005174	mikado.HiC_scaffold_17.0G1063.1, mikado.HiC_scaffold_17.0G1064.1	EVM0001163.1	KUTeg_008950
OG0005175	mikado.HiC_scaffold_17.0G1065.1, mikado.HiC_scaffold_17.0G1066.1	EVM0002255.1	KUTeg_008951
OG0005176	mikado.HiC_scaffold_17.0G1079.1	EVM0009178.1, EVM0014242.1	KUTeg_008599
OG0005177	mikado.HiC_scaffold_17.0G1080.1	EVM0013428.1	KUTeg_010918, KUTeg_011084
OG0005178	mikado.HiC_scaffold_17.0G1081.1, mikado.HiC_scaffold_17.0G1081.2	EVM0020304.1	KUTeg_011083
OG0005179	mikado.HiC_scaffold_17.0G1096.1, mikado.HiC_scaffold_17.0G1097.1	EVM0023146.1	KUTeg_008409
OG0005180	mikado.HiC_scaffold_17.0G1102.1, mikado.HiC_scaffold_17.0G1105.1, mikado.HiC_scaffold_17.0G1105.2	EVM0008420.1	
OG0005181	mikado.HiC_scaffold_17.0G1107.1	EVM0001613.1	KUTeg_008301, KUTeg_008304
OG0005182	mikado.HiC_scaffold_17.0G1106.1, mikado.HiC_scaffold_17.0G1109.1	EVM0014524.1	KUTeg_008298
OG0005183	mikado.HiC_scaffold_17.0G1120.1, mikado.HiC_scaffold_8.8335562G17.1	EVM0002437.1, EVM0014127.1	
OG0005184	mikado.HiC_scaffold_17.0G1138.1, mikado.HiC_scaffold_17.0G1138.2	EVM0021732.1	KUTeg_008045
OG0005185	mikado.HiC_scaffold_17.0G1144.1	EVM0010724.1, EVM0019793.1	KUTeg_008052
OG0005186	mikado.HiC_scaffold_17.0G1151.1	EVM0004795.1, EVM0021742.1	KUTeg_008600
OG0005187	mikado.HiC_scaffold_17.0G1161.1	EVM0020544.1	KUTeg_008286, KUTeg_023868
OG0005188	mikado.HiC_scaffold_17.0G1164.1	EVM0019663.1	KUTeg_008285, KUTeg_023869
OG0005189	mikado.HiC_scaffold_17.0G1174.1	EVM0017826.1	KUTeg_008057, KUTeg_008398
OG0005190	mikado.HiC_scaffold_17.0G1200.1, mikado.HiC_scaffold_17.0G1200.3	EVM0002036.1	KUTeg_008503
OG0005191	mikado.HiC_scaffold_18.0G25.1	EVM0004640.1, EVM0023395.1	KUTeg_019097
OG0005192	mikado.HiC_scaffold_18.0G29.1, mikado.HiC_scaffold_18.0G30.1		KUTeg_018071, KUTeg_018503
OG0005193	mikado.HiC_scaffold_18.0G46.1	EVM0003272.1	KUTeg_019258, KUTeg_019420
OG0005194	mikado.HiC_scaffold_18.0G49.1, mikado.HiC_scaffold_18.0G49.2	EVM0000722.1	KUTeg_019259
OG0005195	mikado.HiC_scaffold_18.0G50.1	EVM0023796.1	KUTeg_019256, KUTeg_019418
OG0005196	mikado.HiC_scaffold_18.0G57.1	EVM0018949.1	KUTeg_019229, KUTeg_019302
OG0005197	mikado.HiC_scaffold_18.0G59.1, mikado.HiC_scaffold_359.0G1.1	EVM0000224.1	KUTeg_019530
OG0005198	mikado.HiC_scaffold_18.0G60.1	EVM0016760.1	KUTeg_014731, KUTeg_019527
OG0005199	mikado.HiC_scaffold_18.0G439.1, mikado.HiC_scaffold_18.0G440.1, mikado.HiC_scaffold_18.0G77.1, mikado.HiC_scaffold_18.0G78.1		
OG0005200	mikado.HiC_scaffold_18.0G79.1	EVM0014680.1	KUTeg_019320, KUTeg_019789
OG0005201	mikado.HiC_scaffold_18.0G84.1, mikado.HiC_scaffold_18.0G86.1	EVM0011468.1	KUTeg_019323
OG0005202	mikado.HiC_scaffold_18.0G85.1, mikado.HiC_scaffold_18.0G87.1	EVM0024003.1	KUTeg_019639
OG0005203	mikado.HiC_scaffold_18.0G90.1, mikado.HiC_scaffold_18.0G91.1	EVM0001110.1	KUTeg_019791
OG0005204	mikado.HiC_scaffold_18.0G95.1	EVM0000394.1	KUTeg_019011, KUTeg_019794
OG0005205	mikado.HiC_scaffold_18.0G99.1	EVM0005490.1	KUTeg_019007, KUTeg_019013
OG0005206	mikado.HiC_scaffold_18.0G100.1	EVM0023669.1	KUTeg_004105, KUTeg_019012
OG0005207	mikado.HiC_scaffold_18.0G111.1	EVM0008025.1	KUTeg_014685, KUTeg_019695
OG0005208	mikado.HiC_scaffold_18.0G121.1, mikado.HiC_scaffold_18.0G122.1, mikado.HiC_scaffold_18.0G123.1, mikado.HiC_scaffold_18.0G1466.1		
OG0005209	mikado.HiC_scaffold_18.0G134.1	EVM0014208.1	KUTeg_011663, KUTeg_011838
OG0005210	mikado.HiC_scaffold_18.0G137.1, mikado.HiC_scaffold_18.0G137.2	EVM0023545.2	KUTeg_019997
OG0005211	mikado.HiC_scaffold_18.0G139.1, mikado.HiC_scaffold_18.0G1422.1, mikado.HiC_scaffold_18.0G1424.1, mikado.HiC_scaffold_18.0G1425.1		
OG0005212	mikado.HiC_scaffold_18.0G151.1, mikado.HiC_scaffold_18.0G154.2	EVM0020486.1	KUTeg_019473
OG0005213	mikado.HiC_scaffold_18.0G166.1, mikado.HiC_scaffold_18.0G166.2	EVM0007372.1	KUTeg_019900
OG0005214	mikado.HiC_scaffold_18.0G167.1	EVM0004251.1, EVM0011183.1	KUTeg_019901
OG0005215	mikado.HiC_scaffold_18.0G169.1, mikado.HiC_scaffold_18.0G175.1	EVM0003648.1	KUTeg_019905
OG0005216	mikado.HiC_scaffold_12.3160685G830.1, mikado.HiC_scaffold_18.0G206.1	EVM0010387.1	KUTeg_019840
OG0005217	mikado.HiC_scaffold_18.0G208.1, mikado.HiC_scaffold_18.0G208.2	EVM0008505.1	KUTeg_019934
OG0005218	mikado.HiC_scaffold_18.0G210.1, mikado.HiC_scaffold_18.0G210.2	EVM0016293.1	KUTeg_019933
OG0005219	mikado.HiC_scaffold_18.0G221.1, mikado.HiC_scaffold_18.0G222.1	EVM0020115.1	KUTeg_019502
OG0005220	mikado.HiC_scaffold_18.0G225.1, mikado.HiC_scaffold_18.0G226.1	EVM0005373.1	KUTeg_019497
OG0005221	mikado.HiC_scaffold_18.0G240.1	EVM0007639.1, EVM0017357.1	KUTeg_019627
OG0005222	mikado.HiC_scaffold_18.0G268.1	EVM0001224.1	KUTeg_009246, KUTeg_019330
OG0005223	mikado.HiC_scaffold_18.0G308.1	EVM0013817.1, EVM0015186.1	KUTeg_019225
OG0005224	mikado.HiC_scaffold_18.0G311.1	EVM0008667.1	KUTeg_019105, KUTeg_022719
OG0005225	mikado.HiC_scaffold_18.0G312.1	EVM0007955.1	KUTeg_019077, KUTeg_019080
OG0005226	mikado.HiC_scaffold_18.0G353.1	EVM0017754.1, EVM0018025.1	KUTeg_019616
OG0005227	mikado.HiC_scaffold_18.0G354.1	EVM0011056.1	KUTeg_019158, KUTeg_019619
OG0005228	mikado.HiC_scaffold_18.0G387.1	EVM0014151.1, EVM0018523.1	KUTeg_010813
OG0005229	mikado.HiC_scaffold_18.0G398.1, mikado.HiC_scaffold_18.0G398.3	EVM0011545.1	KUTeg_019876
OG0005230	mikado.HiC_scaffold_18.0G411.1, mikado.HiC_scaffold_18.0G447.1	EVM0021369.1	KUTeg_018979
OG0005231	mikado.HiC_scaffold_18.0G413.1	EVM0004120.1	KUTeg_018970, KUTeg_018973
OG0005232	mikado.HiC_scaffold_18.0G414.1, mikado.HiC_scaffold_21.0G482.1	EVM0021402.1	KUTeg_001661
OG0005233	mikado.HiC_scaffold_18.0G415.1	EVM0012455.1, EVM0016143.1	KUTeg_014730
OG0005234	mikado.HiC_scaffold_18.0G425.1, mikado.HiC_scaffold_18.0G427.1	EVM0021182.1	KUTeg_018847
OG0005235	mikado.HiC_scaffold_18.0G481.1, mikado.HiC_scaffold_18.0G481.2	EVM0008605.1	KUTeg_018945
OG0005236	mikado.HiC_scaffold_18.0G495.1, mikado.HiC_scaffold_18.0G499.1	EVM0003918.1	KUTeg_018826
OG0005237	mikado.HiC_scaffold_18.0G513.1	EVM0017169.1	KUTeg_019664, KUTeg_019665
OG0005238	mikado.HiC_scaffold_18.0G518.1	EVM0009770.1	KUTeg_015659, KUTeg_019614
OG0005239	mikado.HiC_scaffold_18.0G523.1	EVM0018726.1	KUTeg_019394, KUTeg_019397
OG0005240	mikado.HiC_scaffold_18.0G525.1	EVM0014377.1	KUTeg_019395, KUTeg_019396
OG0005241	mikado.HiC_scaffold_18.0G535.1, mikado.HiC_scaffold_18.0G539.1, mikado.HiC_scaffold_18.0G540.1, mikado.HiC_scaffold_18.0G541.1		
OG0005242	mikado.HiC_scaffold_18.0G548.1	EVM0005339.1, EVM0018686.1	KUTeg_019108
OG0005243	mikado.HiC_scaffold_18.0G549.1	EVM0007298.1, EVM0014119.1	KUTeg_019109
OG0005244	mikado.HiC_scaffold_18.0G595.1, mikado.HiC_scaffold_18.0G596.1	EVM0021540.1	KUTeg_019816
OG0005245	mikado.HiC_scaffold_18.0G600.1, mikado.HiC_scaffold_18.0G601.1, mikado.HiC_scaffold_18.0G605.1	EVM0015814.1	
OG0005246	mikado.HiC_scaffold_18.0G603.1, mikado.HiC_scaffold_18.0G604.2	EVM0001570.1	KUTeg_011468
OG0005247	mikado.HiC_scaffold_18.0G606.1, mikado.HiC_scaffold_18.0G606.2	EVM0002168.2	KUTeg_019962
OG0005248	mikado.HiC_scaffold_18.0G615.1	EVM0018318.1, EVM0019552.1	KUTeg_018872
OG0005249	mikado.HiC_scaffold_18.0G616.1	EVM0003660.1, EVM0010522.1	KUTeg_018870
OG0005250	mikado.HiC_scaffold_18.0G621.1	EVM0020387.1	KUTeg_018916, KUTeg_018919
OG0005251	mikado.HiC_scaffold_18.0G632.1	EVM0016727.1	KUTeg_011138, KUTeg_019202
OG0005252	mikado.HiC_scaffold_18.0G655.1, mikado.HiC_scaffold_18.0G655.2	EVM0003771.1	KUTeg_019809
OG0005253	mikado.HiC_scaffold_18.0G680.1	EVM0001701.1	KUTeg_018849, KUTeg_019023
OG0005254	mikado.HiC_scaffold_18.0G681.1	EVM0013929.1	KUTeg_018853, KUTeg_019015
OG0005255	mikado.HiC_scaffold_18.0G683.1	EVM0002085.1	KUTeg_019018, KUTeg_019019
OG0005256	mikado.HiC_scaffold_12.3160685G60.1, mikado.HiC_scaffold_18.0G684.1	EVM0019613.1	KUTeg_019020
OG0005257	mikado.HiC_scaffold_18.0G688.1	EVM0019643.1	KUTeg_011328, KUTeg_019756
OG0005258	mikado.HiC_scaffold_18.0G691.1, mikado.HiC_scaffold_18.0G691.2	EVM0019702.1	KUTeg_018880
OG0005259	mikado.HiC_scaffold_18.0G697.1	EVM0006048.1, EVM0022121.1	KUTeg_019727
OG0005260	mikado.HiC_scaffold_18.0G701.1	EVM0010835.1	KUTeg_011464, KUTeg_019965
OG0005261	mikado.HiC_scaffold_18.0G705.1, mikado.HiC_scaffold_18.0G706.1	EVM0001479.1, EVM0006887.1	
OG0005262	mikado.HiC_scaffold_18.0G713.1	EVM0001298.1, EVM0024027.1	KUTeg_019723
OG0005263	mikado.HiC_scaffold_18.0G714.1, mikado.HiC_scaffold_18.0G714.2	EVM0011505.1	KUTeg_019725
OG0005264	mikado.HiC_scaffold_18.0G721.1, mikado.HiC_scaffold_18.0G721.2	EVM0018747.1	KUTeg_018935
OG0005265	mikado.HiC_scaffold_18.0G726.1	EVM0012443.1, EVM0015696.1	KUTeg_005626
OG0005266	mikado.HiC_scaffold_18.0G736.1, mikado.HiC_scaffold_18.0G736.2	EVM0016902.1	KUTeg_019367
OG0005267	mikado.HiC_scaffold_18.0G759.1	EVM0003094.1	KUTeg_019889, KUTeg_019898
OG0005268	mikado.HiC_scaffold_18.0G761.1, mikado.HiC_scaffold_18.0G864.1	EVM0017475.1	KUTeg_019090
OG0005269	mikado.HiC_scaffold_18.0G1311.1, mikado.HiC_scaffold_18.0G770.1	EVM0009599.1	KUTeg_019838
OG0005270	mikado.HiC_scaffold_18.0G779.1	EVM0023201.1, EVM0023735.1	KUTeg_019582
OG0005271	mikado.HiC_scaffold_18.0G780.1	EVM0008483.1, EVM0023186.1	KUTeg_019581
OG0005272	mikado.HiC_scaffold_18.0G794.1, mikado.HiC_scaffold_18.0G795.1	EVM0007058.1	KUTeg_019059
OG0005273	mikado.HiC_scaffold_18.0G802.1	EVM0018872.1	KUTeg_019288, KUTeg_019289
OG0005274	mikado.HiC_scaffold_18.0G805.1, mikado.HiC_scaffold_18.0G806.1	EVM0002848.1	KUTeg_018815
OG0005275	mikado.HiC_scaffold_18.0G813.1, mikado.HiC_scaffold_18.0G813.2	EVM0010573.1	KUTeg_019284
OG0005276	mikado.HiC_scaffold_18.0G833.1, mikado.HiC_scaffold_18.0G834.1	EVM0003777.1	KUTeg_019451
OG0005277	mikado.HiC_scaffold_18.0G835.1, mikado.HiC_scaffold_18.0G836.1	EVM0015067.1	KUTeg_019450
OG0005278	mikado.HiC_scaffold_18.0G847.1	EVM0001890.1	KUTeg_019131, KUTeg_019895
OG0005279	mikado.HiC_scaffold_18.0G851.1	EVM0011570.1	KUTeg_005739, KUTeg_019310
OG0005280	mikado.HiC_scaffold_18.0G853.1	EVM0010226.1	KUTeg_005738, KUTeg_019308
OG0005281	mikado.HiC_scaffold_18.0G856.1	EVM0018096.1	KUTeg_005737, KUTeg_019779
OG0005282	mikado.HiC_scaffold_18.0G860.1, mikado.HiC_scaffold_18.0G862.1	EVM0002864.1	KUTeg_019923
OG0005283	mikado.HiC_scaffold_18.0G870.1	EVM0001281.1, EVM0018282.1	KUTeg_019594
OG0005284	mikado.HiC_scaffold_18.0G871.1	EVM0011037.2, EVM0017100.1	KUTeg_019586
OG0005285	mikado.HiC_scaffold_18.0G875.1	EVM0019810.1, EVM0020070.1	KUTeg_019592
OG0005286	mikado.HiC_scaffold_18.0G874.1	EVM0014018.1	KUTeg_019591, KUTeg_020022
OG0005287	mikado.HiC_scaffold_18.0G876.1	EVM0013033.1, EVM0023840.1	KUTeg_020023
OG0005288	mikado.HiC_scaffold_18.0G888.1, mikado.HiC_scaffold_18.0G890.1	EVM0012579.1	KUTeg_019597
OG0005289	mikado.HiC_scaffold_18.0G889.1	EVM0008783.1	KUTeg_000697, KUTeg_019598
OG0005290	mikado.HiC_scaffold_18.0G904.1, mikado.HiC_scaffold_18.0G904.2	EVM0017226.1	KUTeg_018910
OG0005291	mikado.HiC_scaffold_18.0G908.1	EVM0006583.1	KUTeg_023881, KUTeg_023884
OG0005292	mikado.HiC_scaffold_18.0G912.1, mikado.HiC_scaffold_18.0G919.1	EVM0023103.1	KUTeg_019362
OG0005293	mikado.HiC_scaffold_18.0G926.1	EVM0014702.1	KUTeg_019973, KUTeg_019974
OG0005294	mikado.HiC_scaffold_18.0G925.1	EVM0002401.1	KUTeg_019653, KUTeg_019656
OG0005295	mikado.HiC_scaffold_18.0G927.1	EVM0015441.1	KUTeg_019655, KUTeg_019972
OG0005296	mikado.HiC_scaffold_18.0G941.1	EVM0009021.1	KUTeg_005202, KUTeg_005205
OG0005297	mikado.HiC_scaffold_18.0G972.1	EVM0015730.1	KUTeg_018958, KUTeg_018962
OG0005298	mikado.HiC_scaffold_18.0G973.1	EVM0003997.1, EVM0011469.1	KUTeg_019364
OG0005299	mikado.HiC_scaffold_18.0G974.1	EVM0007198.2	KUTeg_019828, KUTeg_019831
OG0005300	mikado.HiC_scaffold_18.0G989.1, mikado.HiC_scaffold_18.0G990.1	EVM0004856.1	KUTeg_019511
OG0005301	mikado.HiC_scaffold_18.0G991.1, mikado.HiC_scaffold_21.0G919.1	EVM0002516.1	KUTeg_017773
OG0005302	mikado.HiC_scaffold_18.0G1008.1, mikado.HiC_scaffold_18.0G1011.1	EVM0023942.1	KUTeg_019031
OG0005303	mikado.HiC_scaffold_18.0G1021.1	EVM0017437.1	KUTeg_019688, KUTeg_019689
OG0005304	mikado.HiC_scaffold_18.0G1027.1, mikado.HiC_scaffold_18.0G1028.1, mikado.HiC_scaffold_18.0G1172.1		KUTeg_019205
OG0005305	mikado.HiC_scaffold_18.0G1036.1	EVM0005267.1, EVM0010973.1	KUTeg_019562
OG0005306	mikado.HiC_scaffold_18.0G1035.1	EVM0006589.1, EVM0013344.1	KUTeg_019561
OG0005307	mikado.HiC_scaffold_18.0G1076.1, mikado.HiC_scaffold_18.0G1080.1	EVM0006829.1	KUTeg_019855
OG0005308	mikado.HiC_scaffold_18.0G1083.1	EVM0001620.1, EVM0003921.1	KUTeg_019736
OG0005309	mikado.HiC_scaffold_18.0G1087.1, mikado.HiC_scaffold_18.0G1087.2	EVM0011697.1	KUTeg_019730
OG0005310	mikado.HiC_scaffold_18.0G1095.1, mikado.HiC_scaffold_18.0G1096.1	EVM0021447.1	KUTeg_019003
OG0005311	mikado.HiC_scaffold_18.0G1103.1, mikado.HiC_scaffold_18.0G1103.2	EVM0001821.1	KUTeg_019477
OG0005312	mikado.HiC_scaffold_18.0G1106.1, mikado.HiC_scaffold_8.8335562G316.1, mikado.HiC_scaffold_8.8335562G377.1, mikado.HiC_scaffold_8.8335562G378.1		
OG0005313	mikado.HiC_scaffold_18.0G1121.1	EVM0001911.1, EVM0010564.1	KUTeg_020011
OG0005314	mikado.HiC_scaffold_18.0G1132.1, mikado.HiC_scaffold_18.0G1132.2, mikado.HiC_scaffold_18.0G1132.3, mikado.HiC_scaffold_8.8335562G654.1		
OG0005315	mikado.HiC_scaffold_18.0G1133.1, mikado.HiC_scaffold_18.0G1133.2	EVM0013359.1	KUTeg_019188
OG0005316	mikado.HiC_scaffold_18.0G1139.1, mikado.HiC_scaffold_18.0G1139.2	EVM0006726.1	KUTeg_020004
OG0005317	mikado.HiC_scaffold_18.0G1142.1	EVM0004012.1, EVM0014222.1	KUTeg_020012
OG0005318	mikado.HiC_scaffold_18.0G1163.1, mikado.HiC_scaffold_21.0G695.1, mikado.HiC_scaffold_21.0G696.1, mikado.HiC_scaffold_21.0G697.1		
OG0005319	mikado.HiC_scaffold_18.0G1164.1	EVM0013393.1	KUTeg_000943, KUTeg_019025
OG0005320	mikado.HiC_scaffold_18.0G1170.1	EVM0005696.1, EVM0013939.1	KUTeg_019979
OG0005321	mikado.HiC_scaffold_18.0G1182.1	EVM0011911.1, EVM0017629.1	KUTeg_019181
OG0005322	mikado.HiC_scaffold_18.0G1183.1	EVM0008148.1, EVM0022078.1	KUTeg_019179
OG0005323	mikado.HiC_scaffold_18.0G1185.1	EVM0011081.1	KUTeg_019636, KUTeg_019644
OG0005324	mikado.HiC_scaffold_12.3160685G1527.1, mikado.HiC_scaffold_18.0G1195.1	EVM0021977.1	KUTeg_006882
OG0005325	mikado.HiC_scaffold_18.0G1200.1	EVM0001240.1, EVM0018287.1	KUTeg_020008
OG0005326	mikado.HiC_scaffold_18.0G1216.1	EVM0001830.1, EVM0001984.1, EVM0010311.1	
OG0005327	mikado.HiC_scaffold_18.0G1217.1	EVM0017128.1	KUTeg_019162, KUTeg_019164
OG0005328	mikado.HiC_scaffold_18.0G1219.1	EVM0003461.1, EVM0008959.1	KUTeg_019138
OG0005329	mikado.HiC_scaffold_18.0G1231.1	EVM0006269.1	KUTeg_019102, KUTeg_019104
OG0005330	mikado.HiC_scaffold_18.0G1234.1	EVM0017600.2	KUTeg_019100, KUTeg_019227
OG0005331	mikado.HiC_scaffold_18.0G1263.1	EVM0010732.1	KUTeg_019410, KUTeg_019862
OG0005332	mikado.HiC_scaffold_18.0G1262.1	EVM0003442.1	KUTeg_019411, KUTeg_019859
OG0005333	mikado.HiC_scaffold_18.0G1264.1	EVM0008616.1	KUTeg_019408, KUTeg_019860
OG0005334	mikado.HiC_scaffold_18.0G1266.1	EVM0001378.1	KUTeg_019405, KUTeg_019407
OG0005335	mikado.HiC_scaffold_18.0G1270.1, mikado.HiC_scaffold_18.0G1270.2	EVM0004339.1	KUTeg_019539
OG0005336	mikado.HiC_scaffold_18.0G1272.1, mikado.HiC_scaffold_18.0G1273.1	EVM0022070.1	KUTeg_019386
OG0005337	mikado.HiC_scaffold_18.0G1290.1, mikado.HiC_scaffold_18.0G1290.2	EVM0002275.1	KUTeg_018878
OG0005338	mikado.HiC_scaffold_18.0G1295.1, mikado.HiC_scaffold_18.0G1295.2	EVM0001000.1	KUTeg_019082
OG0005339	mikado.HiC_scaffold_18.0G1312.1	EVM0005133.1	KUTeg_000035, KUTeg_020027
OG0005340	mikado.HiC_scaffold_18.0G1351.1, mikado.HiC_scaffold_18.0G1351.2	EVM0018230.1	KUTeg_019528
OG0005341	mikado.HiC_scaffold_18.0G1356.2	EVM0014835.1, EVM0022713.1	KUTeg_018986
OG0005342	mikado.HiC_scaffold_18.0G1386.1	EVM0022403.1	KUTeg_018839, KUTeg_019319
OG0005343	mikado.HiC_scaffold_18.0G1388.1	EVM0020320.1	KUTeg_018840, KUTeg_019317
OG0005344	mikado.HiC_scaffold_18.0G1403.1, mikado.HiC_scaffold_18.0G1404.1	EVM0019460.1	KUTeg_019066
OG0005345	mikado.HiC_scaffold_18.0G1428.1	EVM0001768.1, EVM0014646.1	KUTeg_019603
OG0005346	mikado.HiC_scaffold_18.0G1441.1	EVM0009292.1, EVM0012169.1	KUTeg_019096
OG0005347	mikado.HiC_scaffold_18.0G1443.1	EVM0002806.1, EVM0011459.1	KUTeg_019089
OG0005348	mikado.HiC_scaffold_18.0G1448.1	EVM0002371.1	KUTeg_019261, KUTeg_019721
OG0005349	mikado.HiC_scaffold_18.0G1449.1	EVM0007569.1, EVM0012926.1	KUTeg_019961
OG0005350	mikado.HiC_scaffold_18.0G1476.1, mikado.HiC_scaffold_18.0G1476.2	EVM0020408.1	KUTeg_019770
OG0005351	mikado.HiC_scaffold_18.0G1482.1	EVM0002300.1, EVM0009004.1	KUTeg_019155
OG0005352	mikado.HiC_scaffold_19.0G5.1	EVM0006154.1	KUTeg_011304, KUTeg_011309
OG0005353	mikado.HiC_scaffold_19.0G22.1, mikado.HiC_scaffold_19.0G23.1	EVM0020713.1	KUTeg_022150
OG0005354	mikado.HiC_scaffold_19.0G29.1	EVM0007777.1	KUTeg_018645, KUTeg_018651
OG0005355	mikado.HiC_scaffold_19.0G37.1	EVM0013999.1	KUTeg_021769, KUTeg_021771
OG0005356	mikado.HiC_scaffold_19.0G49.1, mikado.HiC_scaffold_19.0G68.1	EVM0010295.1	KUTeg_018720
OG0005357	mikado.HiC_scaffold_19.0G63.1, mikado.HiC_scaffold_19.0G71.1	EVM0010678.1	KUTeg_001173
OG0005358	mikado.HiC_scaffold_19.0G72.1, mikado.HiC_scaffold_19.0G73.1	EVM0013824.1	KUTeg_001174
OG0005359	mikado.HiC_scaffold_19.0G74.1	EVM0023464.1	KUTeg_001145, KUTeg_001160
OG0005360	mikado.HiC_scaffold_19.0G94.1	EVM0013799.1	KUTeg_021445, KUTeg_021563
OG0005361	mikado.HiC_scaffold_19.0G118.1, mikado.HiC_scaffold_19.0G121.1	EVM0017414.1	KUTeg_023796
OG0005362	mikado.HiC_scaffold_19.0G129.1, mikado.HiC_scaffold_19.0G1476.1	EVM0007242.1, EVM0014669.1	
OG0005363	mikado.HiC_scaffold_19.0G152.1, mikado.HiC_scaffold_19.0G155.1	EVM0010967.1	KUTeg_022169
OG0005364	mikado.HiC_scaffold_19.0G154.1	EVM0000725.1	KUTeg_021416, KUTeg_022415
OG0005365	mikado.HiC_scaffold_19.0G157.1, mikado.HiC_scaffold_19.0G158.1	EVM0005594.1	KUTeg_021597
OG0005366	mikado.HiC_scaffold_19.0G180.1	EVM0014456.1	KUTeg_004649, KUTeg_004652
OG0005367	mikado.HiC_scaffold_19.0G185.1	EVM0014837.1	KUTeg_004650, KUTeg_004651
OG0005368	mikado.HiC_scaffold_19.0G187.1	EVM0023648.1	KUTeg_011195, KUTeg_011204
OG0005369	mikado.HiC_scaffold_19.0G189.1	EVM0010956.1	KUTeg_011196, KUTeg_011208
OG0005370	mikado.HiC_scaffold_19.0G199.1	EVM0020823.1	KUTeg_022044, KUTeg_022045
OG0005371	mikado.HiC_scaffold_19.0G206.1, mikado.HiC_scaffold_19.0G206.3	EVM0015223.1	KUTeg_022468
OG0005372	mikado.HiC_scaffold_19.0G219.1	EVM0000200.1, EVM0003314.1, EVM0013896.1	
OG0005373	mikado.HiC_scaffold_19.0G231.1	EVM0007400.1	KUTeg_001309, KUTeg_015420
OG0005374	mikado.HiC_scaffold_19.0G232.1, mikado.HiC_scaffold_19.0G233.1	EVM0003325.1	KUTeg_001289
OG0005375	mikado.HiC_scaffold_19.0G234.1	EVM0000773.1	KUTeg_021591, KUTeg_022313
OG0005376	mikado.HiC_scaffold_19.0G239.1	EVM0000034.1	KUTeg_021545, KUTeg_021996
OG0005377	mikado.HiC_scaffold_19.0G254.1, mikado.HiC_scaffold_19.0G259.1, mikado.HiC_scaffold_19.0G260.1	EVM0008571.1	
OG0005378	mikado.HiC_scaffold_19.0G270.1	EVM0000393.1	KUTeg_021413, KUTeg_021477
