Orthogroup	Tgra	Sbro
OG0004324	KUTeg_016961	EVM0022102.1, EVM0019742.1
OG0004325	KUTeg_016575, KUTeg_016576	EVM0013729.1
OG0004326	KUTeg_016147, KUTeg_011426	EVM0005738.1
OG0004327	KUTeg_017063, KUTeg_016733	EVM0004445.1
OG0004328	KUTeg_016141	EVM0014405.1, EVM0006309.1
OG0004329	KUTeg_016950	EVM0007829.1, EVM0013261.1
OG0004330	KUTeg_016049	EVM0020341.1
OG0004332	KUTeg_016060	EVM0012509.1
OG0004333	KUTeg_015953, KUTeg_016468	EVM0023368.1
OG0004334	KUTeg_017032, KUTeg_015954	EVM0008918.1
OG0004335	KUTeg_017031, KUTeg_016465	EVM0013926.1
OG0004336	KUTeg_016464, KUTeg_016275	EVM0004009.1
OG0004337	KUTeg_016115	EVM0011136.1
OG0004338	KUTeg_016623, KUTeg_016622	EVM0015768.1
OG0004339	KUTeg_016992	EVM0018431.1
OG0004340	KUTeg_014778, KUTeg_016837	EVM0004985.1
OG0004341	KUTeg_016835, KUTeg_014776	EVM0005304.1
OG0004342	KUTeg_016923	EVM0018449.1
OG0004343	KUTeg_016505	EVM0016375.1
OG0004344	KUTeg_016779, KUTeg_011404	EVM0023921.1
OG0004345	KUTeg_011402, KUTeg_016786	EVM0023875.1
OG0004346	KUTeg_016561, KUTeg_006907	EVM0022196.1
OG0004347	KUTeg_016277, KUTeg_016466	EVM0020841.1
OG0004348	KUTeg_016625	EVM0000938.1
OG0004349	KUTeg_016403, KUTeg_016970	EVM0009580.1
OG0004350	KUTeg_016865	EVM0007456.2
OG0004351	KUTeg_017001, KUTeg_017035	EVM0007383.1
OG0004352	KUTeg_016751	EVM0018120.1
OG0004353	KUTeg_002567	EVM0015644.1
OG0004355	KUTeg_016501	EVM0022668.1, EVM0002499.1
OG0004356	KUTeg_017065, KUTeg_016732	EVM0017343.1
OG0004357	KUTeg_015864	EVM0017296.1
OG0004358	KUTeg_016442, KUTeg_009064	EVM0002970.1
OG0004359	KUTeg_016438	EVM0020411.1
OG0004360	KUTeg_007798, KUTeg_007804	EVM0017063.1
OG0004361	KUTeg_016895	EVM0012420.1
OG0004363	KUTeg_016313	EVM0009184.1
OG0004365	KUTeg_016499	EVM0015458.1
OG0004366	KUTeg_015985	EVM0013519.1
OG0004367	KUTeg_007280	EVM0016169.1
OG0004372	KUTeg_012134, KUTeg_012136	EVM0004106.1
OG0004373	KUTeg_016180	EVM0001213.2
OG0004374	KUTeg_016674	EVM0002817.1
OG0004375	KUTeg_016673	EVM0022800.1, EVM0008609.1
OG0004376	KUTeg_015811, KUTeg_016670	EVM0012635.1
OG0004377	KUTeg_016669, KUTeg_015810	EVM0021932.1
OG0004378	KUTeg_016665, KUTeg_016666	EVM0021412.1
OG0004379	KUTeg_016262, KUTeg_016256	EVM0000707.1
OG0004381	KUTeg_016135	EVM0022259.1
OG0004382	KUTeg_016237	EVM0022374.1
OG0004383	KUTeg_016295	EVM0012528.1
OG0004385	KUTeg_016512	EVM0021341.2
OG0004386	KUTeg_016041	EVM0023769.1
OG0004387	KUTeg_016232	EVM0010335.1, EVM0010584.1
OG0004388	KUTeg_016226	EVM0003564.1, EVM0007735.3
OG0004389	KUTeg_016224	EVM0003000.1, EVM0002215.1
OG0004390	KUTeg_016225	EVM0000223.1, EVM0014156.1
OG0004391	KUTeg_016820, KUTeg_015932	EVM0006403.1
OG0004392	KUTeg_002768, KUTeg_016170	EVM0019135.1
OG0004393	KUTeg_016254, KUTeg_016261	EVM0023248.1
OG0004394	KUTeg_017110	EVM0013386.1
OG0004395	KUTeg_015873, KUTeg_005827	EVM0007902.1
OG0004396	KUTeg_015875, KUTeg_005829	EVM0010895.1
OG0004397	KUTeg_005818, KUTeg_015874	EVM0008726.1
OG0004398	KUTeg_005817, KUTeg_015869	EVM0005675.1
OG0004399	KUTeg_016917	EVM0021147.1
OG0004400	KUTeg_015838	EVM0021946.2
OG0004401	KUTeg_017087	EVM0013211.1
OG0004402	KUTeg_016013	EVM0007503.1
OG0004403	KUTeg_020001	EVM0001249.1
OG0004404	KUTeg_016890	EVM0021158.1
OG0004405	KUTeg_016886	EVM0012016.1
OG0004406	KUTeg_016819, KUTeg_017013	EVM0001645.1
OG0004407	KUTeg_016186	EVM0011160.1, EVM0022532.1
OG0004408	KUTeg_016412	EVM0000613.1
OG0004409	KUTeg_015943, KUTeg_016461	EVM0007068.1
OG0004410	KUTeg_008619	EVM0014480.1
OG0004411	KUTeg_016289, KUTeg_016566	EVM0004245.1
OG0004412	KUTeg_021808	EVM0010767.1, EVM0005102.1
OG0004413	KUTeg_017098, KUTeg_017101	EVM0014569.1
OG0004414	KUTeg_016472, KUTeg_016475	EVM0010109.1
OG0004416	KUTeg_001112, KUTeg_016293	EVM0017345.1
OG0004417	KUTeg_008287	EVM0015235.1
OG0004418	KUTeg_004184	EVM0007359.1
OG0004419	KUTeg_004183	EVM0020563.1
OG0004420	KUTeg_016794	EVM0010885.1
OG0004421	KUTeg_017161, KUTeg_005667	EVM0013901.1
OG0004422	KUTeg_017159	EVM0004975.3
OG0004423	KUTeg_016911, KUTeg_006550	EVM0006577.1
OG0004424	KUTeg_015858	EVM0005405.1
OG0004425	KUTeg_014789, KUTeg_014664	EVM0013296.1
OG0004426	KUTeg_000092, KUTeg_016839	EVM0005758.1
OG0004427	KUTeg_016773	EVM0010327.1
OG0004428	KUTeg_016770	EVM0014942.2
OG0004429	KUTeg_015912, KUTeg_016347	EVM0012992.1
OG0004430	KUTeg_016731	EVM0015740.1
OG0004431	KUTeg_017054	EVM0017139.1
OG0004432	KUTeg_017062, KUTeg_005885	EVM0002330.1
OG0004434	KUTeg_015818	EVM0014355.1
OG0004435	KUTeg_015825	EVM0013882.1
OG0004436	KUTeg_016684, KUTeg_015826	EVM0016488.1
OG0004437	KUTeg_015821, KUTeg_016683	EVM0007291.1
OG0004438	KUTeg_015823, KUTeg_016681	EVM0017556.1
OG0004439	KUTeg_015822	EVM0017293.1, EVM0010992.1
OG0004443	KUTeg_017092	EVM0003699.1, EVM0022324.2
OG0004444	KUTeg_016479	EVM0012799.1
OG0004445	KUTeg_012834, KUTeg_016483	EVM0011530.1
OG0004446	KUTeg_012833	EVM0007379.1
OG0004447	KUTeg_012823, KUTeg_012829	EVM0013979.1
OG0004448	KUTeg_016631, KUTeg_016633	EVM0018026.1
OG0004449	KUTeg_003632, KUTeg_002997	EVM0015810.1
OG0004450	KUTeg_003871	EVM0016916.1
OG0004451	KUTeg_013289	EVM0011211.1
OG0004452	KUTeg_016107, KUTeg_016108	EVM0012742.1
OG0004453	KUTeg_016565, KUTeg_007801	EVM0005127.1
OG0004455	KUTeg_016164, KUTeg_016160	EVM0016422.1
OG0004458	KUTeg_005339	EVM0004183.1, EVM0018373.1
OG0004459	KUTeg_004793	EVM0010630.1, EVM0001834.1
OG0004460	KUTeg_005364	EVM0002035.1, EVM0000580.1
OG0004461	KUTeg_005365	EVM0011930.1
OG0004462	KUTeg_004886, KUTeg_004887	EVM0006804.1
OG0004463	KUTeg_024285, KUTeg_004881	EVM0009355.1
OG0004464	KUTeg_004729	EVM0008177.1
OG0004465	KUTeg_005480	EVM0013755.1
OG0004466	KUTeg_005037	EVM0022491.1
OG0004468	KUTeg_004800	EVM0005664.1
OG0004469	KUTeg_005174	EVM0003787.1
OG0004470	KUTeg_014246	EVM0003735.1
OG0004471	KUTeg_005074, KUTeg_004818	EVM0007172.1
OG0004472	KUTeg_005060	EVM0000886.1
OG0004474	KUTeg_004991	EVM0000103.1
OG0004476	KUTeg_004904	EVM0015749.1
OG0004477	KUTeg_004946, KUTeg_017213	EVM0020794.1
OG0004478	KUTeg_005535	EVM0015554.1
OG0004480	KUTeg_009794	EVM0021386.1
OG0004481	KUTeg_001029, KUTeg_005615	EVM0010482.1
OG0004483	KUTeg_005223	EVM0014140.1, EVM0013987.1
OG0004484	KUTeg_005222	EVM0006513.1, EVM0000615.1
OG0004485	KUTeg_005463	EVM0022055.1, EVM0016091.1
OG0004487	KUTeg_004999	EVM0007948.1
OG0004488	KUTeg_005366	EVM0005614.1
OG0004489	KUTeg_004715	EVM0019791.1
OG0004490	KUTeg_005520	EVM0002756.1, EVM0002942.1
OG0004491	KUTeg_005513, KUTeg_004898	EVM0014490.1
OG0004492	KUTeg_018930	EVM0000639.1, EVM0010196.1
OG0004493	KUTeg_000082	EVM0006573.1, EVM0013515.1
OG0004494	KUTeg_021149	EVM0008247.1, EVM0021630.1
OG0004495	KUTeg_004777	EVM0022880.1, EVM0016763.1
OG0004496	KUTeg_005498, KUTeg_005497	EVM0009398.1
OG0004497	KUTeg_005492	EVM0009777.1
OG0004498	KUTeg_004822	EVM0009358.1, EVM0013199.1
OG0004499	KUTeg_005605	EVM0015737.1
OG0004500	KUTeg_005606	EVM0014160.1, EVM0020828.1
OG0004501	KUTeg_005603	EVM0022661.1
OG0004502	KUTeg_004994, KUTeg_004736	EVM0009373.1
OG0004503	KUTeg_004812, KUTeg_004811	EVM0012933.1
OG0004504	KUTeg_004810, KUTeg_004815	EVM0023274.1
OG0004505	KUTeg_013497	EVM0005108.1
OG0004506	KUTeg_005484	EVM0006892.1
OG0004507	KUTeg_014763, KUTeg_004870	EVM0008279.1
OG0004508	KUTeg_008312	EVM0012688.1
OG0004509	KUTeg_005570	EVM0005792.1, EVM0020093.1
OG0004510	KUTeg_001913	EVM0016887.1
OG0004511	KUTeg_005099, KUTeg_005100	EVM0013837.1
OG0004512	KUTeg_004997	EVM0017016.1
OG0004513	KUTeg_004996, KUTeg_004733	EVM0005572.1
OG0004514	KUTeg_005394	EVM0017927.1
OG0004515	KUTeg_004950	EVM0011128.1
OG0004516	KUTeg_005545, KUTeg_005186	EVM0023788.1
OG0004517	KUTeg_005650, KUTeg_005651	EVM0022904.1
OG0004518	KUTeg_005150	EVM0009796.1
OG0004519	KUTeg_005148	EVM0011625.1
OG0004520	KUTeg_005659, KUTeg_005302	EVM0012300.1
OG0004521	KUTeg_005178, KUTeg_005795	EVM0018691.1
OG0004522	KUTeg_004861, KUTeg_014765	EVM0012942.1
OG0004523	KUTeg_010654	EVM0010139.1, EVM0016118.1
OG0004524	KUTeg_005120, KUTeg_005476	EVM0023041.1
OG0004525	KUTeg_005470, KUTeg_005123	EVM0010273.1
OG0004526	KUTeg_023994, KUTeg_024001	EVM0009484.1
OG0004527	KUTeg_004846	EVM0017336.1, EVM0019245.1
OG0004528	KUTeg_005346	EVM0003798.1
OG0004529	KUTeg_004959, KUTeg_004958	EVM0004660.1
OG0004530	KUTeg_004955	EVM0008824.1
OG0004531	KUTeg_005105, KUTeg_005479	EVM0023951.1
OG0004532	KUTeg_005011	EVM0012585.1
OG0004534	KUTeg_005396, KUTeg_005139	EVM0006204.1
OG0004535	KUTeg_005140, KUTeg_005395	EVM0016704.1
OG0004536	KUTeg_005136, KUTeg_005397	EVM0010350.1
OG0004537	KUTeg_005400	EVM0018654.1
OG0004538	KUTeg_022852	EVM0017755.1, EVM0013636.1
OG0004539	KUTeg_004694	EVM0016809.1
OG0004541	KUTeg_004796, KUTeg_005146	EVM0016952.1
OG0004542	KUTeg_005063	EVM0009148.1
OG0004543	KUTeg_005423	EVM0021392.1
OG0004544	KUTeg_004935	EVM0013489.1
OG0004547	KUTeg_005522	EVM0017848.1, EVM0011659.1
OG0004548	KUTeg_011174, KUTeg_004891	EVM0011766.1
OG0004550	KUTeg_005050	EVM0022409.1
OG0004551	KUTeg_013772	EVM0003998.1, EVM0006641.1
OG0004552	KUTeg_004847	EVM0014052.1
OG0004554	KUTeg_009397, KUTeg_005500	EVM0005112.1
OG0004556	KUTeg_005230	EVM0005958.1
OG0004557	KUTeg_005233	EVM0018403.1
OG0004558	KUTeg_014735, KUTeg_005502	EVM0015668.1
OG0004559	KUTeg_005179, KUTeg_005794	EVM0019873.1
OG0004560	KUTeg_005556	EVM0010148.1, EVM0008032.1
OG0004561	KUTeg_004924	EVM0010471.1
OG0004562	KUTeg_005311	EVM0007881.1
OG0004563	KUTeg_004814, KUTeg_004817	EVM0004192.1
OG0004564	KUTeg_004816, KUTeg_004809	EVM0002385.1
OG0004565	KUTeg_004769	EVM0019111.1
OG0004566	KUTeg_005128	EVM0010073.1, EVM0023772.1
OG0004568	KUTeg_010069	EVM0008820.1, EVM0023817.1
OG0004569	KUTeg_005182, KUTeg_005180	EVM0018080.1
OG0004570	KUTeg_005625	EVM0014068.1
OG0004572	KUTeg_005255, KUTeg_005260	EVM0018787.1
OG0004573	KUTeg_019661	EVM0015839.1, EVM0017576.1
OG0004574	KUTeg_005356, KUTeg_005328	EVM0012281.1
OG0004575	KUTeg_004705	EVM0015729.1, EVM0011312.1
OG0004576	KUTeg_005336	EVM0000004.1
OG0004577	KUTeg_023352	EVM0012997.1, EVM0010914.1
OG0004578	KUTeg_005191	EVM0005722.1
OG0004579	KUTeg_005190	EVM0019583.1
OG0004580	KUTeg_005192	EVM0002485.1
OG0004582	KUTeg_005504	EVM0016944.1
OG0004583	KUTeg_004780, KUTeg_004776	EVM0001271.1
OG0004584	KUTeg_004853	EVM0014636.1
OG0004585	KUTeg_004990, KUTeg_005646	EVM0018643.1
OG0004586	KUTeg_005573	EVM0004273.1, EVM0002829.1
OG0004587	KUTeg_004864, KUTeg_004865	EVM0012851.1
OG0004588	KUTeg_021455, KUTeg_018736	EVM0001687.2
OG0004589	KUTeg_005572	EVM0009086.1
OG0004590	KUTeg_017391, KUTeg_005575	EVM0012774.1
OG0004592	KUTeg_005294	EVM0022280.1
OG0004593	KUTeg_004856	EVM0004346.1
OG0004594	KUTeg_005155	EVM0004703.1
OG0004596	KUTeg_005658, KUTeg_005660	EVM0020732.1
OG0004597	KUTeg_020562	EVM0007046.1, EVM0003326.1
OG0004598	KUTeg_020693, KUTeg_020186	EVM0022425.1
OG0004599	KUTeg_020185, KUTeg_020690	EVM0002350.1
OG0004600	KUTeg_020713, KUTeg_021266	EVM0021737.1
OG0004603	KUTeg_006027, KUTeg_020949	EVM0001551.1
OG0004604	KUTeg_020653	EVM0019315.1
OG0004605	KUTeg_020086	EVM0005270.1
OG0004606	KUTeg_021335, KUTeg_020469	EVM0021370.1
OG0004607	KUTeg_020335	EVM0005115.1, EVM0008660.1
OG0004608	KUTeg_020331	EVM0021978.1
OG0004609	KUTeg_020805	EVM0019468.1
OG0004610	KUTeg_020263, KUTeg_020261	EVM0008880.1
OG0004611	KUTeg_020264	EVM0008331.1
OG0004613	KUTeg_002788	EVM0016996.1
OG0004614	KUTeg_021160, KUTeg_021016	EVM0009581.1
OG0004615	KUTeg_021294, KUTeg_021288	EVM0000258.1
OG0004616	KUTeg_021289, KUTeg_021295	EVM0018351.1
OG0004617	KUTeg_001421	EVM0014090.1
OG0004618	KUTeg_000485	EVM0011487.1
OG0004619	KUTeg_020102	EVM0022947.1
OG0004620	KUTeg_020760, KUTeg_020759	EVM0008495.1
OG0004621	KUTeg_020222	EVM0010019.1, EVM0006613.1
OG0004622	KUTeg_020210, KUTeg_020211	EVM0012105.1
OG0004623	KUTeg_020856, KUTeg_021103	EVM0008348.1
OG0004624	KUTeg_021102, KUTeg_020859	EVM0009800.1
OG0004625	KUTeg_020208	EVM0011208.1
OG0004626	KUTeg_020654	EVM0001256.1, EVM0016772.1
OG0004627	KUTeg_012544, KUTeg_012453	EVM0014267.1
OG0004628	KUTeg_012472, KUTeg_012452	EVM0003307.1
OG0004629	KUTeg_012502	EVM0000579.1, EVM0007984.1
OG0004631	KUTeg_017587	EVM0021269.1
OG0004632	KUTeg_020973	EVM0006877.1
OG0004633	KUTeg_011609	EVM0015952.1
OG0004634	KUTeg_011189, KUTeg_011701	EVM0000573.1
OG0004635	KUTeg_019978	EVM0007890.1, EVM0004494.1
OG0004636	KUTeg_012786	EVM0020488.1
OG0004637	KUTeg_011686	EVM0018651.1
OG0004638	KUTeg_012739, KUTeg_012499	EVM0010612.1
OG0004639	KUTeg_012500, KUTeg_012738	EVM0017424.1
OG0004640	KUTeg_012737, KUTeg_012494	EVM0001793.1
OG0004641	KUTeg_011358, KUTeg_010572	EVM0012957.1
OG0004642	KUTeg_020308	EVM0015965.1
OG0004643	KUTeg_012477	EVM0005769.1
OG0004645	KUTeg_020765	EVM0013710.1
OG0004646	KUTeg_020552	EVM0010370.1
OG0004648	KUTeg_020079	EVM0022345.1
OG0004649	KUTeg_016368	EVM0018525.1, EVM0000115.1
OG0004650	KUTeg_024882	EVM0011781.1
OG0004652	KUTeg_011629	EVM0007607.1, EVM0007545.1
OG0004653	KUTeg_018619, KUTeg_018622	EVM0021302.1
OG0004654	KUTeg_012154, KUTeg_012155	EVM0021568.1
OG0004655	KUTeg_012390	EVM0012936.1, EVM0017341.1
OG0004656	KUTeg_011653, KUTeg_012369	EVM0003581.1
OG0004657	KUTeg_011843	EVM0008890.1, EVM0006275.1
OG0004658	KUTeg_012580, KUTeg_009164	EVM0005871.1
OG0004659	KUTeg_012583	EVM0010049.1
OG0004660	KUTeg_012290	EVM0005568.1
OG0004661	KUTeg_011675	EVM0019004.1
OG0004662	KUTeg_011674	EVM0012028.1
OG0004663	KUTeg_011713, KUTeg_011710	EVM0010750.1
OG0004664	KUTeg_020982	EVM0017010.1
OG0004665	KUTeg_021120	EVM0008001.1
OG0004666	KUTeg_021121	EVM0010685.1, EVM0023783.1
OG0004667	KUTeg_020544, KUTeg_000020	EVM0007743.1
OG0004668	KUTeg_020173, KUTeg_020680	EVM0008637.1
OG0004669	KUTeg_020283	EVM0000841.1, EVM0010416.1
OG0004670	KUTeg_021109, KUTeg_020588	EVM0016005.1
OG0004672	KUTeg_020233	EVM0004320.1, EVM0018327.1
OG0004674	KUTeg_012733, KUTeg_012732	EVM0015942.1
OG0004675	KUTeg_020438	EVM0002349.1
OG0004677	KUTeg_021245	EVM0002127.1
OG0004678	KUTeg_020453	EVM0017974.1
OG0004679	KUTeg_020403	EVM0022593.1, EVM0008059.1
OG0004680	KUTeg_020402	EVM0014861.1, EVM0017060.1
OG0004681	KUTeg_021190, KUTeg_020369	EVM0004791.1
OG0004682	KUTeg_001705	EVM0016866.1
OG0004683	KUTeg_020878	EVM0017847.1, EVM0018635.1
OG0004684	KUTeg_021021	EVM0015747.1
OG0004685	KUTeg_021175	EVM0004894.1
OG0004686	KUTeg_020290, KUTeg_014733	EVM0008125.1
OG0004687	KUTeg_020952	EVM0013370.1, EVM0009132.1
OG0004688	KUTeg_020171	EVM0008174.1
OG0004689	KUTeg_020322, KUTeg_020319	EVM0008460.1
OG0004690	KUTeg_021183, KUTeg_008841	EVM0002614.1
OG0004691	KUTeg_021181, KUTeg_008848	EVM0002852.1
OG0004692	KUTeg_020790	EVM0020818.1
OG0004693	KUTeg_020259	EVM0003505.1, EVM0011978.1
OG0004694	KUTeg_021196	EVM0018549.1, EVM0015338.1
OG0004695	KUTeg_021208	EVM0010623.1, EVM0002483.1
OG0004696	KUTeg_021204	EVM0005660.1
OG0004697	KUTeg_020852	EVM0013405.1
OG0004698	KUTeg_020195, KUTeg_020350	EVM0017952.1
OG0004699	KUTeg_020276	EVM0009974.2
OG0004700	KUTeg_020556	EVM0020718.1
OG0004701	KUTeg_021116, KUTeg_021118	EVM0017557.1
OG0004702	KUTeg_021351	EVM0011083.1
OG0004703	KUTeg_002784, KUTeg_021359	EVM0008852.2
OG0004704	KUTeg_021365, KUTeg_021366	EVM0016884.1
OG0004705	KUTeg_020501, KUTeg_020500	EVM0024030.1
OG0004706	KUTeg_020142	EVM0009904.1
OG0004707	KUTeg_020884, KUTeg_020134	EVM0005820.1
OG0004708	KUTeg_020987, KUTeg_020885	EVM0006024.1
OG0004709	KUTeg_021131	EVM0009188.1
OG0004710	KUTeg_020237, KUTeg_020238	EVM0019674.1
OG0004711	KUTeg_021150, KUTeg_021147	EVM0018236.1
OG0004712	KUTeg_020964	EVM0005064.1, EVM0002242.1
OG0004713	KUTeg_020658, KUTeg_020659	EVM0003209.1
OG0004714	KUTeg_021304	EVM0009080.1
OG0004715	KUTeg_002330	EVM0005117.1
OG0004716	KUTeg_012445, KUTeg_012444	EVM0005206.1
OG0004717	KUTeg_020170, KUTeg_003796	EVM0001926.1
OG0004718	KUTeg_020872, KUTeg_020880	EVM0012927.1
OG0004719	KUTeg_021382	EVM0016135.1, EVM0014168.1
OG0004720	KUTeg_020278	EVM0021639.1
OG0004722	KUTeg_018609	EVM0006713.1, EVM0006041.1
OG0004723	KUTeg_020275	EVM0021262.1, EVM0005375.1
OG0004724	KUTeg_020551	EVM0006751.1, EVM0021813.1
OG0004725	KUTeg_020934	EVM0014574.1
OG0004726	KUTeg_020318	EVM0010769.1, EVM0003095.1
OG0004727	KUTeg_020526, KUTeg_020528	EVM0010245.1
OG0004728	KUTeg_020199	EVM0001430.1
OG0004729	KUTeg_021214	EVM0004260.1
OG0004730	KUTeg_020218	EVM0000575.1
OG0004731	KUTeg_012253	EVM0005182.1, EVM0007304.1
OG0004732	KUTeg_012295	EVM0023732.1
OG0004733	KUTeg_012641, KUTeg_012640	EVM0006548.1
OG0004734	KUTeg_020941, KUTeg_020945	EVM0005260.1
OG0004735	KUTeg_021096	EVM0017337.1
OG0004736	KUTeg_006076, KUTeg_006177	EVM0023152.1
OG0004737	KUTeg_021274, KUTeg_020390	EVM0023614.1
OG0004738	KUTeg_020989	EVM0017633.1, EVM0014840.1
OG0004739	KUTeg_020313	EVM0005884.1, EVM0023914.1
OG0004740	KUTeg_020224, KUTeg_020229	EVM0013166.1
OG0004744	KUTeg_021605	EVM0022158.1
OG0004745	KUTeg_024849	EVM0011846.1, EVM0014794.1
OG0004746	KUTeg_012066	EVM0018905.1
OG0004747	KUTeg_012672, KUTeg_012667	EVM0020508.1
OG0004748	KUTeg_012296	EVM0006755.1
OG0004749	KUTeg_012768, KUTeg_012771	EVM0012317.1
OG0004750	KUTeg_012591	EVM0012033.1, EVM0016070.1
OG0004751	KUTeg_011670	EVM0011837.1
OG0004752	KUTeg_011632	EVM0002395.1
OG0004753	KUTeg_011767, KUTeg_011766	EVM0008826.1
OG0004754	KUTeg_011896, KUTeg_011763	EVM0016018.1
OG0004755	KUTeg_012458, KUTeg_012459	EVM0016612.1
OG0004756	KUTeg_011983	EVM0018358.1
OG0004757	KUTeg_012321	EVM0002159.1, EVM0023760.1
OG0004758	KUTeg_012148, KUTeg_012147	EVM0023622.1
OG0004760	KUTeg_018613, KUTeg_018631	EVM0019577.1
OG0004761	KUTeg_012259, KUTeg_017201	EVM0018627.1
OG0004762	KUTeg_011683	EVM0004834.1
OG0004763	KUTeg_012151	EVM0009630.1, EVM0005067.1
OG0004764	KUTeg_012173, KUTeg_012174	EVM0012556.1
OG0004765	KUTeg_012170, KUTeg_012171	EVM0011752.1
OG0004767	KUTeg_020541	EVM0018401.1, EVM0009103.1
OG0004768	KUTeg_012099, KUTeg_011329	EVM0004306.1
OG0004769	KUTeg_023565, KUTeg_009242	EVM0004031.1
OG0004770	KUTeg_011930	EVM0016736.1
OG0004771	KUTeg_012379, KUTeg_011923	EVM0009054.1
OG0004772	KUTeg_012767, KUTeg_012766	EVM0021838.1
OG0004773	KUTeg_012426	EVM0023879.1
OG0004774	KUTeg_011807, KUTeg_011803	EVM0018046.1
OG0004777	KUTeg_008985, KUTeg_008988	EVM0002108.1
OG0004779	KUTeg_012215, KUTeg_012212	EVM0014624.1
OG0004780	KUTeg_012297	EVM0010298.1
OG0004781	KUTeg_012209, KUTeg_012208	EVM0022219.1
OG0004782	KUTeg_012023	EVM0002348.1, EVM0016074.1
OG0004783	KUTeg_000980, KUTeg_012539	EVM0008318.1
OG0004784	KUTeg_000978, KUTeg_012540	EVM0023526.1
OG0004785	KUTeg_012314	EVM0015152.1, EVM0018225.1
OG0004786	KUTeg_011641	EVM0000414.1, EVM0010325.1
OG0004787	KUTeg_012569	EVM0008598.1
OG0004788	KUTeg_012571	EVM0007692.2
OG0004789	KUTeg_011525	EVM0020278.1
OG0004790	KUTeg_012528, KUTeg_012750	EVM0023033.1
OG0004791	KUTeg_012748, KUTeg_012537	EVM0019587.1
OG0004792	KUTeg_011984, KUTeg_014680	EVM0022900.1
OG0004793	KUTeg_011522	EVM0019509.1
OG0004794	KUTeg_012475	EVM0010194.1, EVM0007771.1
OG0004795	KUTeg_012523, KUTeg_012526	EVM0005665.1
OG0004797	KUTeg_011976, KUTeg_011975	EVM0011473.1
OG0004798	KUTeg_011977, KUTeg_011982	EVM0010795.1
OG0004799	KUTeg_011979, KUTeg_011973	EVM0022471.1
OG0004801	KUTeg_012657	EVM0018613.1
OG0004802	KUTeg_012086	EVM0008220.1, EVM0012643.1
OG0004803	KUTeg_006957, KUTeg_012078	EVM0018664.1
OG0004804	KUTeg_012077, KUTeg_002762	EVM0022496.1
OG0004805	KUTeg_024174	EVM0023035.1, EVM0006259.1
OG0004806	KUTeg_012509, KUTeg_012510	EVM0023144.1
OG0004807	KUTeg_011762, KUTeg_011895	EVM0014475.1
OG0004808	KUTeg_011894, KUTeg_011765	EVM0020680.1
OG0004809	KUTeg_012442, KUTeg_012446	EVM0015751.1
OG0004810	KUTeg_018618	EVM0010206.1
OG0004811	KUTeg_012735	EVM0009096.1
OG0004812	KUTeg_012543, KUTeg_011539	EVM0008725.1
OG0004813	KUTeg_011536, KUTeg_012037	EVM0015130.1
OG0004814	KUTeg_002239	EVM0008401.1
OG0004815	KUTeg_012194	EVM0013975.1
OG0004816	KUTeg_011759, KUTeg_012195	EVM0020708.1
OG0004817	KUTeg_012063, KUTeg_005724	EVM0001274.1
OG0004818	KUTeg_012061, KUTeg_005722	EVM0011380.1
OG0004819	KUTeg_012565	EVM0004841.1
OG0004823	KUTeg_017485	EVM0023439.1, EVM0021300.1
OG0004824	KUTeg_020247	EVM0002660.1
OG0004825	KUTeg_020250, KUTeg_020736	EVM0003083.1
OG0004827	KUTeg_020118	EVM0023711.1, EVM0020587.1
OG0004828	KUTeg_020117, KUTeg_020969	EVM0011270.1
OG0004830	KUTeg_020274	EVM0000433.1
OG0004831	KUTeg_020622	EVM0015703.1
OG0004832	KUTeg_021050	EVM0019456.1
OG0004833	KUTeg_020540	EVM0018940.1
OG0004834	KUTeg_021271, KUTeg_020921	EVM0002556.1
OG0004835	KUTeg_020924	EVM0019377.1, EVM0012416.1
OG0004836	KUTeg_020836, KUTeg_020694	EVM0003929.1
OG0004837	KUTeg_021378, KUTeg_020358	EVM0010634.1
OG0004838	KUTeg_011677	EVM0009684.1
OG0004839	KUTeg_011772	EVM0014113.1
OG0004840	KUTeg_000907	EVM0003818.1
OG0004841	KUTeg_021008	EVM0018625.1
OG0004842	KUTeg_016528, KUTeg_019306	EVM0010837.1
OG0004843	KUTeg_020408, KUTeg_020409	EVM0021093.1
OG0004844	KUTeg_020110	EVM0006469.1
OG0004845	KUTeg_020131, KUTeg_020601	EVM0004567.1
OG0004846	KUTeg_020602	EVM0010285.1
OG0004847	KUTeg_000884, KUTeg_012035	EVM0015712.1
OG0004848	KUTeg_011968	EVM0007419.1, EVM0003027.1
OG0004849	KUTeg_011970, KUTeg_011965	EVM0014246.1
OG0004851	KUTeg_012486, KUTeg_012493	EVM0006714.1
OG0004852	KUTeg_012393	EVM0001131.1
OG0004853	KUTeg_012234	EVM0008647.1
OG0004856	KUTeg_018608	EVM0000959.1
OG0004857	KUTeg_020254, KUTeg_001315	EVM0015910.1
OG0004858	KUTeg_021191, KUTeg_021199	EVM0017772.1
OG0004861	KUTeg_014243	EVM0005334.1
OG0004862	KUTeg_012057	EVM0007719.1
OG0004863	KUTeg_011724	EVM0018550.1
OG0004864	KUTeg_005405	EVM0009605.1
OG0004865	KUTeg_020549	EVM0001188.1, EVM0004584.1
OG0004866	KUTeg_021105, KUTeg_020592	EVM0022197.1
