Orthogroup	Tgra	Azeb
OG0004234	KUTeg_002192	mikado.HiC_scaffold_11.0G526.1
OG0004235	KUTeg_001484	mikado.HiC_scaffold_11.0G532.1
OG0004236	KUTeg_001747, KUTeg_001742	mikado.HiC_scaffold_11.0G538.1
OG0004237	KUTeg_002366, KUTeg_002191	mikado.HiC_scaffold_11.0G604.1
OG0004238	KUTeg_001831, KUTeg_001832	mikado.HiC_scaffold_11.0G611.1
OG0004239	KUTeg_001902, KUTeg_002075	mikado.HiC_scaffold_11.0G617.1
OG0004240	KUTeg_002596	mikado.HiC_scaffold_11.0G620.1, mikado.HiC_scaffold_11.0G621.1
OG0004241	KUTeg_002186	mikado.HiC_scaffold_11.0G623.1, mikado.HiC_scaffold_11.0G623.2
OG0004242	KUTeg_001791	mikado.HiC_scaffold_11.0G629.1, mikado.HiC_scaffold_11.0G627.1
OG0004243	KUTeg_001493	mikado.HiC_scaffold_11.0G634.2, mikado.HiC_scaffold_11.0G634.1
OG0004244	KUTeg_001412	mikado.HiC_scaffold_11.0G645.1, mikado.HiC_scaffold_11.0G648.1, mikado.HiC_scaffold_11.0G643.1
OG0004245	KUTeg_001347	mikado.HiC_scaffold_11.0G651.1, mikado.HiC_scaffold_11.0G650.1
OG0004246	KUTeg_001465	mikado.HiC_scaffold_11.0G660.1, mikado.HiC_scaffold_11.0G659.1
OG0004247	KUTeg_001829	mikado.HiC_scaffold_11.0G667.1, mikado.HiC_scaffold_11.0G666.1
OG0004248	KUTeg_007321, KUTeg_007317	mikado.HiC_scaffold_12.0G1.1
OG0004249	KUTeg_007843	mikado.HiC_scaffold_12.0G3.1, mikado.HiC_scaffold_12.0G3.2, mikado.HiC_scaffold_12.3160685G615.1
OG0004250	KUTeg_004658, KUTeg_007093	mikado.HiC_scaffold_12.0G14.1
OG0004251	KUTeg_008008	mikado.HiC_scaffold_12.3160685G1536.1, mikado.HiC_scaffold_12.0G16.1
OG0004252	KUTeg_007583	mikado.HiC_scaffold_12.0G38.1
OG0004253	KUTeg_011419	mikado.HiC_scaffold_12.0G42.1, mikado.HiC_scaffold_12.0G42.2
OG0004254	KUTeg_011417, KUTeg_007585	mikado.HiC_scaffold_12.0G43.1
OG0004256	KUTeg_016944	mikado.HiC_scaffold_13.0G7.1
OG0004257	KUTeg_016942	mikado.HiC_scaffold_13.0G10.1, mikado.HiC_scaffold_13.0G300.1
OG0004258	KUTeg_016061, KUTeg_016941	mikado.HiC_scaffold_13.0G11.1
OG0004259	KUTeg_014794, KUTeg_016068	mikado.HiC_scaffold_13.0G18.1
OG0004260	KUTeg_015901	mikado.HiC_scaffold_13.0G30.1, mikado.HiC_scaffold_13.0G31.1
OG0004261	KUTeg_016455	mikado.HiC_scaffold_13.0G52.1, mikado.HiC_scaffold_13.0G52.2
OG0004262	KUTeg_016984	mikado.HiC_scaffold_13.0G63.1, mikado.HiC_scaffold_13.0G67.1
OG0004263	KUTeg_016228	mikado.HiC_scaffold_13.0G87.1, mikado.HiC_scaffold_13.0G86.1
OG0004264	KUTeg_014644, KUTeg_015842	mikado.HiC_scaffold_13.0G95.1
OG0004265	KUTeg_017109, KUTeg_017104, KUTeg_017107	mikado.HiC_scaffold_13.0G106.1
OG0004266	KUTeg_016019, KUTeg_017102	mikado.HiC_scaffold_13.0G109.1
OG0004267	KUTeg_017046, KUTeg_016518	mikado.HiC_scaffold_13.0G116.1
OG0004268	KUTeg_017044, KUTeg_017052	mikado.HiC_scaffold_13.0G118.1
OG0004269	KUTeg_016283, KUTeg_011397	mikado.HiC_scaffold_13.0G130.1
OG0004270	KUTeg_011400, KUTeg_016284	mikado.HiC_scaffold_13.0G133.1
OG0004271	KUTeg_011401, KUTeg_016782	mikado.HiC_scaffold_13.0G132.1
OG0004272	KUTeg_016298	mikado.HiC_scaffold_13.0G139.1
OG0004274	KUTeg_016723, KUTeg_016727	mikado.HiC_scaffold_13.0G147.1
OG0004275	KUTeg_016764, KUTeg_016698	mikado.HiC_scaffold_13.0G159.1
OG0004276	KUTeg_016705	mikado.HiC_scaffold_13.0G170.1
OG0004277	KUTeg_016234	mikado.HiC_scaffold_13.0G172.1, mikado.HiC_scaffold_13.0G173.1
OG0004278	KUTeg_015996, KUTeg_015997	mikado.HiC_scaffold_13.0G177.1
OG0004279	KUTeg_015988	mikado.HiC_scaffold_13.0G185.1
OG0004280	KUTeg_016039	mikado.HiC_scaffold_13.0G190.1
OG0004281	KUTeg_017049	mikado.HiC_scaffold_13.0G194.1, mikado.HiC_scaffold_13.0G194.2
OG0004283	KUTeg_016008, KUTeg_016009	mikado.HiC_scaffold_13.0G203.1
OG0004284	KUTeg_017196	mikado.HiC_scaffold_13.0G226.2, mikado.HiC_scaffold_13.0G226.1
OG0004285	KUTeg_016272	mikado.HiC_scaffold_13.0G236.1, mikado.HiC_scaffold_13.0G236.2
OG0004286	KUTeg_015906	mikado.HiC_scaffold_13.0G252.1
OG0004288	KUTeg_006908	mikado.HiC_scaffold_13.0G272.1, mikado.HiC_scaffold_13.0G270.1
OG0004289	KUTeg_017182	mikado.HiC_scaffold_13.0G274.1, mikado.HiC_scaffold_13.0G274.2
OG0004290	KUTeg_016487, KUTeg_017078	mikado.HiC_scaffold_13.0G282.1
OG0004291	KUTeg_016486, KUTeg_017077	mikado.HiC_scaffold_13.0G284.1
OG0004292	KUTeg_017075, KUTeg_017076	mikado.HiC_scaffold_13.0G287.1
OG0004293	KUTeg_011161, KUTeg_006554	mikado.HiC_scaffold_13.0G297.1
OG0004294	KUTeg_006551, KUTeg_011162	mikado.HiC_scaffold_13.0G296.1
OG0004295	KUTeg_011164, KUTeg_006552	mikado.HiC_scaffold_13.0G298.1
OG0004297	KUTeg_012776, KUTeg_011649	mikado.HiC_scaffold_13.0G310.1
OG0004298	KUTeg_006322, KUTeg_016511	mikado.HiC_scaffold_13.0G323.1
OG0004299	KUTeg_017100, KUTeg_016325	mikado.HiC_scaffold_13.0G338.1
OG0004300	KUTeg_016322, KUTeg_016319	mikado.HiC_scaffold_13.0G340.1
OG0004301	KUTeg_016945	mikado.HiC_scaffold_13.0G344.1
OG0004302	KUTeg_015983, KUTeg_014844	mikado.HiC_scaffold_13.0G345.1
OG0004303	KUTeg_016926	mikado.HiC_scaffold_13.0G353.1, mikado.HiC_scaffold_13.0G356.1
OG0004304	KUTeg_016927	mikado.HiC_scaffold_13.0G355.1, mikado.HiC_scaffold_13.0G354.1
OG0004305	KUTeg_017388, KUTeg_014494	mikado.HiC_scaffold_13.0G366.1
OG0004306	KUTeg_016251	mikado.HiC_scaffold_13.0G370.1, mikado.HiC_scaffold_13.0G370.2
OG0004307	KUTeg_016246	mikado.HiC_scaffold_13.0G371.3, mikado.HiC_scaffold_13.0G371.1
OG0004308	KUTeg_022408	mikado.HiC_scaffold_13.0G385.1
OG0004309	KUTeg_017149	mikado.HiC_scaffold_13.0G398.2, mikado.HiC_scaffold_13.0G398.1
OG0004310	KUTeg_016594, KUTeg_017150	mikado.HiC_scaffold_13.0G401.1
OG0004311	KUTeg_014759	mikado.HiC_scaffold_13.0G412.1, mikado.HiC_scaffold_15.0G1571.1
OG0004312	KUTeg_016827	mikado.HiC_scaffold_13.0G414.1, mikado.HiC_scaffold_13.0G414.2
OG0004313	KUTeg_016460, KUTeg_015938	mikado.HiC_scaffold_13.0G417.1
OG0004314	KUTeg_016654, KUTeg_005813, KUTeg_016722	mikado.HiC_scaffold_13.0G419.1
OG0004315	KUTeg_016162	mikado.HiC_scaffold_13.0G422.1, mikado.HiC_scaffold_13.0G421.1
OG0004316	KUTeg_016371, KUTeg_004039	mikado.HiC_scaffold_13.0G429.1
OG0004317	KUTeg_016861	mikado.HiC_scaffold_13.0G453.1, mikado.HiC_scaffold_13.0G444.1
OG0004318	KUTeg_016117	mikado.HiC_scaffold_13.0G454.1, mikado.HiC_scaffold_15.0G1454.1
OG0004319	KUTeg_006555, KUTeg_005790	mikado.HiC_scaffold_13.0G460.1
OG0004321	KUTeg_016203	mikado.HiC_scaffold_13.0G479.1, mikado.HiC_scaffold_14.0G3.1
OG0004322	KUTeg_016205, KUTeg_016686	mikado.HiC_scaffold_13.0G481.1
OG0004323	KUTeg_017367, KUTeg_015819	mikado.HiC_scaffold_13.0G482.1
OG0004324	KUTeg_016961	mikado.HiC_scaffold_13.0G490.1
OG0004325	KUTeg_016575, KUTeg_016576	mikado.HiC_scaffold_13.0G497.1
OG0004326	KUTeg_016147, KUTeg_011426	mikado.HiC_scaffold_13.0G499.1
OG0004327	KUTeg_017063, KUTeg_016733	mikado.HiC_scaffold_13.0G507.1
OG0004328	KUTeg_016141	mikado.HiC_scaffold_13.0G514.1
OG0004329	KUTeg_016950	mikado.HiC_scaffold_13.0G518.1
OG0004330	KUTeg_016049	mikado.HiC_scaffold_13.0G519.2, mikado.HiC_scaffold_13.0G519.1
OG0004331	KUTeg_015891, KUTeg_016393, KUTeg_016849	mikado.HiC_scaffold_13.0G525.1
OG0004332	KUTeg_016060	mikado.HiC_scaffold_13.0G537.1, mikado.HiC_scaffold_13.0G538.1
OG0004333	KUTeg_015953, KUTeg_016468	mikado.HiC_scaffold_13.0G568.1
OG0004334	KUTeg_017032, KUTeg_015954	mikado.HiC_scaffold_13.0G569.1
OG0004335	KUTeg_017031, KUTeg_016465	mikado.HiC_scaffold_13.0G570.1
OG0004336	KUTeg_016464, KUTeg_016275	mikado.HiC_scaffold_13.0G571.1
OG0004337	KUTeg_016115	mikado.HiC_scaffold_13.0G575.1, mikado.HiC_scaffold_13.0G574.1
OG0004338	KUTeg_016623, KUTeg_016622	mikado.HiC_scaffold_13.0G603.1
OG0004339	KUTeg_016992	mikado.HiC_scaffold_13.0G621.2, mikado.HiC_scaffold_13.0G621.1
OG0004340	KUTeg_014778, KUTeg_016837	mikado.HiC_scaffold_13.0G623.1
OG0004341	KUTeg_016835, KUTeg_014776	mikado.HiC_scaffold_13.0G624.1
OG0004342	KUTeg_016923	mikado.HiC_scaffold_448G1.1, mikado.HiC_scaffold_13.0G640.1
OG0004343	KUTeg_016505	mikado.HiC_scaffold_13.0G650.1, mikado.HiC_scaffold_13.0G650.2
OG0004344	KUTeg_016779, KUTeg_011404	mikado.HiC_scaffold_13.0G655.1
OG0004345	KUTeg_011402, KUTeg_016786	mikado.HiC_scaffold_13.0G656.1
OG0004346	KUTeg_016561, KUTeg_006907	mikado.HiC_scaffold_13.0G668.1
OG0004347	KUTeg_016277, KUTeg_016466	mikado.HiC_scaffold_13.0G671.1
OG0004348	KUTeg_016625	mikado.HiC_scaffold_13.0G674.1, mikado.HiC_scaffold_13.0G676.1
OG0004349	KUTeg_016403, KUTeg_016970	mikado.HiC_scaffold_13.0G686.1
OG0004350	KUTeg_016865	mikado.HiC_scaffold_13.0G689.2, mikado.HiC_scaffold_13.0G689.1
OG0004351	KUTeg_017001, KUTeg_017035	mikado.HiC_scaffold_13.0G690.1
OG0004352	KUTeg_016751	mikado.HiC_scaffold_13.0G701.1, mikado.HiC_scaffold_13.0G702.1
OG0004353	KUTeg_002567	mikado.HiC_scaffold_13.0G740.1, mikado.HiC_scaffold_13.0G730.1
OG0004355	KUTeg_016501	mikado.HiC_scaffold_13.0G757.2
OG0004356	KUTeg_017065, KUTeg_016732	mikado.HiC_scaffold_13.0G801.1
OG0004357	KUTeg_015864	mikado.HiC_scaffold_13.0G815.1, mikado.HiC_scaffold_13.0G816.1
OG0004358	KUTeg_016442, KUTeg_009064	mikado.HiC_scaffold_13.0G826.1
OG0004359	KUTeg_016438	mikado.HiC_scaffold_13.0G829.2, mikado.HiC_scaffold_13.0G829.1
OG0004360	KUTeg_007798, KUTeg_007804	mikado.HiC_scaffold_13.0G830.1
OG0004361	KUTeg_016895	mikado.HiC_scaffold_13.0G833.1, mikado.HiC_scaffold_13.0G834.1
OG0004363	KUTeg_016313	mikado.HiC_scaffold_13.0G844.1, mikado.HiC_scaffold_13.0G841.1
OG0004365	KUTeg_016499	mikado.HiC_scaffold_13.0G884.1, mikado.HiC_scaffold_16.0G307.1
OG0004366	KUTeg_015985	mikado.HiC_scaffold_13.0G891.1, mikado.HiC_scaffold_13.0G889.1
OG0004367	KUTeg_007280	mikado.HiC_scaffold_13.0G898.1, mikado.HiC_scaffold_12.3160685G907.1
OG0004368	KUTeg_007323	mikado.HiC_scaffold_12.3160685G1255.1, mikado.HiC_scaffold_12.3160685G906.1, mikado.HiC_scaffold_13.0G899.1
OG0004369	KUTeg_006073	mikado.HiC_scaffold_13.0G900.1, mikado.HiC_scaffold_21.0G58.1, mikado.HiC_scaffold_13.0G901.1
OG0004372	KUTeg_012134, KUTeg_012136	mikado.HiC_scaffold_13.0G931.1
OG0004373	KUTeg_016180	mikado.HiC_scaffold_13.0G933.2, mikado.HiC_scaffold_13.0G933.1
OG0004374	KUTeg_016674	mikado.HiC_scaffold_13.0G937.2, mikado.HiC_scaffold_13.0G937.1
OG0004375	KUTeg_016673	mikado.HiC_scaffold_13.0G939.1
OG0004376	KUTeg_015811, KUTeg_016670	mikado.HiC_scaffold_13.0G941.1
OG0004377	KUTeg_016669, KUTeg_015810	mikado.HiC_scaffold_13.0G942.1
OG0004378	KUTeg_016665, KUTeg_016666	mikado.HiC_scaffold_13.0G943.1
OG0004379	KUTeg_016262, KUTeg_016256	mikado.HiC_scaffold_13.0G948.1
OG0004380	KUTeg_016082	mikado.HiC_scaffold_13.0G953.1, mikado.HiC_scaffold_13.0G1399.1, mikado.HiC_scaffold_13.0G952.1
OG0004381	KUTeg_016135	mikado.HiC_scaffold_13.0G958.1, mikado.HiC_scaffold_13.0G967.1
OG0004382	KUTeg_016237	mikado.HiC_scaffold_13.0G965.1, mikado.HiC_scaffold_13.0G962.1
OG0004383	KUTeg_016295	mikado.HiC_scaffold_13.0G982.2, mikado.HiC_scaffold_13.0G982.1
OG0004385	KUTeg_016512	mikado.HiC_scaffold_13.0G989.2, mikado.HiC_scaffold_13.0G989.1
OG0004386	KUTeg_016041	mikado.HiC_scaffold_13.0G998.1, mikado.HiC_scaffold_13.0G997.1
OG0004387	KUTeg_016232	mikado.HiC_scaffold_13.0G1000.1
OG0004388	KUTeg_016226	mikado.HiC_scaffold_13.0G1001.1
OG0004389	KUTeg_016224	mikado.HiC_scaffold_13.0G1003.1
OG0004390	KUTeg_016225	mikado.HiC_scaffold_13.0G1004.1
OG0004391	KUTeg_016820, KUTeg_015932	mikado.HiC_scaffold_13.0G1010.1
OG0004392	KUTeg_002768, KUTeg_016170	mikado.HiC_scaffold_13.0G1021.1
OG0004393	KUTeg_016254, KUTeg_016261	mikado.HiC_scaffold_13.0G1030.1
OG0004394	KUTeg_017110	mikado.HiC_scaffold_13.0G1035.1, mikado.HiC_scaffold_13.0G1036.1
OG0004395	KUTeg_015873, KUTeg_005827	mikado.HiC_scaffold_13.0G1040.1
OG0004396	KUTeg_015875, KUTeg_005829	mikado.HiC_scaffold_13.0G1043.1
OG0004397	KUTeg_005818, KUTeg_015874	mikado.HiC_scaffold_13.0G1044.1
OG0004398	KUTeg_005817, KUTeg_015869	mikado.HiC_scaffold_13.0G1046.1
OG0004399	KUTeg_016917	mikado.HiC_scaffold_13.0G1061.1, mikado.HiC_scaffold_13.0G1060.1
OG0004400	KUTeg_015838	mikado.HiC_scaffold_13.0G1087.1, mikado.HiC_scaffold_13.0G1087.2
OG0004401	KUTeg_017087	mikado.HiC_scaffold_13.0G1099.1, mikado.HiC_scaffold_13.0G1100.1
OG0004402	KUTeg_016013	mikado.HiC_scaffold_13.0G1101.1, mikado.HiC_scaffold_13.0G1102.1
OG0004403	KUTeg_020001	mikado.HiC_scaffold_18.0G1154.1, mikado.HiC_scaffold_13.0G1103.1
OG0004404	KUTeg_016890	mikado.HiC_scaffold_13.0G1104.1, mikado.HiC_scaffold_13.0G1105.1
OG0004405	KUTeg_016886	mikado.HiC_scaffold_13.0G1107.1, mikado.HiC_scaffold_13.0G1110.1
OG0004406	KUTeg_016819, KUTeg_017013	mikado.HiC_scaffold_13.0G1115.1
OG0004407	KUTeg_016186	mikado.HiC_scaffold_13.0G1128.1
OG0004408	KUTeg_016412	mikado.HiC_scaffold_13.0G1146.1, mikado.HiC_scaffold_13.0G1144.1
OG0004409	KUTeg_015943, KUTeg_016461	mikado.HiC_scaffold_13.0G1148.1
OG0004410	KUTeg_008619	mikado.HiC_scaffold_13.0G1156.1, mikado.HiC_scaffold_17.0G26.1
OG0004411	KUTeg_016289, KUTeg_016566	mikado.HiC_scaffold_13.0G1170.1
OG0004412	KUTeg_021808	mikado.HiC_scaffold_13.0G1180.1
OG0004413	KUTeg_017098, KUTeg_017101	mikado.HiC_scaffold_13.0G1187.1
OG0004414	KUTeg_016472, KUTeg_016475	mikado.HiC_scaffold_13.0G1190.1
OG0004415	KUTeg_019536, KUTeg_019864	mikado.HiC_scaffold_13.0G1208.1, mikado.HiC_scaffold_13.0G1203.1
OG0004416	KUTeg_001112, KUTeg_016293	mikado.HiC_scaffold_13.0G1212.1
OG0004417	KUTeg_008287	mikado.HiC_scaffold_17.0G661.1, mikado.HiC_scaffold_13.0G1217.1
OG0004418	KUTeg_004184	mikado.HiC_scaffold_18.0G830.1, mikado.HiC_scaffold_13.0G1221.1
OG0004419	KUTeg_004183	mikado.HiC_scaffold_18.0G831.1, mikado.HiC_scaffold_13.0G1222.1
OG0004420	KUTeg_016794	mikado.HiC_scaffold_13.0G1226.1, mikado.HiC_scaffold_13.0G1223.1
OG0004421	KUTeg_017161, KUTeg_005667	mikado.HiC_scaffold_13.0G1242.1
OG0004422	KUTeg_017159	mikado.HiC_scaffold_13.0G1263.1, mikado.HiC_scaffold_13.0G1263.2
OG0004423	KUTeg_016911, KUTeg_006550	mikado.HiC_scaffold_13.0G1266.1
OG0004424	KUTeg_015858	mikado.HiC_scaffold_13.0G1285.2, mikado.HiC_scaffold_13.0G1285.1
OG0004425	KUTeg_014789, KUTeg_014664	mikado.HiC_scaffold_13.0G1288.1
OG0004426	KUTeg_000092, KUTeg_016839	mikado.HiC_scaffold_13.0G1295.1
OG0004427	KUTeg_016773	mikado.HiC_scaffold_13.0G1305.4, mikado.HiC_scaffold_13.0G1305.1
OG0004428	KUTeg_016770	mikado.HiC_scaffold_13.0G1306.2, mikado.HiC_scaffold_13.0G1306.1
OG0004429	KUTeg_015912, KUTeg_016347	mikado.HiC_scaffold_13.0G1325.1
OG0004430	KUTeg_016731	mikado.HiC_scaffold_13.0G1359.5, mikado.HiC_scaffold_13.0G1359.2
OG0004431	KUTeg_017054	mikado.HiC_scaffold_13.0G1373.1, mikado.HiC_scaffold_13.0G1369.1
OG0004432	KUTeg_017062, KUTeg_005885	mikado.HiC_scaffold_13.0G1387.1
OG0004434	KUTeg_015818	mikado.HiC_scaffold_13.0G1544.1, mikado.HiC_scaffold_13.0G1412.1
OG0004435	KUTeg_015825	mikado.HiC_scaffold_13.0G1414.1, mikado.HiC_scaffold_13.0G1413.1
OG0004436	KUTeg_016684, KUTeg_015826	mikado.HiC_scaffold_13.0G1416.1
OG0004437	KUTeg_015821, KUTeg_016683	mikado.HiC_scaffold_13.0G1417.1
OG0004438	KUTeg_015823, KUTeg_016681	mikado.HiC_scaffold_13.0G1418.1
OG0004439	KUTeg_015822	mikado.HiC_scaffold_13.0G1419.1
OG0004443	KUTeg_017092	mikado.HiC_scaffold_13.0G1440.1
OG0004444	KUTeg_016479	mikado.HiC_scaffold_13.0G1454.1, mikado.HiC_scaffold_13.0G1454.2
OG0004445	KUTeg_012834, KUTeg_016483	mikado.HiC_scaffold_13.0G1459.1
OG0004446	KUTeg_012833	mikado.HiC_scaffold_13.0G1460.2, mikado.HiC_scaffold_13.0G1460.1
OG0004447	KUTeg_012823, KUTeg_012829	mikado.HiC_scaffold_13.0G1466.1
OG0004448	KUTeg_016631, KUTeg_016633	mikado.HiC_scaffold_13.0G1487.1
OG0004449	KUTeg_003632, KUTeg_002997	mikado.HiC_scaffold_13.0G1513.1
OG0004450	KUTeg_003871	mikado.HiC_scaffold_13.0G1514.1, mikado.HiC_scaffold_13.0G1514.2
OG0004451	KUTeg_013289	mikado.HiC_scaffold_16.0G1509.1, mikado.HiC_scaffold_13.0G1524.1
OG0004452	KUTeg_016107, KUTeg_016108	mikado.HiC_scaffold_13.0G1535.1
OG0004453	KUTeg_016565, KUTeg_007801	mikado.HiC_scaffold_13.0G1550.1
OG0004455	KUTeg_016164, KUTeg_016160	mikado.HiC_scaffold_13.0G1563.1
OG0004458	KUTeg_005339	mikado.HiC_scaffold_14.0G33.1
OG0004459	KUTeg_004793	mikado.HiC_scaffold_14.0G34.1
OG0004460	KUTeg_005364	mikado.HiC_scaffold_14.0G36.1
OG0004461	KUTeg_005365	mikado.HiC_scaffold_14.0G41.1, mikado.HiC_scaffold_14.0G44.1
OG0004462	KUTeg_004886, KUTeg_004887	mikado.HiC_scaffold_14.0G48.1
OG0004463	KUTeg_024285, KUTeg_004881	mikado.HiC_scaffold_14.0G50.1
OG0004464	KUTeg_004729	mikado.HiC_scaffold_14.0G54.1, mikado.HiC_scaffold_14.0G54.2
OG0004465	KUTeg_005480	mikado.HiC_scaffold_14.0G60.1, mikado.HiC_scaffold_14.0G61.1
OG0004466	KUTeg_005037	mikado.HiC_scaffold_14.0G94.1, mikado.HiC_scaffold_14.0G94.2
OG0004468	KUTeg_004800	mikado.HiC_scaffold_14.0G121.2, mikado.HiC_scaffold_14.0G121.1
OG0004469	KUTeg_005174	mikado.HiC_scaffold_14.0G127.2, mikado.HiC_scaffold_14.0G127.1
OG0004470	KUTeg_014246	mikado.HiC_scaffold_16.0G1049.1, mikado.HiC_scaffold_14.0G130.1
OG0004471	KUTeg_005074, KUTeg_004818	mikado.HiC_scaffold_14.0G143.1
OG0004472	KUTeg_005060	mikado.HiC_scaffold_14.0G150.1, mikado.HiC_scaffold_14.0G150.2
OG0004474	KUTeg_004991	mikado.HiC_scaffold_14.0G172.1, mikado.HiC_scaffold_14.0G169.1
OG0004476	KUTeg_004904	mikado.HiC_scaffold_14.0G190.3, mikado.HiC_scaffold_14.0G190.1
OG0004477	KUTeg_004946, KUTeg_017213	mikado.HiC_scaffold_14.0G192.1
OG0004478	KUTeg_005535	mikado.HiC_scaffold_14.0G204.1, mikado.HiC_scaffold_16.0G1288.1
OG0004480	KUTeg_009794	mikado.HiC_scaffold_14.0G231.2, mikado.HiC_scaffold_14.0G231.1
OG0004481	KUTeg_001029, KUTeg_005615	mikado.HiC_scaffold_14.0G241.1
OG0004483	KUTeg_005223	mikado.HiC_scaffold_14.0G250.1
OG0004484	KUTeg_005222	mikado.HiC_scaffold_14.0G251.1
OG0004485	KUTeg_005463	mikado.HiC_scaffold_14.0G259.1
OG0004487	KUTeg_004999	mikado.HiC_scaffold_14.0G275.2, mikado.HiC_scaffold_14.0G275.1
OG0004488	KUTeg_005366	mikado.HiC_scaffold_14.0G283.1, mikado.HiC_scaffold_14.0G281.1
OG0004489	KUTeg_004715	mikado.HiC_scaffold_14.0G284.1, mikado.HiC_scaffold_14.0G285.1
OG0004490	KUTeg_005520	mikado.HiC_scaffold_14.0G305.1
OG0004491	KUTeg_005513, KUTeg_004898	mikado.HiC_scaffold_14.0G308.1
OG0004492	KUTeg_018930	mikado.HiC_scaffold_14.0G311.1
OG0004493	KUTeg_000082	mikado.HiC_scaffold_14.0G313.1
OG0004494	KUTeg_021149	mikado.HiC_scaffold_14.0G315.1
OG0004495	KUTeg_004777	mikado.HiC_scaffold_14.0G316.1
OG0004496	KUTeg_005498, KUTeg_005497	mikado.HiC_scaffold_14.0G317.1
OG0004497	KUTeg_005492	mikado.HiC_scaffold_14.0G320.1, mikado.HiC_scaffold_14.0G320.2
OG0004498	KUTeg_004822	mikado.HiC_scaffold_14.0G323.1
OG0004499	KUTeg_005605	mikado.HiC_scaffold_14.0G328.1, mikado.HiC_scaffold_14.0G325.1
OG0004500	KUTeg_005606	mikado.HiC_scaffold_14.0G327.1
OG0004501	KUTeg_005603	mikado.HiC_scaffold_14.0G326.1, mikado.HiC_scaffold_14.0G331.1
OG0004502	KUTeg_004994, KUTeg_004736	mikado.HiC_scaffold_14.0G346.1
OG0004503	KUTeg_004812, KUTeg_004811	mikado.HiC_scaffold_14.0G378.1
OG0004504	KUTeg_004810, KUTeg_004815	mikado.HiC_scaffold_14.0G379.1
OG0004505	KUTeg_013497	mikado.HiC_scaffold_14.0G413.1, mikado.HiC_scaffold_16.0G1003.1
OG0004506	KUTeg_005484	mikado.HiC_scaffold_14.0G429.1, mikado.HiC_scaffold_14.0G429.2
OG0004507	KUTeg_014763, KUTeg_004870	mikado.HiC_scaffold_14.0G430.1
OG0004508	KUTeg_008312	mikado.HiC_scaffold_14.0G457.1, mikado.HiC_scaffold_14.0G456.1
OG0004509	KUTeg_005570	mikado.HiC_scaffold_14.0G458.1
OG0004510	KUTeg_001913	mikado.HiC_scaffold_14.0G463.2, mikado.HiC_scaffold_14.0G463.1
OG0004511	KUTeg_005099, KUTeg_005100	mikado.HiC_scaffold_14.0G470.1
OG0004512	KUTeg_004997	mikado.HiC_scaffold_14.0G471.1, mikado.HiC_scaffold_14.0G477.1
OG0004513	KUTeg_004996, KUTeg_004733	mikado.HiC_scaffold_14.0G473.1
OG0004514	KUTeg_005394	mikado.HiC_scaffold_14.0G481.1, mikado.HiC_scaffold_14.0G481.2
OG0004515	KUTeg_004950	mikado.HiC_scaffold_14.0G488.1, mikado.HiC_scaffold_14.0G489.1
OG0004516	KUTeg_005545, KUTeg_005186	mikado.HiC_scaffold_14.0G492.1
OG0004517	KUTeg_005650, KUTeg_005651	mikado.HiC_scaffold_14.0G531.1
OG0004518	KUTeg_005150	mikado.HiC_scaffold_14.0G548.1, mikado.HiC_scaffold_14.0G546.1
OG0004519	KUTeg_005148	mikado.HiC_scaffold_14.0G549.1, mikado.HiC_scaffold_14.0G549.2
OG0004520	KUTeg_005659, KUTeg_005302	mikado.HiC_scaffold_14.0G551.1
OG0004521	KUTeg_005178, KUTeg_005795	mikado.HiC_scaffold_14.0G559.1
OG0004522	KUTeg_004861, KUTeg_014765	mikado.HiC_scaffold_14.0G571.1
OG0004523	KUTeg_010654	mikado.HiC_scaffold_14.0G577.1
OG0004524	KUTeg_005120, KUTeg_005476	mikado.HiC_scaffold_14.0G585.1
OG0004525	KUTeg_005470, KUTeg_005123	mikado.HiC_scaffold_14.0G587.1
OG0004526	KUTeg_023994, KUTeg_024001	mikado.HiC_scaffold_14.0G599.1
OG0004527	KUTeg_004846	mikado.HiC_scaffold_14.0G617.1
OG0004528	KUTeg_005346	mikado.HiC_scaffold_14.0G622.1, mikado.HiC_scaffold_14.0G620.1
OG0004529	KUTeg_004959, KUTeg_004958	mikado.HiC_scaffold_14.0G625.1
OG0004530	KUTeg_004955	mikado.HiC_scaffold_14.0G628.1, mikado.HiC_scaffold_14.0G627.1
OG0004531	KUTeg_005105, KUTeg_005479	mikado.HiC_scaffold_14.0G645.1
OG0004532	KUTeg_005011	mikado.HiC_scaffold_14.0G668.2, mikado.HiC_scaffold_14.0G667.1
OG0004534	KUTeg_005396, KUTeg_005139	mikado.HiC_scaffold_14.0G674.1
OG0004535	KUTeg_005140, KUTeg_005395	mikado.HiC_scaffold_14.0G673.1
OG0004536	KUTeg_005136, KUTeg_005397	mikado.HiC_scaffold_14.0G677.1
OG0004537	KUTeg_005400	mikado.HiC_scaffold_14.0G678.1, mikado.HiC_scaffold_14.0G678.2
OG0004538	KUTeg_022852	mikado.HiC_scaffold_14.0G688.1
OG0004539	KUTeg_004694	mikado.HiC_scaffold_14.0G746.1, mikado.HiC_scaffold_14.0G745.1
OG0004541	KUTeg_004796, KUTeg_005146	mikado.HiC_scaffold_14.0G773.1
